time,player,team,value
2024,Caleb Williams,CHI,3541.0
2011,Cam Newton,CAR,4051.0
2012,Cam Newton,CAR,7920.0
2013,Cam Newton,CAR,11299.0
2014,Cam Newton,CAR,14426.0
2015,Cam Newton,CAR,18263.0
2016,Cam Newton,CAR,21772.0
2017,Cam Newton,CAR,25074.0
2018,Cam Newton,CAR,28469.0
2019,Cam Newton,CAR,29041.0
2020,Cam Newton,NE,31698.0
2021,Cam Newton,CAR,32382.0
2016,Cardale Jones,BUF,96.0
1974,Carl Summerell,NYG,59.0
1975,Carl Summerell,NYG,157.0
1975,Carlos Brown,GNB,63.0
1976,Carlos Brown,GNB,396.0
2004,Carson Palmer,CIN,2897.0
2005,Carson Palmer,CIN,6733.0
2006,Carson Palmer,CIN,10769.0
2007,Carson Palmer,CIN,14899.0
2008,Carson Palmer,CIN,15635.0
2009,Carson Palmer,CIN,18729.0
2010,Carson Palmer,CIN,22699.0
2011,Carson Palmer,LV,25452.0
2012,Carson Palmer,LV,29470.0
2013,Carson Palmer,ARI,33744.0
2014,Carson Palmer,ARI,35370.0
2015,Carson Palmer,ARI,40041.0
2016,Carson Palmer,ARI,44274.0
2017,Carson Palmer,ARI,46252.0
2016,Carson Wentz,PHI,3782.0
2017,Carson Wentz,PHI,7078.0
2018,Carson Wentz,PHI,10152.0
2019,Carson Wentz,PHI,14191.0
2020,Carson Wentz,PHI,16811.0
2021,Carson Wentz,IND,20374.0
2022,Carson Wentz,WAS,22129.0
2023,Carson Wentz,LA,22292.0
2024,Carson Wentz,KC,22410.0
1992,Cary Conklin,WAS,16.0
1993,Cary Conklin,WAS,512.0
1995,Cary Conklin,SFO,560.0
2013,Case Keenum,HOU,1760.0
2014,Case Keenum,HOU,2195.0
2015,Case Keenum,LA,3023.0
2016,Case Keenum,LA,5224.0
2017,Case Keenum,MIN,8771.0
2018,Case Keenum,DEN,12661.0
2019,Case Keenum,WAS,14368.0
2020,Case Keenum,CLE,14414.0
2021,Case Keenum,CLE,14876.0
2022,Case Keenum,BUF,14884.0
2023,Case Keenum,HOU,15175.0
1993,Casey Weldon,TAM,55.0
1994,Casey Weldon,TAM,118.0
1995,Casey Weldon,TAM,637.0
1996,Casey Weldon,TAM,713.0
1999,Casey Weldon,WAS,713.0
2008,Chad Henne,MIA,67.0
2009,Chad Henne,MIA,2945.0
2010,Chad Henne,MIA,6243.0
2011,Chad Henne,MIA,7111.0
2012,Chad Henne,JAX,9195.0
2013,Chad Henne,JAX,12436.0
2014,Chad Henne,JAX,12928.0
2016,Chad Henne,JAX,12928.0
2017,Chad Henne,JAX,12928.0
2018,Chad Henne,KC,12957.0
2020,Chad Henne,KC,13205.0
2021,Chad Henne,KC,13287.0
2022,Chad Henne,KC,13287.0
2002,Chad Hutchinson,DAL,1555.0
2003,Chad Hutchinson,DAL,1563.0
2004,Chad Hutchinson,CHI,2466.0
2018,Chad Kelly,DEN,0.0
2000,Chad Pennington,NYJ,67.0
2001,Chad Pennington,NYJ,159.0
2002,Chad Pennington,NYJ,3279.0
2003,Chad Pennington,NYJ,5418.0
2004,Chad Pennington,NYJ,8091.0
2005,Chad Pennington,NYJ,8621.0
2006,Chad Pennington,NYJ,11973.0
2007,Chad Pennington,NYJ,13739.0
2008,Chad Pennington,MIA,17392.0
2009,Chad Pennington,MIA,17805.0
2010,Chad Pennington,MIA,17824.0
1961,Charley Johnson,STL,51.0
1962,Charley Johnson,STL,2491.0
1963,Charley Johnson,STL,5771.0
1964,Charley Johnson,STL,8816.0
1965,Charley Johnson,STL,11255.0
1966,Charley Johnson,STL,12589.0
1967,Charley Johnson,STL,12751.0
1968,Charley Johnson,STL,13081.0
1969,Charley Johnson,STL,14928.0
1970,Charley Johnson,HOU,16580.0
1971,Charley Johnson,HOU,17172.0
1972,Charley Johnson,DEN,18955.0
1973,Charley Johnson,DEN,21420.0
1974,Charley Johnson,DEN,23389.0
1975,Charley Johnson,DEN,24410.0
1952,Charley Trippi,CRD,890.0
1998,Charlie Batch,DET,2178.0
1999,Charlie Batch,DET,4135.0
2000,Charlie Batch,DET,6624.0
2001,Charlie Batch,DET,9016.0
2003,Charlie Batch,PIT,9063.0
2005,Charlie Batch,PIT,9309.0
2006,Charlie Batch,PIT,9786.0
2007,Charlie Batch,PIT,10018.0
2009,Charlie Batch,PIT,10035.0
2010,Charlie Batch,PIT,10387.0
2011,Charlie Batch,PIT,10595.0
2012,Charlie Batch,PIT,11070.0
1955,Charlie Brackins,GNB,0.0
1950,Charlie Conerly,NYG,1000.0
1951,Charlie Conerly,NYG,2000.0
1952,Charlie Conerly,NYG,3090.0
1953,Charlie Conerly,NYG,4801.0
1954,Charlie Conerly,NYG,6240.0
1955,Charlie Conerly,NYG,7550.0
1956,Charlie Conerly,NYG,8693.0
1957,Charlie Conerly,NYG,10405.0
1958,Charlie Conerly,NYG,11604.0
1959,Charlie Conerly,NYG,13310.0
1960,Charlie Conerly,NYG,14264.0
1961,Charlie Conerly,NYG,14898.0
2005,Charlie Frye,CLE,1002.0
2006,Charlie Frye,CLE,3451.0
2007,Charlie Frye,CLE,3485.0
2008,Charlie Frye,SEA,3568.0
2009,Charlie Frye,LV,4149.0
2006,Charlie Whitehurst,LAC,0.0
2010,Charlie Whitehurst,SEA,507.0
2011,Charlie Whitehurst,SEA,805.0
2013,Charlie Whitehurst,LAC,805.0
2014,Charlie Whitehurst,TEN,2131.0
2015,Charlie Whitehurst,IND,2281.0
2016,Charlie Whitehurst,CLE,2463.0
2010,Chase Daniel,NO,16.0
2011,Chase Daniel,NO,45.0
2012,Chase Daniel,NO,55.0
2013,Chase Daniel,KC,303.0
2014,Chase Daniel,KC,460.0
2015,Chase Daniel,KC,464.0
2016,Chase Daniel,PHI,480.0
2017,Chase Daniel,NO,480.0
2018,Chase Daniel,CHI,995.0
2019,Chase Daniel,CHI,1430.0
2020,Chase Daniel,DET,1694.0
2021,Chase Daniel,LAC,1694.0
2022,Chase Daniel,LAC,1746.0
1988,Chris Chandler,IND,1619.0
1989,Chris Chandler,IND,2156.0
1990,Chris Chandler,TAM,2620.0
1991,Chris Chandler,2TM,3466.0
1991,Chris Chandler,TAM,4023.0
1991,Chris Chandler,PHO,4312.0
1992,Chris Chandler,PHO,7144.0
1993,Chris Chandler,PHO,7615.0
1994,Chris Chandler,RAM,8967.0
1995,Chris Chandler,HOU,11427.0
1996,Chris Chandler,HOU,13526.0
1997,Chris Chandler,ATL,16218.0
1998,Chris Chandler,ATL,19372.0
1999,Chris Chandler,ATL,21711.0
2000,Chris Chandler,ATL,23947.0
2001,Chris Chandler,ATL,26794.0
2002,Chris Chandler,CHI,27817.0
2003,Chris Chandler,CHI,28867.0
2004,Chris Chandler,LA,29327.0
1999,Chris Greisen,ARI,4.0
2000,Chris Greisen,ARI,69.0
1987,Chris Miller,ATL,552.0
1988,Chris Miller,ATL,2685.0
1989,Chris Miller,ATL,6144.0
1990,Chris Miller,ATL,8879.0
1991,Chris Miller,ATL,11982.0
1992,Chris Miller,ATL,13721.0
1993,Chris Miller,ATL,14066.0
1994,Chris Miller,RAM,16170.0
1995,Chris Miller,STL,18793.0
1999,Chris Miller,DEN,19320.0
2024,Chris Oladokun,KC,0.0
2000,Chris Redman,BAL,19.0
2002,Chris Redman,BAL,1053.0
2003,Chris Redman,BAL,1111.0
2007,Chris Redman,ATL,2190.0
2009,Chris Redman,ATL,2971.0
2010,Chris Redman,ATL,2991.0
2011,Chris Redman,ATL,3179.0
2004,Chris Simms,TB,467.0
2005,Chris Simms,TB,2502.0
2006,Chris Simms,TB,3087.0
2008,Chris Simms,TEN,3094.0
2009,Chris Simms,DEN,3117.0
2020,Chris Streveler,ARI,105.0
2021,Chris Streveler,ARI,141.0
2022,Chris Streveler,NYJ,231.0
2001,Chris Weinke,CAR,2931.0
2002,Chris Weinke,CAR,3111.0
2005,Chris Weinke,CAR,3175.0
2006,Chris Weinke,CAR,3800.0
2007,Chris Weinke,SF,3904.0
2011,Christian Ponder,MIN,1853.0
2012,Christian Ponder,MIN,4788.0
2013,Christian Ponder,MIN,6436.0
2014,Christian Ponder,MIN,6658.0
1980,Chuck Fusina,TAM,18.0
1981,Chuck Fusina,TAM,20.0
1986,Chuck Fusina,GNB,198.0
1986,Chuck Long,DET,247.0
1987,Chuck Long,DET,2845.0
1988,Chuck Long,DET,3701.0
1989,Chuck Long,DET,3743.0
1990,Chuck Long,RAM,3747.0
2023,Clayton Tune,ARI,62.0
2024,Clayton Tune,ARI,70.0
2006,Cleo Lemon,MIA,412.0
2007,Cleo Lemon,MIA,2185.0
2008,Cleo Lemon,JAX,2185.0
1977,Cliff Olander,SDG,76.0
1978,Cliff Olander,SDG,125.0
1980,Cliff Stoudt,PIT,493.0
1981,Cliff Stoudt,PIT,510.0
1982,Cliff Stoudt,PIT,664.0
1983,Cliff Stoudt,PIT,3217.0
1986,Cliff Stoudt,STL,3759.0
1987,Cliff Stoudt,STL,3759.0
1988,Cliff Stoudt,PHO,4506.0
1974,Clint Longley,DAL,209.0
1975,Clint Longley,DAL,311.0
1976,Clint Longley,SDG,441.0
2000,Clint Stoerner,DAL,53.0
2001,Clint Stoerner,DAL,367.0
1988,Cody Carlson,HOU,775.0
1989,Cody Carlson,HOU,930.0
1990,Cody Carlson,HOU,1313.0
1991,Cody Carlson,HOU,1427.0
1992,Cody Carlson,HOU,3137.0
1993,Cody Carlson,HOU,3742.0
1994,Cody Carlson,HOU,4469.0
2016,Cody Kessler,CLE,1380.0
2017,Cody Kessler,CLE,1506.0
2018,Cody Kessler,JAX,2215.0
2004,Cody Pickett,SF,55.0
2005,Cody Pickett,SF,195.0
2011,Colin Kaepernick,SF,35.0
2012,Colin Kaepernick,SF,1849.0
2013,Colin Kaepernick,SF,5046.0
2014,Colin Kaepernick,SF,8415.0
2015,Colin Kaepernick,SF,10030.0
2016,Colin Kaepernick,SF,12271.0
2010,Colt McCoy,CLE,1576.0
2011,Colt McCoy,CLE,4309.0
2012,Colt McCoy,CLE,4388.0
2013,Colt McCoy,SF,4401.0
2014,Colt McCoy,WAS,5458.0
2015,Colt McCoy,WAS,5586.0
2018,Colt McCoy,WAS,5958.0
2019,Colt McCoy,WAS,6080.0
2020,Colt McCoy,NYG,6455.0
2021,Colt McCoy,ARI,7195.0
2022,Colt McCoy,ARI,7975.0
2016,Connor Cook,LV,150.0
2014,Connor Shaw,CLE,177.0
2017,Cooper Rush,DAL,2.0
2021,Cooper Rush,DAL,424.0
2022,Cooper Rush,DAL,1475.0
2023,Cooper Rush,DAL,1619.0
2024,Cooper Rush,DAL,3463.0
2002,Cory Sauter,CHI,59.0
1954,Cotton Davidson,BAL,309.0
1957,Cotton Davidson,BAL,309.0
1992,Craig Erickson,TAM,121.0
1993,Craig Erickson,TAM,3175.0
1994,Craig Erickson,TAM,6094.0
1995,Craig Erickson,IND,6680.0
1996,Craig Erickson,MIA,7460.0
1997,Craig Erickson,MIA,7625.0
2004,Craig Krenzel,CHI,718.0
1991,Craig Kupp,PHO,23.0
1965,Craig Morton,DAL,173.0
1966,Craig Morton,DAL,398.0
1967,Craig Morton,DAL,1376.0
1968,Craig Morton,DAL,2128.0
1969,Craig Morton,DAL,4747.0
1970,Craig Morton,DAL,6566.0
1971,Craig Morton,DAL,7697.0
1972,Craig Morton,DAL,10093.0
1973,Craig Morton,DAL,10267.0
1974,Craig Morton,2TM,11789.0
1974,Craig Morton,DAL,11801.0
1974,Craig Morton,NYG,13311.0
1975,Craig Morton,NYG,15670.0
1976,Craig Morton,NYG,17535.0
1977,Craig Morton,DEN,19464.0
1978,Craig Morton,DEN,21266.0
1979,Craig Morton,DEN,23892.0
1980,Craig Morton,DEN,26042.0
1981,Craig Morton,DEN,29237.0
1982,Craig Morton,DEN,29430.0
2004,Craig Nall,GB,314.0
2007,Craig Nall,GB,402.0
1976,Craig Penrose,DEN,265.0
1977,Craig Penrose,DEN,482.0
1978,Craig Penrose,DEN,667.0
1979,Craig Penrose,DEN,711.0
1997,Craig Whelihan,SDG,1357.0
1998,Craig Whelihan,SDG,3160.0
2009,Curtis Painter,IND,83.0
2011,Curtis Painter,IND,1624.0
2013,Curtis Painter,NYG,1681.0
2016,Dak Prescott,DAL,3667.0
2017,Dak Prescott,DAL,6991.0
2018,Dak Prescott,DAL,10876.0
2019,Dak Prescott,DAL,15778.0
2020,Dak Prescott,DAL,17634.0
2021,Dak Prescott,DAL,22083.0
2022,Dak Prescott,DAL,24943.0
2023,Dak Prescott,DAL,29459.0
2024,Dak Prescott,DAL,31437.0
2000,Dameyune Craig,CAR,0.0
2001,Dameyune Craig,CAR,34.0
1998,Damon Huard,MIA,85.0
1999,Damon Huard,MIA,1373.0
2000,Damon Huard,MIA,1691.0
2002,Damon Huard,NE,1691.0
2003,Damon Huard,NE,1691.0
2006,Damon Huard,KC,3569.0
2007,Damon Huard,KC,5826.0
2008,Damon Huard,KC,6303.0
1970,Dan Darragh,BUF,71.0
1973,Dan Fouts,SDG,1126.0
1974,Dan Fouts,SDG,2858.0
1975,Dan Fouts,SDG,4254.0
1976,Dan Fouts,SDG,6789.0
1977,Dan Fouts,SDG,7658.0
1978,Dan Fouts,SDG,10657.0
1979,Dan Fouts,SDG,14739.0
1980,Dan Fouts,SDG,19454.0
1981,Dan Fouts,SDG,24256.0
1982,Dan Fouts,SDG,27139.0
1983,Dan Fouts,SDG,30114.0
1984,Dan Fouts,SDG,33854.0
1985,Dan Fouts,SDG,37492.0
1986,Dan Fouts,SDG,40523.0
1987,Dan Fouts,SDG,43040.0
1980,Dan Manucci,BUF,64.0
1987,Dan Manucci,BUF,132.0
1983,Dan Marino,MIA,2210.0
1984,Dan Marino,MIA,7294.0
1985,Dan Marino,MIA,11431.0
1986,Dan Marino,MIA,16177.0
1987,Dan Marino,MIA,19422.0
1988,Dan Marino,MIA,23856.0
1989,Dan Marino,MIA,27853.0
1990,Dan Marino,MIA,31416.0
1991,Dan Marino,MIA,35386.0
1992,Dan Marino,MIA,39502.0
1993,Dan Marino,MIA,40720.0
1994,Dan Marino,MIA,45173.0
1995,Dan Marino,MIA,48841.0
1996,Dan Marino,MIA,51636.0
1997,Dan Marino,MIA,55416.0
1998,Dan Marino,MIA,58913.0
1999,Dan Marino,MIA,61361.0
1991,Dan McGwire,SEA,27.0
1992,Dan McGwire,SEA,143.0
1993,Dan McGwire,SEA,167.0
1994,Dan McGwire,SEA,745.0
1995,Dan McGwire,MIA,745.0
2005,Dan Orlovsky,DET,63.0
2008,Dan Orlovsky,DET,1679.0
2011,Dan Orlovsky,IND,2880.0
2012,Dan Orlovsky,TB,2931.0
2015,Dan Orlovsky,DET,3132.0
1971,Dan Pastorini,HOU,1702.0
1972,Dan Pastorini,HOU,3413.0
1973,Dan Pastorini,HOU,4895.0
1974,Dan Pastorini,HOU,6466.0
1975,Dan Pastorini,HOU,8519.0
1976,Dan Pastorini,HOU,10314.0
1977,Dan Pastorini,HOU,12301.0
1978,Dan Pastorini,HOU,14774.0
1979,Dan Pastorini,HOU,16864.0
1980,Dan Pastorini,OAK,17796.0
1981,Dan Pastorini,RAM,18515.0
1983,Dan Pastorini,PHI,18515.0
2019,Daniel Jones,NYG,3027.0
2020,Daniel Jones,NYG,5970.0
2021,Daniel Jones,NYG,8398.0
2022,Daniel Jones,NYG,11603.0
2023,Daniel Jones,NYG,12512.0
2024,Daniel Jones,NYG,14582.0
1996,Danny Kanell,NYG,227.0
1997,Danny Kanell,NYG,1967.0
1998,Danny Kanell,NYG,3570.0
1999,Danny Kanell,ATL,4163.0
2000,Danny Kanell,ATL,4687.0
2003,Danny Kanell,DEN,5129.0
1980,Danny White,DAL,3287.0
1981,Danny White,DAL,6385.0
1982,Danny White,DAL,8464.0
1983,Danny White,DAL,12444.0
1984,Danny White,DAL,14024.0
1985,Danny White,DAL,17181.0
1986,Danny White,DAL,18338.0
1987,Danny White,DAL,20955.0
1988,Danny White,DAL,21229.0
1997,Danny Wuerffel,NOR,518.0
1998,Danny Wuerffel,NOR,1213.0
1999,Danny Wuerffel,NO,1404.0
2000,Danny Wuerffel,GB,1404.0
2001,Danny Wuerffel,CHI,1404.0
2002,Danny Wuerffel,WAS,2123.0
1970,Daryle Lamonica,OAK,2516.0
1971,Daryle Lamonica,OAK,4233.0
1972,Daryle Lamonica,OAK,6231.0
1973,Daryle Lamonica,OAK,6845.0
1974,Daryle Lamonica,OAK,6880.0
1999,Daunte Culpepper,MIN,0.0
2000,Daunte Culpepper,MIN,3937.0
2001,Daunte Culpepper,MIN,6549.0
2002,Daunte Culpepper,MIN,10402.0
2003,Daunte Culpepper,MIN,13881.0
2004,Daunte Culpepper,MIN,18598.0
2005,Daunte Culpepper,MIN,20162.0
2006,Daunte Culpepper,MIA,21091.0
2007,Daunte Culpepper,LV,22423.0
2008,Daunte Culpepper,DET,23209.0
2009,Daunte Culpepper,DET,24154.0
1995,Dave Barr,STL,42.0
1992,Dave Brown,NYG,21.0
1994,Dave Brown,NYG,2557.0
1995,Dave Brown,NYG,5371.0
1996,Dave Brown,NYG,7783.0
1997,Dave Brown,NYG,8806.0
1998,Dave Brown,ARI,8837.0
1999,Dave Brown,ARI,9781.0
2000,Dave Brown,ARI,10248.0
1980,Dave Krieg,SEA,0.0
1981,Dave Krieg,SEA,843.0
1982,Dave Krieg,SEA,1344.0
1983,Dave Krieg,SEA,3483.0
1984,Dave Krieg,SEA,7154.0
1985,Dave Krieg,SEA,10756.0
1986,Dave Krieg,SEA,13677.0
1987,Dave Krieg,SEA,15808.0
1988,Dave Krieg,SEA,17549.0
1989,Dave Krieg,SEA,20858.0
1990,Dave Krieg,SEA,24052.0
1991,Dave Krieg,SEA,26132.0
1992,Dave Krieg,KAN,29247.0
1993,Dave Krieg,KAN,30485.0
1994,Dave Krieg,DET,32114.0
1995,Dave Krieg,ARI,35668.0
1996,Dave Krieg,CHI,37946.0
1997,Dave Krieg,TEN,37948.0
1998,Dave Krieg,TEN,38147.0
1970,Dave Lewis,CIN,39.0
1976,Dave Mays,CLE,101.0
1977,Dave Mays,CLE,898.0
1978,Dave Mays,BUF,937.0
2003,Dave Ragone,HOU,135.0
1987,Dave Walter,CIN,113.0
1981,Dave Wilson,NOR,1058.0
1983,Dave Wilson,NOR,1828.0
1984,Dave Wilson,NOR,2475.0
1985,Dave Wilson,NOR,4318.0
1986,Dave Wilson,NOR,6671.0
1987,Dave Wilson,NOR,6914.0
1988,Dave Wilson,NOR,6987.0
1984,David Archer,ATL,181.0
1985,David Archer,ATL,2173.0
1986,David Archer,ATL,4180.0
1987,David Archer,ATL,4275.0
1988,David Archer,WAS,4275.0
1989,David Archer,SDG,4337.0
2019,David Blough,DET,984.0
2020,David Blough,DET,1033.0
2021,David Blough,DET,1033.0
2022,David Blough,ARI,1435.0
2002,David Carr,HOU,2592.0
2003,David Carr,HOU,4605.0
2004,David Carr,HOU,8144.0
2005,David Carr,HOU,10632.0
2006,David Carr,HOU,13397.0
2007,David Carr,CAR,14032.0
2008,David Carr,NYG,14147.0
2009,David Carr,NYG,14372.0
2010,David Carr,SF,14439.0
2012,David Carr,NYG,14458.0
2016,David Fales,CHI,22.0
2017,David Fales,MIA,287.0
2019,David Fales,NYJ,287.0
2002,David Garrard,JAC,231.0
2003,David Garrard,JAX,317.0
2004,David Garrard,JAX,691.0
2005,David Garrard,JAX,1808.0
2006,David Garrard,JAX,3543.0
2007,David Garrard,JAX,6052.0
2008,David Garrard,JAX,9672.0
2009,David Garrard,JAX,13269.0
2010,David Garrard,JAX,16003.0
1975,David Humm,OAK,246.0
1976,David Humm,OAK,287.0
1978,David Humm,OAK,438.0
1980,David Humm,BUF,477.0
1981,David Humm,BAL,567.0
1982,David Humm,BAL,697.0
1984,David Humm,RAI,753.0
1974,David Jaynes,KAN,0.0
1992,David Klingler,CIN,530.0
1993,David Klingler,CIN,2465.0
1994,David Klingler,CIN,3792.0
1995,David Klingler,CIN,3880.0
1996,David Klingler,OAK,3967.0
1997,David Klingler,OAK,3994.0
1987,David Norrie,NYJ,376.0
1977,David Whitehurst,GNB,634.0
1978,David Whitehurst,GNB,2727.0
1979,David Whitehurst,GNB,4974.0
1980,David Whitehurst,GNB,5029.0
1981,David Whitehurst,GNB,5821.0
1982,David Whitehurst,GNB,6056.0
1983,David Whitehurst,GNB,6205.0
1980,David Woodley,MIA,1850.0
1981,David Woodley,MIA,4320.0
1982,David Woodley,MIA,5400.0
1983,David Woodley,MIA,5928.0
1984,David Woodley,PIT,7201.0
1985,David Woodley,PIT,8558.0
2021,Davis Mills,HOU,2664.0
2022,Davis Mills,HOU,5782.0
2023,Davis Mills,HOU,5955.0
2024,Davis Mills,HOU,6167.0
2021,Davis Webb,BUF,0.0
2022,Davis Webb,NYG,168.0
2017,DeShone Kizer,CLE,2894.0
2018,DeShone Kizer,GB,3081.0
1974,Dean Carlson,KAN,116.0
1984,Dean May,PHI,33.0
1987,Dean May,DEN,33.0
1965,Dennis Claridge,GNB,13.0
1966,Dennis Claridge,ATL,484.0
2008,Dennis Dixon,PIT,3.0
2009,Dennis Dixon,PIT,148.0
2010,Dennis Dixon,PIT,402.0
1974,Dennis Morrison,SFO,227.0
1970,Dennis Shaw,BUF,2507.0
1971,Dennis Shaw,BUF,4320.0
1972,Dennis Shaw,BUF,5986.0
1973,Dennis Shaw,BUF,6286.0
1975,Dennis Shaw,STL,6347.0
1978,Dennis Sproul,GNB,87.0
2006,Derek Anderson,CLE,793.0
2007,Derek Anderson,CLE,4579.0
2008,Derek Anderson,CLE,6194.0
2009,Derek Anderson,CLE,7082.0
2010,Derek Anderson,ARI,9147.0
2011,Derek Anderson,CAR,9147.0
2012,Derek Anderson,CAR,9205.0
2013,Derek Anderson,CAR,9205.0
2014,Derek Anderson,CAR,9906.0
2015,Derek Anderson,CAR,9942.0
2016,Derek Anderson,CAR,10395.0
2017,Derek Anderson,CAR,10412.0
2018,Derek Anderson,BUF,10877.0
2014,Derek Carr,LV,3270.0
2015,Derek Carr,LV,7257.0
2016,Derek Carr,LV,11194.0
2017,Derek Carr,LV,14690.0
2018,Derek Carr,LV,18739.0
2019,Derek Carr,LV,22793.0
2020,Derek Carr,LV,26896.0
2021,Derek Carr,LV,31700.0
2022,Derek Carr,LV,35222.0
2023,Derek Carr,NO,39100.0
2024,Derek Carr,NO,41245.0
2017,Deshaun Watson,HOU,1699.0
2018,Deshaun Watson,HOU,5864.0
2019,Deshaun Watson,HOU,9716.0
2020,Deshaun Watson,HOU,14539.0
2022,Deshaun Watson,CLE,15641.0
2023,Deshaun Watson,CLE,16756.0
2024,Deshaun Watson,CLE,17904.0
2022,Desmond Ridder,ATL,708.0
2023,Desmond Ridder,ATL,3544.0
2024,Desmond Ridder,LV,4002.0
2019,Devlin Hodges,PIT,1063.0
1953,Dick Flowers,BAL,18.0
1964,Dick Shiner,WAS,0.0
1965,Dick Shiner,WAS,470.0
1966,Dick Shiner,WAS,470.0
1967,Dick Shiner,CLE,504.0
1968,Dick Shiner,PIT,2360.0
1969,Dick Shiner,PIT,3782.0
1970,Dick Shiner,NYG,3869.0
1971,Dick Shiner,ATL,4332.0
1973,Dick Shiner,2TM,4764.0
1973,Dick Shiner,ATL,5165.0
1973,Dick Shiner,NWE,5196.0
1974,Dick Shiner,NWE,5233.0
1985,Dieter Brock,RAM,2658.0
2013,Dominique Davis,ATL,34.0
1970,Don Gault,CLE,67.0
1954,Don Heinrich,NYG,56.0
1955,Don Heinrich,NYG,469.0
1956,Don Heinrich,NYG,838.0
1957,Don Heinrich,NYG,1062.0
1958,Don Heinrich,NYG,1431.0
1959,Don Heinrich,NYG,1760.0
1960,Don Heinrich,DAL,2131.0
1967,Don Horn,GNB,171.0
1968,Don Horn,GNB,358.0
1969,Don Horn,GNB,1863.0
1970,Don Horn,GNB,2291.0
1971,Don Horn,DEN,3347.0
1973,Don Horn,CLE,3369.0
1952,Don Klosterman,RAM,47.0
1987,Don Majkowski,GNB,875.0
1988,Don Majkowski,GNB,2994.0
1989,Don Majkowski,GNB,7312.0
1990,Don Majkowski,GNB,9237.0
1991,Don Majkowski,GNB,10599.0
1992,Don Majkowski,GNB,10870.0
1993,Don Majkowski,IND,10975.0
1994,Don Majkowski,IND,11985.0
1995,Don Majkowski,DET,12146.0
1996,Don Majkowski,DET,12700.0
1960,Don Meredith,DAL,281.0
1961,Don Meredith,DAL,1442.0
1962,Don Meredith,DAL,3121.0
1963,Don Meredith,DAL,5502.0
1964,Don Meredith,DAL,7645.0
1965,Don Meredith,DAL,10060.0
1966,Don Meredith,DAL,12865.0
1967,Don Meredith,DAL,14699.0
1968,Don Meredith,DAL,17199.0
1975,Don Milan,GNB,181.0
1952,Don Panciera,CRD,582.0
1975,Don Strock,MIA,230.0
1976,Don Strock,MIA,589.0
1977,Don Strock,MIA,601.0
1978,Don Strock,MIA,1426.0
1979,Don Strock,MIA,2256.0
1980,Don Strock,MIA,2569.0
1981,Don Strock,MIA,3470.0
1982,Don Strock,MIA,3776.0
1983,Don Strock,MIA,4179.0
1984,Don Strock,MIA,4206.0
1985,Don Strock,MIA,4347.0
1986,Don Strock,MIA,4499.0
1987,Don Strock,MIA,4613.0
1988,Don Strock,CLE,5349.0
1991,Donald Hollas,CIN,310.0
1992,Donald Hollas,CIN,645.0
1994,Donald Hollas,CIN,645.0
1998,Donald Hollas,OAK,2399.0
1999,Donovan McNabb,PHI,948.0
2000,Donovan McNabb,PHI,4313.0
2001,Donovan McNabb,PHI,7546.0
2002,Donovan McNabb,PHI,9835.0
2003,Donovan McNabb,PHI,13058.0
2004,Donovan McNabb,PHI,16933.0
2005,Donovan McNabb,PHI,19440.0
2006,Donovan McNabb,PHI,22052.0
2007,Donovan McNabb,PHI,25376.0
2008,Donovan McNabb,PHI,29290.0
2009,Donovan McNabb,PHI,32843.0
2010,Donovan McNabb,WAS,36220.0
2011,Donovan McNabb,MIN,37246.0
2023,Dorian Thompson-Robinson,CLE,440.0
2024,Dorian Thompson-Robinson,CLE,880.0
1986,Doug Flutie,CHI,361.0
1987,Doug Flutie,NWE,560.0
1988,Doug Flutie,NWE,1710.0
1989,Doug Flutie,NWE,2203.0
1998,Doug Flutie,BUF,4914.0
1999,Doug Flutie,BUF,8085.0
2000,Doug Flutie,BUF,9741.0
2001,Doug Flutie,SD,13205.0
2002,Doug Flutie,SD,13269.0
2003,Doug Flutie,LAC,14366.0
2004,Doug Flutie,LAC,14642.0
2005,Doug Flutie,NE,14671.0
1986,Doug Gaynor,CIN,30.0
1987,Doug Hudson,KAN,0.0
2000,Doug Johnson,ATL,406.0
2001,Doug Johnson,ATL,429.0
2002,Doug Johnson,ATL,877.0
2003,Doug Johnson,ATL,2532.0
2004,Doug Johnson,TEN,2600.0
1996,Doug Nussmeier,NOR,272.0
1997,Doug Nussmeier,NOR,455.0
1993,Doug Pederson,MIA,41.0
1998,Doug Pederson,GNB,169.0
