Rk,Player,Age,Team,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,Sk%,NY/A,ANY/A,4QC,GWD,Awards,Player-additional
37,Tommy Mason,25,MIN,HB,13,12,,1,1,100.0,30,1,100.0,0,0.0,30,30.0,50.00,30.0,2.3,158.3,0,0,0.00,30.00,50.00,0,0,PB,MasoTo00
38,Tom Moore,26,GNB,HB,14,1,,1,3,33.3,28,0,0.0,0,0.0,28,9.3,9.33,28.0,2.0,68.7,0,0,0.00,9.33,9.33,0,0,,MoorTo00
39,Paul Hornung,29,GNB,HB,14,14,,3,10,30.0,25,0,0.0,1,10.0,10,2.5,-2.00,8.3,1.8,0.0,0,0,0.00,2.50,-2.00,0,0,,HornPa00
40,Billy Lothridge,22,DAL,P,14,0,,2,9,22.2,24,0,0.0,2,22.2,13,2.7,-7.33,12.0,1.7,0.0,0,0,0.00,2.67,-7.33,0,0,,LothBi20
41,Jim Brown,28,CLE,FB,14,14,,1,1,100.0,13,1,100.0,0,0.0,13,13.0,33.00,13.0,0.9,158.3,0,0,0.00,13.00,33.00,0,0,PBAP-1AP MVP-2,BrowJi00
42,Ronnie Bull,24,CHI,HB/FB,13,10,,1,3,33.3,13,0,0.0,0,0.0,13,4.3,4.33,13.0,1.0,47.9,0,0,0.00,4.33,4.33,0,0,,BullRo00
43,Tommy Wade,22,PIT,QB,1,0,,1,3,33.3,7,0,0.0,0,0.0,7,2.3,2.33,7.0,7.0,42.4,0,0,0.00,2.33,2.33,0,0,,WadeTo00
44,Sonny Gibbs,25,DET,QB,2,0,,1,3,33.3,3,0,0.0,1,33.3,3,1.0,-14.00,3.0,1.5,2.8,0,0,0.00,1.00,-14.00,0,0,,GibbSo00
45,Jon Arnett,29,CHI,LHB,14,8,,0,4,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,ArneJo00
46,Terry Baker,23,RAM,RB,5,0,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,BakeTe00
47,Gary Ballman,24,PIT,FL/LE,13,13,,0,1,0.0,0,0,0.0,1,100.0,,0.0,-45.00,,0.0,0.0,0,0,0.00,0.00,-45.00,0,0,PB,BallGa00
48,Terry Barr,29,DET,FL,14,14,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,PBAP-2,BarrTe00
49,Timmy Brown,27,PHI,HB,10,6,,0,2,0.0,0,0,0.0,1,50.0,,0.0,-22.50,,0.0,0.0,0,0,0.00,0.00,-22.50,0,0,,BrowTi01
50,Preston Carpenter,30,WAS,TE,14,11,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,CarpPr00
51,Frank Clarke,30,DAL,LE,14,14,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,AP-1,ClarFr00
52,John David Crow,29,STL,HB,13,11,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,CrowJo00
53,Perry Lee Dunn,23,DAL,RB,14,2,,0,2,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,DunnPe00
54,Earl Gros,24,PHI,FB,13,12,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,GrosEa00
55,Dick Hoak,25,PIT,HB,14,7,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,HoakDi00
56,Buddy Humphrey,29,STL,QB,1,0,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,HumpBu00
57,Dick James,30,NYG,HB,14,9,,0,1,0.0,0,0,0.0,1,100.0,,0.0,-45.00,,0.0,0.0,0,0,0.00,0.00,-45.00,0,0,,JameDi00
58,Dave Kopay,22,SFO,HB,14,6,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,KopaDa00
59,Dan Lewis,28,DET,HB,11,7,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,LewiDa02
60,Gary Lowe,30,DET,SS,13,4,,0,1,0.0,0,0,0.0,1,100.0,,0.0,-45.00,,0.0,0.0,0,0,0.00,0.00,-45.00,0,0,,LoweGa20
61,Eddie Meador,27,RAM,FS,14,13,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,PB,MeadEd00
62,Nick Pietrosante,27,DET,FB,14,14,,0,1,0.0,0,0,0.0,1,100.0,,0.0,-45.00,,0.0,0.0,0,0,0.00,0.00,-45.00,0,0,,PietNi00
63,Dick Shiner,22,WAS,QB,1,0,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,2,15,66.67,-5.00,-5.00,0,0,,ShinDi00
64,Jim Stiger,23,DAL,FB,14,8,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,StigJi00
,League Average,,,,,,,,,51.4,,,5.1,,4.8,,7.2,6.01,13.9,56.8,71.7,,,9.95,5.64,4.60,,,,-9999
