Rk,Player,Age,Team,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,Sk%,NY/A,ANY/A,4QC,GWD,Awards,Player-additional
86,Calvin Hill,24,DAL,RB,8,7,,0,1,0.0,0,0,0.0,1,100.0,,0.0,-45.00,,0.0,0.0,0,0,0.00,0.00,-45.00,0,0,,HillCa00
87,Floyd Little,29,DEN,RB,14,13,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,PB,LittFl00
88,Tom Matte,32,BAL,RB,14,14,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,1,12,50.00,-6.00,-6.00,0,0,,MattTo00
89,Steve O'Neal,25,NYJ,P,14,0,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,ONeaSt20
90,Roy Shivers,30,STL,FB,11,5,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,ShivRo00
91,O.J. Simpson,24,BUF,RB,14,14,,0,2,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,SimpO.00
92,Duane Thomas,24,DAL,RB,11,10,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,ThomDu00
93,Billy Van Heusen,25,DEN,P,14,0,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,VanHBi20
94,Bob Wallace,26,CHI,TE,14,14,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,WallBo00
95,Larry Walton,24,DET,WR,14,14,,0,0,,0,0,,0,,,,,,0.0,,1,15,100.00,-15.00,-15.00,0,0,,WaltLa00
,League Average,,,,,,,,,50.9,,,4.1,,5.8,,6.7,4.95,13.2,61.4,62.2,,,7.54,5.57,3.93,,,,-9999
