Rk,Player,Age,Team,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,Sk%,NY/A,ANY/A,4QC,GWD,Awards,Player-additional
11,Randy Wright,25,GNB,QB,16,16,4-12-0,263,492,53.5,3247,17,3.5,23,4.7,153,42.5,62,6.6,5.19,12.3,202.9,66.2,33,243,6.29,5.72,4.40,0,0,,WrigRa00
12,Dan Fouts,35,SDG,QB,12,12,3-9-0,252,430,58.6,3031,16,3.7,22,5.1,157,46.8,65,7.0,5.49,12.0,252.6,71.4,21,173,4.66,6.34,4.85,0,0,,FoutDa00
13,Tommy Kramer,31,MIN,QB,13,13,7-6-0,208,372,55.9,3000,24,6.5,10,2.7,131,43.9,76,8.1,8.15,14.4,230.8,92.6,31,178,7.69,7.00,7.08,1,1,PBAP-2,KramTo00
14,Dave Krieg,28,SEA,QB,15,14,10-4-0,225,375,60.0,2921,21,5.6,11,2.9,137,42.0,72,7.8,7.59,13.0,194.7,91.0,35,281,8.54,6.44,6.26,1,1,,KrieDa00
15,Steve Pelluer,24,DAL,QB,16,9,3-6-0,215,378,56.9,2727,8,2.1,17,4.5,133,40.2,84,7.2,5.61,12.7,170.4,67.9,47,362,11.06,5.56,4.14,1,2,,PellSt00
16,Neil Lomax,27,STL,QB,14,14,4-9-1,240,421,57.0,2583,13,3.1,12,2.9,122,40.0,48,6.1,5.47,10.8,184.5,73.6,52,381,10.99,4.66,4.06,1,0,,LomaNe00
17,Mark Malone,28,PIT,QB,14,14,6-8-0,216,425,50.8,2444,15,3.5,18,4.2,128,41.6,48,5.8,4.55,11.3,174.6,62.5,13,97,2.97,5.36,4.19,0,2,,MaloMa00
18,Dave Wilson,27,NOR,QB,14,13,6-7-0,189,342,55.3,2353,10,2.9,17,5.0,115,43.1,63,6.9,5.23,12.4,168.1,65.8,22,191,6.04,5.94,4.39,1,1,,WilsDa00
19,Steve Young,25,TAM,QB,14,14,2-12-0,195,363,53.7,2282,8,2.2,13,3.6,109,37.3,46,6.3,5.12,11.7,163.0,65.5,47,326,11.46,4.77,3.73,0,0,,YounSt00
20,Joe Montana,30,SFO,QB,8,8,6-2-0,191,307,62.2,2236,8,2.6,9,2.9,111,45.5,48,7.3,6.49,11.7,279.5,80.7,12,95,3.76,6.71,5.94,1,1,AP MVP-6,MontJo01
21,Jack Trudeau,24,IND,QB,12,11,0-11-0,204,417,48.9,2225,8,1.9,18,4.3,109,33.9,84,5.3,3.78,10.9,185.4,53.5,29,213,6.50,4.51,3.05,0,0,,TrudJa00
22,David Archer,24,ATL,QB,11,11,5-5-1,150,294,51.0,2007,10,3.4,9,3.1,93,36.9,65,6.8,6.13,13.4,182.5,71.6,34,249,10.37,5.36,4.73,3,2,,ArchDa00
23,Jim Plunkett,39,RAI,QB,10,8,3-5-0,133,252,52.8,1986,14,5.6,9,3.6,89,42.7,81,7.9,7.38,14.9,198.6,82.5,27,215,9.68,6.35,5.90,1,2,,PlunJi00
24,Bill Kenney,31,KAN,QB,15,8,5-3-0,161,308,52.3,1922,13,4.2,11,3.6,99,41.4,53,6.2,5.48,11.9,128.1,70.8,25,180,7.51,5.23,4.53,1,2,,KennBi00
25,Eric Hipple,29,DET,QB,16,10,3-7-0,192,305,63.0,1919,9,3.0,11,3.6,100,45.4,46,6.3,5.26,10.0,119.9,75.6,21,153,6.44,5.42,4.45,0,0,,HippEr00
26,Marc Wilson,29,RAI,QB,16,8,5-3-0,129,240,53.8,1721,12,5.0,15,6.3,83,41.6,57,7.2,5.36,13.3,107.6,67.4,34,227,12.41,5.45,3.86,0,0,,WilsMa00
27,Jeff Kemp,27,SFO,QB,10,6,3-2-1,119,200,59.5,1554,11,5.5,8,4.0,74,48.1,66,7.8,7.07,13.1,155.4,85.7,8,56,3.85,7.20,6.53,0,0,,KempJe00
28,Ron Jaworski,35,PHI,QB,10,9,3-6-0,128,245,52.2,1405,8,3.3,6,2.4,68,36.7,56,5.7,5.29,11.0,140.5,70.2,22,156,8.24,4.68,4.27,0,0,,JawoRo00
29,Randall Cunningham,23,PHI,QB,15,5,1-3-1,111,209,53.1,1391,8,3.8,7,3.3,64,31.3,75,6.7,5.91,12.5,92.7,72.9,72,489,25.62,3.21,2.66,1,1,,CunnRa00
30,Todd Blackledge,25,KAN,QB,10,8,5-3-0,96,211,45.5,1200,10,4.7,6,2.8,54,32.2,70,5.7,5.36,12.5,120.0,67.6,25,192,10.59,4.27,3.97,1,1,,BlacTo00
31,Wade Wilson,27,MIN,QB,9,3,2-1-0,80,143,55.9,1165,7,4.9,5,3.5,55,44.2,39,8.1,7.55,14.6,129.4,84.4,13,94,8.33,6.87,6.32,0,0,,WilsWa00
32,Danny White,34,DAL,QB,7,6,4-2-0,95,153,62.1,1157,12,7.8,5,3.3,62,50.9,63,7.6,7.66,12.2,165.3,97.9,10,98,6.13,6.50,6.59,1,2,,WhitDa01
33,Gary Hogeboom,28,IND,QB,5,5,3-2-0,85,144,59.0,1154,6,4.2,6,4.2,55,40.7,60,8.0,6.97,13.6,230.8,81.2,18,144,11.11,6.23,5.31,1,2,,HogeGa00
34,Mike Tomczak,24,CHI,QB,13,7,7-0-0,74,151,49.0,1105,2,1.3,10,6.6,45,36.8,85,7.3,4.60,14.9,85.0,50.2,4,30,2.58,6.94,4.29,2,3,,TomcMi00
35,Turk Schonert,29,ATL,QB,8,5,2-3-0,95,154,61.7,1032,4,2.6,8,5.2,44,42.3,41,6.7,4.88,10.9,129.0,68.4,21,206,12.00,4.72,3.12,0,0,,SchoTu00
36,Jim Everett,23,RAM,QB,6,5,3-2-0,73,147,49.7,1018,8,5.4,8,5.4,46,41.3,60,6.9,5.56,13.9,169.7,67.8,8,50,5.16,6.25,4.95,0,0,AP ORoY-2,EverJi00
37,Jim McMahon,27,CHI,QB,6,6,6-0-0,77,150,51.3,995,5,3.3,8,5.3,40,41.7,58,6.6,4.90,12.9,165.8,61.4,6,40,3.85,6.12,4.46,0,0,,McMaJi00
38,Steve Grogan,33,NWE,QB,4,2,1-1-0,62,102,60.8,976,9,8.8,2,2.0,39,50.9,69,9.6,10.45,15.7,244.0,113.8,4,31,3.77,8.92,9.76,1,1,,GrogSt00
39,Joe Ferguson,36,DET,QB,6,4,2-2-0,73,155,47.1,941,7,4.5,7,4.5,42,33.9,73,6.1,4.94,12.9,156.8,62.9,10,101,6.06,5.09,4.03,1,1,,FergJo00
40,Steve Dils,31,RAM,QB,15,5,3-2-0,59,129,45.7,693,4,3.1,4,3.1,30,33.8,65,5.4,4.60,11.7,46.2,60.0,7,44,5.15,4.77,4.04,0,2,,DilsSt00
41,Steve Bartkowski,34,RAM,QB,6,6,4-2-0,61,126,48.4,654,2,1.6,3,2.4,29,33.6,42,5.2,4.44,10.7,109.0,59.4,11,84,8.03,4.16,3.47,0,1,,BartSt00
42,Mark Herrmann,27,SDG,QB,6,1,0-1-0,51,97,52.6,627,2,2.1,3,3.1,32,43.1,28,6.5,5.48,12.3,104.5,66.8,5,43,4.90,5.73,4.79,0,0,,HerrMa00
43,Steve DeBerg,32,TAM,QB,16,2,0-2-0,50,96,52.1,610,5,5.2,12,12.5,35,41.9,45,6.4,1.77,12.2,38.1,49.7,9,68,8.57,5.16,0.97,0,0,,DebeSt00
44,Cliff Stoudt,31,STL,QB,5,2,0-2-0,52,91,57.1,542,3,3.3,7,7.7,26,41.8,24,6.0,3.15,10.4,108.4,53.5,7,43,7.14,5.09,2.49,1,1,,StouCl00
45,Bobby Hebert,26,NOR,QB,5,3,1-2-0,41,79,51.9,498,2,2.5,8,10.1,20,35.7,84,6.3,2.25,12.1,99.6,40.5,5,34,5.95,5.52,1.71,0,0,,HebeBo00
46,Mike Moroski,29,SFO,QB,15,2,1-1-0,42,73,57.5,493,2,2.7,3,4.1,26,43.0,52,6.8,5.45,11.7,32.9,70.2,6,52,7.59,5.58,4.38,0,0,,MoroMi00
47,Gale Gilbert,25,SEA,QB,16,2,0-2-0,42,76,55.3,485,3,3.9,3,3.9,21,40.0,38,6.4,5.39,11.5,30.3,71.4,4,34,5.00,5.64,4.70,0,0,,GilbGa00
48,Steve Fuller,29,CHI,QB,16,2,0-2-0,34,64,53.1,451,2,3.1,4,6.3,19,38.9,50,7.0,4.86,13.3,28.2,60.1,8,53,11.11,5.53,3.58,1,1,,FullSt00
49,Matt Cavanaugh,30,PHI,QB,10,2,1-1-0,28,58,48.3,397,2,3.4,4,6.9,17,32.8,49,6.8,4.43,14.2,39.7,53.6,9,56,13.43,5.09,3.00,1,1,,CavaMa00
50,Tom Flick,28,SDG,QB,11,3,1-2-0,33,73,45.2,361,2,2.7,8,11.0,21,35.4,26,4.9,0.56,10.9,32.8,29.9,6,49,7.59,3.95,-0.10,0,0,,FlicTo00
51,Doug Flutie,24,CHI,QB,4,1,1-0-0,23,46,50.0,361,3,6.5,2,4.3,14,36.5,58,7.8,7.20,15.7,90.3,80.1,6,30,11.54,6.37,5.79,1,1,,FlutDo00
52,Pat Ryan,31,NYJ,QB,16,2,2-0-0,34,55,61.8,342,2,3.6,1,1.8,22,46.7,36,6.2,6.13,10.1,21.4,84.1,5,33,8.33,5.15,5.07,0,0,,RyanPa00
53,Oliver Luck,26,HOU,QB,4,1,0-1-0,31,60,51.7,341,1,1.7,5,8.3,18,38.8,27,5.7,2.27,11.0,85.3,39.7,7,62,10.45,4.16,1.10,0,0,,LuckOl00
54,Bubby Brister,24,PIT,QB,2,2,0-2-0,21,60,35.0,291,0,0.0,2,3.3,13,24.2,58,4.9,3.35,13.9,145.5,37.6,6,57,9.09,3.55,2.18,0,0,,BrisBu00
55,Vince Ferragamo,32,GNB,QB,3,0,,23,40,57.5,283,1,2.5,3,7.5,12,46.5,50,7.1,4.20,12.3,94.3,56.6,3,15,6.98,6.23,3.56,0,0,,FerrVi00
56,Rusty Hilger,24,RAI,QB,2,0,,19,38,50.0,266,1,2.6,1,2.6,14,41.5,54,7.0,6.34,14.0,133.0,70.7,3,22,7.32,5.95,5.34,0,0,,HilgRu00
57,Gary Kubiak,25,DEN,QB,16,0,,23,38,60.5,249,1,2.6,3,7.9,13,43.9,26,6.6,3.53,10.8,15.6,55.7,3,23,7.32,5.51,2.71,0,0,,KubiGa00
58,Chuck Long,23,DET,QB,3,2,0-2-0,21,40,52.5,247,2,5.0,2,5.0,13,31.3,34,6.2,4.93,11.8,82.3,67.4,8,69,16.67,3.71,2.67,0,0,,LongCh00
59,Blair Kiel,25,IND,QB,3,0,,11,25,44.0,236,2,8.0,0,0.0,10,36.7,50,9.4,11.04,21.5,78.7,104.7,5,42,16.67,6.47,7.80,0,0,,KielBl00
60,Chuck Fusina,29,GNB,QB,7,0,,19,32,59.4,178,0,0.0,1,3.1,7,39.4,42,5.6,4.16,9.4,25.4,61.7,1,3,3.03,5.30,3.94,0,0,,FusiCh00
61,Ken Anderson,37,CIN,QB,8,0,,11,23,47.8,171,1,4.3,2,8.7,6,41.7,43,7.4,4.39,15.5,21.4,51.2,1,4,4.17,6.96,4.04,0,0,,AndeKe00
62,Don Strock,36,MIA,QB,16,0,,14,20,70.0,152,2,10.0,0,0.0,9,65.0,21,7.6,9.60,10.9,9.5,125.4,0,0,0.00,7.60,9.60,0,0,,StroDo00
63,Frank Reich,25,BUF,QB,3,0,,9,19,47.4,104,0,0.0,2,10.5,4,38.1,37,5.5,0.74,11.6,34.7,24.8,2,4,9.52,4.76,0.48,0,0,,ReicFr00
64,Reggie Collier,25,DAL,QB,4,1,0-1-0,8,15,53.3,96,1,6.7,2,13.3,4,38.9,27,6.4,1.73,12.0,24.0,55.8,3,38,16.67,3.22,-0.67,0,0,,CollRe20
65,Keith Byars,23,PHI,RB,16,8,,1,2,50.0,55,1,50.0,0,0.0,1,33.3,55,27.5,37.50,55.0,3.4,135.4,1,7,33.33,16.00,22.67,0,0,,ByarKe00
66,Mike Pagel,26,CLE,QB,1,0,,2,3,66.7,53,0,0.0,0,0.0,1,33.3,45,17.7,17.67,26.5,53.0,109.7,0,0,0.00,17.67,17.67,0,0,,PageMi00
67,Herman Fontenot,23,CLE,RB,16,3,,1,1,100.0,46,1,100.0,0,0.0,1,100.0,46,46.0,66.00,46.0,2.9,158.3,0,0,0.00,46.00,66.00,0,0,,FontHe00
68,Chris Norman,24,DEN,P,6,0,,1,1,100.0,43,1,100.0,0,0.0,1,100.0,43,43.0,63.00,43.0,7.2,158.3,0,0,0.00,43.00,63.00,0,0,,NormCh20
69,Brian Brennan,24,CLE,WR,16,0,,1,1,100.0,35,0,0.0,0,0.0,1,100.0,35,35.0,35.00,35.0,2.2,118.7,0,0,0.00,35.00,35.00,0,0,,BrenBr00
70,Doug Gaynor,23,CIN,QB,1,0,,3,3,100.0,30,0,0.0,0,0.0,1,50.0,16,10.0,10.00,10.0,30.0,108.3,1,5,25.00,6.25,6.25,0,0,,GaynDo20
71,Jeff Gossett,29,CLE,P,16,0,,1,2,50.0,30,0,0.0,1,50.0,1,50.0,30,15.0,-7.50,30.0,1.9,56.2,0,0,0.00,15.00,-7.50,0,0,,GossJe20
72,Dalton Hilliard,22,NOR,RB,16,5,,1,3,33.3,29,1,33.3,0,0.0,1,33.3,29,9.7,16.33,29.0,1.8,109.7,0,0,0.00,9.67,16.33,0,0,,HillDa00
73,Mike Renfro,31,DAL,WR,12,6,,1,1,100.0,23,0,0.0,0,0.0,1,100.0,23,23.0,23.00,23.0,1.9,118.7,0,0,0.00,23.00,23.00,0,0,,RenfMi00
74,Steve Sewell,23,DEN,RB,11,2,,1,1,100.0,23,1,100.0,0,0.0,1,25.0,23,23.0,43.00,23.0,2.1,158.3,3,17,75.00,1.50,6.50,0,0,,SeweSt00
75,Pete Holohan,27,SDG,TE,16,6,,1,2,50.0,21,0,0.0,0,0.0,1,50.0,21,10.5,10.50,21.0,1.3,87.5,0,0,0.00,10.50,10.50,0,0,,HoloPe00
76,Steve Largent,32,SEA,WR,16,16,,1,1,100.0,18,0,0.0,0,0.0,1,100.0,18,18.0,18.00,18.0,1.1,118.7,0,0,0.00,18.00,18.00,0,0,PB,LargSt00
77,Alfred Anderson,25,MIN,FB,16,8,,1,2,50.0,17,0,0.0,0,0.0,1,50.0,17,8.5,8.50,17.0,1.1,79.2,0,0,0.00,8.50,8.50,0,0,,AndeAl00
78,Jerry Rice,24,SFO,WR,16,15,,1,2,50.0,16,0,0.0,0,0.0,1,50.0,16,8.0,8.00,16.0,1.0,77.1,0,0,0.00,8.00,8.00,0,0,PBAP-1AP MVP-6AP OPoY-3,RiceJe00
79,Eric Dickerson,26,RAM,RB,16,16,,1,1,100.0,15,1,100.0,0,0.0,1,100.0,15,15.0,35.00,15.0,0.9,158.3,0,0,0.00,15.00,35.00,0,0,PBAP-1AP MVP-2AP OPoY-1,DickEr00
80,Stump Mitchell,27,STL,RB,15,13,,1,3,33.3,15,1,33.3,0,0.0,1,33.3,15,5.0,11.67,15.0,1.0,90.3,0,0,0.00,5.00,11.67,0,0,,MitcSt00
81,Mike Rozier,25,HOU,RB,13,13,,1,1,100.0,13,0,0.0,0,0.0,1,100.0,13,13.0,13.00,13.0,1.0,118.7,0,0,0.00,13.00,13.00,0,0,,RoziMi00
82,Jeff Rutledge,29,NYG,QB,16,0,,1,3,33.3,13,1,33.3,0,0.0,1,33.3,13,4.3,11.00,13.0,0.8,87.5,0,0,0.00,4.33,11.00,0,0,,RutlJe00
83,Frank Wattelet,28,NOR,FS,16,16,,1,1,100.0,13,0,0.0,0,0.0,1,100.0,13,13.0,13.00,13.0,0.8,118.7,0,0,0.00,13.00,13.00,0,0,,WattFr20
84,Harry Newsome,23,PIT,P,16,0,,1,2,50.0,12,1,50.0,0,0.0,1,50.0,12,6.0,16.00,12.0,0.8,108.3,0,0,0.00,6.00,16.00,0,0,,NewsHa20
85,Gerald Willhite,27,DEN,FB,16,12,,1,4,25.0,11,0,0.0,0,0.0,1,25.0,11,2.8,2.75,11.0,0.7,39.6,0,0,0.00,2.75,2.75,0,0,,WillGe00
86,Craig James,25,NWE,FB,13,12,,1,4,25.0,10,1,25.0,1,25.0,1,25.0,10,2.5,-3.75,10.0,0.8,39.6,0,0,0.00,2.50,-3.75,0,0,,JameCr00
87,Scott Campbell,24,2TM,QB,4,0,,1,7,14.3,7,0,0.0,0,0.0,0,,7,1.0,1.00,7.0,1.8,39.6,2,14,22.22,-0.78,-0.78,0,0,,CampSc00
87,Scott Campbell,24,PIT,QB,3,0,,0,4,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,1,5,20.00,-1.00,-1.00,0,0,,CampSc00
87,Scott Campbell,24,ATL,QB,1,0,,1,3,33.3,7,0,0.0,0,0.0,0,,7,2.3,2.33,7.0,7.0,42.4,1,9,25.00,-0.50,-0.50,0,0,,CampSc00
88,Tom Ramsey,25,NWE,QB,5,0,,1,3,33.3,7,0,0.0,0,0.0,0,,7,2.3,2.33,7.0,1.4,42.4,0,0,0.00,2.33,2.33,0,0,,RamsTo00
89,Gary Anderson,25,SDG,RB,16,12,,1,1,100.0,4,1,100.0,0,0.0,1,100.0,4,4.0,24.00,4.0,0.3,122.9,0,0,0.00,4.00,24.00,0,0,PB,AndeGa00
90,Steve Bono,24,MIN,QB,1,0,,1,1,100.0,3,0,0.0,0,0.0,0,,3,3.0,3.00,3.0,3.0,79.2,0,0,0.00,3.00,3.00,0,0,,BonoSt00
91,Buford McGee,26,SDG,RB,9,3,,1,1,100.0,1,0,0.0,0,0.0,0,,1,1.0,1.00,1.0,0.1,79.2,0,0,0.00,1.00,1.00,0,0,,McGeBu00
92,Evan Arapostathis,23,STL,P,5,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,ArapEv20
93,Albert Bentley,26,IND,RB,12,3,,0,0,,0,0,,0,,0,,,,,,0.0,,1,7,100.00,-7.00,-7.00,0,0,,BentAl00
94,James Brooks,28,CIN,RB,16,16,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,PB,BrooJa00
95,Tony Galbreath,32,NYG,RB,16,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,1,8,50.00,-4.00,-4.00,0,0,,GalbTo00
96,Ernest Givins,22,HOU,WR,15,15,,0,2,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,GiviEr00
97,Boyce Green,26,KAN,RB,16,7,,0,1,0.0,0,0,0.0,1,100.0,0,,,0.0,-45.00,,0.0,0.0,0,0,0.00,0.00,-45.00,0,0,,GreeBo00
98,Kevin House,29,RAM,WR,8,3,,0,0,,0,0,,0,,0,,,,,,0.0,,1,6,100.00,-6.00,-6.00,0,0,,HousKe00
99,Jim Jensen,28,MIA,WR,16,0,,0,2,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,JensJi00
100,Vance Johnson,23,DEN,WR,12,9,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,JohnVa00
101,Steve Kreider,28,CIN,WR,10,0,,0,1,0.0,0,0,0.0,1,100.0,0,,,0.0,-45.00,,0.0,0.0,0,0,0.00,0.00,-45.00,0,0,,KreiSt00
102,James Lofton,30,GNB,WR,15,15,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,LoftJa00
103,Henry Marshall,32,KAN,WR,16,9,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,MarsHe00
104,Randall Morris,25,SEA,RB,16,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,MorrRa00
105,Walter Payton,33,CHI,RB,16,16,,0,4,0.0,0,0,0.0,1,25.0,0,,,0.0,-11.25,,0.0,0.0,0,0,0.00,0.00,-11.25,0,0,PBAP-2AP MVP-6,PaytWa00
106,Allen Rice,24,MIN,FB,14,8,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,RiceAl00
107,Gerald Riggs,26,ATL,RB,16,15,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,PB,RiggGe00
108,Doug Williams,31,WAS,QB,1,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,WillDo01
,League Average,,,,,,,,,55.4,,,4.1,,4.0,,41.9,,7.0,5.99,12.6,81.2,74.1,,,7.65,5.88,4.96,,,,-9999
