Rk,Player,Age,Team,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,Sk%,NY/A,ANY/A,4QC,GWD,Awards,Player-additional
12,Stan Humphries,29,SDG,QB,15,15,11-4-0,264,453,58.3,3209,17,3.8,12,2.6,160,42.9,99,7.1,6.64,12.2,213.9,81.6,25,223,5.23,6.25,5.83,3,3,,HumpSt00
13,Jim Kelly,34,BUF,QB,14,14,7-7-0,285,448,63.6,3114,22,4.9,17,3.8,152,49.8,83,7.0,6.23,10.9,222.4,84.6,34,244,7.05,5.95,5.28,0,1,,KellJi00
14,Craig Erickson,25,TAM,QB,15,15,6-8-0,225,399,56.4,2919,16,4.0,10,2.5,127,43.5,71,7.3,6.99,13.0,194.6,82.5,22,129,5.23,6.63,6.32,2,2,,EricCr00
15,Boomer Esiason,33,NYJ,QB,15,14,5-9-0,255,440,58.0,2782,17,3.9,13,3.0,136,42.9,69,6.3,5.77,10.9,185.5,77.3,19,134,4.14,5.77,5.24,1,2,,EsiaBo00
16,Troy Aikman,28,DAL,QB,14,14,10-4-0,233,361,64.5,2676,13,3.6,12,3.3,133,50.1,90,7.4,6.64,11.5,191.1,84.9,14,59,3.73,6.98,6.23,0,1,PB,AikmTr00
17,Vinny Testaverde,31,CLE,QB,14,13,9-4-0,207,376,55.1,2575,16,4.3,18,4.8,125,41.8,81,6.8,5.55,12.4,183.9,70.7,12,83,3.09,6.42,5.16,0,1,,TestVi00
18,Dave Brown,24,NYG,QB,15,15,9-6-0,201,350,57.4,2536,12,3.4,16,4.6,121,41.1,53,7.2,5.87,12.6,169.1,72.5,42,248,10.71,5.84,4.61,1,3,,BrowDa00
19,Neil O'Donnell,28,PIT,QB,14,14,10-4-0,212,370,57.3,2443,13,3.5,9,2.4,114,39.3,60,6.6,6.21,11.5,174.5,78.9,35,250,8.64,5.41,5.06,3,3,,ODonNe00
20,Jeff Blake,24,CIN,QB,10,9,3-6-0,156,306,51.0,2154,14,4.6,9,2.9,96,41.2,76,7.0,6.63,13.8,215.4,76.9,19,120,5.85,6.26,5.87,3,2,,BlakJe00
21,Rick Mirer,24,SEA,QB,13,13,5-8-0,195,381,51.2,2151,11,2.9,7,1.8,108,37.7,51,5.6,5.40,11.0,165.5,70.2,27,145,6.62,4.92,4.68,2,2,,MireRi00
22,Chris Miller,29,RAM,QB,13,10,2-8-0,173,317,54.6,2104,16,5.0,14,4.4,99,40.6,54,6.6,5.66,12.2,161.8,73.6,28,193,8.12,5.54,4.64,0,0,,MillCh00
23,Steve Walsh,28,CHI,QB,12,11,8-3-0,208,343,60.6,2078,10,2.9,8,2.3,113,48.3,50,6.1,5.59,10.0,173.2,77.9,11,52,3.11,5.72,5.27,1,3,,WalsSt00
24,Heath Shuler,23,WAS,QB,11,8,1-7-0,120,265,45.3,1658,10,3.8,12,4.5,73,33.2,81,6.3,4.97,13.8,150.7,59.6,12,83,4.33,5.69,4.46,0,0,AP ORoY-2,ShulHe00
25,Dave Krieg,36,DET,QB,14,7,5-2-0,131,212,61.8,1629,14,6.6,3,1.4,81,46.0,51,7.7,8.37,12.4,116.4,101.7,14,100,6.19,6.77,7.41,1,1,,KrieDa00
26,Steve Beuerlein,29,ARI,QB,9,7,3-4-0,130,255,51.0,1545,5,2.0,9,3.5,82,38.5,63,6.1,4.86,11.9,171.7,61.6,20,129,7.27,5.15,4.04,2,2,,BeueSt00
27,Jay Schroeder,33,ARI,QB,9,8,5-3-0,133,238,55.9,1510,4,1.7,7,2.9,74,43.0,48,6.3,5.36,11.4,167.8,68.4,11,85,4.42,5.72,4.78,2,3,,SchrJa00
28,Scott Mitchell,26,DET,QB,9,9,4-5-0,119,246,48.4,1456,10,4.1,11,4.5,83,38.4,34,5.9,4.72,12.2,161.8,62.0,12,63,4.65,5.40,4.26,1,3,,MitcSc00
29,Jim Harbaugh,31,IND,QB,12,9,4-5-0,125,202,61.9,1440,9,4.5,6,3.0,72,42.5,85,7.1,6.68,11.5,120.0,85.8,17,72,7.76,6.25,5.84,0,0,,HarbJi00
30,Chris Chandler,29,RAM,QB,12,6,2-4-0,108,176,61.4,1352,7,4.0,2,1.1,59,45.4,72,7.7,7.97,12.5,112.7,93.7,7,46,3.83,7.14,7.41,0,0,,ChanCh00
31,David Klingler,25,CIN,QB,10,7,0-7-0,131,231,56.7,1327,6,2.6,9,3.9,60,37.6,56,5.7,4.51,10.1,132.7,65.7,24,165,9.41,4.56,3.44,0,0,,KlinDa00
32,Billy Joe Tolliver,28,HOU,QB,10,7,0-7-0,121,240,50.4,1287,6,2.5,7,2.9,67,35.6,44,5.4,4.55,10.6,128.7,62.6,27,166,10.11,4.20,3.47,0,0,,TollBi00
33,John Friesz,27,WAS,QB,16,4,1-3-0,105,180,58.3,1266,10,5.6,9,5.0,58,43.5,73,7.0,5.89,12.1,79.1,77.7,6,45,3.23,6.56,5.46,0,0,,FrieJo00
34,Bucky Richardson,25,HOU,QB,7,4,1-3-0,94,181,51.9,1202,6,3.3,6,3.3,61,38.2,76,6.6,5.81,12.8,171.7,70.3,23,136,11.27,5.23,4.49,0,0,,RichBu00
35,Erik Kramer,30,CHI,QB,6,5,1-4-0,99,158,62.7,1129,8,5.1,8,5.1,51,46.5,85,7.1,5.88,11.4,188.2,79.9,14,87,8.14,6.06,4.90,0,0,,KramEr00
36,Don Majkowski,30,IND,QB,9,6,3-3-0,84,152,55.3,1010,6,3.9,7,4.6,50,43.5,29,6.6,5.36,12.0,112.2,69.8,9,76,5.59,5.80,4.59,1,1,,MajkDo00
37,Hugh Millen,31,DEN,QB,5,2,0-2-0,81,131,61.8,893,2,1.5,3,2.3,40,45.0,76,6.8,6.09,11.0,178.6,77.6,9,63,6.43,5.93,5.25,0,1,,MillHu00
38,Mike Tomczak,32,PIT,QB,6,2,2-0-0,54,93,58.1,804,4,4.3,0,0.0,34,46.4,84,8.6,9.51,14.9,134.0,100.8,4,33,4.12,7.95,8.77,1,2,,TomcMi00
39,Steve Bono,32,KAN,QB,7,2,0-2-0,66,117,56.4,796,4,3.4,4,3.4,38,45.3,62,6.8,5.95,12.1,113.7,74.6,0,0,0.00,6.80,5.95,0,0,,BonoSt00
40,Cody Carlson,31,HOU,QB,5,5,1-4-0,59,132,44.7,727,1,0.8,4,3.0,30,33.3,81,5.5,4.30,12.3,145.4,52.2,15,115,10.20,4.16,3.07,0,0,,CarlCo00
41,Mark Rypien,32,CLE,QB,6,3,2-1-0,59,128,46.1,694,4,3.1,3,2.3,36,36.9,43,5.4,4.99,11.8,115.7,63.7,2,11,1.54,5.25,4.83,0,1,,RypiMa00
42,Bobby Hebert,34,ATL,QB,8,0,,52,103,50.5,610,2,1.9,6,5.8,34,42.5,40,5.9,3.69,11.7,76.3,51.0,3,17,2.83,5.59,3.42,1,1,,HebeBo00
43,Gus Frerotte,23,WAS,QB,4,4,1-3-0,46,100,46.0,600,5,5.0,5,5.0,35,37.9,51,6.0,4.75,13.0,150.0,61.2,3,18,2.91,5.65,4.44,0,0,,FrerGu00
44,Dan McGwire,27,SEA,QB,7,3,1-2-0,51,105,48.6,578,1,1.0,2,1.9,31,32.2,36,5.5,4.84,11.3,82.6,60.7,13,96,11.02,4.08,3.49,0,0,,McGwDa00
45,Frank Reich,33,BUF,QB,16,2,0-2-0,56,93,60.2,568,1,1.1,4,4.3,28,42.0,47,6.1,4.39,10.1,35.5,63.4,7,57,7.00,5.11,3.51,0,0,,ReicFr00
46,Bubby Brister,32,PHI,QB,7,2,0-2-0,51,76,67.1,507,2,2.6,1,1.3,22,40.7,53,6.7,6.61,9.9,72.4,89.1,5,39,6.17,5.78,5.72,0,0,,BrisBu00
47,Jack Trudeau,32,NYJ,QB,5,2,1-1-0,50,91,54.9,496,1,1.1,4,4.4,26,41.0,24,5.5,3.69,9.9,99.2,55.9,9,52,9.00,4.44,2.84,0,0,,TrudJa00
48,Rodney Peete,28,DAL,QB,7,1,1-0-0,33,56,58.9,470,4,7.1,1,1.8,16,40.0,65,8.4,9.02,14.2,67.1,102.5,4,21,6.67,7.48,8.07,1,1,,PeetRo00
49,Trent Dilfer,22,TAM,QB,5,2,0-2-0,38,82,46.3,433,1,1.2,6,7.3,18,34.4,42,5.3,2.23,11.4,86.6,36.3,8,42,8.89,4.34,1.57,0,0,,DilfTr00
50,Gale Gilbert,33,SDG,QB,15,1,0-1-0,41,67,61.2,410,3,4.5,1,1.5,21,45.1,26,6.1,6.34,10.0,27.3,87.3,4,28,5.63,5.38,5.59,1,1,,GilbGa00
51,Elvis Grbac,24,SFO,QB,11,0,,35,50,70.0,393,2,4.0,1,2.0,22,48.1,42,7.9,7.76,11.2,35.7,98.2,4,36,7.41,6.61,6.52,0,0,,GrbaEl00
52,Jason Garrett,28,DAL,QB,2,1,1-0-0,16,31,51.6,315,2,6.5,1,3.2,11,42.4,68,10.2,10.00,19.7,157.5,95.5,2,13,6.06,9.15,9.00,0,0,,GarrJa00
53,Kent Graham,26,NYG,QB,13,1,0-1-0,24,53,45.3,295,3,5.7,2,3.8,14,34.5,55,5.6,5.00,12.3,22.7,66.2,2,22,3.64,4.96,4.42,0,1,,GrahKe00
54,Vince Evans,39,RAI,QB,9,0,,18,33,54.5,222,2,6.1,0,0.0,9,28.6,65,6.7,7.94,12.3,24.7,95.8,9,57,21.43,3.93,4.88,0,0,,EvanVi00
55,Jim McMahon,35,ARI,QB,2,1,0-1-0,23,43,53.5,219,1,2.3,3,7.0,12,41.3,33,5.1,2.42,9.5,109.5,46.6,3,23,6.52,4.26,1.76,0,0,,McMaJi00
56,Wade Wilson,35,NOR,QB,4,0,,20,28,71.4,172,0,0.0,0,0.0,10,48.4,16,6.1,6.14,8.6,43.0,87.2,3,17,9.68,5.00,5.00,0,0,,WilsWa00
57,Sean Salisbury,31,MIN,QB,1,1,1-0-0,16,34,47.1,156,0,0.0,1,2.9,7,28.6,38,4.6,3.26,9.8,156.0,48.2,1,6,2.86,4.29,3.00,0,0,,SaliSe00
58,Brad Johnson,26,MIN,QB,4,0,,22,37,59.5,150,0,0.0,0,0.0,7,44.7,15,4.1,4.05,6.8,37.5,68.5,1,5,2.63,3.82,3.82,0,0,,JohnBr00
59,Tommy Maddox,23,RAM,QB,5,0,,10,19,52.6,141,0,0.0,2,10.5,5,47.4,39,7.4,2.68,14.1,28.2,37.3,0,0,0.00,7.42,2.68,0,0,,MaddTo00
60,Mark Brunell,24,GNB,QB,2,0,,12,27,44.4,95,0,0.0,0,0.0,5,27.6,25,3.5,3.52,7.9,47.5,53.8,2,16,6.90,2.72,2.72,0,0,,BrunMa00
61,Stan Gelbaugh,32,SEA,QB,1,0,,7,11,63.6,80,1,9.1,0,0.0,4,54.5,25,7.3,9.09,11.4,80.0,115.7,0,0,0.00,7.27,9.09,0,0,,GelbSt00
62,Bernie Kosar,31,MIA,QB,2,0,,7,12,58.3,80,1,8.3,1,8.3,6,58.3,22,6.7,4.58,11.4,40.0,71.5,0,0,0.00,6.67,4.58,0,0,,KosaBe00
63,Browning Nagle,26,IND,QB,1,1,1-0-0,8,21,38.1,69,0,0.0,1,4.8,4,26.1,23,3.3,1.14,8.6,69.0,27.7,2,18,8.70,2.22,0.26,0,0,,NaglBr00
64,Casey Weldon,25,TAM,QB,2,0,,7,9,77.8,63,0,0.0,0,0.0,3,44.4,27,7.0,7.00,9.0,31.5,95.8,0,0,0.00,7.00,7.00,0,0,,WeldCa00
65,Darnay Scott,22,CIN,WR,16,12,,1,1,100.0,53,0,0.0,0,0.0,1,100.0,53,53.0,53.00,53.0,3.3,118.7,0,0,0.00,53.00,53.00,0,0,,ScotDa00
66,Glenn Foley,24,NYJ,QB,1,0,,5,8,62.5,45,0,0.0,1,12.5,2,50.0,16,5.6,0.00,9.0,45.0,38.0,0,0,0.00,5.63,0.00,0,0,,FoleGl00
67,Andre Reed,30,BUF,WR,16,16,,1,1,100.0,32,0,0.0,0,0.0,1,100.0,32,32.0,32.00,32.0,2.0,118.7,0,0,0.00,32.00,32.00,0,0,PB,ReedAn00
68,Scott Zolak,27,NWE,QB,16,0,,5,8,62.5,28,0,0.0,0,0.0,1,37.5,13,3.5,3.50,5.6,1.8,68.7,0,0,0.00,3.50,3.50,0,0,,ZolaSc00
69,Curtis Conway,23,CHI,WR,13,12,,1,1,100.0,23,1,100.0,0,0.0,1,100.0,23,23.0,43.00,23.0,1.8,158.3,0,0,0.00,23.00,43.00,0,0,,ConwCu00
70,Dan Stryzinski,29,TAM,P,16,0,,1,1,100.0,21,0,0.0,0,0.0,1,100.0,21,21.0,21.00,21.0,1.3,118.7,0,0,0.00,21.00,21.00,0,0,,StryDa20
71,Dave Meggett,28,NYG,RB,16,3,,1,2,50.0,16,1,50.0,0,0.0,1,33.3,16,8.0,18.00,16.0,1.0,116.7,1,7,33.33,3.00,9.67,0,0,,MeggDa00
72,Matt Blundin,25,KAN,QB,1,0,,1,5,20.0,13,0,0.0,1,20.0,1,20.0,13,2.6,-6.40,13.0,13.0,0.0,0,0,0.00,2.60,-6.40,0,0,,BlunMa00
73,Garrison Hearst,23,ARI,RB,8,0,,1,1,100.0,10,1,100.0,0,0.0,1,100.0,10,10.0,30.00,10.0,1.3,147.9,0,0,0.00,10.00,30.00,0,0,,HearGa00
74,Lee Johnson,33,CIN,P,16,0,,1,1,100.0,7,1,100.0,0,0.0,1,100.0,7,7.0,27.00,7.0,0.4,135.4,0,0,0.00,7.00,27.00,0,0,,johnslee01
75,Tommy Barnhardt,31,NOR,P,16,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,BarnTo22
76,Steve Broussard,27,CIN,RB,13,3,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,BrouSt00
77,Rich Camarillo,35,HOU,P,16,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,camarric01
78,Bert Emanuel,24,ATL,WR,16,16,,0,1,0.0,0,0,0.0,1,100.0,0,,,0.0,-45.00,,0.0,0.0,0,0,0.00,0.00,-45.00,0,0,,EmanBe00
79,Donald Hollas,27,CIN,QB,2,0,,0,2,0.0,0,0,0.0,1,50.0,0,,,0.0,-22.50,,0.0,0.0,1,20,33.33,-6.67,-21.67,0,0,,HollDo00
80,Michael Jackson,25,CLE,WR,9,7,,0,2,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,JackMi00
81,Perry Klein,23,ATL,QB,2,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,2,9,66.67,-3.00,-3.00,0,0,,KleiPe20
82,Arthur Marshall,25,NYG,WR,16,0,,0,0,,0,0,,0,,0,,,,,,0.0,,1,8,100.00,-8.00,-8.00,0,0,,MarsAr00
83,Tony Martin,29,SDG,WR,16,1,,0,1,0.0,0,0,0.0,1,100.0,0,,,0.0,-45.00,,0.0,0.0,0,0,0.00,0.00,-45.00,0,0,,MartTo00
84,Natrone Means,22,SDG,RB,16,16,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,PB,MeanNa00
85,Eric Metcalf,26,CLE,RB,16,8,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,PB,MetcEr00
86,Brian Mitchell,26,WAS,FB,16,7,,0,1,0.0,0,0,0.0,1,100.0,0,,,0.0,-45.00,,0.0,0.0,0,0,0.00,0.00,-45.00,0,0,AP-2,MitcBr00
87,Ronald Moore,24,ARI,RB,16,16,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,MoorRo01
88,Brett Perriman,29,DET,WR,16,14,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,PerrBr00
89,Reggie Rivers,26,DEN,RB,16,1,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,RiveRe00
90,Mike Saxon,32,MIN,P,16,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,SaxoMi20
91,Rick Tuten,29,SEA,P,16,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,PBAP-2,TuteRi20
92,Lamont Warren,21,IND,RB,11,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,WarrLa00
,League Average,,,,,,,,,58.0,,,3.9,,3.1,,43.9,,6.8,6.12,11.7,102.6,78.4,,,5.86,5.98,5.38,,,,-9999
