Rk,Player,Age,Team,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,Sk%,NY/A,ANY/A,4QC,GWD,Awards,Player-additional
11,Brian Sipe,27,CLE,QB,14,12,7-5-0,178,312,57.1,2113,17,5.4,14,4.5,52,6.8,5.84,11.9,150.9,77.3,16,142,4.88,6.01,5.13,1,1,,SipeBr00
12,Bob Griese,31,MIA,QB,13,13,5-8-0,162,272,59.6,2097,11,4.0,12,4.4,47,7.7,6.53,12.9,161.3,78.9,30,266,9.93,6.06,5.00,0,1,,GrieBo00
13,Steve Ramsey,28,DEN,QB,12,12,7-5-0,128,270,47.4,1931,11,4.1,13,4.8,71,7.2,5.80,15.1,160.9,64.9,39,261,12.62,5.40,4.22,0,0,,RamsSt00
14,Steve Grogan,23,NWE,QB,14,14,11-3-0,145,302,48.0,1903,18,6.0,20,6.6,58,6.3,4.51,13.1,135.9,60.6,18,155,5.63,5.46,3.78,0,0,,GrogSt00
15,Craig Morton,33,NYG,QB,12,12,2-10-0,153,284,53.9,1865,9,3.2,20,7.0,63,6.6,4.03,12.2,155.4,55.6,39,285,12.07,4.89,2.66,0,0,,MortCr00
16,Dan Pastorini,27,HOU,QB,13,10,4-6-0,167,309,54.0,1795,10,3.2,10,3.2,67,5.8,5.00,10.7,138.1,68.6,24,234,7.21,4.69,3.94,0,1,,PastDa00
17,Steve Spurrier,31,TAM,QB,14,12,0-12-0,156,311,50.2,1628,7,2.3,12,3.9,38,5.2,3.95,10.4,116.3,57.1,32,267,9.33,3.97,2.80,0,0,,SpurSt00
18,Jim Plunkett,29,SFO,QB,12,12,6-6-0,126,243,51.9,1592,13,5.3,16,6.6,85,6.6,4.66,12.6,132.7,63.0,26,249,9.67,4.99,3.28,0,0,,PlunJi00
19,Bob Avellini,23,CHI,QB,14,14,7-7-0,118,271,43.5,1580,8,3.0,15,5.5,63,5.8,3.93,13.4,112.9,49.4,24,225,8.14,4.59,2.85,0,0,,AvelBo00
20,Lynn Dickey,27,GNB,QB,10,10,4-6-0,115,243,47.3,1465,7,2.9,14,5.8,69,6.0,4.01,12.7,146.5,52.2,28,279,10.33,4.38,2.57,3,3,,DickLy00
21,James Harris,29,RAM,QB,7,5,3-2-0,91,158,57.6,1460,8,5.1,6,3.8,80,9.2,8.54,16.0,208.6,89.6,14,151,8.14,7.61,6.97,1,2,,HarrJa01
22,Bobby Douglass,29,NOR,QB,11,6,2-4-0,103,213,48.4,1288,4,1.9,8,3.8,74,6.0,4.73,12.5,117.1,58.2,26,189,10.88,4.60,3.43,0,0,,DougBo00
23,Billy Kilmer,37,WAS,QB,10,9,7-2-0,108,206,52.4,1252,12,5.8,10,4.9,53,6.1,5.06,11.6,125.2,70.3,15,125,6.79,5.10,4.15,3,4,,KilmBi00
24,Mike Boryla,25,PHI,QB,11,10,3-7-0,123,246,50.0,1247,9,3.7,14,5.7,48,5.1,3.24,10.1,113.4,53.4,29,235,10.55,3.68,2.04,1,1,,BoryMi00
25,Terry Bradshaw,28,PIT,QB,10,8,4-4-0,92,192,47.9,1177,10,5.2,9,4.7,50,6.1,5.06,12.8,117.7,65.4,16,164,7.69,4.87,3.88,0,0,,BradTe00
26,Joe Namath,33,NYJ,QB,11,8,1-7-0,114,230,49.6,1090,4,1.7,16,7.0,35,4.7,1.96,9.6,99.1,39.9,16,150,6.50,3.82,1.22,0,0,,NamaJo00
27,Joe Ferguson,26,BUF,QB,7,7,2-5-0,74,151,49.0,1086,9,6.0,1,0.7,58,7.2,8.09,14.7,155.1,90.0,11,80,6.79,6.21,7.04,1,1,,FergJo00
28,Bobby Scott,27,NOR,QB,11,8,2-6-0,103,190,54.2,1065,4,2.1,6,3.2,60,5.6,4.61,10.3,96.8,64.5,24,162,11.21,4.22,3.33,1,1,,ScotBo00
29,Joe Theismann,27,WAS,QB,14,5,3-2-0,79,163,48.5,1036,8,4.9,10,6.1,44,6.4,4.58,13.1,74.0,59.8,22,172,11.89,4.67,3.10,0,1,,TheiJo00
30,Gary Marangi,24,BUF,QB,11,7,0-7-0,82,232,35.3,998,7,3.0,16,6.9,39,4.3,1.80,12.2,90.7,30.8,22,166,8.66,3.28,0.99,0,0,,MaraGa00
31,Pat Haden,23,RAM,QB,10,7,5-1-1,60,105,57.1,896,8,7.6,4,3.8,65,8.5,8.34,14.9,89.6,94.8,13,86,11.02,6.86,6.69,1,1,AP ORoY-2,HadePa00
32,Richard Todd,23,NYJ,QB,13,6,2-4-0,65,162,40.1,870,3,1.9,12,7.4,44,5.4,2.41,13.4,66.9,33.2,29,233,15.18,3.34,0.82,0,1,,ToddRi00
33,Mike Kruczek,23,PIT,QB,10,6,6-0-0,51,85,60.0,758,0,0.0,3,3.5,64,8.9,7.33,14.9,75.8,74.5,11,105,11.46,6.80,5.40,0,0,AP ORoY-3,KrucMi00
34,Steve Bartkowski,24,ATL,QB,5,5,1-4-0,57,120,47.5,677,2,1.7,9,7.5,50,5.6,2.60,11.9,135.4,39.5,18,150,13.04,3.82,1.17,0,1,,BartSt00
35,John Hadl,36,HOU,QB,14,4,1-3-0,60,113,53.1,634,7,6.2,8,7.1,69,5.6,3.66,10.6,45.3,60.9,15,123,11.72,3.99,2.27,0,0,,HadlJo00
36,Scott Hunter,29,ATL,QB,8,6,2-4-0,51,110,46.4,633,5,4.5,4,3.6,34,5.8,5.03,12.4,79.1,64.7,9,81,7.56,4.64,3.97,3,3,,HuntSc00
37,Tony Adams,26,KAN,QB,14,0,,36,71,50.7,575,3,4.2,4,5.6,49,8.1,6.41,16.0,41.1,68.7,9,79,11.25,6.20,4.70,0,0,,AdamTo00
38,Roman Gabriel,36,PHI,QB,4,4,1-3-0,46,92,50.0,476,2,2.2,2,2.2,34,5.2,4.63,10.3,119.0,63.5,13,111,12.38,3.48,3.00,0,0,,GabrRo00
39,Kim McQuilken,25,ATL,QB,8,3,1-2-0,48,121,39.7,450,2,1.7,10,8.3,39,3.7,0.33,9.4,56.3,21.7,17,164,12.32,2.07,-0.90,0,0,,McQuKi00
40,Joe Reed,28,DET,QB,13,2,1-1-0,32,62,51.6,425,3,4.8,3,4.8,57,6.9,5.65,13.3,32.7,69.6,12,93,16.22,4.49,3.47,0,1,,ReedJo00
41,Mike Rae,25,OAK,QB,7,2,2-0-0,35,65,53.8,417,6,9.2,1,1.5,37,6.4,7.57,11.9,59.6,98.0,8,71,10.96,4.74,5.77,0,0,,RaexMi00
42,Don Strock,26,MIA,QB,4,1,1-0-0,21,47,44.7,359,3,6.4,2,4.3,53,7.6,7.00,17.1,89.8,74.7,4,41,7.84,6.24,5.65,0,0,,StroDo00
43,Carlos Brown,24,GNB,QB,13,3,0-3-0,26,74,35.1,333,2,2.7,6,8.1,47,4.5,1.39,12.8,25.6,25.3,10,66,11.90,3.18,0.44,0,0,,BrowCa00
44,Norris Weese,25,DEN,QB,14,0,,24,47,51.1,314,1,2.1,6,12.8,43,6.7,1.36,13.1,22.4,40.0,9,45,16.07,4.80,0.34,1,1,,WeesNo00
45,Bill Munson,35,SEA,QB,5,0,,20,37,54.1,295,1,2.7,3,8.1,44,8.0,4.86,14.8,59.0,55.6,3,29,7.50,6.65,3.78,0,0,,MunsBi00
46,Ron Jaworski,25,RAM,QB,5,2,2-0-0,20,52,38.5,273,1,1.9,5,9.6,42,5.3,1.31,13.7,54.6,22.8,5,51,8.77,3.89,0.30,1,1,,JawoRo00
47,Craig Penrose,23,DEN,QB,4,2,2-0-0,16,36,44.4,265,3,8.3,3,8.3,41,7.4,5.28,16.6,66.3,62.8,0,0,0.00,7.36,5.28,1,1,,PenrCr00
48,Scott Bull,23,SFO,QB,14,2,2-0-0,21,48,43.8,252,2,4.2,4,8.3,30,5.3,2.33,12.0,18.0,39.6,5,44,9.43,3.92,1.28,0,0,,BullSc00
49,Randy Johnson,32,GNB,QB,3,1,1-0-0,21,35,60.0,249,0,0.0,1,2.9,45,7.1,5.83,11.9,83.0,69.8,2,23,5.41,6.11,4.89,1,1,,JohnRa00
50,Norm Snead,37,NYG,QB,3,2,1-1-0,22,42,52.4,239,0,0.0,4,9.5,31,5.7,1.40,10.9,79.7,29.9,5,27,10.64,4.51,0.68,0,1,,SneaNo00
51,Danny White,24,DAL,P,14,0,,13,20,65.0,213,2,10.0,2,10.0,56,10.7,8.15,16.4,15.2,94.4,1,15,4.76,9.43,7.05,0,0,,WhitDa01
52,Parnell Dickinson,23,TAM,QB,8,1,0-1-0,15,39,38.5,210,1,2.6,5,12.8,49,5.4,0.13,14.0,26.3,25.5,14,124,26.42,1.62,-2.25,0,0,,DickPa00
53,Bob Lee,30,MIN,QB,4,1,1-0-0,15,30,50.0,156,0,0.0,2,6.7,21,5.2,2.20,10.4,39.0,37.6,6,41,16.67,3.19,0.69,0,1,,LeexBo00
54,Earl Morrall,42,MIA,QB,14,0,,10,26,38.5,148,1,3.8,1,3.8,67,5.7,4.73,14.8,10.6,54.6,3,29,10.34,4.10,3.24,0,0,,MorrEa00
55,Mike Phipps,29,CLE,QB,4,2,2-0-0,20,37,54.1,146,3,8.1,0,0.0,23,3.9,5.57,7.3,36.5,90.6,1,6,2.63,3.68,5.26,0,0,,PhipMi00
56,Clint Longley,24,SDG,QB,3,1,1-0-0,12,24,50.0,130,2,8.3,3,12.5,28,5.4,1.46,10.8,43.3,54.5,7,51,22.58,2.55,-0.52,0,0,,LongCl00
57,John Walton,29,PHI,QB,3,0,,12,28,42.9,125,0,0.0,2,7.1,33,4.5,1.25,10.4,41.7,26.6,1,6,3.45,4.10,1.00,0,0,,WaltJo00
58,Bill Troup,25,BAL,QB,14,0,,8,18,44.4,117,0,0.0,1,5.6,32,6.5,4.00,14.6,8.4,43.1,1,4,5.26,5.95,3.58,0,0,,TrouBi00
59,Marty Domres,29,SFO,QB,5,0,,7,14,50.0,101,0,0.0,1,7.1,41,7.2,4.00,14.4,20.2,44.0,3,32,17.65,4.06,1.41,0,0,,DomrMa00
60,Dave Mays,27,CLE,QB,4,0,,9,20,45.0,101,0,0.0,1,5.0,21,5.1,2.80,11.2,25.3,39.8,2,4,9.09,4.41,2.36,0,0,,MaysDa00
61,Virgil Carter,31,CHI,QB,8,0,,3,5,60.0,77,1,20.0,0,0.0,55,15.4,19.40,25.7,9.6,143.7,0,0,0.00,15.40,19.40,0,0,,CartVi00
62,John Reaves,26,CIN,QB,3,0,,8,22,36.4,76,2,9.1,1,4.5,19,3.5,3.23,9.5,25.3,58.1,3,17,12.00,2.36,2.16,0,0,,ReavJo00
63,Bubba Bean,22,ATL,FB,14,8,,1,1,100.0,49,1,100.0,0,0.0,49,49.0,69.00,49.0,3.5,158.3,0,0,0.00,49.00,69.00,0,0,,BeanBu00
64,Bob Parsons,26,CHI,P,14,0,,2,2,100.0,48,0,0.0,0,0.0,25,24.0,24.00,24.0,3.4,118.7,0,0,0.00,24.00,24.00,0,0,,ParsBo00
65,Mike Nott,24,KAN,QB,1,0,,4,10,40.0,46,0,0.0,0,0.0,23,4.6,4.60,11.5,46.0,54.6,1,9,9.09,3.36,3.36,0,0,,NottMi00
66,David Humm,24,OAK,QB,14,0,,3,5,60.0,41,0,0.0,0,0.0,29,8.2,8.20,13.7,2.9,86.2,1,16,16.67,4.17,4.17,0,0,,HummDa00
67,Willard Harrell,24,GNB,RB,13,3,,1,4,25.0,40,1,25.0,1,25.0,40,10.0,3.75,40.0,3.1,68.7,1,7,20.00,6.60,1.60,0,0,,HarrWi01
68,Lee McGriff,23,TAM,WR,6,3,,1,1,100.0,39,0,0.0,0,0.0,39,39.0,39.00,39.0,6.5,118.7,0,0,0.00,39.00,39.00,0,0,,McGrLe20
69,Drew Pearson,25,DAL,WR,14,14,,1,1,100.0,39,1,100.0,0,0.0,39,39.0,59.00,39.0,2.8,158.3,0,0,0.00,39.00,59.00,0,0,PBAP-1,PearDr00
70,Greg Pruitt,25,CLE,RB,14,13,,2,3,66.7,39,1,33.3,0,0.0,29,13.0,19.67,19.5,2.8,149.3,0,0,0.00,13.00,19.67,0,0,PB,PruiGr00
71,Terry Hanratty,28,TAM,QB,3,1,0-1-0,6,14,42.9,32,0,0.0,1,7.1,12,2.3,-0.93,5.3,10.7,20.5,3,24,17.65,0.47,-2.18,0,0,,HanrTe00
72,Bob Gresham,28,NYJ,RB,11,4,,1,1,100.0,29,0,0.0,0,0.0,29,29.0,29.00,29.0,2.6,118.7,0,0,0.00,29.00,29.00,0,0,,GresBo00
73,Louis Carter,23,TAM,RB,14,8,,2,5,40.0,24,1,20.0,0,0.0,23,4.8,8.80,12.0,1.7,95.0,0,0,0.00,4.80,8.80,0,0,,CartLo00
74,David Beverly,26,GNB,P,14,0,,1,1,100.0,18,0,0.0,0,0.0,18,18.0,18.00,18.0,1.3,118.7,0,0,0.00,18.00,18.00,0,0,,BeveDa20
75,Delvin Williams,25,SFO,RB,13,13,,1,1,100.0,18,0,0.0,0,0.0,18,18.0,18.00,18.0,1.4,118.7,0,0,0.00,18.00,18.00,0,0,PB,WillDe01
76,Bill Donckers,25,STL,QB,1,0,,1,1,100.0,16,0,0.0,0,0.0,16,16.0,16.00,16.0,16.0,118.7,0,0,0.00,16.00,16.00,0,0,,DoncBi00
77,Herman Weaver,28,DET,P,14,0,,1,2,50.0,14,0,0.0,0,0.0,14,7.0,7.00,14.0,1.0,72.9,0,0,0.00,7.00,7.00,0,0,,WeavHe20
78,Neal Jeffrey,23,SDG,QB,5,0,,2,2,100.0,11,0,0.0,0,0.0,7,5.5,5.50,5.5,2.2,89.6,0,0,0.00,5.50,5.50,0,0,,JeffNe00
79,Don Woods,25,SDG,RB,11,10,,1,2,50.0,11,1,50.0,0,0.0,11,5.5,15.50,11.0,1.0,106.2,0,0,0.00,5.50,15.50,0,0,,WoodDo00
80,Rick Engles,22,SEA,P,14,0,,1,1,100.0,8,0,0.0,0,0.0,8,8.0,8.00,8.0,0.6,100.0,0,0,0.00,8.00,8.00,0,0,,EnglRi20
81,Tom Owen,24,NWE,QB,2,0,,1,5,20.0,7,0,0.0,0,0.0,7,1.4,1.40,7.0,3.5,39.6,0,0,0.00,1.40,1.40,0,0,,OwenTo00
82,Sam Wyche,31,STL,QB,1,0,,1,1,100.0,5,0,0.0,0,0.0,5,5.0,5.00,5.0,5.0,87.5,0,0,0.00,5.00,5.00,0,0,,WychSa00
83,Tom Blanchard,28,NOR,P,14,0,,0,0,,0,0,,0,,,,,,0.0,,1,18,100.00,-18.00,-18.00,0,0,,BlanTo20
84,Marlin Briscoe,31,NWE,WR,14,5,,0,0,,0,0,,0,,,,,,0.0,,1,9,100.00,-9.00,-9.00,0,0,,BrisMa00
85,Harold Carmichael,27,PHI,WR,14,14,,0,2,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,CarmHa00
86,Don Cockroft,31,CLE,K,14,0,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,cockrdon01
87,Ronnie Coleman,25,HOU,RB,13,13,,0,1,0.0,0,0,0.0,1,100.0,,0.0,-45.00,,0.0,0.0,0,0,0.00,0.00,-45.00,0,0,,ColeRo00
88,Mike Esposito,23,ATL,RB,10,4,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,EspoMi00
89,Calvin Hill,29,WAS,RB,14,2,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,HillCa00
90,David Hill,22,DET,TE,14,1,,0,1,0.0,0,0,0.0,1,100.0,,0.0,-45.00,,0.0,0.0,0,0,0.00,0.00,-45.00,0,0,,HillDa01
91,Alfred Jenkins,24,ATL,WR,14,14,,0,1,0.0,0,0,0.0,1,100.0,,0.0,-45.00,,0.0,0.0,0,0,0.00,0.00,-45.00,0,0,,JenkAl00
92,Andy Johnson,24,NWE,RB,14,13,,0,2,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,JohnAn01
93,Charlie Joiner,29,SDG,WR,14,14,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,PB,JoinCh00
94,MacArthur Lane,34,KAN,FB,14,14,,0,0,,0,0,,0,,,,,,0.0,,1,2,100.00,-2.00,-2.00,0,0,,LaneMa00
95,Steve Largent,22,SEA,WR,14,13,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,LargSt00
96,Larry Lawrence,27,TAM,QB,1,0,,0,5,0.0,0,0,0.0,2,40.0,,0.0,-18.00,,0.0,0.0,1,8,16.67,-1.33,-16.33,0,0,,LawrLa00
97,Terry Metcalf,25,STL,RB,12,12,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,MetcTe00
98,Sherman Smith,22,SEA,RB,12,9,,0,2,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,SmitSh00
99,Freddie Solomon,23,MIA,WR,10,8,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,SoloFr01
100,Mike Thomas,23,WAS,RB,13,12,,0,0,,0,0,,0,,,,,,0.0,,1,6,100.00,-6.00,-6.00,0,0,PB,ThomMi00
101,Roger Wehrli,29,STL,RCB,14,14,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,PBAP-1,WehrRo00
102,Spike Jones,29,PHI,P,14,0,,1,1,100.0,-4,0,0.0,0,0.0,-4,-4.0,-4.00,-4.0,-0.3,79.2,0,0,0.00,-4.00,-4.00,0,0,,JoneSp20
103,Ricky Davis,23,TAM,DB,11,0,,1,1,100.0,-7,0,0.0,0,0.0,-7,-7.0,-7.00,-7.0,-0.6,79.2,0,0,0.00,-7.00,-7.00,0,0,,DaviRi20
,League Average,,,,,,,,,52.2,,,4.2,,4.8,,6.6,5.29,12.7,63.0,67.0,,,9.07,5.28,4.07,,,,-9999
