Rk,Player,Age,Team,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,Sk%,NY/A,ANY/A,4QC,GWD,Awards,Player-additional
19,Chris Miller,23,ATL,QB,13,13,5-8-0,184,351,52.4,2133,11,3.1,12,3.4,102,40.8,68,6.1,5.17,11.6,164.1,67.3,24,207,6.40,5.14,4.28,1,3,,MillCh00
20,Don Majkowski,24,GNB,QB,13,9,3-6-0,178,336,53.0,2119,9,2.7,11,3.3,107,39.0,56,6.3,5.37,11.9,163.0,67.8,31,176,8.45,5.29,4.44,0,0,,MajkDo00
21,Bernie Kosar,25,CLE,QB,9,9,6-3-0,156,259,60.2,1890,10,3.9,7,2.7,84,47.2,77,7.3,6.85,12.1,210.0,84.3,25,172,8.80,6.05,5.64,3,3,,KosaBe00
22,Jay Schroeder,27,RAI,QB,9,8,3-5-0,113,256,44.1,1839,13,5.1,13,5.1,70,33.8,85,7.2,5.91,16.3,204.3,64.6,19,178,6.91,6.04,4.86,1,1,,SchrJa00
23,Dave Krieg,30,SEA,QB,9,9,6-3-0,134,228,58.8,1741,18,7.9,8,3.5,84,46.7,75,7.6,7.64,13.0,193.4,94.6,12,92,5.00,6.87,6.87,2,2,PB,KrieDa00
24,Mark Rypien,26,WAS,QB,9,6,3-3-0,114,208,54.8,1730,18,8.7,13,6.3,83,48.2,60,8.3,7.24,15.2,192.2,85.2,14,115,6.31,7.27,6.26,0,0,,RypiMa00
25,Steve Beuerlein,23,RAI,QB,10,8,4-4-0,105,238,44.1,1643,8,3.4,7,2.9,74,34.5,57,6.9,6.25,15.6,164.3,66.6,26,215,9.85,5.41,4.82,0,1,,BeueSt00
26,Chris Chandler,23,IND,QB,15,13,9-4-0,129,233,55.4,1619,8,3.4,12,5.2,77,42.2,54,6.9,5.32,12.6,107.9,67.2,18,128,7.17,5.94,4.43,1,1,,ChanCh00
27,Mark Malone,30,SDG,QB,12,8,2-6-0,147,272,54.0,1580,6,2.2,13,4.8,70,41.6,59,5.8,4.10,10.7,131.7,58.8,9,45,3.20,5.46,3.81,0,0,,MaloMa00
28,Rusty Hilger,26,DET,QB,11,9,3-6-0,126,306,41.2,1558,7,2.3,12,3.9,83,30.3,56,5.1,3.78,12.4,141.6,48.9,31,251,9.20,3.88,2.69,0,0,,HilgRu00
29,Randy Wright,27,GNB,QB,8,7,1-6-0,141,244,57.8,1490,4,1.6,13,5.3,68,41.7,51,6.1,4.04,10.6,186.3,58.9,20,148,7.58,5.08,3.17,0,0,,WrigRa00
30,Jim McMahon,29,CHI,QB,9,9,7-2-0,114,192,59.4,1346,6,3.1,7,3.6,61,41.5,63,7.0,5.99,11.8,149.6,76.0,13,79,6.34,6.18,5.23,1,1,,McMaJi00
31,Mike Tomczak,26,CHI,QB,14,5,4-1-0,86,170,50.6,1310,7,4.1,6,3.5,53,42.3,76,7.7,6.94,15.2,93.6,75.4,5,47,2.86,7.22,6.47,0,0,,TomcMi00
32,Tommy Kramer,33,MIN,QB,10,6,4-2-0,83,173,48.0,1264,5,2.9,9,5.2,58,39.1,47,7.3,5.54,15.2,126.4,60.5,11,62,5.98,6.53,4.88,1,1,,KramTo00
33,Doug Flutie,26,NWE,QB,11,9,6-3-0,92,179,51.4,1150,8,4.5,10,5.6,54,40.0,80,6.4,4.80,12.5,104.5,63.3,11,65,5.79,5.71,4.18,1,1,,FlutDo00
34,Kelly Stouffer,24,SEA,QB,8,6,3-3-0,98,173,56.6,1106,4,2.3,6,3.5,49,39.2,53,6.4,5.29,11.3,138.3,69.2,13,110,6.99,5.35,4.33,0,0,,StouKe00
35,Gary Hogeboom,30,IND,QB,9,1,0-1-0,76,131,58.0,996,7,5.3,7,5.3,44,44.1,58,7.6,6.27,13.1,110.7,77.7,12,88,8.39,6.35,5.13,1,1,,HogeGa00
36,Chuck Long,25,DET,QB,7,7,1-6-0,75,141,53.2,856,6,4.3,6,4.3,48,38.4,40,6.1,5.01,11.4,122.3,68.2,18,134,11.32,4.54,3.60,0,0,,LongCh00
37,Steve Grogan,35,NWE,QB,6,4,1-3-0,67,140,47.9,834,4,2.9,13,9.3,41,37.8,41,6.0,2.35,12.4,139.0,37.6,8,77,5.41,5.11,1.70,0,0,,GrogSt00
38,Pat Ryan,33,NYJ,QB,16,4,2-2-0,63,113,55.8,807,5,4.4,4,3.5,41,46.6,42,7.1,6.43,12.8,50.4,78.3,5,24,4.24,6.64,5.96,0,0,,RyanPa00
39,Babe Laufenberg,29,SDG,QB,8,6,2-4-0,69,144,47.9,778,4,2.8,5,3.5,33,32.7,47,5.4,4.40,11.3,97.3,59.3,18,155,11.11,3.85,2.95,1,1,,LaufBa00
40,Cody Carlson,25,HOU,QB,6,5,3-2-0,52,112,46.4,775,4,3.6,6,5.4,36,37.7,51,6.9,5.22,14.9,129.2,59.2,10,72,8.20,5.76,4.20,1,2,,CarlCo00
41,Cliff Stoudt,33,PHO,QB,16,2,0-2-0,63,113,55.8,747,6,5.3,8,7.1,39,39.7,52,6.6,4.49,11.9,46.7,64.3,13,85,10.32,5.25,3.35,1,1,,StouCl00
42,Mike Pagel,28,CLE,QB,5,4,2-2-0,71,134,53.0,736,3,2.2,4,3.0,36,43.0,28,5.5,4.60,10.4,147.2,64.1,1,9,0.74,5.39,4.50,0,0,,PageMi00
43,Don Strock,38,CLE,QB,4,2,2-0-0,55,91,60.4,736,6,6.6,5,5.5,41,52.6,41,8.1,6.93,13.4,184.0,85.2,4,26,4.21,7.47,6.37,1,1,,StroDo00
44,Steve Young,27,SFO,QB,11,3,2-1-0,54,101,53.5,680,3,3.0,3,3.0,35,40.4,73,6.7,5.99,12.6,61.8,72.2,13,75,11.40,5.31,4.65,1,1,,YounSt00
45,Steve Dils,33,ATL,QB,7,3,0-3-0,49,99,49.5,566,2,2.0,5,5.1,24,29.8,50,5.7,3.85,11.6,80.9,52.8,15,112,13.16,3.98,2.36,0,0,,DilsSt00
46,Bill Kenney,33,KAN,QB,16,5,0-5-0,58,114,50.9,549,0,0.0,5,4.4,29,36.2,25,4.8,2.84,9.5,34.3,46.3,13,107,10.24,3.48,1.71,0,0,,KennBi00
47,Jim Harbaugh,25,CHI,QB,10,2,1-1-0,47,97,48.5,514,0,0.0,2,2.1,20,33.0,56,5.3,4.37,10.9,51.4,55.9,6,49,5.83,4.51,3.64,1,1,,HarbJi00
48,Gary Kubiak,27,DEN,QB,16,1,0-1-0,43,69,62.3,497,5,7.2,3,4.3,20,49.3,68,7.2,6.70,11.6,31.1,90.1,2,13,2.82,6.82,6.32,1,0,,KubiGa00
49,Todd Blackledge,27,PIT,QB,3,3,1-2-0,38,79,48.1,494,2,2.5,3,3.8,23,38.6,34,6.3,5.05,13.0,164.7,60.8,4,25,4.82,5.65,4.51,0,0,,BlacTo00
50,Joe Ferguson,38,TAM,QB,2,1,0-1-0,31,46,67.4,368,3,6.5,1,2.2,17,57.4,34,8.0,8.33,11.9,184.0,104.3,1,8,2.13,7.66,7.98,0,0,,FergJo00
51,Gary Danielson,37,CLE,QB,2,1,0-1-0,31,52,59.6,324,0,0.0,1,1.9,16,44.8,26,6.2,5.37,10.5,162.0,69.7,6,43,10.34,4.84,4.07,0,1,,DaniGa00
52,Kevin Sweeney,25,DAL,QB,3,2,0-2-0,33,78,42.3,314,3,3.8,5,6.4,17,28.7,28,4.0,1.91,9.5,104.7,40.2,9,80,10.34,2.69,0.79,0,0,,SweeKe00
53,Danny White,36,DAL,QB,3,0,,29,42,69.0,274,1,2.4,3,7.1,11,48.9,24,6.5,3.79,9.4,91.3,65.0,5,47,10.64,4.83,2.38,0,0,,WhitDa01
54,Mark Vlasic,25,SDG,QB,2,2,2-0-0,25,52,48.1,270,1,1.9,2,3.8,13,32.7,57,5.2,3.85,10.8,135.0,54.2,3,32,5.45,4.33,3.05,0,0,,VlasMa00
55,Tony Eason,29,NWE,QB,2,2,1-1-0,28,43,65.1,249,0,0.0,2,4.7,11,48.9,26,5.8,3.70,8.9,124.5,61.1,2,12,4.44,5.27,3.27,0,1,,EasoTo00
56,Jeff Hostetler,27,NYG,QB,16,1,1-0-0,16,29,55.2,244,1,3.4,2,6.9,8,44.1,85,8.4,6.00,15.3,15.3,65.9,5,31,14.71,6.26,4.21,0,0,,HostJe00
57,Hugh Millen,25,ATL,QB,3,0,,17,31,54.8,215,0,0.0,2,6.5,10,34.3,38,6.9,4.03,12.6,71.7,49.8,4,29,11.43,5.31,2.74,0,0,,MillHu00
58,Eric Hipple,31,DET,QB,5,0,,12,27,44.4,158,0,0.0,0,0.0,10,36.7,31,5.9,5.85,13.2,31.6,63.5,3,25,10.00,4.43,4.43,0,0,,HippEr00
59,Jack Trudeau,26,IND,QB,2,2,0-2-0,14,34,41.2,158,0,0.0,3,8.8,6,30.6,48,4.6,0.68,11.3,79.0,19.0,2,13,5.56,4.03,0.28,0,0,,TrudJa00
60,Jeff Kemp,29,SEA,QB,11,1,0-1-0,13,35,37.1,132,0,0.0,5,14.3,6,26.3,19,3.8,-2.66,10.2,12.0,9.2,3,21,7.89,2.92,-3.00,0,0,,KempJe00
61,Ken Karcher,25,DEN,QB,1,0,,6,12,50.0,128,1,8.3,0,0.0,4,50.0,74,10.7,12.33,21.3,128.0,116.0,0,0,0.00,10.67,12.33,0,0,,KarcKe00
62,Ron Jaworski,37,MIA,QB,16,0,,9,14,64.3,123,1,7.1,0,0.0,6,60.0,22,8.8,10.21,13.7,7.7,116.1,1,10,6.67,7.53,8.87,0,0,,JawoRo00
63,Jeff Rutledge,31,NYG,QB,1,0,,11,17,64.7,113,0,0.0,1,5.9,4,36.8,33,6.6,4.00,10.3,113.0,59.2,2,14,10.53,5.21,2.84,1,1,,RutlJe00
64,Steve Bono,26,PIT,QB,2,0,,10,35,28.6,110,1,2.9,2,5.7,7,27.8,15,3.1,1.14,11.0,55.0,25.9,1,8,2.78,2.83,0.89,0,0,,BonoSt00
65,Matt Cavanaugh,32,PHI,QB,5,0,,7,16,43.8,101,1,6.3,1,6.3,5,37.5,42,6.3,4.75,14.4,20.2,59.6,0,0,0.00,6.31,4.75,0,0,,CavaMa00
66,Tom Ramsey,27,NWE,QB,7,1,1-0-0,12,27,44.4,100,0,0.0,3,11.1,6,34.5,23,3.7,-1.30,8.3,14.3,15.0,2,6,6.90,3.24,-1.41,0,0,,RamsTo00
67,Ricky Turner,26,IND,QB,4,0,,3,4,75.0,92,0,0.0,0,0.0,3,50.0,37,23.0,23.00,30.7,23.0,116.7,2,15,33.33,12.83,12.83,0,0,,TurnRi21
68,Rich Gannon,23,MIN,QB,3,0,,7,15,46.7,90,0,0.0,0,0.0,5,33.3,19,6.0,6.00,12.9,30.0,66.0,3,22,16.67,3.78,3.78,0,0,,GannRi00
69,Dave Wilson,29,NOR,QB,1,0,,5,16,31.3,73,0,0.0,1,6.3,4,25.0,25,4.6,1.75,14.6,73.0,21.1,0,0,0.00,4.56,1.75,0,0,,WilsDa00
70,Brent Pease,24,HOU,QB,13,0,,6,22,27.3,64,0,0.0,4,18.2,2,16.7,21,2.9,-5.27,10.7,4.9,0.0,2,18,8.33,1.92,-5.58,0,0,,PeasBr00
71,Rodney Carter,24,PIT,RB,14,1,,2,3,66.7,56,0,0.0,0,0.0,2,66.7,40,18.7,18.67,28.0,4.0,109.7,0,0,0.00,18.67,18.67,0,0,,CartRo00
72,Tom Tupa,22,PHO,QB,2,0,,4,6,66.7,49,0,0.0,0,0.0,2,42.9,22,8.2,8.17,12.3,24.5,91.7,1,11,14.29,5.43,5.43,0,0,,TupaTo20
73,Mark Herrmann,29,RAM,QB,6,0,,4,5,80.0,38,0,0.0,0,0.0,3,60.0,15,7.6,7.60,9.5,6.3,98.3,0,0,0.00,7.60,7.60,0,0,,HerrMa00
74,Robb Riddick,31,BUF,RB,15,0,,2,2,100.0,31,0,0.0,0,0.0,1,50.0,26,15.5,15.50,15.5,2.1,118.7,0,0,0.00,15.50,15.50,0,0,,RiddRo00
75,Dalton Hilliard,24,NOR,RB,16,8,,1,2,50.0,27,1,50.0,0,0.0,1,50.0,27,13.5,23.50,27.0,1.7,135.4,0,0,0.00,13.50,23.50,0,0,,HillDa00
76,Marcus Allen,28,RAI,RB,15,15,,1,2,50.0,21,0,0.0,0,0.0,1,33.3,21,10.5,10.50,21.0,1.4,87.5,1,1,33.33,6.67,6.67,0,0,,AlleMa00
77,Turk Schonert,31,CIN,QB,16,0,,2,4,50.0,20,0,0.0,0,0.0,1,25.0,17,5.0,5.00,10.0,1.3,64.6,0,0,0.00,5.00,5.00,0,0,,SchoTu00
78,John Teltschik,24,PHI,P,16,0,,1,3,33.3,18,0,0.0,0,0.0,0,,18,6.0,6.00,18.0,1.1,54.9,0,0,0.00,6.00,6.00,0,0,,TeltJo20
79,Jerry Rice,26,SFO,WR,16,16,,1,3,33.3,14,0,0.0,1,33.3,1,33.3,14,4.7,-10.33,14.0,0.9,9.7,0,0,0.00,4.67,-10.33,0,0,PBAP-1,RiceJe00
80,Louis Lipps,26,PIT,WR,16,16,,1,2,50.0,13,1,50.0,1,50.0,1,33.3,13,6.5,-6.00,13.0,0.8,70.8,1,6,33.33,2.33,-6.00,0,0,,LippLo00
81,Tony Dorsett,34,DEN,RB,16,13,,1,2,50.0,7,1,50.0,0,0.0,1,50.0,7,3.5,13.50,7.0,0.4,97.9,0,0,0.00,3.50,13.50,0,0,,DorsTo00
82,Bryan Wagner,26,CHI,P,16,0,,1,1,100.0,3,0,0.0,0,0.0,0,,3,3.0,3.00,3.0,0.2,79.2,0,0,0.00,3.00,3.00,0,0,,WagnBr20
83,Tommie Agee,24,SEA,RB,16,0,,0,1,0.0,0,0,0.0,1,100.0,0,,,0.0,-45.00,,0.0,0.0,0,0,0.00,0.00,-45.00,0,0,,AgeeTo00
84,Neal Anderson,24,CHI,RB,16,16,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,PB,AndeNe00
85,David Archer,26,WAS,QB,1,0,,0,2,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,ArchDa00
86,Jim Arnold,27,DET,P,16,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,PBAP-2,ArnoJi20
87,Albert Bentley,28,IND,RB,16,2,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,BentAl00
88,Brian Blades,23,SEA,WR,16,7,,0,0,,0,0,,0,,0,,,,,,0.0,,1,0,100.00,0.00,0.00,0,0,,BladBr00
89,Keith Byars,25,PHI,RB,16,16,,0,2,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,ByarKe00
90,Paul Ott Carruth,27,GNB,RB,15,4,,0,2,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,CarrPa00
91,Greg Coleman,34,WAS,P,10,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,ColeGr20
92,Herman Fontenot,25,CLE,RB,16,1,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,FontHe00
93,John Fourcade,28,NOR,QB,1,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,FourJo00
94,Johnny Hector,28,NYJ,RB,16,1,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,HectJo00
95,Lonzell Hill,23,NOR,WR,16,15,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,HillLo00
96,Lionel James,26,SDG,RB,16,1,,0,0,,0,0,,0,,0,,,,,,0.0,,1,8,100.00,-8.00,-8.00,0,0,,JameLi00
97,James Jones,27,DET,FB,14,14,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,JoneJa00
98,Art Monk,31,WAS,WR,16,13,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,MonkAr00
99,Ricky Nattiel,22,DEN,WR,15,11,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,NattRi00
100,Steve Sewell,25,DEN,RB,16,3,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,SeweSt00
101,Troy Stradford,24,MIA,RB,15,6,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,StraTr00
102,Harry Sydney,29,SFO,RB,16,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,SydnHa00
103,John Witkowski,26,DET,QB,2,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,WitkJo00
,League Average,,,,,,,,,54.3,,,3.9,,3.9,,42.3,,6.9,5.94,12.7,87.2,72.9,,,6.82,5.93,5.02,,,,-9999
