Rk,Player,Age,Team,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,Sk%,NY/A,ANY/A,4QC,GWD,Awards,Player-additional
29,Mark Brunell,25,JAX,QB,13,10,3-7-0,201,346,58.1,2168,15,4.3,7,2.0,107,39.5,45,6.3,6.22,10.8,166.8,82.6,39,238,10.13,5.01,4.97,2,2,,BrunMa00
30,Jeff Hostetler,34,OAK,QB,11,11,7-4-0,172,286,60.1,1998,12,4.2,9,3.1,109,45.8,80,7.0,6.41,11.6,181.6,82.2,22,133,7.14,6.06,5.52,1,1,,HostJe00
31,Elvis Grbac,25,SFO,QB,16,5,3-2-0,127,183,69.4,1469,8,4.4,5,2.7,68,55.0,81,8.0,7.67,11.6,91.8,96.6,6,36,3.17,7.58,7.24,0,0,,GrbaEl00
32,Mark Rypien,33,STL,QB,11,3,0-3-0,129,217,59.4,1448,9,4.1,8,3.7,69,45.2,50,6.7,5.84,11.2,131.6,77.9,11,60,4.82,6.09,5.30,0,0,,RypiMa00
33,Vince Evans,40,OAK,QB,9,3,1-2-0,100,175,57.1,1236,6,3.4,8,4.6,56,43.0,73,7.1,5.69,12.4,137.3,71.5,11,70,5.91,6.27,4.98,0,0,,EvanVi00
34,Steve Beuerlein,30,JAX,QB,7,6,1-5-0,71,142,50.0,952,4,2.8,7,4.9,47,38.4,71,6.7,5.05,13.4,136.0,60.5,17,103,10.69,5.34,3.86,0,0,,BeueSt00
35,Eric Zeier,23,CLE,QB,7,4,1-3-0,82,161,50.9,864,4,2.5,9,5.6,42,33.5,59,5.4,3.35,10.5,123.4,51.9,15,91,8.52,4.39,2.55,1,1,,ZeieEr00
36,John Friesz,28,SEA,QB,6,3,1-2-0,64,120,53.3,795,6,5.0,3,2.5,44,47.2,43,6.6,6.50,12.4,132.5,80.4,3,12,2.44,6.37,6.24,1,1,,FrieJo00
37,Heath Shuler,24,WAS,QB,7,5,3-2-0,66,125,52.8,745,3,2.4,7,5.6,40,36.2,44,6.0,3.92,11.3,106.4,55.6,13,76,9.42,4.85,3.00,0,0,,ShulHe00
38,Bubby Brister,33,NYJ,QB,9,4,1-3-0,93,170,54.7,726,4,2.4,8,4.7,35,33.3,32,4.3,2.62,7.8,80.7,53.7,16,122,8.60,3.25,1.74,1,1,,BrisBu00
39,Bernie Kosar,32,MIA,QB,9,2,0-2-0,74,108,68.5,699,3,2.8,5,4.6,35,49.1,31,6.5,4.94,9.4,77.7,76.1,6,28,5.26,5.89,4.44,0,0,,KosaBe00
40,Mike Tomczak,33,PIT,QB,7,4,2-2-0,65,113,57.5,666,1,0.9,9,8.0,36,45.4,29,5.9,2.49,10.2,95.1,44.3,6,42,5.04,5.24,2.01,0,1,,TomcMi00
41,Randall Cunningham,32,PHI,QB,7,4,1-3-0,69,121,57.0,605,3,2.5,5,4.1,34,38.1,33,5.0,3.64,8.8,86.4,61.5,13,79,9.70,3.93,2.69,0,0,,CunnRa00
42,Craig Erickson,26,IND,QB,6,3,2-1-0,50,83,60.2,586,3,3.6,4,4.8,24,43.0,39,7.1,5.61,11.7,97.7,73.7,10,68,10.75,5.57,4.28,0,0,,EricCr00
43,Steve McNair,22,HOU,QB,4,2,2-0-0,41,80,51.3,569,3,3.8,1,1.3,23,34.9,53,7.1,7.30,13.9,142.3,81.7,6,63,6.98,5.88,6.06,0,0,,McNaSt00
44,Billy Joe Hobert,24,OAK,QB,4,2,0-2-0,44,80,55.0,540,6,7.5,4,5.0,23,37.3,80,6.8,6.00,12.3,135.0,80.2,3,11,3.61,6.37,5.65,0,0,,HobeBi00
45,Casey Weldon,26,TAM,QB,16,0,,42,91,46.2,519,1,1.1,2,2.2,25,34.0,40,5.7,4.93,12.4,32.4,58.8,9,55,9.00,4.64,3.94,1,2,,WeldCa00
46,Will Furrer,27,HOU,QB,7,1,0-1-0,48,99,48.5,483,2,2.0,7,7.1,23,35.6,48,4.9,2.10,10.1,69.0,40.1,5,35,4.81,4.31,1.66,0,0,,FurrWi00
47,Frank Reich,34,CAR,QB,3,3,0-3-0,37,84,44.0,441,2,2.4,2,2.4,19,32.3,46,5.3,4.65,11.9,147.0,58.7,12,100,12.50,3.55,3.03,0,0,,ReicFr00
48,Jim Miller,24,PIT,QB,3,0,,32,56,57.1,397,2,3.6,5,8.9,17,46.6,42,7.1,3.79,12.4,132.3,53.9,2,8,3.45,6.71,3.52,0,0,,MillJi00
49,Wade Wilson,36,DAL,QB,7,0,,38,57,66.7,391,1,1.8,3,5.3,19,41.0,38,6.9,4.84,10.3,55.9,70.1,4,29,6.56,5.93,4.05,0,0,,WilsWa00
50,Gale Gilbert,34,SDG,QB,16,1,0-1-0,36,61,59.0,325,0,0.0,4,6.6,15,28.6,41,5.3,2.38,9.0,20.3,46.1,9,43,12.86,4.03,1.46,1,0,,GilbGa00
51,Bobby Hebert,35,ATL,QB,4,0,,28,45,62.2,313,2,4.4,1,2.2,15,57.8,37,7.0,6.84,11.2,78.3,88.5,0,0,0.00,6.96,6.84,1,1,,HebeBo00
52,Scott Zolak,28,NWE,QB,16,1,0-1-0,28,49,57.1,282,1,2.0,0,0.0,15,35.8,72,5.8,6.16,10.1,17.6,80.5,4,28,7.55,4.79,5.17,0,0,,ZolaSc00
53,Brad Johnson,27,MIN,QB,5,0,,25,36,69.4,272,0,0.0,2,5.6,10,50.0,39,7.6,5.06,10.9,54.4,68.3,2,18,5.26,6.68,4.32,0,0,,JohnBr00
54,Mike Buck,28,ARI,QB,4,0,,20,32,62.5,271,1,3.1,0,0.0,13,50.0,28,8.5,9.09,13.6,67.8,99.9,2,10,5.88,7.68,8.26,0,0,,BuckMi00
55,Paul Justin,27,IND,QB,3,1,0-1-0,20,36,55.6,212,0,0.0,2,5.6,9,35.9,20,5.9,3.39,10.6,70.7,49.8,3,22,7.69,4.87,2.56,0,0,,JustPa00
56,Hugh Millen,32,DEN,QB,3,0,,26,40,65.0,197,1,2.5,0,0.0,10,40.9,18,4.9,5.43,7.6,65.7,85.1,4,35,9.09,3.68,4.14,0,0,,MillHu00
57,Don Majkowski,31,DET,QB,5,0,,15,20,75.0,161,1,5.0,0,0.0,8,57.1,22,8.1,9.05,10.7,32.2,114.8,1,5,4.76,7.43,8.38,0,1,,MajkDo00
58,Glenn Foley,25,NYJ,QB,1,0,,16,29,55.2,128,0,0.0,1,3.4,6,33.3,32,4.4,2.86,8.0,128.0,52.1,4,21,12.12,3.24,1.88,0,0,,FoleGl00
59,Todd Collins,24,BUF,QB,7,1,0-1-0,14,29,48.3,112,0,0.0,1,3.4,6,22.9,18,3.9,2.31,8.0,16.0,44.0,6,43,17.14,1.97,0.69,0,0,,CollTo00
60,Alex Van Pelt,25,BUF,QB,1,0,,10,18,55.6,106,2,11.1,0,0.0,7,50.0,19,5.9,8.11,10.6,106.0,110.0,0,0,0.00,5.89,8.11,0,0,,VanPAl00
61,Jack Trudeau,33,CAR,QB,1,0,,11,17,64.7,100,0,0.0,3,17.6,7,47.4,19,5.9,-2.06,9.1,100.0,40.9,2,8,10.53,4.84,-2.26,0,0,,TrudJa00
62,Bill Musgrave,28,DEN,QB,4,0,,8,12,66.7,93,0,0.0,0,0.0,5,58.3,23,7.8,7.75,11.6,23.3,89.9,0,0,0.00,7.75,7.75,0,0,,MusgBi00
63,David Klingler,26,CIN,QB,3,0,,7,15,46.7,88,1,6.7,1,6.7,5,37.5,33,5.9,4.20,12.6,29.3,59.9,1,10,6.25,4.88,3.31,0,0,,KlinDa00
64,Ty Detmer,28,GNB,QB,4,0,,8,16,50.0,81,1,6.3,1,6.3,6,37.5,25,5.1,3.50,10.1,20.3,59.6,0,0,0.00,5.06,3.50,0,0,,DetmTy00
65,Kordell Stewart,23,PIT,QB,10,2,,5,7,71.4,60,1,14.3,0,0.0,3,62.5,32,8.6,11.43,12.0,6.0,136.9,1,0,12.50,7.50,10.00,0,0,AP ORoY-4,StewKo00
66,Rich Gannon,30,KAN,QB,2,0,,7,11,63.6,57,0,0.0,0,0.0,3,27.3,18,5.2,5.18,8.1,28.5,76.7,0,0,0.00,5.18,5.18,0,0,,GannRi00
67,Tommy Maddox,24,NYG,QB,16,0,,6,23,26.1,49,0,0.0,3,13.0,3,16.0,13,2.1,-3.74,8.2,3.1,0.0,2,7,8.00,1.68,-3.72,0,0,,MaddTo00
68,Cary Conklin,27,SFO,QB,2,0,,4,12,33.3,48,0,0.0,0,0.0,2,14.3,28,4.0,4.00,12.0,24.0,46.5,2,20,14.29,2.00,2.00,0,0,,ConkCa00
69,Reggie Roby,34,TAM,P,16,0,,1,1,100.0,48,0,0.0,0,0.0,1,100.0,48,48.0,48.00,48.0,3.0,118.7,0,0,0.00,48.00,48.00,0,0,,RobyRe20
70,Jason Garrett,29,DAL,QB,1,0,,4,5,80.0,46,1,20.0,0,0.0,3,80.0,24,9.2,13.20,11.5,46.0,144.6,0,0,0.00,9.20,13.20,0,0,,GarrJa00
71,Eric Guliford,26,CAR,WR,14,9,,1,2,50.0,46,0,0.0,1,50.0,1,50.0,46,23.0,0.50,46.0,3.3,56.2,0,0,0.00,23.00,0.50,0,0,,GuliEr00
72,Dave Barr,23,STL,QB,2,0,,5,9,55.6,42,0,0.0,0,0.0,1,30.0,18,4.7,4.67,8.4,21.0,67.8,1,4,10.00,3.80,3.80,0,0,,BarrDa20
73,Jerry Rice,33,SFO,WR,16,16,,1,1,100.0,41,1,100.0,0,0.0,1,100.0,41,41.0,61.00,41.0,2.6,158.3,0,0,0.00,41.00,61.00,0,0,PBAP-1AP MVP-2AP OPoY-3,RiceJe00
74,T.J. Rubley,27,GNB,QB,1,0,,4,6,66.7,39,0,0.0,1,16.7,2,66.7,17,6.5,-1.00,9.8,39.0,45.1,0,0,0.00,6.50,-1.00,0,0,,RublTJ00
75,Rob Moore,27,ARI,WR,15,15,,1,2,50.0,33,0,0.0,1,50.0,1,50.0,33,16.5,-6.00,33.0,2.2,56.2,0,0,0.00,16.50,-6.00,0,0,,MoorRo00
76,Terry Kirby,25,MIA,RB,16,4,,1,1,100.0,31,1,100.0,0,0.0,1,100.0,31,31.0,51.00,31.0,1.9,158.3,0,0,0.00,31.00,51.00,0,0,,KirbTe00
77,Tom Tupa,29,CLE,QB,16,0,,1,1,100.0,25,0,0.0,0,0.0,1,100.0,25,25.0,25.00,25.0,1.6,118.7,0,0,0.00,25.00,25.00,0,0,,TupaTo20
78,Rob Johnson,22,JAX,QB,1,0,,3,7,42.9,24,0,0.0,1,14.3,0,12.5,19,3.4,-3.00,8.0,24.0,12.5,1,13,12.50,1.38,-4.25,0,0,,JohnRo00
79,John Taylor,33,SFO,WR,12,12,,1,1,100.0,21,0,0.0,0,0.0,1,100.0,21,21.0,21.00,21.0,1.8,118.7,0,0,0.00,21.00,21.00,0,0,,TaylJo00
80,Stoney Case,23,ARI,QB,2,0,,1,2,50.0,19,0,0.0,1,50.0,1,50.0,19,9.5,-13.00,19.0,9.5,43.7,0,0,0.00,9.50,-13.00,0,0,,CaseSt00
81,Klaus Wilmsmeyer,28,NOR,P,16,0,,1,1,100.0,18,0,0.0,0,0.0,1,100.0,18,18.0,18.00,18.0,1.1,118.7,0,0,0.00,18.00,18.00,0,0,,WilmKl20
82,Garrison Hearst,24,ARI,RB,16,15,,1,2,50.0,16,0,0.0,0,0.0,1,50.0,16,8.0,8.00,16.0,1.0,77.1,0,0,0.00,8.00,8.00,0,0,,HearGa00
83,Tom Hodson,28,NOR,QB,4,0,,3,5,60.0,14,0,0.0,0,0.0,0,,9,2.8,2.80,4.7,3.5,64.6,0,0,0.00,2.80,2.80,0,0,,HodsTo00
84,Harvey Williams,28,OAK,RB,16,16,,1,1,100.0,13,1,100.0,0,0.0,1,100.0,13,13.0,33.00,13.0,0.8,158.3,0,0,0.00,13.00,33.00,0,0,,WillHa00
85,Barry Sanders,27,DET,RB,16,16,,1,2,50.0,11,0,0.0,0,0.0,1,50.0,11,5.5,5.50,11.0,0.7,66.7,0,0,0.00,5.50,5.50,0,0,PBAP-1AP OPoY-5,SandBa00
86,Jim McMahon,36,GNB,QB,1,0,,1,1,100.0,6,0,0.0,0,0.0,0,,6,6.0,6.00,6.0,6.0,91.7,0,0,0.00,6.00,6.00,0,0,,McMaJi00
87,Lee Johnson,34,CIN,P,16,0,,1,1,100.0,5,0,0.0,0,0.0,1,100.0,5,5.0,5.00,5.0,0.3,87.5,0,0,0.00,5.00,5.00,0,0,,johnslee01
88,Richie Anderson,24,NYJ,FB,10,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,AndeRi00
89,Justin Armour,22,BUF,WR,15,9,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,ArmoJu00
90,Eric Bieniemy,26,CIN,RB,16,1,,0,2,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,BienEr00
91,Rich Camarillo,36,HOU,P,16,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,camarric01
92,Larry Centers,27,ARI,FB,16,10,,0,1,0.0,0,0,0.0,1,100.0,0,,,0.0,-45.00,,0.0,0.0,0,0,0.00,0.00,-45.00,0,0,PB,CentLa00
93,Curtis Conway,24,CHI,WR,16,16,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,ConwCu00
94,David Dunn,23,CIN,WR,16,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,DunnDa00
95,Chris Gardocki,25,IND,P,16,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,GardCh20
96,Daryl Hobbs,27,OAK,WR,16,3,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,HobbDa00
97,Michael Jackson,26,CLE,WR,13,10,,0,1,0.0,0,0,0.0,1,100.0,0,,,0.0,-45.00,,0.0,0.0,0,0,0.00,0.00,-45.00,0,0,,JackMi00
98,Todd Kinchen,26,STL,WR,16,1,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,KincTo00
99,Tony Martin,30,SDG,WR,16,16,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,MartTo00
100,Dan McGwire,28,MIA,QB,1,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,1,7,50.00,-3.50,-3.50,0,0,,McGwDa00
101,Dave Meggett,29,NWE,RB,16,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,MeggDa00
102,Eric Metcalf,27,ATL,WR,16,15,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,MetcEr00
103,Torrance Small,25,NOR,WR,16,1,,0,0,,0,0,,0,,0,,,,,,0.0,,1,4,100.00,-4.00,-4.00,0,0,,SmalTo00
104,Vince Workman,27,CAR,RB,9,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,WorkVi00
,League Average,,,,,,,,,58.2,,,4.0,,3.1,,43.9,,6.8,6.19,11.6,100.1,79.2,,,6.05,5.96,5.41,,,,-9999
