Rk,Player,Age,Team,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,Sk%,NY/A,ANY/A,4QC,GWD,Awards,Player-additional
44,Paul McDonald,23,CLE,QB,12,0,,35,57,61.4,463,4,7.0,2,3.5,24,44.4,46,8.1,7.95,13.2,38.6,95.9,6,43,9.52,6.67,6.51,0,0,,McDoPa00
45,Jeff Rutledge,24,RAM,QB,4,0,,30,50,60.0,442,3,6.0,4,8.0,19,46.4,64,8.8,6.44,14.7,110.5,75.6,6,62,10.71,6.79,4.64,2,2,,RutlJe00
46,John Reaves,31,HOU,QB,5,2,1-1-0,31,61,50.8,379,2,3.3,2,3.3,17,40.6,51,6.2,5.39,12.2,75.8,67.6,3,27,4.69,5.50,4.72,1,1,,ReavJo00
47,Jeff Komlo,25,DET,QB,3,2,0-2-0,29,57,50.9,290,1,1.8,3,5.3,16,29.0,46,5.1,3.07,10.0,96.7,49.6,5,45,8.06,3.95,2.10,0,0,,KomlJe00
48,Jack Thompson,25,CIN,QB,8,0,,21,49,42.9,267,1,2.0,2,4.1,15,33.9,21,5.4,4.02,12.7,33.4,50.3,7,61,12.50,3.68,2.43,0,0,,ThomJa00
49,Bobby Scott,32,NOR,QB,4,1,0-1-0,20,46,43.5,245,1,2.2,5,10.9,12,26.4,31,5.3,0.87,12.3,61.3,28.2,7,72,13.21,3.26,-0.60,0,0,,ScotBo00
50,Glenn Carano,26,DAL,QB,5,1,1-0-0,16,45,35.6,235,1,2.2,1,2.2,11,30.4,55,5.2,4.67,14.7,47.0,51.6,1,11,2.17,4.87,4.33,1,1,,CaraGl00
51,Tom Owen,29,NWE,QB,2,1,0-1-0,15,36,41.7,218,1,2.8,4,11.1,10,36.8,28,6.1,1.61,14.5,109.0,31.7,2,19,5.26,5.24,1.03,0,0,,OwenTo00
52,Greg Landry,35,BAL,QB,11,0,,14,29,48.3,195,0,0.0,1,3.4,10,35.3,34,6.7,5.17,13.9,17.7,56.0,5,50,14.71,4.26,2.94,0,0,,LandGr00
53,Andy Johnson,29,NWE,RB,16,0,,7,9,77.8,194,4,44.4,1,11.1,6,66.7,66,21.6,25.44,27.7,12.1,118.7,0,0,0.00,21.56,25.44,0,0,,JohnAn01
54,Bob Avellini,28,CHI,QB,9,0,,15,32,46.9,185,1,3.1,3,9.4,6,23.1,72,5.8,2.19,12.3,20.6,36.6,7,52,17.95,3.41,0.46,1,1,,AvelBo00
55,Guy Benjamin,26,SFO,QB,4,0,,15,26,57.7,171,1,3.8,1,3.8,9,34.5,27,6.6,5.62,11.4,42.8,74.4,3,30,10.34,4.86,4.00,1,1,,BenjGu00
56,Mike Phipps,34,CHI,QB,3,0,,11,17,64.7,171,2,11.8,0,0.0,6,45.5,43,10.1,12.41,15.5,57.0,137.1,5,41,22.73,5.91,7.73,0,0,,PhipMi00
57,Rich Campbell,23,GNB,QB,2,0,,15,30,50.0,168,0,0.0,4,13.3,9,37.5,27,5.6,-0.40,11.2,84.0,27.5,2,11,6.25,4.91,-0.72,0,0,,CampRi00
58,Turk Schonert,24,CIN,QB,4,0,,10,19,52.6,166,0,0.0,0,0.0,8,40.9,36,8.7,8.74,16.6,41.5,82.3,3,4,13.64,7.36,7.36,1,1,,SchoTu00
59,Joe Pisarcik,29,PHI,QB,7,0,,8,15,53.3,154,2,13.3,2,13.3,6,43.8,44,10.3,6.93,19.3,22.0,89.3,1,8,6.25,9.13,6.00,0,0,,PisaJo00
60,Tom Flick,23,WAS,QB,6,0,,13,27,48.1,143,0,0.0,2,7.4,5,27.6,33,5.3,1.96,11.0,23.8,33.4,2,18,6.90,4.31,1.21,0,0,,FlicTo00
61,Mike Moroski,24,ATL,QB,3,0,,12,26,46.2,132,0,0.0,1,3.8,6,38.5,22,5.1,3.35,11.0,44.0,45.7,0,0,0.00,5.08,3.35,0,0,,MoroMi00
62,Sam Adkins,26,SEA,QB,3,0,,7,13,53.8,96,1,7.7,1,7.7,5,40.0,31,7.4,5.46,13.7,32.0,71.3,2,14,13.33,5.47,3.80,0,0,,AdkiSa00
63,David Humm,29,BAL,QB,1,1,0-1-0,7,24,29.2,90,0,0.0,2,8.3,5,24.0,20,3.8,0.00,12.9,90.0,8.0,1,8,4.00,3.28,-0.32,0,0,,HummDa00
64,Drew Pearson,30,DAL,WR,16,15,,2,2,100.0,81,1,50.0,0,0.0,2,100.0,59,40.5,50.50,40.5,5.1,158.3,0,0,0.00,40.50,50.50,0,0,,PearDr00
65,Ed Luther,24,SDG,QB,16,0,,7,15,46.7,68,0,0.0,1,6.7,3,26.7,25,4.5,1.53,9.7,4.3,32.1,0,0,0.00,4.53,1.53,0,0,,LuthEd00
66,Pat Ryan,26,NYJ,QB,15,0,,4,10,40.0,48,1,10.0,1,10.0,3,30.0,18,4.8,2.30,12.0,3.2,49.2,0,0,0.00,4.80,2.30,0,0,,RyanPa00
67,Wade Wilson,22,MIN,QB,3,0,,6,13,46.2,48,0,0.0,2,15.4,1,26.7,22,3.7,-3.23,8.0,16.0,16.3,2,19,13.33,1.93,-4.07,0,0,,WilsWa00
68,Cliff Parsley,27,HOU,P,16,0,,2,2,100.0,43,0,0.0,0,0.0,2,100.0,31,21.5,21.50,21.5,2.7,118.7,0,0,0.00,21.50,21.50,0,0,,ParsCl20
69,Tom Skladany,26,DET,P,16,0,,3,3,100.0,43,0,0.0,0,0.0,3,100.0,19,14.3,14.33,14.3,2.7,118.7,0,0,0.00,14.33,14.33,0,0,PB,SklaTo20
70,Joe Washington,28,WAS,RB,14,13,,1,2,50.0,32,0,0.0,0,0.0,1,50.0,32,16.0,16.00,32.0,2.3,95.8,0,0,0.00,16.00,16.00,0,0,,WashJo00
71,June Jones,28,ATL,QB,4,0,,2,3,66.7,25,0,0.0,0,0.0,1,66.7,14,8.3,8.33,12.5,6.3,92.4,0,0,0.00,8.33,8.33,0,0,,JoneJu00
72,Jeff Kemp,22,RAM,QB,1,0,,2,6,33.3,25,0,0.0,1,16.7,2,25.0,19,4.2,-3.33,12.5,25.0,7.6,2,13,25.00,1.50,-4.13,0,0,,KempJe00
73,Freddie Solomon,28,SFO,WR,15,15,,1,1,100.0,25,0,0.0,0,0.0,1,100.0,25,25.0,25.00,25.0,1.7,118.7,0,0,0.00,25.00,25.00,0,0,,SoloFr01
74,Gerry Ellis,24,GNB,FB,16,16,,1,2,50.0,23,0,0.0,0,0.0,1,50.0,23,11.5,11.50,23.0,1.4,91.7,0,0,0.00,11.50,11.50,0,0,,ElliGe00
75,Guido Merkens,26,NOR,WR,16,11,,1,2,50.0,20,0,0.0,0,0.0,1,33.3,20,10.0,10.00,20.0,1.3,85.4,1,2,33.33,6.00,6.00,0,0,,MerkGu00
76,Brian Baschnagel,27,CHI,WR,16,14,,1,1,100.0,18,0,0.0,0,0.0,1,100.0,18,18.0,18.00,18.0,1.1,118.7,0,0,0.00,18.00,18.00,0,0,,BascBr00
77,Cliff Stoudt,26,PIT,QB,2,0,,1,3,33.3,17,0,0.0,0,0.0,1,33.3,17,5.7,5.67,17.0,8.5,53.5,0,0,0.00,5.67,5.67,0,0,,StouCl00
78,Eddie Hill,24,MIA,RB,11,3,,1,1,100.0,14,0,0.0,0,0.0,1,100.0,14,14.0,14.00,14.0,1.3,118.7,0,0,0.00,14.00,14.00,0,0,,HillEd00
79,Steve Kreider,23,CIN,WR,16,1,,1,3,33.3,13,0,0.0,0,0.0,1,33.3,13,4.3,4.33,13.0,0.8,47.9,0,0,0.00,4.33,4.33,0,0,,KreiSt00
80,Joe Cribbs,23,BUF,RB,15,15,,1,1,100.0,9,1,100.0,0,0.0,1,100.0,9,9.0,29.00,9.0,0.6,143.7,0,0,0.00,9.00,29.00,0,0,PB,CribJo00
81,Tom Myers,31,NOR,FS,16,15,,1,2,50.0,8,1,50.0,0,0.0,1,50.0,8,4.0,14.00,8.0,0.5,100.0,0,0,0.00,4.00,14.00,0,0,,MyerTo01
82,Mike Guman,23,RAM,RB,16,4,,1,1,100.0,7,1,100.0,0,0.0,1,100.0,7,7.0,27.00,7.0,0.4,135.4,0,0,0.00,7.00,27.00,0,0,,GumaMi00
83,Walt Easley,24,SFO,RB,12,1,,1,1,100.0,5,0,0.0,0,0.0,0,100.0,5,5.0,5.00,5.0,0.4,87.5,0,0,0.00,5.00,5.00,0,0,,EaslWa00
84,Chuck Muncie,28,SDG,RB,15,14,,1,1,100.0,3,1,100.0,0,0.0,1,100.0,3,3.0,23.00,3.0,0.2,118.7,0,0,0.00,3.00,23.00,0,0,PBAP MVP-6AP OPoY-6,MuncCh00
85,Chuck Fusina,24,TAM,QB,4,0,,1,1,100.0,2,1,100.0,0,0.0,1,100.0,2,2.0,22.00,2.0,0.5,118.7,0,0,0.00,2.00,22.00,0,0,,FusiCh00
86,Ted Brown,24,MIN,FB,16,16,,0,1,0.0,0,0,0.0,1,100.0,0,,,0.0,-45.00,,0.0,0.0,0,0,0.00,0.00,-45.00,0,0,,BrowTe00
87,Wes Chandler,25,SDG,WR,12,11,,0,2,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,ChanWe00
88,Dwight Clark,24,SFO,WR,16,16,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,PB,ClarDw00
89,Tony Collins,22,NWE,RB,16,11,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,CollTo01
90,Frank Corral,26,RAM,K,16,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,corrafra01
91,Jerry Eckwood,27,TAM,RB,16,12,,0,0,,0,0,,0,,0,,,,,,0.0,,1,1,100.00,-1.00,-1.00,0,0,,EckwJe00
92,Ray Guy,32,OAK,P,16,0,,0,0,,0,0,,0,,0,,,,,,0.0,,1,12,100.00,-12.00,-12.00,0,0,,GuyxRa20
93,James Hadnot,24,KAN,FB,16,15,,0,1,0.0,0,0,0.0,1,100.0,0,,,0.0,-45.00,,0.0,0.0,0,0,0.00,0.00,-45.00,0,0,,HadnJa00
94,Kevin House,24,TAM,WR,16,16,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,HousKe00
95,Harold Jackson,35,NWE,WR,16,15,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,JackHa00
96,John James,32,ATL,P,16,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,JameJo20
97,Steve Largent,27,SEA,WR,16,16,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,PB,LargSt00
98,Roosevelt Leaks,28,BUF,FB,16,5,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,LeakRo00
99,Henry Marshall,27,KAN,WR,12,12,,0,1,0.0,0,0,0.0,1,100.0,0,,,0.0,-45.00,,0.0,0.0,0,0,0.00,0.00,-45.00,0,0,,MarsHe00
100,Nick Mike-Mayer,31,BUF,K,16,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,MikeNi20
101,Tony Nathan,25,MIA,RB,13,11,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,NathTo00
102,Bob Parsons,31,CHI,P,16,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,ParsBo00
103,Walter Payton,28,CHI,RB,16,16,,0,2,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,PaytWa00
104,Tony Reed,26,DEN,RB,15,0,,0,1,0.0,0,0,0.0,1,100.0,0,,,0.0,-45.00,,0.0,0.0,0,0,0.00,0.00,-45.00,0,0,,ReedTo00
105,Matt Robinson,26,BUF,QB,15,0,,0,2,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,1,9,33.33,-3.00,-3.00,0,0,,RobiMa01
106,Freddie Scott,29,DET,WR,16,15,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,ScotFr01
107,Ron Springs,25,DAL,FB,16,13,,0,1,0.0,0,0,0.0,1,100.0,0,,,0.0,-45.00,,0.0,0.0,0,0,0.00,0.00,-45.00,0,0,,SpriRo00
108,Jeff West,28,SEA,P,15,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,WestJe20
109,Kellen Winslow,24,SDG,TE,16,16,,0,2,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,PBAP-1AP MVP-6AP OPoY-8,WinsKe00
,League Average,,,,,,,,,54.6,,,4.2,,4.3,,41.5,,7.0,5.93,12.9,76.4,72.9,,,6.72,6.02,5.00,,,,-9999
