Rk,Player,Age,Team,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,Sk%,NY/A,ANY/A,4QC,GWD,Awards,Player-additional
13,Zeke Bratkowski,31,RAM,QB,13,9,1-8-0,110,219,50.2,1541,9,4.1,16,7.3,80,7.0,4.57,14.0,118.5,56.5,21,175,8.75,5.69,3.44,0,0,,BratZe00
14,Frank Ryan,26,CLE,QB,11,7,3-3-1,112,194,57.7,1541,10,5.2,7,3.6,65,7.9,7.35,13.8,140.1,85.4,15,156,7.18,6.63,6.08,1,0,,RyanFr00
15,Eddie LeBaron,32,DAL,QB,14,6,3-3-0,95,166,57.2,1436,16,9.6,9,5.4,85,8.7,8.14,15.1,102.6,95.4,13,98,7.26,7.47,7.00,0,0,PB,LeBaEd00
16,Jim Ninowski,26,CLE,QB,7,7,4-3-0,87,173,50.3,1178,7,4.0,8,4.6,53,6.8,5.54,13.5,168.3,66.6,8,57,4.42,6.19,4.98,0,0,,NinoJi00
17,Ed Brown,34,PIT,QB,14,3,2-1-0,43,84,51.2,726,5,6.0,6,7.1,50,8.6,6.62,16.9,51.9,70.8,15,157,15.15,5.75,4.03,1,2,,BrowEd01
18,Sam Etcheverry,32,STL,QB,14,4,1-3-0,58,106,54.7,707,2,1.9,10,9.4,68,6.7,2.80,12.2,50.5,42.5,14,104,11.67,5.03,1.61,0,0,,EtchSa00
19,Roman Gabriel,22,RAM,QB,6,4,0-3-1,57,101,56.4,670,3,3.0,2,2.0,65,6.6,6.34,11.8,111.7,78.4,12,80,10.62,5.22,4.96,1,0,,GabrRo00
20,Earl Morrall,28,DET,QB,14,0,,32,52,61.5,449,4,7.7,4,7.7,53,8.6,6.71,14.0,32.1,82.9,5,35,8.77,7.26,5.51,1,1,,MorrEa00
21,King Hill,26,PHI,QB,14,1,0-1-0,31,61,50.8,361,0,0.0,5,8.2,37,5.9,2.23,11.6,25.8,34.9,3,35,4.69,5.09,1.58,0,0,,HillKi00
22,George Izo,25,WAS,QB,1,0,,17,37,45.9,284,3,8.1,4,10.8,49,7.7,4.43,16.7,284.0,59.8,5,53,11.90,5.50,2.64,0,0,,IzoxGe00
23,Lamar McHan,30,BAL,QB,10,0,,10,20,50.0,278,3,15.0,2,10.0,74,13.9,12.40,27.8,27.8,95.8,,,,,,0,0,,McHaLa00
24,Galen Hall,22,WAS,QB,3,0,,19,32,59.4,274,2,6.3,1,3.1,48,8.6,8.41,14.4,91.3,95.1,2,16,5.88,7.59,7.44,0,0,,HallGa00
25,Ron Miller,23,RAM,QB,6,1,0-1-0,17,43,39.5,250,1,2.3,1,2.3,55,5.8,5.23,14.7,41.7,57.3,7,68,14.00,3.64,3.14,0,0,,MillRo01
26,John David Crow,27,STL,HB,14,14,,12,20,60.0,241,0,0.0,0,0.0,57,12.1,12.05,20.1,17.2,102.3,,,,,,0,0,PB,CrowJo00
27,Ralph Guglielmi,29,NYG,QB,14,0,,14,31,45.2,210,2,6.5,1,3.2,41,6.8,6.61,15.0,15.0,76.0,5,47,13.89,4.53,4.39,0,0,,GuglRa00
28,Billy Kilmer,23,SFO,HB,12,9,0-1-0,8,13,61.5,191,1,7.7,3,23.1,73,14.7,5.85,23.9,15.9,91.5,2,27,13.33,10.93,3.27,0,0,,KilmBi00
29,John McCormick,25,MIN,QB,13,0,,7,18,38.9,104,0,0.0,5,27.8,53,5.8,-6.72,14.9,8.0,19.0,3,33,14.29,3.38,-7.33,0,0,,McCoJo00
30,Tom Matte,23,BAL,HB,14,5,,5,13,38.5,85,1,7.7,0,0.0,30,6.5,8.08,17.0,6.1,87.0,,,,,,0,0,,MattTo00
31,Paul Hornung,27,GNB,HB,9,8,,4,6,66.7,80,0,0.0,2,33.3,41,13.3,-1.67,20.0,8.9,70.1,,,,,,0,0,,HornPa00
32,Rudy Bukich,32,CHI,QB,5,0,,3,13,23.1,79,1,7.7,4,30.8,65,6.1,-6.23,26.3,15.8,38.5,,,,,,0,0,,BukiRu00
33,Tom Moore,24,GNB,HB,14,6,,2,5,40.0,70,2,40.0,1,20.0,45,14.0,13.00,35.0,5.0,87.5,,,,,,0,0,PB,MoorTo00
34,Billy Ray Barnes,27,WAS,HB,10,10,,3,4,75.0,48,0,0.0,0,0.0,22,12.0,12.00,16.0,4.8,114.6,,,,,,0,0,,BarnBi00
35,Rick Casares,31,CHI,FB,13,9,,1,2,50.0,35,1,50.0,0,0.0,35,17.5,27.50,35.0,2.7,135.4,,,,,,0,0,,CasaRi00
36,John Roach,29,GNB,QB,8,0,,3,12,25.0,33,0,0.0,0,0.0,18,2.8,2.75,11.0,4.1,39.6,1,4,7.69,2.23,2.23,0,0,,RoacJo00
37,Jon Arnett,27,RAM,LHB,10,8,,3,5,60.0,28,1,20.0,0,0.0,15,5.6,9.60,9.3,2.8,115.0,,,,,,0,0,,ArneJo00
38,Jim Brown,26,CLE,FB,14,14,,1,2,50.0,28,0,0.0,0,0.0,28,14.0,14.00,28.0,2.0,95.8,,,,,,0,0,PB,BrowJi00
39,Bob Waters,24,SFO,QB,7,0,,2,6,33.3,28,0,0.0,0,0.0,15,4.7,4.67,14.0,4.0,49.3,9,47,60.00,-1.27,-1.27,0,0,,WateBo00
40,Dick Bass,25,RAM,FB,14,13,,1,3,33.3,22,0,0.0,0,0.0,22,7.3,7.33,22.0,1.6,60.4,,,,,,0,0,PBAP-2,BassDi00
41,Ollie Matson,32,RAM,FL,13,4,,1,1,100.0,13,0,0.0,0,0.0,13,13.0,13.00,13.0,1.0,118.7,,,,,,0,0,,MatsOl00
42,Frank Gifford,32,NYG,FL,14,14,,1,2,50.0,12,0,0.0,0,0.0,12,6.0,6.00,12.0,0.9,68.7,,,,,,0,0,,GiffFr00
43,Tommy McDonald,28,PHI,FL,14,14,,1,1,100.0,10,1,100.0,0,0.0,10,10.0,30.00,10.0,0.7,147.9,,,,,,0,0,PBAP-2,McDoTo00
44,Tom Tracy,28,PIT,HB,4,0,,1,1,100.0,7,0,0.0,0,0.0,7,7.0,7.00,7.0,1.8,95.8,,,,,,0,0,,TracTo00
45,Sam Baker,33,DAL,K,14,0,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,,,,,,0,0,,BakeSa20
46,Ronnie Bull,22,CHI,HB,14,10,,0,3,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,,,,,,0,0,,BullRo00
47,Paul Dudley,23,NYG,HB,11,5,,0,1,0.0,0,0,0.0,1,100.0,,0.0,-45.00,,0.0,0.0,,,,,,0,0,,DudlPa00
48,Doug Elmore,24,WAS,P,14,4,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,,,,,,0,0,,ElmoDo20
49,Bob Gaiters,24,NYG,HB,2,2,,0,2,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,,,,,,0,0,,GaitBo00
50,Alex Hawkins,25,BAL,HB,13,2,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,1,10,50.00,-5.00,-5.00,0,0,,HawkAl00
51,Dick Hoak,23,PIT,HB,14,6,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,,,,,,0,0,,HoakDi00
52,Yale Lary,32,DET,FS,14,14,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,,,,,,0,0,PBAP-1,LaryYa00
53,Dan Lewis,26,DET,HB,12,9,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,,,,,,0,0,,LewiDa02
54,J.W. Lockett,25,DAL,FB,14,0,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,,,,,,0,0,,LockJ.00
55,Tommy Mason,23,MIN,HB,14,11,,0,1,0.0,0,0,0.0,1,100.0,,0.0,-45.00,,0.0,0.0,,,,,,0,0,PB,MasoTo00
56,Max McGee,30,GNB,LE,14,14,,0,1,0.0,0,0,0.0,1,100.0,,0.0,-45.00,,0.0,0.0,,,,,,0,0,,McGeMa00
57,Eddie Meador,25,RAM,LCB,14,14,,0,0,,0,0,,0,,,,,,0.0,,1,25,100.00,-25.00,-25.00,0,0,,MeadEd00
58,Elijah Pitts,24,GNB,HB,14,0,,0,2,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,,,,,,0,0,,PittEl00
59,Charlie Scales,24,CLE,HB,14,5,,0,1,0.0,0,0,0.0,1,100.0,,0.0,-45.00,,0.0,0.0,,,,,,0,0,,ScalCh00
,League Average,,,,,,,,,53.3,,,5.6,,6.1,,7.9,6.24,14.7,60.3,72.6,,,7.84,6.55,5.05,,,,-9999
