Rk,Player,Age,Team,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,Sk%,NY/A,ANY/A,4QC,GWD,Awards,Player-additional
24,Gary Cuozzo,25,BAL,QB,7,1,0-1-0,26,50,52.0,424,4,8.0,2,4.0,69,8.5,8.28,16.3,60.6,90.7,8,82,13.79,5.90,5.72,0,0,,CuozGa00
25,George Izo,29,PIT,QB,4,1,0-2-0,35,81,43.2,360,2,2.5,8,9.9,37,4.4,0.49,10.3,90.0,25.3,4,26,4.71,3.93,0.16,0,0,,IzoxGe00
26,George Mira,24,SFO,QB,14,1,1-0-0,22,53,41.5,284,5,9.4,2,3.8,29,5.4,5.55,12.9,20.3,74.7,8,70,13.11,3.51,3.67,0,0,,MiraGe00
27,Bill Munson,25,RAM,QB,5,0,,30,50,60.0,284,2,4.0,1,2.0,25,5.7,5.58,9.5,56.8,80.7,6,32,10.71,4.50,4.41,0,0,,MunsBi00
28,Jack Concannon,23,PHI,QB,11,2,2-0-0,21,51,41.2,262,1,2.0,4,7.8,44,5.1,2.00,12.5,23.8,31.7,3,22,5.56,4.44,1.48,0,0,,ConcJa00
29,Jerry Rhome,24,DAL,QB,7,1,1-0-0,21,36,58.3,253,0,0.0,1,2.8,47,7.0,5.78,12.0,36.1,68.4,4,39,10.00,5.35,4.23,0,0,,RhomJe00
30,Craig Morton,23,DAL,QB,6,0,,13,27,48.1,225,3,11.1,1,3.7,41,8.3,8.89,17.3,37.5,98.5,1,8,3.57,7.75,8.29,0,1,,MortCr00
31,Bob Berry,24,MIN,QB,3,1,0-1-0,13,37,35.1,215,1,2.7,5,13.5,52,5.8,0.27,16.5,71.7,25.0,7,53,15.91,3.68,-0.98,0,0,,BerrBo00
32,Jim Ninowski,30,CLE,QB,14,0,,11,18,61.1,175,4,22.2,1,5.6,44,9.7,11.67,15.9,12.5,110.0,1,14,5.26,8.47,10.32,0,0,,NinoJi00
33,Ron Vander Kelen,27,MIN,QB,3,1,0-1-0,10,20,50.0,147,0,0.0,1,5.0,43,7.4,5.10,14.7,49.0,53.5,1,9,4.76,6.57,4.43,0,0,,VandRo00
34,Johnny Roland,23,STL,HB,14,13,,5,8,62.5,130,1,12.5,0,0.0,45,16.3,18.75,26.0,9.3,145.8,1,8,11.11,13.56,15.78,0,0,PB,RolaJo00
35,Steve Sloan,22,ATL,QB,3,0,,6,13,46.2,96,0,0.0,2,15.4,32,7.4,0.46,16.0,32.0,31.7,3,32,18.75,4.00,-1.63,0,0,,SloaSt00
36,Dick Hoak,27,PIT,HB,13,10,,4,6,66.7,87,1,16.7,0,0.0,42,14.5,17.83,21.8,6.7,149.3,1,7,14.29,11.43,14.29,0,0,,HoakDi00
37,Billy Kilmer,27,SFO,QB,6,0,,5,16,31.3,84,0,0.0,1,6.3,26,5.3,2.44,16.8,14.0,24.0,2,12,11.11,4.00,1.50,0,0,,KilmBi00
38,Billy Wade,36,CHI,QB,2,0,,9,21,42.9,79,0,0.0,1,4.8,14,3.8,1.62,8.8,39.5,33.6,0,0,0.00,3.76,1.62,0,0,,WadeBi00
39,John David Crow,31,SFO,HB,14,14,,2,4,50.0,61,0,0.0,1,25.0,46,15.3,4.00,30.5,4.4,56.2,0,0,0.00,15.25,4.00,0,0,,CrowJo00
40,Ron Meyer,22,PIT,QB,4,0,,7,19,36.8,59,0,0.0,1,5.3,19,3.1,0.74,8.4,14.8,23.8,4,23,17.39,1.57,-0.39,0,0,,MeyeRo00
41,Gale Sayers,23,CHI,HB,14,13,,2,6,33.3,58,0,0.0,1,16.7,39,9.7,2.17,29.0,4.1,30.6,0,0,0.00,9.67,2.17,0,0,PBAP-1AP MVP-5,SayeGa00
42,Izzy Lang,24,PHI,FB,14,4,,2,3,66.7,51,0,0.0,0,0.0,36,17.0,17.00,25.5,3.6,109.7,0,0,0.00,17.00,17.00,0,0,,LangIz00
43,Dan Reeves,22,DAL,HB,14,14,,3,6,50.0,48,0,0.0,0,0.0,29,8.0,8.00,16.0,3.4,77.1,0,0,0.00,8.00,8.00,0,0,AP-2AP MVP-7,ReevDa00
44,Jon Kilgore,23,RAM,P,14,0,,1,1,100.0,47,0,0.0,0,0.0,47,47.0,47.00,47.0,3.4,118.7,0,0,0.00,47.00,47.00,0,0,,KilgJo20
45,Jim Hart,22,STL,QB,1,0,,4,11,36.4,29,0,0.0,0,0.0,15,2.6,2.64,7.3,29.0,44.9,2,21,15.38,0.62,0.62,0,0,,HartJi00
46,Ronnie Bull,26,CHI,FB,14,10,,1,1,100.0,21,0,0.0,0,0.0,21,21.0,21.00,21.0,1.5,118.7,0,0,0.00,21.00,21.00,0,0,,BullRo00
47,Bobby Mitchell,31,WAS,FL,14,13,,1,1,100.0,21,0,0.0,0,0.0,21,21.0,21.00,21.0,1.5,118.7,0,0,0.00,21.00,21.00,0,0,,MitcBo00
48,Tom Moore,28,RAM,HB,14,14,,1,1,100.0,20,0,0.0,0,0.0,20,20.0,20.00,20.0,1.4,118.7,0,0,0.00,20.00,20.00,0,0,,MoorTo00
49,Phil King,30,MIN,FB,14,0,,1,1,100.0,9,0,0.0,0,0.0,9,9.0,9.00,9.0,0.6,104.2,0,0,0.00,9.00,9.00,0,0,,KingPh00
50,Paul Hornung,31,GNB,HB,9,6,,1,1,100.0,5,0,0.0,0,0.0,5,5.0,5.00,5.0,0.6,87.5,0,0,0.00,5.00,5.00,0,0,,HornPa00
51,Dan Lewis,30,NYG,HB,13,2,,1,1,100.0,4,0,0.0,0,0.0,4,4.0,4.00,4.0,0.3,83.3,0,0,0.00,4.00,4.00,0,0,,LewiDa02
52,Jon Arnett,31,CHI,HB,14,1,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,ArneJo00
53,Willie Asbury,23,PIT,FB,14,12,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,AsbuWi00
54,Tom Barrington,22,WAS,RB,6,0,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,BarrTo00
55,Bill Brown,28,MIN,FB,14,14,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,BrowBi00
56,Amos Bullocks,27,PIT,HB,8,2,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,BullAm00
57,Perry Lee Dunn,25,ATL,RB,14,0,,0,2,0.0,0,0,0.0,2,100.0,,0.0,-45.00,,0.0,0.0,0,0,0.00,0.00,-45.00,0,0,,DunnPe00
58,Earl Gros,26,PHI,FB,14,6,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,1,5,50.00,-2.50,-2.50,0,0,,GrosEa00
59,Leroy Kelly,24,CLE,HB,14,14,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,PBAP-1AP MVP-4,KellLe00
60,Ernie Koy,24,NYG,HB,13,7,,0,2,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,KoyxEr00
61,Billy Lothridge,24,ATL,P,14,0,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,LothBi20
62,Tom Matte,27,BAL,HB,14,4,,0,3,0.0,0,0,0.0,1,33.3,,0.0,-15.00,,0.0,0.0,0,0,0.00,0.00,-15.00,0,0,,MattTo00
63,Eddie Meador,29,RAM,FS,14,14,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,PB,MeadEd00
64,Lenny Moore,33,BAL,HB,13,8,,0,0,,0,0,,0,,,,,,0.0,,1,14,100.00,-14.00,-14.00,0,0,,MoorLe00
65,Tom Myers,23,DET,QB,1,0,,0,1,0.0,0,0,0.0,1,100.0,,0.0,-45.00,,0.0,0.0,0,0,0.00,0.00,-45.00,0,0,,MyerTo00
66,Elijah Pitts,28,GNB,HB,14,8,,0,2,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,PittEl00
67,Larry Rakestraw,24,CHI,QB,1,0,,0,0,,0,0,,0,,,,,,0.0,,3,33,100.00,-11.00,-11.00,0,0,,RakeLa00
68,Dick Shiner,24,WAS,QB,14,0,,0,5,0.0,0,0,0.0,1,20.0,,0.0,-9.00,,0.0,0.0,1,6,16.67,-1.00,-8.50,0,0,,ShinDi00
69,Lou Groza,42,CLE,K,14,0,,1,1,100.0,-7,0,0.0,0,0.0,-7,-7.0,-7.00,-7.0,-0.5,79.2,0,0,0.00,-7.00,-7.00,0,0,,GrozLo20
,League Average,,,,,,,,,51.6,,,4.6,,5.2,,6.9,5.49,13.4,58.5,67.4,,,8.82,5.59,4.29,,,,-9999
