Rk,Player,Age,Team,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,Sk%,NY/A,ANY/A,4QC,GWD,Awards,Player-additional
66,Earl McCullouch,26,DET,WR,10,0,,1,1,100.0,23,0,0.0,0,0.0,23,23.0,23.00,23.0,2.3,118.7,0,0,0.00,23.00,23.00,0,0,,McCuEa00
67,Jerrel Wilson,31,KAN,P,14,0,,1,1,100.0,20,0,0.0,0,0.0,20,20.0,20.00,20.0,1.4,118.7,0,0,0.00,20.00,20.00,0,0,PB,WilsJe20
68,MacArthur Lane,30,GNB,RB,14,14,,2,2,100.0,19,0,0.0,0,0.0,10,9.5,9.50,9.5,1.4,106.2,0,0,0.00,9.50,9.50,0,0,,LaneMa00
69,Fred Willis,25,2TM,FB,13,12,,1,4,25.0,16,0,0.0,1,25.0,16,4.0,-7.25,16.0,1.2,4.2,0,0,0.00,4.00,-7.25,0,0,,WillFr00
69,Fred Willis,25,CIN,RB,5,5,,1,1,100.0,16,0,0.0,0,0.0,16,16.0,16.00,16.0,3.2,118.7,0,0,0.00,16.00,16.00,0,0,,WillFr00
69,Fred Willis,25,HOU,FB,8,7,,0,3,0.0,0,0,0.0,1,33.3,,0.0,-15.00,,0.0,0.0,0,0,0.00,0.00,-15.00,0,0,,WillFr00
70,Bobby Anderson,25,DEN,FB,9,9,,1,3,33.3,14,1,33.3,0,0.0,14,4.7,11.33,14.0,1.6,88.9,0,0,0.00,4.67,11.33,0,0,,AndeBo00
71,John Huarte,29,CHI,QB,2,0,,2,5,40.0,14,0,0.0,0,0.0,8,2.8,2.80,7.0,7.0,47.9,0,0,0.00,2.80,2.80,0,0,,HuarJo00
72,Mike Ernst,22,DEN,QB,1,0,,1,4,25.0,10,0,0.0,0,0.0,10,2.5,2.50,10.0,10.0,39.6,0,0,0.00,2.50,2.50,0,0,,ErnsMi00
73,Frank Patrick,25,GNB,QB,2,0,,1,4,25.0,9,0,0.0,0,0.0,9,2.3,2.25,9.0,4.5,39.6,1,11,20.00,-0.40,-0.40,0,0,,PatrFr00
74,Spike Jones,25,BUF,P,14,0,,1,2,50.0,4,0,0.0,0,0.0,4,2.0,2.00,4.0,0.3,56.2,0,0,0.00,2.00,2.00,0,0,,JoneSp20
75,Tom Blanchard,24,NYG,P,14,0,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,BlanTo20
76,Carl Garrett,25,NWE,RB,10,6,,0,1,0.0,0,0,0.0,1,100.0,,0.0,-45.00,,0.0,0.0,1,4,50.00,-2.00,-24.50,0,0,,GarrCa00
77,Mike Garrett,28,SDG,RB,14,14,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,2,16,66.67,-5.33,-5.33,0,0,,GarrMi00
78,Bob Gladieux,25,NWE,FB,11,6,,0,1,0.0,0,0,0.0,1,100.0,,0.0,-45.00,,0.0,0.0,0,0,0.00,0.00,-45.00,0,0,,GladBo00
79,Bob Gresham,24,NOR,RB,14,9,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,GresBo00
80,Sam Havrilak,25,BAL,WR,14,14,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,HavrSa00
81,John Isenbarger,25,SFO,WR,14,0,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,IsenJo00
82,Ron Jessie,24,DET,WR,14,14,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,JessRo00
83,Ron Johnson,25,NYG,RB,14,14,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,PB,JohnRo02
84,Leroy Kelly,30,CLE,RB,14,14,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,1,7,50.00,-3.50,-3.50,0,0,,KellLe00
85,Paul Krause,30,MIN,FS,14,14,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,PBAP-2,KrauPa00
86,Cliff McClain,25,NYJ,RB,13,4,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,McClCl00
87,Jack Mildren,23,BAL,DB,14,1,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,MildJa20
88,Dan Reeves,28,DAL,RB,14,0,,0,2,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,ReevDa00
89,Jackie Smith,32,STL,TE,14,14,,0,2,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,SmitJa00
90,Jon Staggers,24,GNB,WR,11,0,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,StagJo00
91,Pat Studstill,34,NWE,P,14,0,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,StudPa00
92,Bobby Walden,34,PIT,P,14,0,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,WaldBo20
93,Larry Wilson,34,STL,SS,12,12,,0,2,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,WilsLa00
,League Average,,,,,,,,,51.7,,,4.5,,5.3,,6.8,5.32,13.2,60.8,66.3,,,7.79,5.66,4.28,,,,-9999
