Rk,Player,Age,Team,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,Sk%,NY/A,ANY/A,4QC,GWD,Awards,Player-additional
22,Tony Eason,26,NWE,QB,16,10,6-4-0,168,299,56.2,2156,11,3.7,17,5.7,96,42.2,90,7.2,5.39,12.8,134.8,67.5,28,229,8.56,5.89,4.23,0,0,,EasoTo00
23,David Archer,23,ATL,QB,16,11,4-7-0,161,312,51.6,1992,7,2.2,17,5.4,88,37.5,62,6.4,4.38,12.4,124.5,56.5,43,312,12.11,4.73,2.97,0,0,,ArchDa00
24,Dave Wilson,26,NOR,QB,10,10,3-7-0,145,293,49.5,1843,11,3.8,15,5.1,81,33.4,50,6.3,4.74,12.7,184.3,60.7,39,291,11.75,4.67,3.30,1,1,,WilsDa00
25,Joe Theismann,36,WAS,QB,11,11,6-5-0,167,301,55.5,1774,8,2.7,16,5.3,89,39.3,55,5.9,4.03,10.6,161.3,59.6,37,314,10.95,4.32,2.66,0,0,,TheiJo00
26,Vince Ferragamo,31,BUF,QB,10,9,1-8-0,149,287,51.9,1677,5,1.7,17,5.9,79,38.2,48,5.8,3.53,11.3,167.7,50.8,19,135,6.21,5.04,2.87,0,0,,FerrVi00
27,Bruce Mathison,26,BUF,QB,10,7,1-6-0,113,228,49.6,1635,4,1.8,14,6.1,71,39.2,60,7.2,4.76,14.5,163.5,53.5,22,203,8.80,5.73,3.53,0,0,,MathBr00
28,Bernie Kosar,22,CLE,QB,12,10,4-6-0,124,248,50.0,1578,8,3.2,7,2.8,73,37.1,68,6.4,5.74,12.7,131.5,69.3,19,121,7.12,5.46,4.88,2,2,,KosaBe00
29,Mark Herrmann,26,SDG,QB,9,4,1-3-0,132,201,65.7,1537,10,5.0,10,5.0,82,50.9,59,7.6,6.40,11.6,170.8,84.5,19,157,8.64,6.27,5.14,1,1,,HerrMa00
30,Jay Schroeder,24,WAS,QB,9,5,4-1-0,112,209,53.6,1458,5,2.4,5,2.4,67,46.0,53,7.0,6.38,13.0,162.0,73.8,15,114,6.70,6.00,5.44,3,3,,SchrJa00
31,Mark Malone,27,PIT,QB,10,8,3-5-0,117,233,50.2,1428,13,5.6,7,3.0,78,42.0,45,6.1,5.89,12.2,142.8,75.5,10,80,4.12,5.55,5.32,0,0,,MaloMa00
32,David Woodley,27,PIT,QB,9,6,4-2-0,94,183,51.4,1357,6,3.3,14,7.7,60,40.8,69,7.4,4.63,14.4,150.8,54.8,13,84,6.63,6.49,3.89,1,1,,WoodDa00
33,Steve Grogan,32,NWE,QB,7,6,5-1-0,85,156,54.5,1311,7,4.5,5,3.2,55,43.1,56,8.4,7.86,15.4,187.3,84.1,11,86,6.59,7.34,6.83,2,3,,GrogSt00
34,Gary Danielson,34,CLE,QB,8,6,4-2-0,97,163,59.5,1274,8,4.9,6,3.7,54,41.1,72,7.8,7.14,13.1,159.3,85.3,17,128,9.44,6.37,5.76,1,1,,DaniGa00
35,Bobby Hebert,25,NOR,QB,6,6,2-4-0,97,181,53.6,1208,5,2.8,4,2.2,55,39.4,76,6.7,6.23,12.5,201.3,74.6,17,150,8.59,5.34,4.94,0,1,,HebeBo00
36,Todd Blackledge,24,KAN,QB,12,6,3-3-0,86,172,50.0,1190,6,3.5,14,8.1,48,39.0,70,6.9,3.95,13.8,99.2,50.3,15,112,8.02,5.76,3.04,0,0,,BlacTo00
37,Gary Hogeboom,27,DAL,QB,16,2,0-2-0,70,126,55.6,978,5,4.0,7,5.6,49,43.6,58,7.8,6.06,14.0,61.1,70.8,14,118,10.00,6.14,4.61,0,0,,HogeGa00
38,Steve Young,24,TAM,QB,5,5,1-4-0,72,138,52.2,935,3,2.2,8,5.8,47,36.5,59,6.8,4.60,13.0,187.0,56.9,21,158,13.21,4.89,3.00,1,1,,YounSt00
39,Jim Plunkett,38,RAI,QB,3,3,1-2-0,71,103,68.9,803,3,2.9,3,2.9,37,49.1,41,7.8,7.07,11.3,267.7,89.6,13,101,11.21,6.05,5.41,0,0,,PlunJi00
40,Jim Zorn,32,GNB,QB,13,5,3-2-0,56,123,45.5,794,4,3.3,6,4.9,34,35.8,56,6.5,4.91,14.2,61.1,57.4,11,89,8.21,5.26,3.84,0,1,,ZornJi00
41,Steve Fuller,28,CHI,QB,16,5,4-1-0,53,107,49.5,777,1,0.9,5,4.7,37,37.1,69,7.3,5.35,14.7,48.6,57.3,17,102,13.71,5.44,3.79,0,0,,FullSt00
42,Steve Bartkowski,33,ATL,QB,5,5,0-5-0,69,111,62.2,738,5,4.5,1,0.9,32,38.8,62,6.6,7.14,10.7,147.6,92.8,18,158,13.95,4.50,4.92,0,0,,BartSt00
43,Scott Campbell,23,PIT,QB,16,2,0-2-0,43,96,44.8,612,4,4.2,6,6.3,28,34.9,51,6.4,4.40,14.2,38.3,53.8,10,60,9.43,5.21,3.42,1,1,,CampSc00
44,Oliver Luck,25,HOU,QB,5,2,1-1-0,56,100,56.0,572,2,2.0,2,2.0,23,41.7,46,5.7,5.22,10.2,114.4,70.9,8,50,7.41,4.83,4.37,1,1,,LuckOl00
45,Randy Wright,24,GNB,QB,5,1,0-1-0,39,74,52.7,552,2,2.7,4,5.4,25,41.5,38,7.5,5.57,14.2,110.4,63.6,8,67,9.76,5.91,4.21,1,1,,WrigRa00
46,Randall Cunningham,22,PHI,QB,6,4,1-3-0,34,81,42.0,548,1,1.2,8,9.9,24,26.7,69,6.8,2.57,16.1,91.3,29.8,20,150,19.80,3.94,0.57,0,1,,CunnRa00
47,Turk Schonert,28,CIN,QB,7,0,,33,51,64.7,460,1,2.0,0,0.0,19,47.4,71,9.0,9.41,13.9,65.7,100.1,6,54,10.53,7.12,7.47,0,0,,SchoTu00
48,Wade Wilson,26,MIN,QB,4,1,1-0-0,33,60,55.0,404,3,5.0,3,5.0,19,46.9,42,6.7,5.48,12.2,101.0,71.8,4,28,6.25,5.88,4.70,1,1,,WilsWa00
49,Joe Ferguson,35,DET,QB,8,1,0-1-0,31,54,57.4,364,2,3.7,3,5.6,14,34.5,38,6.7,4.98,11.7,45.5,67.2,4,35,6.90,5.67,4.03,0,0,,FergJo00
50,Scott Brunner,28,STL,QB,16,0,,30,60,50.0,336,1,1.7,6,10.0,13,37.5,40,5.6,1.43,11.2,21.0,33.1,4,27,6.25,4.83,0.92,0,0,,BrunSc00
51,Matt Cavanaugh,29,SFO,QB,16,1,1-0-0,28,54,51.9,334,1,1.9,1,1.9,14,39.3,41,6.2,5.72,11.9,20.9,69.5,7,53,11.48,4.61,4.20,0,0,,CavaMa00
52,Bob Holly,25,ATL,QB,5,0,,24,39,61.5,295,1,2.6,2,5.1,11,46.8,44,7.6,5.77,12.3,59.0,72.1,8,61,17.02,4.98,3.49,0,0,,HollBo00
53,Matt Kofler,26,IND,QB,5,1,0-1-0,23,48,47.9,284,1,2.1,3,6.3,16,33.9,33,5.9,3.52,12.3,56.8,47.6,8,58,14.29,4.04,1.98,0,0,,KoflMa00
54,Mike Moroski,28,HOU,QB,5,0,,20,34,58.8,249,1,2.9,1,2.9,12,50.0,46,7.3,6.59,12.5,49.8,79.2,4,25,10.53,5.89,5.24,0,0,,MoroMi00
55,Gale Gilbert,24,SEA,QB,9,0,,19,40,47.5,218,1,2.5,2,5.0,12,46.3,37,5.5,3.70,11.5,24.2,51.9,1,9,2.44,5.10,3.39,0,0,,GilbGa00
56,Jeff Kemp,26,RAM,QB,5,1,0-1-0,16,38,42.1,214,0,0.0,1,2.6,11,31.8,35,5.6,4.45,13.4,42.8,49.7,6,58,13.64,3.55,2.52,0,0,,KempJe00
57,Richard Todd,32,NOR,QB,2,0,,16,32,50.0,191,3,9.4,4,12.5,10,42.4,56,6.0,2.22,11.9,95.5,60.3,1,10,3.03,5.48,1.85,0,0,,ToddRi00
58,Ken Anderson,36,CIN,QB,3,2,0-2-0,16,32,50.0,170,2,6.3,0,0.0,10,41.2,44,5.3,6.56,10.6,56.7,86.7,2,16,5.88,4.53,5.71,0,0,,AndeKe00
59,Don Strock,35,MIA,QB,16,0,,7,9,77.8,141,1,11.1,0,0.0,5,55.6,67,15.7,17.89,20.1,8.8,155.8,0,0,0.00,15.67,17.89,0,0,,StroDo00
60,Art Schlichter,25,IND,QB,1,1,0-1-0,12,25,48.0,107,0,0.0,2,8.0,4,25.9,16,4.3,0.68,8.9,107.0,26.6,2,6,7.41,3.74,0.41,0,0,,SchlAr00
61,Walter Payton,32,CHI,RB,16,16,,3,5,60.0,96,1,20.0,0,0.0,3,60.0,50,19.2,23.20,32.0,6.0,143.7,0,0,0.00,19.20,23.20,0,0,PBAP-1AP MVP-2AP OPoY-2,PaytWa00
62,Pat Ryan,30,NYJ,QB,16,0,,6,9,66.7,95,0,0.0,0,0.0,5,66.7,50,10.6,10.56,15.8,5.9,101.6,0,0,0.00,10.56,10.56,0,0,,RyanPa00
63,Gary Kubiak,24,DEN,QB,16,0,,2,5,40.0,61,1,20.0,0,0.0,2,40.0,54,12.2,16.20,30.5,3.8,125.8,0,0,0.00,12.20,16.20,0,1,,KubiGa00
64,Rusty Hilger,23,RAI,QB,4,0,,4,13,30.8,54,1,7.7,0,0.0,3,18.8,29,4.2,5.69,13.5,13.5,70.7,3,32,18.75,1.38,2.63,0,0,,HilgRu00
65,Steve Pelluer,23,DAL,QB,2,0,,5,8,62.5,47,0,0.0,0,0.0,1,50.0,28,5.9,5.88,9.4,23.5,78.6,0,0,0.00,5.88,5.88,0,0,,PellSt00
66,Tony Hill,29,DAL,WR,15,14,,1,1,100.0,42,0,0.0,0,0.0,1,100.0,42,42.0,42.00,42.0,2.8,118.7,0,0,0.00,42.00,42.00,0,0,PB,HillTo00
67,Herman Hunter,24,PHI,RB,16,4,,1,2,50.0,38,1,50.0,0,0.0,1,33.3,38,19.0,29.00,38.0,2.4,135.4,1,11,33.33,9.00,15.67,0,0,,HuntHe00
68,Brian Brennan,23,CLE,WR,12,10,,1,1,100.0,33,1,100.0,0,0.0,1,100.0,33,33.0,53.00,33.0,2.8,158.3,0,0,0.00,33.00,53.00,0,0,,BrenBr00
69,Mike Tomczak,23,CHI,QB,6,0,,2,6,33.3,33,0,0.0,0,0.0,1,16.7,24,5.5,5.50,16.5,5.5,52.8,0,0,0.00,5.50,5.50,0,0,,TomcMi00
70,Stump Mitchell,26,STL,RB,16,8,,1,2,50.0,31,0,0.0,0,0.0,1,50.0,31,15.5,15.50,31.0,1.9,95.8,0,0,0.00,15.50,15.50,0,0,,MitcSt00
71,Frank Reich,24,BUF,QB,1,0,,1,1,100.0,19,0,0.0,0,0.0,1,100.0,19,19.0,19.00,19.0,19.0,118.7,0,0,0.00,19.00,19.00,0,0,,ReicFr00
72,Marcus Allen,25,RAI,RB,16,16,,1,2,50.0,16,0,0.0,0,0.0,1,50.0,16,8.0,8.00,16.0,1.0,77.1,0,0,0.00,8.00,8.00,0,0,PBAP-1AP MVP-1AP OPoY-1,AlleMa00
73,Craig James,24,NWE,FB,16,14,,2,2,100.0,16,2,100.0,0,0.0,2,100.0,11,8.0,28.00,8.0,1.0,139.6,0,0,0.00,8.00,28.00,0,0,PB,JameCr00
74,James Jones,27,DAL,RB,16,2,,1,2,50.0,12,1,50.0,1,50.0,1,50.0,12,6.0,-6.50,12.0,0.8,68.7,0,0,0.00,6.00,-6.50,0,0,,JoneJa01
75,Steve Cox,27,WAS,P,12,0,,1,1,100.0,11,0,0.0,0,0.0,1,100.0,11,11.0,11.00,11.0,0.9,112.5,0,0,0.00,11.00,11.00,0,0,,coxxxste01
76,James Brooks,27,CIN,RB,16,16,,1,1,100.0,8,1,100.0,0,0.0,1,100.0,8,8.0,28.00,8.0,0.5,139.6,0,0,0.00,8.00,28.00,0,0,,BrooJa00
77,Brian Hansen,25,NOR,P,16,0,,1,1,100.0,8,0,0.0,0,0.0,1,100.0,8,8.0,8.00,8.0,0.5,100.0,0,0,0.00,8.00,8.00,0,0,,HansBr20
78,Guido Merkens,30,NOR,WR,16,0,,1,1,100.0,7,1,100.0,0,0.0,1,50.0,7,7.0,27.00,7.0,0.4,135.4,1,10,50.00,-1.50,8.50,0,0,,MerkGu00
79,Albert Bentley,25,IND,RB,15,1,,1,1,100.0,6,0,0.0,0,0.0,0,,6,6.0,6.00,6.0,0.4,91.7,0,0,0.00,6.00,6.00,0,0,,BentAl00
80,Steve Bono,23,MIN,QB,1,0,,1,10,10.0,5,0,0.0,0,0.0,0,,5,0.5,0.50,5.0,5.0,39.6,2,13,16.67,-0.67,-0.67,0,0,,BonoSt00
81,Maury Buford,25,CHI,P,16,0,,1,1,100.0,5,0,0.0,0,0.0,1,100.0,5,5.0,5.00,5.0,0.3,87.5,0,0,0.00,5.00,5.00,0,0,,BufoMa20
82,Steve Kreider,27,CIN,WR,16,0,,1,1,100.0,1,0,0.0,0,0.0,0,,1,1.0,1.00,1.0,0.1,79.2,0,0,0.00,1.00,1.00,0,0,,KreiSt00
83,George Adams,23,NYG,RB,16,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,AdamGe00
84,Gary Anderson,24,SDG,RB,12,6,,0,0,,0,0,,0,,0,,,,,,0.0,,1,5,100.00,-5.00,-5.00,0,0,,AndeGa00
85,Greg Bell,23,BUF,FB/RB,16,15,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,BellGr00
86,Carl Birdsong,26,STL,P,16,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,BirdCa20
87,Eddie Brown,23,CIN,WR,16,16,,0,0,,0,0,,0,,0,,,,,,0.0,,1,6,100.00,-6.00,-6.00,0,0,AP ORoY-1,BrowEd00
88,Mark Clayton,24,MIA,WR,16,16,,0,0,,0,0,,0,,0,,,,,,0.0,,1,7,100.00,-7.00,-7.00,0,0,PB,ClayMa00
89,Cris Collinsworth,26,CIN,WR,16,16,,0,1,0.0,0,0,0.0,1,100.0,0,,,0.0,-45.00,,0.0,0.0,0,0,0.00,0.00,-45.00,0,0,,CollCr00
90,Gerry Ellis,28,GNB,RB,16,8,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,ElliGe00
91,Dave Finzer,26,SEA,P,12,0,,0,1,0.0,0,0,0.0,1,100.0,0,,,0.0,-45.00,,0.0,0.0,0,0,0.00,0.00,-45.00,0,0,,FinzDa20
92,Herman Fontenot,22,CLE,RB,9,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,FontHe00
93,Jeff Gossett,28,CLE,P,16,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,GossJe20
94,Derrick Harmon,22,SFO,RB,15,3,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,HarmDe00
95,Pete Holohan,26,SDG,TE,15,3,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,1,8,50.00,-4.00,-4.00,0,0,,HoloPe00
96,Ethan Horton,23,KAN,RB,16,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,HortEt00
97,Eddie Lee Ivery,28,GNB,RB,15,10,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,1,7,50.00,-3.50,-3.50,0,0,,IverEd00
98,Vance Johnson,22,DEN,WR,16,7,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,JohnVa00
99,James Jones,24,DET,FB,14,13,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,JoneJa00
100,John Kidd,24,BUF,P,16,0,,0,0,,0,0,,0,,0,,,,,,0.0,,1,9,100.00,-9.00,-9.00,0,0,,KiddJo20
101,Sean Landeta,23,NYG,P,16,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,LandSe20
102,Steve Largent,31,SEA,WR,16,16,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,PBAP-1,LargSt00
103,Pat McInally,32,CIN,P,16,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,McInPa00
104,Alvin Moore,26,DET,RB,16,5,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,MoorAl00
105,Randall Morris,24,SEA,RB,16,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,MorrRa00
106,Chris Norman,23,DEN,P,16,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,NormCh20
107,John Riggins,36,WAS,RB,12,11,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,RiggJo00
108,Steve Sewell,22,DEN,RB,16,2,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,SeweSt00
109,Freddie Solomon,32,SFO,WR,16,12,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,SoloFr01
110,Rohn Stark,26,IND,P,16,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,PBAP-2,StarRo20
111,Gerald Willhite,26,DEN,RB,15,4,,0,3,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,WillGe00
112,Sammy Winder,26,DEN,RB,14,12,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,WindSa00
113,Tony Zendejas,25,HOU,K,14,0,,1,1,100.0,-7,0,0.0,0,0.0,0,,-7,-7.0,-7.00,-7.0,-0.5,79.2,0,0,0.00,-7.00,-7.00,0,0,,zendeton01
,League Average,,,,,,,,,54.8,,,4.1,,4.2,,42.1,,7.0,5.99,12.8,72.3,73.5,,,8.30,5.83,4.86,,,,-9999
