Rk,Player,Age,Team,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,Sk%,NY/A,ANY/A,4QC,GWD,Awards,Player-additional
18,Craig Morton,24,DAL,QB,9,3,2-1-0,69,137,50.4,978,10,7.3,10,7.3,64,7.1,5.31,14.2,108.7,67.7,17,125,11.04,5.54,3.92,1,1,,MortCr00
19,Milt Plum,32,DET,QB,9,6,1-4-1,86,172,50.0,925,4,2.3,8,4.7,43,5.4,3.75,10.8,102.8,54.5,8,84,4.44,4.67,3.12,0,0,,PlumMi00
20,Karl Sweetan,25,DET,QB,10,8,4-3-1,74,177,41.8,901,10,5.6,11,6.2,52,5.1,3.42,12.2,90.1,51.1,16,111,8.29,4.09,2.56,0,0,,SweeKa00
21,Zeke Bratkowski,36,GNB,QB,6,2,1-1-0,53,94,56.4,724,5,5.3,9,9.6,86,7.7,4.46,13.7,120.7,59.3,6,64,6.00,6.60,3.55,0,1,,BratZe00
22,George Mira,25,SFO,QB,3,2,2-0-0,35,65,53.8,592,5,7.7,3,4.6,58,9.1,8.57,16.9,197.3,91.3,5,47,7.14,7.79,7.29,0,0,,MiraGe00
23,Ron Vander Kelen,28,MIN,QB,11,3,0-3-0,45,115,39.1,522,3,2.6,7,6.1,42,4.5,2.32,11.6,47.5,36.9,6,35,4.96,4.02,1.92,0,0,,VandRo00
24,Terry Nofsinger,29,ATL,QB,7,1,0-1-0,30,60,50.0,352,1,1.7,2,3.3,38,5.9,4.70,11.7,50.3,59.9,5,45,7.69,4.72,3.65,1,0,,NofsTe00
25,Gary Lane,25,CLE,QB,3,1,0-1-0,21,43,48.8,254,2,4.7,1,2.3,23,5.9,5.79,12.1,84.7,73.2,4,30,8.51,4.77,4.66,0,0,,LaneGa00
26,Larry Rakestraw,25,CHI,QB,5,2,0-2-0,21,44,47.7,228,3,6.8,2,4.5,34,5.2,4.50,10.9,45.6,67.2,2,15,4.35,4.63,3.98,0,0,,RakeLa00
27,Steve Spurrier,22,SFO,QB,14,2,0-2-0,23,50,46.0,211,0,0.0,7,14.0,21,4.2,-2.08,9.2,15.1,18.4,3,32,5.66,3.38,-2.57,0,0,,SpurSt00
28,Dan Reeves,23,DAL,HB,14,14,,4,7,57.1,195,2,28.6,1,14.3,74,27.9,27.14,48.8,13.9,101.8,0,0,0.00,27.86,27.14,0,0,,ReevDa00
29,Rudy Bukich,37,CHI,QB,3,0,,18,33,54.5,185,0,0.0,2,6.1,30,5.6,2.88,10.3,61.7,45.6,5,42,13.16,3.76,1.39,0,0,,BukiRu00
30,Earl Morrall,33,NYG,QB,8,0,,13,24,54.2,181,3,12.5,1,4.2,27,7.5,8.17,13.9,22.6,100.9,8,59,25.00,3.81,4.28,0,0,,MorrEa00
31,Don Horn,22,GNB,QB,3,0,,12,24,50.0,171,1,4.2,1,4.2,29,7.1,6.08,14.3,57.0,70.0,1,8,4.00,6.52,5.52,0,0,,HornDo00
32,Charley Johnson,29,STL,QB,5,0,,12,29,41.4,162,1,3.4,3,10.3,36,5.6,1.62,13.5,32.4,31.8,2,10,6.45,4.90,1.19,0,0,,JohnCh02
33,Jim Ninowski,31,WAS,QB,14,0,,12,18,66.7,123,0,0.0,1,5.6,31,6.8,4.33,10.3,8.8,63.0,0,0,0.00,6.83,4.33,0,0,,NinoJi00
34,Jim Ward,23,BAL,QB,6,0,,9,16,56.3,115,2,12.5,1,6.3,21,7.2,6.88,12.8,19.2,92.4,0,0,0.00,7.19,6.88,0,0,,WardJi00
35,Tom Moore,29,ATL,FB,10,8,,2,2,100.0,102,1,50.0,0,0.0,75,51.0,61.00,51.0,10.2,158.3,0,0,0.00,51.00,61.00,0,0,,MoorTo00
36,Ernie Koy,25,NYG,HB,14,13,,3,4,75.0,101,1,25.0,0,0.0,68,25.3,30.25,33.7,7.2,156.2,0,0,0.00,25.25,30.25,0,0,PB,KoyxEr00
37,Jerry Rhome,25,DAL,QB,14,0,,9,18,50.0,86,0,0.0,1,5.6,19,4.8,2.28,9.6,6.1,40.5,4,26,18.18,2.73,0.68,0,0,,RhomJe00
38,Dick Hoak,28,PIT,RB,14,2,,4,8,50.0,69,1,12.5,1,12.5,21,8.6,5.50,17.3,4.9,79.7,0,0,0.00,8.63,5.50,0,0,,HoakDi00
39,Tommy Mason,28,RAM,RB,13,0,,2,3,66.7,65,1,33.3,0,0.0,51,21.7,28.33,32.5,5.0,149.3,0,0,0.00,21.67,28.33,0,0,,MasoTo00
40,Gary Wood,25,NOR,QB,2,0,,5,11,45.5,62,0,0.0,0,0.0,27,5.6,5.64,12.4,31.0,63.4,1,8,8.33,4.50,4.50,0,0,,WoodGa00
41,Les Josephson,25,RAM,HB,14,14,,2,5,40.0,47,0,0.0,1,20.0,24,9.4,0.40,23.5,3.4,35.0,0,0,0.00,9.40,0.40,0,0,PB,JoseLe00
42,John David Crow,32,SFO,HB,14,14,,2,5,40.0,46,0,0.0,0,0.0,25,9.2,9.20,23.0,3.3,73.7,0,0,0.00,9.20,9.20,0,0,,CrowJo00
43,Bob Berry,25,MIN,QB,2,0,,3,7,42.9,43,0,0.0,0,0.0,21,6.1,6.14,14.3,21.5,63.4,6,49,46.15,-0.46,-0.46,0,0,,BerrBo00
44,Bill Munson,26,RAM,QB,5,0,,5,10,50.0,38,1,10.0,2,20.0,18,3.8,-3.20,7.6,7.6,53.3,1,12,9.09,2.36,-4.00,0,0,,MunsBi00
45,Steve Sloan,23,ATL,QB,5,1,0-1-0,4,18,22.2,38,0,0.0,2,11.1,15,2.1,-2.89,9.5,7.6,0.0,10,78,35.71,-1.43,-4.64,0,0,,SloaSt00
46,Dick Shiner,25,CLE,QB,13,0,,3,9,33.3,34,0,0.0,1,11.1,21,3.8,-1.22,11.3,2.6,6.0,2,24,18.18,0.91,-3.18,0,0,,ShinDi00
47,King Hill,31,PHI,QB,1,0,,2,7,28.6,33,1,14.3,0,0.0,18,4.7,7.57,16.5,33.0,86.3,0,0,0.00,4.71,7.57,0,0,,HillKi00
48,Perry Lee Dunn,26,ATL,RB,14,1,,1,2,50.0,32,1,50.0,0,0.0,32,16.0,26.00,32.0,2.3,135.4,0,0,0.00,16.00,26.00,0,0,,DunnPe00
49,Izzy Lang,25,PHI,HB,14,11,,1,1,100.0,26,0,0.0,0,0.0,26,26.0,26.00,26.0,1.9,118.7,0,0,0.00,26.00,26.00,0,0,,LangIz00
50,Tom McNeill,25,NOR,P,14,0,,1,1,100.0,24,0,0.0,0,0.0,24,24.0,24.00,24.0,1.7,118.7,0,0,0.00,24.00,24.00,0,0,,McNeTo20
51,Elijah Pitts,29,GNB,HB,8,8,,1,1,100.0,21,0,0.0,0,0.0,21,21.0,21.00,21.0,2.6,118.7,0,0,0.00,21.00,21.00,0,0,,PittEl00
52,Donny Anderson,24,GNB,LHB,14,5,,1,2,50.0,19,0,0.0,0,0.0,19,9.5,9.50,19.0,1.4,83.3,0,0,0.00,9.50,9.50,0,0,,AndeDo00
53,Tom Matte,28,BAL,HB,14,14,,1,5,20.0,18,0,0.0,0,0.0,18,3.6,3.60,18.0,1.3,42.1,0,0,0.00,3.60,3.60,0,0,,MattTo00
54,Eddie Meador,30,RAM,FS,14,14,,1,1,100.0,18,1,100.0,0,0.0,18,18.0,38.00,18.0,1.3,158.3,0,0,0.00,18.00,38.00,0,0,PBAP-2,MeadEd00
55,Bobby Mitchell,32,WAS,FL/HB,14,14,,1,1,100.0,17,0,0.0,0,0.0,17,17.0,17.00,17.0,1.2,118.7,0,0,0.00,17.00,17.00,0,0,,MitcBo00
56,Joe Morrison,30,NYG,FL,13,11,,1,1,100.0,12,0,0.0,0,0.0,12,12.0,12.00,12.0,0.9,116.7,0,0,0.00,12.00,12.00,0,0,,MorrJo01
57,Benjy Dial,24,PHI,QB,1,0,,1,3,33.3,5,0,0.0,0,0.0,5,1.7,1.67,5.0,5.0,42.4,1,18,25.00,-3.25,-3.25,0,0,,DialBe00
58,Tom Barrington,23,NOR,RB,14,3,,0,2,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,BarrTo00
59,Mike Clark,27,PIT,K,14,0,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,ClarMi20
60,Mel Farr,23,DET,FB/HB,13,12,,0,2,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,PBAP ORoY-1,FarrMe00
61,Leroy Kelly,25,CLE,HB,14,14,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,PBAP-1AP MVP-3,KellLe00
62,Richie Petitbon,29,CHI,SS,14,13,,0,0,,0,0,,0,,,,,,0.0,,1,7,100.00,-7.00,-7.00,0,0,PBAP-2,PetiRi00
63,Johnny Roland,24,STL,HB,13,13,,0,4,0.0,0,0,0.0,1,25.0,,0.0,-11.25,,0.0,0.0,0,0,0.00,0.00,-11.25,0,0,PBAP-2,RolaJo00
64,Gale Sayers,24,CHI,HB,13,13,,0,5,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,PBAP-1AP MVP-3,SayeGa00
65,Jackie Smith,27,STL,TE,14,14,,0,1,0.0,0,0,0.0,1,100.0,,0.0,-45.00,,0.0,0.0,0,0,0.00,0.00,-45.00,0,0,PB,SmitJa00
,League Average,,,,,,,,,51.0,,,5.0,,5.7,,6.9,5.40,13.6,64.1,66.6,,,7.84,5.75,4.32,,,,-9999
