Rk,Player,Age,Team,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,Sk%,NY/A,ANY/A,4QC,GWD,Awards,Player-additional
19,Joe Pisarcik,26,NYG,QB,15,12,4-8-0,143,301,47.5,2096,12,4.0,23,7.6,84,34.0,67,7.0,4.32,14.7,139.7,52.1,28,205,8.51,5.75,3.33,0,0,,PisaJo00
20,David Whitehurst,23,GNB,QB,16,16,8-7-1,168,328,51.2,2093,10,3.0,17,5.2,90,33.3,58,6.4,4.66,12.5,130.8,59.9,35,258,9.64,5.06,3.50,1,1,,WhitDa02
21,Matt Robinson,23,NYJ,QB,16,11,6-5-0,124,266,46.6,2002,13,4.9,16,6.0,82,36.1,77,7.5,5.80,16.1,125.1,63.5,28,228,9.52,6.03,4.47,1,1,,RobiMa01
22,Bill Troup,27,BAL,QB,12,11,3-8-0,154,296,52.0,1882,10,3.4,21,7.1,97,36.0,67,6.4,3.84,12.2,156.8,53.6,32,340,9.76,4.70,2.43,1,0,,TrouBi00
23,Craig Morton,35,DEN,QB,14,13,8-5-0,146,267,54.7,1802,11,4.1,8,3.0,89,37.3,42,6.7,6.22,12.3,128.7,77.0,36,238,11.88,5.16,4.70,1,3,,MortCr00
24,Bob Griese,33,MIA,QB,11,9,6-3-0,148,235,63.0,1791,11,4.7,11,4.7,86,44.7,63,7.6,6.45,12.1,162.8,82.4,18,165,7.11,6.43,5.34,0,1,PB,GrieBo00
25,Bob Avellini,25,CHI,QB,13,12,4-8-0,141,264,53.4,1718,5,1.9,16,6.1,78,35.9,61,6.5,4.16,12.2,132.2,54.8,26,208,8.97,5.21,3.07,1,2,,AvelBo00
26,Mike Livingston,33,KAN,QB,14,14,4-10-0,159,290,54.8,1573,5,1.7,13,4.5,74,37.3,44,5.4,3.75,9.9,112.4,57.4,18,171,5.84,4.55,2.98,0,0,,LiviMi00
27,Steve DeBerg,24,SFO,QB,12,11,1-10-0,137,302,45.4,1570,8,2.6,22,7.3,73,33.9,58,5.2,2.45,11.5,130.8,40.0,17,156,5.33,4.43,1.83,0,1,,DebeSt00
28,Doug Williams,23,TAM,QB,10,10,4-6-0,73,194,37.6,1170,7,3.6,8,4.1,52,32.0,56,6.0,4.90,16.0,117.0,53.4,6,69,3.00,5.51,4.41,1,1,AP ORoY-3,WillDo01
29,Richard Todd,25,NYJ,QB,5,5,2-3-0,60,107,56.1,849,6,5.6,10,9.3,39,39.3,49,7.9,4.85,14.2,169.8,61.6,15,122,12.30,5.96,3.25,1,1,,ToddRi00
30,Don Strock,28,MIA,QB,16,7,5-2-0,72,135,53.3,825,12,8.9,6,4.4,45,43.8,57,6.1,5.89,11.5,51.6,83.1,9,73,6.25,5.22,5.01,0,0,,StroDo00
31,John Reaves,28,CIN,QB,9,4,0-4-0,74,144,51.4,790,3,2.1,8,5.6,40,34.2,51,5.5,3.40,10.7,87.8,51.6,8,61,5.26,4.80,2.82,0,0,,ReavJo00
32,Norris Weese,27,DEN,QB,13,1,1-0-0,55,87,63.2,723,4,4.6,5,5.7,38,42.4,31,8.3,6.64,13.1,55.6,80.8,12,94,12.12,6.35,4.89,0,0,,WeesNo00
33,Mike Rae,27,TAM,QB,6,5,1-4-0,57,118,48.3,705,4,3.4,7,5.9,37,31.6,33,6.0,3.98,12.4,117.5,53.8,37,288,23.87,2.69,1.17,0,0,,RaexMi00
34,Scott Bull,25,SFO,QB,16,5,1-4-0,48,121,39.7,651,1,0.8,11,9.1,29,30.1,48,5.4,1.45,13.6,40.7,22.4,22,160,15.38,3.43,0.11,0,0,,BullSc00
35,James Harris,31,SDG,QB,9,2,0-2-0,42,88,47.7,518,2,2.3,9,10.2,23,33.3,34,5.9,1.74,12.3,57.6,34.4,8,43,8.33,4.95,1.15,0,0,,HarrJa01
36,Mike Phipps,31,CHI,QB,6,4,3-1-0,44,83,53.0,465,2,2.4,10,12.0,20,37.1,35,5.6,0.66,10.6,77.5,38.1,6,55,6.74,4.61,0.00,0,0,,PhipMi00
37,Greg Landry,32,DET,QB,5,5,1-4-0,48,77,62.3,452,1,1.3,1,1.3,19,31.6,20,5.9,5.55,9.4,90.4,77.4,21,205,21.43,2.52,2.27,0,0,,LandGr00
38,Tony Adams,28,KAN,QB,16,2,0-2-0,44,79,55.7,415,2,2.5,3,3.8,21,39.0,26,5.3,4.05,9.4,25.9,63.0,3,27,3.66,4.73,3.57,0,0,,AdamTo00
39,June Jones,25,ATL,QB,7,3,1-2-0,34,79,43.0,394,1,1.3,4,5.1,16,25.0,38,5.0,2.96,11.6,56.3,41.9,17,132,17.71,2.73,1.06,1,1,,JoneJu00
40,Bert Jones,27,BAL,QB,3,3,2-1-0,27,42,64.3,370,4,9.5,1,2.4,16,47.9,78,8.8,9.64,13.7,123.3,114.2,6,62,12.50,6.42,7.15,1,1,,JoneBe00
41,Bill Munson,37,BUF,QB,4,0,,24,43,55.8,328,4,9.3,2,4.7,15,51.2,43,7.6,7.40,13.7,82.0,92.0,0,0,0.00,7.63,7.40,0,0,,MunsBi00
42,Billy Kilmer,39,WAS,QB,5,2,1-1-0,23,46,50.0,316,4,8.7,3,6.5,15,36.0,50,6.9,5.67,13.7,63.2,74.2,4,22,8.00,5.88,4.78,0,0,,KilmBi00
43,Danny White,26,DAL,P,16,1,1-0-0,20,34,58.8,215,0,0.0,1,2.9,13,42.9,35,6.3,5.00,10.8,13.4,65.2,1,10,2.86,5.86,4.57,0,0,,WhitDa01
44,Mark Miller,22,CLE,QB,8,0,,13,39,33.3,212,1,2.6,4,10.3,9,25.0,44,5.4,1.33,16.3,26.5,21.5,5,47,11.36,3.75,0.11,0,0,,MillMa00
45,Mike Kirkland,24,BAL,QB,16,2,0-2-0,19,41,46.3,211,1,2.4,8,19.5,9,26.9,34,5.1,-3.15,11.1,13.2,30.7,11,78,21.15,2.56,-3.98,0,0,,KirkMi00
46,Randy Dean,23,NYG,QB,6,2,1-1-0,19,39,48.7,188,1,2.6,3,7.7,9,29.3,48,4.8,1.87,9.9,31.3,39.3,2,16,4.88,4.20,1.39,0,0,,DeanRa00
47,Craig Penrose,25,DEN,QB,4,2,1-1-0,16,37,43.2,185,2,5.4,4,10.8,11,35.1,29,5.0,1.22,11.6,46.3,37.4,0,0,0.00,5.00,1.22,0,0,,PenrCr00
48,Tom Owen,26,NWE,QB,2,0,,15,26,57.7,182,0,0.0,2,7.7,10,48.3,23,7.0,3.54,12.1,91.0,47.3,3,22,10.34,5.52,2.41,0,0,,OwenTo00
49,Gary Huff,27,TAM,QB,6,0,,15,36,41.7,169,1,2.8,3,8.3,8,26.8,31,4.7,1.50,11.3,28.2,30.9,5,54,12.20,2.80,0.00,0,0,,HuffGa00
50,Steve Pisarkiewicz,25,STL,QB,3,1,0-1-0,10,29,34.5,164,0,0.0,3,10.3,6,29.0,40,5.7,1.00,16.4,54.7,14.8,2,20,6.45,4.65,0.29,0,0,,PisaSt00
51,David Humm,26,OAK,QB,16,0,,14,26,53.8,151,0,0.0,1,3.8,8,35.7,23,5.8,4.08,10.8,9.4,55.1,2,21,7.14,4.64,3.04,0,0,,HummDa00
52,Vince Ferragamo,24,RAM,QB,9,0,,7,20,35.0,114,0,0.0,2,10.0,6,27.3,28,5.7,1.20,16.3,12.7,15.4,2,19,9.09,4.32,0.23,0,0,,FerrVi00
53,Jerry Golsteyn,24,NYG,QB,7,2,1-1-0,12,40,30.0,110,0,0.0,1,2.5,7,18.8,20,2.8,1.63,9.2,15.7,29.2,8,62,16.67,1.00,0.06,1,1,,GolsJe00
54,Pat Ryan,23,NYJ,QB,2,0,,9,14,64.3,106,0,0.0,2,14.3,7,57.1,18,7.6,1.14,11.8,53.0,47.6,0,0,0.00,7.57,1.14,0,0,,RyanPa00
55,Steve Myer,24,SEA,QB,4,0,,11,22,50.0,94,0,0.0,2,9.1,4,31.8,17,4.3,0.18,8.5,23.5,23.7,0,0,0.00,4.27,0.18,0,0,,MyerSt00
56,Guy Benjamin,23,MIA,QB,3,0,,6,8,75.0,91,1,12.5,1,12.5,4,62.5,43,11.4,8.25,15.2,30.3,112.0,0,0,0.00,11.38,8.25,0,0,,BenjGu00
57,Bobby Douglass,31,GNB,QB,12,0,,5,12,41.7,90,1,8.3,1,8.3,4,30.8,30,7.5,5.42,18.0,7.5,61.1,1,9,7.69,6.23,4.31,0,0,,DougBo00
58,David Beverly,28,GNB,P,16,0,,2,2,100.0,88,0,0.0,0,0.0,2,100.0,57,44.0,44.00,44.0,5.5,118.7,0,0,0.00,44.00,44.00,0,0,,BeveDa20
59,Louis Carter,25,TAM,RB,16,5,,2,5,40.0,87,0,0.0,0,0.0,2,40.0,66,17.4,17.40,43.5,5.4,87.5,0,0,0.00,17.40,17.40,0,0,,CartLo00
60,Dennis Sproul,22,GNB,QB,6,0,,5,13,38.5,87,0,0.0,0,0.0,5,35.7,25,6.7,6.69,17.4,14.5,62.0,1,7,7.14,5.71,5.71,0,0,,SproDe20
61,Freddie Solomon,25,SFO,WR,16,15,,5,10,50.0,85,0,0.0,1,10.0,4,38.5,30,8.5,4.00,17.0,5.3,39.6,3,34,23.08,3.92,0.46,0,0,,SoloFr01
62,Joe Washington,25,BAL,RB,16,12,,2,4,50.0,80,2,50.0,0,0.0,2,50.0,54,20.0,30.00,40.0,5.0,135.4,0,0,0.00,20.00,30.00,0,0,,WashJo00
63,Mike Bragg,32,WAS,P,16,0,,2,2,100.0,69,0,0.0,0,0.0,2,100.0,56,34.5,34.50,34.5,4.3,118.7,0,0,0.00,34.50,34.50,0,0,,BragMi20
64,Tommy Kramer,23,MIN,QB,4,0,,5,16,31.3,50,0,0.0,1,6.3,3,23.5,19,3.1,0.31,10.0,12.5,15.1,1,11,5.88,2.29,-0.35,0,1,,KramTo00
65,Cliff Olander,23,SDG,QB,9,0,,5,8,62.5,49,0,0.0,1,12.5,3,30.0,22,6.1,0.50,9.8,5.4,40.1,2,18,20.00,3.10,-1.40,0,0,,OlanCl00
66,Mike Kruczek,25,PIT,QB,9,0,,5,11,45.5,46,0,0.0,2,18.2,2,20.0,21,4.2,-4.00,9.2,5.1,17.8,4,40,26.67,0.40,-5.60,0,0,,KrucMi00
67,Walter White,27,KAN,TE,16,16,,1,1,100.0,44,0,0.0,0,0.0,1,100.0,44,44.0,44.00,44.0,2.8,118.7,0,0,0.00,44.00,44.00,0,0,,WhitWa00
68,Dave Stief,22,STL,WR,15,3,,1,1,100.0,43,0,0.0,0,0.0,1,100.0,43,43.0,43.00,43.0,2.9,118.7,0,0,0.00,43.00,43.00,0,0,,StieDa00
69,Dave Mays,29,BUF,QB,1,0,,4,15,26.7,39,1,6.7,0,0.0,4,25.0,19,2.6,3.93,9.8,39.0,61.8,1,11,6.25,1.75,3.00,0,0,,MaysDa00
70,Vince Evans,23,CHI,QB,3,0,,1,3,33.3,38,0,0.0,1,33.3,1,20.0,38,12.7,-2.33,38.0,12.7,42.4,2,25,40.00,2.60,-6.40,0,0,,EvanVi00
71,Bobby Scott,29,NOR,QB,1,0,,3,5,60.0,36,0,0.0,0,0.0,1,40.0,23,7.2,7.20,12.0,36.0,82.1,0,0,0.00,7.20,7.20,0,0,,ScotBo00
72,Larry Mallory,26,NYG,SS,16,7,,1,1,100.0,35,0,0.0,0,0.0,1,100.0,35,35.0,35.00,35.0,2.2,118.7,0,0,0.00,35.00,35.00,0,0,,MallLa20
73,Mike Wood,24,STL,P,8,0,,1,1,100.0,29,0,0.0,0,0.0,1,100.0,29,29.0,29.00,29.0,3.6,118.7,0,0,0.00,29.00,29.00,0,0,,woodxmik01
74,Dave Green,29,TAM,P,16,0,,2,3,66.7,25,0,0.0,0,0.0,1,33.3,25,8.3,8.33,12.5,1.6,92.4,0,0,0.00,8.33,8.33,0,0,,GreeDa20
75,Archie Griffin,24,CIN,RB,16,8,,2,3,66.7,21,1,33.3,0,0.0,2,66.7,18,7.0,13.67,10.5,1.3,126.4,0,0,0.00,7.00,13.67,0,0,,GrifAr00
76,Johnny Evans,22,CLE,P,16,0,,1,1,100.0,19,0,0.0,0,0.0,1,100.0,19,19.0,19.00,19.0,1.2,118.7,0,0,0.00,19.00,19.00,0,0,,EvanJo21
77,Mike Boryla,27,TAM,QB,1,1,0-1-0,2,5,40.0,15,0,0.0,0,0.0,1,11.1,18,3.0,3.00,7.5,15.0,47.9,4,57,44.44,-4.67,-4.67,0,0,,BoryMi00
78,David Sims,23,SEA,FB,12,9,,1,1,100.0,15,0,0.0,0,0.0,1,100.0,15,15.0,15.00,15.0,1.3,118.7,0,0,0.00,15.00,15.00,0,0,,SimsDa00
79,Bob Lee,32,MIN,QB,3,0,,2,4,50.0,10,0,0.0,1,25.0,1,33.3,6,2.5,-8.75,5.0,3.3,16.7,2,20,33.33,-1.67,-9.17,0,0,,LeexBo00
80,Rob Hertel,23,CIN,QB,3,0,,1,4,25.0,9,0,0.0,0,0.0,0,,9,2.3,2.25,9.0,3.0,39.6,0,0,0.00,2.25,2.25,0,0,,HertRo20
81,Herman Weaver,30,SEA,P,16,0,,1,1,100.0,9,0,0.0,0,0.0,1,100.0,9,9.0,9.00,9.0,0.6,104.2,0,0,0.00,9.00,9.00,0,0,,WeavHe20
82,Bubba Bean,24,ATL,FB,15,15,,0,1,0.0,0,0,0.0,1,100.0,0,,,0.0,-45.00,,0.0,0.0,0,0,0.00,0.00,-45.00,0,0,,BeanBu00
83,Ken Burrough,30,HOU,WR,16,16,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,BurrKe00
84,Dave Casper,26,OAK,TE,16,16,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,PBAP-1,CaspDa00
85,Scott Dierking,23,NYJ,RB,15,13,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,DierSc00
86,Tony Dorsett,24,DAL,RB,16,15,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,PB,DorsTo00
87,Roland Harper,25,CHI,FB,16,16,,0,1,0.0,0,0,0.0,1,100.0,0,,,0.0,-45.00,,0.0,0.0,0,0,0.00,0.00,-45.00,0,0,,HarpRo00
88,Franco Harris,28,PIT,FB,16,16,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,PB,HarrFr00
89,Ike Harris,26,NOR,WR,15,15,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,HarrIk00
90,Calvin Hill,31,CLE,RB,12,1,,0,0,,0,0,,0,,0,,,,,,0.0,,1,2,100.00,-2.00,-2.00,0,0,,HillCa00
91,Tony Hill,22,DAL,WR,16,13,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,PB,HillTo00
92,Andy Johnson,26,NWE,RB,15,13,,0,2,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,JohnAn01
93,Horace King,25,DET,FB,15,15,,0,0,,0,0,,0,,0,,,,,,0.0,,1,2,100.00,-2.00,-2.00,0,0,,KingHo00
94,James Lofton,22,GNB,WR,16,16,,0,2,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,PB,LoftJa00
95,Lawrence McCutcheon,28,RAM,RB,8,7,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,McCuLa00
96,Chuck Muncie,25,NOR,RB,13,11,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,MuncCh00
97,Gifford Nielsen,24,HOU,QB,2,0,,2,4,50.0,0,0,0.0,0,0.0,0,,,0.0,0.00,0.0,0.0,56.2,2,12,33.33,-2.00,-2.00,0,0,,NielGi00
98,Bob Parsons,28,CHI,P,16,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,ParsBo00
99,Greg Pruitt,27,CLE,RB,12,12,,0,3,0.0,0,0,0.0,2,66.7,0,,,0.0,-30.00,,0.0,0.0,0,0,0.00,0.00,-30.00,0,0,,PruiGr00
100,John Sciarra,24,PHI,FS,16,2,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,SciaJo20
101,Tom Skladany,23,DET,P,16,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,SklaTo20
102,Mike Strachan,25,NOR,RB,15,5,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,StraMi00
103,Bruce Threadgill,22,SFO,FS,14,0,,0,2,0.0,0,0,0.0,2,100.0,0,,,0.0,-45.00,,0.0,0.0,0,0,0.00,0.00,-45.00,0,0,,ThreBr20
104,Glen Walker,26,RAM,P,16,0,,0,1,0.0,0,0,0.0,1,100.0,0,,,0.0,-45.00,,0.0,0.0,0,0,0.00,0.00,-45.00,0,0,,WalkGl20
105,John Walton,31,PHI,QB,4,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,WaltJo00
106,Delvin Williams,27,MIA,RB,16,15,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,PBAP-1,WillDe01
107,Dave Jennings,26,NYG,P,16,0,,1,1,100.0,-1,0,0.0,0,0.0,0,,-1,-1.0,-1.00,-1.0,-0.1,79.2,0,0,0.00,-1.00,-1.00,0,0,PBAP-2,JennDa20
108,Rick Engles,24,PHI,P,6,0,,1,1,100.0,-2,0,0.0,0,0.0,0,,-2,-2.0,-2.00,-2.0,-0.3,79.2,0,0,0.00,-2.00,-2.00,0,0,,EnglRi20
,League Average,,,,,,,,,53.1,,,4.0,,5.4,,38.6,,6.7,5.09,12.7,62.8,65.0,,,7.95,5.54,4.03,,,,-9999
