Rk,Player,Age,Team,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,Sk%,NY/A,ANY/A,4QC,GWD,Awards,Player-additional
11,Danny White,35,DAL,QB,11,9,3-6-0,215,362,59.4,2617,12,3.3,17,4.7,132,42.1,43,7.2,5.78,12.2,237.9,73.2,44,353,10.84,5.58,4.28,3,3,,WhitDa01
12,Chuck Long,24,DET,QB,12,12,3-9-0,232,416,55.8,2598,11,2.6,20,4.8,129,43.6,53,6.2,4.61,11.2,216.5,63.4,17,127,3.93,5.71,4.14,0,1,,LongCh00
13,Dan Fouts,36,SDG,QB,11,10,5-5-0,206,364,56.6,2517,10,2.7,15,4.1,130,43.0,46,6.9,5.61,12.2,228.8,70.0,24,176,6.19,6.03,4.81,2,2,,FoutDa00
14,Phil Simms,32,NYG,QB,9,9,4-5-0,163,282,57.8,2230,17,6.0,9,3.2,104,44.2,50,7.9,7.68,13.7,247.8,90.0,35,225,11.04,6.32,6.12,0,1,,SimmPh00
15,Dave Krieg,29,SEA,QB,12,12,7-5-0,178,294,60.5,2131,23,7.8,15,5.1,111,46.4,75,7.2,6.52,12.0,177.6,87.6,27,247,8.41,5.87,5.20,0,0,,KrieDa00
16,Bobby Hebert,27,NOR,QB,12,12,10-2-0,164,294,55.8,2119,15,5.1,9,3.1,109,43.3,67,7.2,6.85,12.9,176.6,82.9,20,119,6.37,6.37,6.04,3,3,,HebeBo00
17,Bill Kenney,32,KAN,QB,11,8,3-5-0,154,273,56.4,2107,15,5.5,9,3.3,95,47.8,81,7.7,7.33,13.7,191.5,85.8,22,161,7.46,6.60,6.24,0,1,,KennBi00
18,Wade Wilson,28,MIN,QB,12,7,5-2-0,140,264,53.0,2106,14,5.3,13,4.9,84,42.4,73,8.0,6.82,15.0,175.5,76.7,26,194,8.97,6.59,5.54,1,2,,WilsWa00
19,Marc Wilson,30,RAI,QB,15,7,2-5-0,152,266,57.1,2070,12,4.5,8,3.0,94,45.5,47,7.8,7.33,13.6,138.0,84.6,33,238,11.04,6.13,5.73,0,0,,WilsMa00
20,Jim Everett,24,RAM,QB,11,11,5-6-0,162,302,53.6,2064,10,3.3,13,4.3,103,42.3,81,6.8,5.56,12.7,187.6,68.4,17,139,5.33,6.03,4.83,0,1,,EverJi00
21,Mark Malone,29,PIT,QB,12,12,6-6-0,156,336,46.4,1896,6,1.8,19,5.7,98,35.6,63,5.6,3.46,12.2,158.0,46.7,18,151,5.08,4.93,2.85,3,3,,MaloMa00
22,Steve DeBerg,33,TAM,QB,12,8,2-6-0,159,275,57.8,1891,14,5.1,7,2.5,97,46.1,64,6.9,6.75,11.9,157.6,85.3,20,185,6.78,5.78,5.66,0,0,,DebeSt00
23,Jay Schroeder,26,WAS,QB,11,10,8-2-0,129,267,48.3,1878,12,4.5,10,3.7,79,39.1,84,7.0,6.25,14.6,170.7,71.0,17,149,5.99,6.09,5.35,2,2,,SchrJa00
24,Scott Campbell,25,ATL,QB,12,9,2-7-0,136,260,52.3,1728,11,4.2,14,5.4,71,40.0,44,6.6,5.07,12.7,144.0,65.0,25,178,8.77,5.44,4.00,1,1,,CampSc00
25,Jim McMahon,28,CHI,QB,7,6,5-1-0,125,210,59.5,1639,12,5.7,8,3.8,74,46.1,59,7.8,7.23,13.1,234.1,87.4,22,136,9.48,6.48,5.96,3,3,,McMaJi00
26,Jack Trudeau,25,IND,QB,10,8,5-3-0,128,229,55.9,1587,6,2.6,6,2.6,64,43.0,55,6.9,6.28,12.4,158.7,75.4,13,100,5.37,6.14,5.52,0,0,,TrudJa00
27,Randy Wright,26,GNB,QB,9,7,1-6-0,132,247,53.4,1507,6,2.4,11,4.5,69,34.5,66,6.1,4.58,11.4,167.4,61.6,20,128,7.49,5.16,3.76,0,1,,WrigRa00
28,Mike Tomczak,25,CHI,QB,12,6,4-2-0,97,178,54.5,1220,5,2.8,10,5.6,52,41.7,56,6.9,4.89,12.6,101.7,62.0,9,59,4.81,6.21,4.34,1,2,,TomcMi00
29,Steve Grogan,34,NWE,QB,7,6,4-2-0,93,161,57.8,1183,10,6.2,9,5.6,67,47.6,40,7.3,6.07,12.7,169.0,78.2,7,55,4.17,6.71,5.49,0,1,,GrogSt00
30,Doug Williams,32,WAS,QB,5,2,0-2-0,81,143,56.6,1156,11,7.7,5,3.5,48,47.3,62,8.1,8.05,14.3,231.2,94.0,7,53,4.67,7.35,7.32,1,2,,WillDo01
31,Gary Hogeboom,29,IND,QB,6,6,4-2-0,99,168,58.9,1145,9,5.4,5,3.0,55,43.2,72,6.8,6.55,11.6,190.8,85.0,8,63,4.55,6.15,5.89,0,0,,HogeGa00
32,Vinny Testaverde,24,TAM,QB,6,4,0-4-0,71,165,43.0,1081,5,3.0,6,3.6,54,35.5,40,6.6,5.52,15.2,180.2,60.2,18,140,9.84,5.14,4.21,0,0,,TestVi00
33,Jeff Rutledge,30,NYG,QB,13,4,2-2-0,79,155,51.0,1048,5,3.2,11,7.1,47,40.7,50,6.8,4.21,13.3,80.6,53.9,17,129,9.88,5.34,3.05,0,1,,RutlJe00
34,Tom Ramsey,26,NWE,QB,9,3,1-2-0,71,134,53.0,898,6,4.5,6,4.5,47,42.6,40,6.7,5.58,12.6,99.8,70.4,14,90,9.46,5.46,4.45,0,0,,RamsTo00
35,Don Majkowski,23,GNB,QB,7,5,2-2-1,55,127,43.3,875,5,3.9,3,2.4,36,31.4,70,6.9,6.61,15.9,125.0,70.2,10,77,7.30,5.82,5.57,1,1,,MajkDo00
36,Brent Pease,23,HOU,QB,7,3,2-1-0,56,113,49.6,728,3,2.7,5,4.4,31,36.4,51,6.4,4.98,13.0,104.0,60.6,5,36,4.24,5.86,4.47,0,0,,PeasBr00
37,Rusty Hilger,25,RAI,QB,5,5,2-3-0,55,106,51.9,706,2,1.9,6,5.7,38,40.7,49,6.7,4.49,12.8,141.2,55.8,12,80,10.17,5.31,3.36,0,0,,HilgRu00
38,Steve Dils,32,RAM,QB,15,4,1-3-0,56,114,49.1,646,5,4.4,4,3.5,32,38.0,51,5.7,4.96,11.5,43.1,66.6,7,51,5.79,4.92,4.26,0,0,,DilsSt00
39,Steve Pelluer,25,DAL,QB,12,4,2-2-0,55,101,54.5,642,3,3.0,2,2.0,31,40.6,44,6.4,6.06,11.7,53.5,75.6,5,35,4.72,5.73,5.44,0,0,,PellSt00
40,Scott Tinsley,28,PHI,QB,3,3,0-3-0,48,86,55.8,637,3,3.5,4,4.7,27,45.7,62,7.4,6.01,13.3,212.3,71.7,6,55,6.52,6.33,5.02,0,0,,TinsSc20
41,Vince Evans,32,RAI,QB,3,3,1-2-0,39,83,47.0,630,5,6.0,4,4.8,24,34.4,47,7.6,6.63,16.2,210.0,72.9,7,38,7.78,6.58,5.69,0,0,,EvanVi00
42,Ken Karcher,24,DEN,QB,3,3,2-1-0,56,102,54.9,628,5,4.9,4,3.9,26,41.1,49,6.2,5.37,11.2,209.3,73.5,5,45,4.67,5.45,4.70,0,0,,KarcKe00
43,Tony Adams,37,MIN,QB,3,3,0-3-0,49,89,55.1,607,3,3.4,5,5.6,26,33.6,63,6.8,4.97,12.4,202.3,64.2,18,120,16.82,4.55,3.01,0,0,,AdamTo00
44,Kyle Mackey,25,MIA,QB,3,3,1-2-0,57,109,52.3,604,3,2.8,5,4.6,31,44.2,30,5.5,4.03,10.6,201.3,58.8,4,24,3.54,5.13,3.67,0,0,,MackKy00
45,John Fourcade,27,NOR,QB,3,3,2-1-0,48,89,53.9,597,4,4.5,3,3.4,28,41.1,82,6.7,6.09,12.4,199.0,75.9,6,67,6.32,5.58,5.00,1,1,,FourJo00
46,Steve Young,26,SFO,QB,8,3,2-1-0,37,69,53.6,570,10,14.5,0,0.0,30,47.2,50,8.3,11.16,15.4,71.3,120.8,3,25,4.17,7.57,10.35,0,0,,YounSt00
47,Alan Risher,26,GNB,QB,3,3,2-1-0,44,74,59.5,564,3,4.1,3,4.1,27,39.5,46,7.6,6.61,12.8,188.0,80.0,12,77,13.95,5.66,4.79,0,1,,RishAl20
48,Erik Kramer,23,ATL,QB,3,2,1-1-0,45,92,48.9,559,4,4.3,5,5.4,27,36.3,33,6.1,4.50,12.4,186.3,60.0,10,82,9.80,4.68,3.25,1,1,,KramEr00
49,Todd Hons,26,DET,QB,3,3,1-2-0,43,92,46.7,552,5,5.4,5,5.4,27,38.6,53,6.0,4.64,12.8,184.0,61.5,9,67,8.91,4.80,3.56,1,1,,HonsTo20
50,Chris Miller,22,ATL,QB,3,2,0-2-0,39,92,42.4,552,1,1.1,9,9.8,26,33.0,57,6.0,1.82,14.2,184.0,26.4,5,37,5.15,5.31,1.34,0,0,,MillCh00
51,Ed Rubbert,23,WAS,QB,3,3,3-0-0,26,49,53.1,532,4,8.2,1,2.0,18,44.0,88,10.9,11.57,20.5,177.3,110.2,1,9,2.00,10.46,11.16,0,0,,RubbEd20
52,Bruce Mathison,28,SEA,QB,3,2,1-1-0,36,76,47.4,501,3,3.9,5,6.6,26,41.5,47,6.6,4.42,13.9,167.0,54.8,6,49,7.32,5.51,3.50,1,1,,MathBr00
53,Tony Eason,28,NWE,QB,4,3,1-2-0,42,79,53.2,453,3,3.8,2,2.5,24,44.8,45,5.7,5.35,10.8,113.3,72.4,8,70,9.20,4.40,4.06,0,0,,EasoTo00
54,Tommy Kramer,32,MIN,QB,6,5,3-2-0,40,81,49.4,452,4,4.9,3,3.7,25,37.5,40,5.6,4.90,11.3,75.3,67.5,7,35,7.95,4.74,4.11,0,0,,KramTo00
55,Steve Bono,25,PIT,QB,3,3,2-1-0,34,74,45.9,438,5,6.8,2,2.7,24,38.8,57,5.9,6.05,12.9,146.0,76.3,6,30,7.50,5.10,5.23,0,1,,BonoSt00
56,Mark Herrmann,28,SDG,QB,3,2,0-2-0,37,57,64.9,405,1,1.8,5,8.8,16,41.7,34,7.1,3.51,10.9,135.0,55.1,3,37,5.00,6.13,2.72,0,0,,HerrMa00
57,Jeff Kemp,28,SEA,QB,13,1,1-0-0,23,33,69.7,396,5,15.2,1,3.0,18,63.9,55,12.0,13.67,17.2,30.5,137.1,3,20,8.33,10.44,11.97,0,0,,KempJe00
58,David Norrie,24,NYJ,QB,2,2,0-2-0,35,68,51.5,376,1,1.5,4,5.9,21,38.6,41,5.5,3.18,10.7,188.0,48.4,15,72,18.07,3.66,1.73,0,0,,NorrDa20
59,Rick Neuheisel,26,SDG,QB,3,2,2-0-0,40,59,67.8,367,1,1.7,1,1.7,20,42.0,32,6.2,5.80,9.2,122.3,83.1,10,89,14.49,4.03,3.67,0,1,,NeuhRi20
60,Mike Hohensee,26,CHI,QB,2,2,2-0-0,28,52,53.8,343,4,7.7,1,1.9,19,49.1,28,6.6,7.27,12.3,171.5,92.1,3,19,5.45,5.89,6.53,0,0,,HoheMi20
61,Frank Seurer,25,KAN,QB,8,2,0-2-0,26,55,47.3,340,0,0.0,4,7.3,16,33.8,33,6.2,2.91,13.1,42.5,36.9,10,82,15.38,3.97,1.20,0,0,,SeurFr00
62,Matt Stevens,23,KAN,QB,3,2,0-2-0,32,57,56.1,315,1,1.8,1,1.8,18,46.0,23,5.5,5.09,9.8,105.0,70.4,6,53,9.52,4.16,3.76,0,0,,StevMa21
63,Pat Ryan,32,NYJ,QB,13,1,1-0-0,32,53,60.4,314,4,7.5,2,3.8,14,44.4,35,5.9,5.74,9.8,24.2,86.5,1,7,1.85,5.69,5.50,0,1,,RyanPa00
64,Mike Kelley,28,SDG,QB,3,1,1-0-0,17,29,58.6,305,1,3.4,0,0.0,10,46.7,67,10.5,11.21,17.9,101.7,106.2,1,7,3.33,9.93,10.60,2,1,,KellMi21
65,Jeff Christensen,27,CLE,QB,3,2,1-1-0,24,58,41.4,297,1,1.7,3,5.2,14,30.2,34,5.1,3.14,12.4,99.0,42.1,5,37,7.94,4.13,2.30,1,1,,ChriJe20
66,Kevin Sweeney,24,DAL,QB,3,2,2-0-0,14,28,50.0,291,4,14.3,1,3.6,10,35.5,77,10.4,11.64,20.8,97.0,111.8,3,15,9.68,8.90,10.03,0,0,,SweeKe00
67,Gary Danielson,36,CLE,QB,6,1,1-0-0,25,33,75.8,281,4,12.1,0,0.0,16,60.0,23,8.5,10.94,11.2,46.8,140.3,2,4,5.71,7.91,10.20,0,0,,DaniGa00
68,Mike Busch,25,NYG,QB,2,1,0-1-0,17,47,36.2,278,3,6.4,2,4.3,13,29.6,63,5.9,5.28,16.4,139.0,60.4,7,72,12.96,3.81,3.26,0,0,,BuscMi20
69,Shawn Halloran,23,STL,QB,3,2,1-1-0,18,42,42.9,263,0,0.0,1,2.4,12,31.9,49,6.3,5.19,14.6,87.7,54.0,5,34,10.64,4.87,3.91,0,0,,HallSh20
70,Dave Wilson,28,NOR,QB,4,0,,13,24,54.2,243,2,8.3,0,0.0,11,50.0,38,10.1,11.79,18.7,60.8,117.2,2,21,7.69,8.54,10.08,0,1,,WilsDa00
71,Bob Gagliano,29,SFO,QB,3,1,1-0-0,16,29,55.2,229,1,3.4,1,3.4,11,36.4,50,7.9,7.03,14.3,76.3,78.1,4,22,12.12,6.27,5.52,0,0,,GaglBo00
72,Doug Flutie,25,NWE,QB,1,1,1-0-0,15,25,60.0,199,1,4.0,0,0.0,9,42.3,30,8.0,8.76,13.3,199.0,98.6,1,3,3.85,7.54,8.31,0,0,,FlutDo00
73,Jim Zorn,34,TAM,QB,1,1,1-0-0,20,36,55.6,199,0,0.0,2,5.6,8,37.8,26,5.5,3.03,10.0,199.0,48.3,1,6,2.70,5.22,2.78,0,0,,ZornJi00
74,Blair Kiel,26,IND,QB,4,1,0-1-0,17,33,51.5,195,1,3.0,3,9.1,12,45.5,21,5.9,2.42,11.5,48.8,41.9,0,0,0.00,5.91,2.42,0,0,,KielBl00
75,Sammy Garza,22,STL,QB,2,1,0-1-0,11,20,55.0,183,1,5.0,2,10.0,6,47.6,38,9.2,5.65,16.6,91.5,63.1,1,13,4.76,8.10,4.76,0,0,,GarzSa20
76,Bob Bleier,23,NWE,QB,3,2,1-1-0,14,39,35.9,181,1,2.6,1,2.6,10,28.6,35,4.6,4.00,12.9,60.3,49.2,3,28,7.14,3.64,3.05,0,0,,BleiBo20
77,Brian McClure,24,BUF,QB,1,1,1-0-0,20,38,52.6,181,0,0.0,3,7.9,8,42.5,30,4.8,1.21,9.1,181.0,32.9,2,17,5.00,4.10,0.73,1,1,,McClBr20
78,Jeff Van Raaphorst,24,ATL,QB,2,1,0-1-0,18,34,52.9,174,1,2.9,2,5.9,0,,24,5.1,3.06,9.7,87.0,52.8,3,19,8.11,4.19,2.30,0,0,,VanRJe20
79,Willie Totten,25,BUF,QB,2,1,0-1-0,13,33,39.4,155,2,6.1,2,6.1,9,26.3,37,4.7,3.18,11.9,77.5,49.4,5,62,13.16,2.45,1.13,0,0,,TottWi20
80,Todd Blackledge,26,KAN,QB,3,2,1-1-0,15,31,48.4,154,1,3.2,1,3.2,8,34.2,19,5.0,4.16,10.3,51.3,60.4,7,43,18.42,2.92,2.26,0,0,,BlacTo00
81,Tony Robinson,23,WAS,QB,1,0,,11,18,61.1,152,0,0.0,2,11.1,7,45.0,42,8.4,3.44,13.8,152.0,48.6,2,12,10.00,7.00,2.50,0,0,,RobiTo20
82,Mike Hold,24,TAM,QB,2,0,,8,24,33.3,123,2,8.3,1,4.2,5,25.9,61,5.1,4.92,15.4,61.5,61.6,3,18,11.11,3.89,3.70,0,0,,HoldMi20
83,Don Strock,37,MIA,QB,12,0,,13,23,56.5,114,0,0.0,1,4.3,7,39.1,26,5.0,3.00,8.8,9.5,51.7,0,0,0.00,4.96,3.00,0,0,,StroDo00
84,Dave Walter,23,CIN,QB,3,2,1-1-0,10,21,47.6,113,0,0.0,0,0.0,4,30.4,35,5.4,5.38,11.3,37.7,64.2,2,15,8.70,4.26,4.26,0,0,,WaltDa20
85,Reggie Collier,26,PIT,QB,2,0,,4,7,57.1,110,2,28.6,1,14.3,3,50.0,49,15.7,15.00,27.5,55.0,101.8,1,3,12.50,13.38,12.75,0,0,,CollRe20
86,David Archer,25,ATL,QB,9,1,0-1-0,9,23,39.1,95,0,0.0,2,8.7,5,23.1,33,4.1,0.22,10.6,10.6,15.7,3,24,11.54,2.73,-0.73,0,0,,ArchDa00
87,Jim Crocicchia,23,NYG,QB,1,1,0-1-0,6,15,40.0,89,1,6.7,0,0.0,3,29.4,46,5.9,7.27,14.8,89.0,82.4,2,17,11.76,4.24,5.41,0,0,,CrocJi20
88,John Reaves,37,TAM,QB,2,2,1-1-0,6,16,37.5,83,1,6.3,0,0.0,4,23.5,26,5.2,6.44,13.8,41.5,75.8,1,12,5.88,4.18,5.35,0,0,,ReavJo00
89,Sean Payton,24,CHI,QB,3,0,,8,23,34.8,79,0,0.0,1,4.3,4,20.0,20,3.4,1.48,9.9,26.3,27.3,7,47,23.33,1.07,-0.43,0,0,,PaytSe20
90,Steve Bradley,24,CHI,QB,1,1,0-1-0,6,18,33.3,77,2,11.1,3,16.7,5,28.6,18,4.3,-1.00,12.8,77.0,45.1,3,24,14.29,2.52,-2.00,0,0,,BradSt20
91,Guido Merkens,32,PHI,QB,3,0,,7,14,50.0,70,0,0.0,0,0.0,4,29.2,17,5.0,5.00,10.0,23.3,64.6,10,62,41.67,0.33,0.33,0,0,,MerkGu00
92,Alex Espinoza,23,KAN,QB,1,0,,9,14,64.3,69,0,0.0,2,14.3,4,50.0,16,4.9,-1.50,7.7,69.0,36.6,2,17,12.50,3.25,-2.38,0,0,,EspiAl21
93,Marty Horn,24,PHI,QB,1,0,,5,11,45.5,68,0,0.0,0,0.0,4,41.7,23,6.2,6.18,13.6,68.0,65.7,1,7,8.33,5.08,5.08,0,0,,HornMa20
94,Dan Manucci,30,BUF,QB,3,1,0-1-0,7,21,33.3,68,0,0.0,2,9.5,4,25.0,15,3.2,-1.05,9.7,22.7,3.8,3,27,12.50,1.71,-2.04,0,1,,ManuDa20
95,Sean Salisbury,24,IND,QB,2,0,,8,12,66.7,68,0,0.0,2,16.7,3,50.0,11,5.7,-1.83,8.5,34.0,41.7,2,18,14.29,3.57,-2.86,0,0,,SaliSe00
96,Jim Harbaugh,24,CHI,QB,6,0,,8,11,72.7,62,0,0.0,0,0.0,3,33.3,21,5.6,5.64,7.8,10.3,86.2,4,45,26.67,1.13,1.13,0,0,,HarbJi00
97,Mark Stevens,25,SFO,QB,2,0,,2,4,50.0,52,1,25.0,0,0.0,2,50.0,39,13.0,18.00,26.0,26.0,135.4,0,0,0.00,13.00,18.00,0,0,,StevMa20
98,Harry Sydney,28,SFO,RB,14,0,,1,1,100.0,50,1,100.0,0,0.0,1,100.0,50,50.0,70.00,50.0,3.6,158.3,0,0,0.00,50.00,70.00,0,0,,SydnHa00
99,Terry Nugent,26,IND,QB,1,0,,3,5,60.0,47,0,0.0,0,0.0,3,50.0,21,9.4,9.40,15.7,47.0,91.2,1,9,16.67,6.33,6.33,0,0,,NugeTe20
100,Loren Snyder,24,DAL,QB,2,0,,4,9,44.4,44,0,0.0,0,0.0,3,33.3,22,4.9,4.89,11.0,22.0,59.5,0,0,0.00,4.89,4.89,0,0,,SnydLo20
101,Bernard Quarles,27,RAM,QB,1,0,,1,3,33.3,40,1,33.3,1,33.3,1,33.3,40,13.3,5.00,40.0,40.0,81.9,0,0,0.00,13.33,5.00,0,0,,QuarBe20
102,Robb Riddick,30,BUF,RB,6,1,,1,1,100.0,35,0,0.0,0,0.0,1,100.0,35,35.0,35.00,35.0,5.8,118.7,0,0,0.00,35.00,35.00,0,0,,RiddRo00
103,Willie Gillus,24,GNB,QB,1,0,,2,5,40.0,28,0,0.0,0,0.0,1,12.5,15,5.6,5.60,14.0,28.0,58.7,3,14,37.50,1.75,1.75,0,0,,GillWi21
104,Ben Bennett,25,CIN,QB,1,0,,2,6,33.3,25,0,0.0,1,16.7,1,33.3,18,4.2,-3.33,12.5,25.0,7.6,0,0,0.00,4.17,-3.33,0,0,,BennBe20
105,Gary Kubiak,26,DEN,QB,12,0,,3,7,42.9,25,0,0.0,2,28.6,1,22.2,17,3.6,-9.29,8.3,2.1,13.1,2,14,22.22,1.22,-8.78,0,0,,KubiGa00
106,Marcus Allen,27,RAI,RB,12,12,,1,2,50.0,23,0,0.0,0,0.0,1,33.3,23,11.5,11.50,23.0,1.9,91.7,1,3,33.33,6.67,6.67,0,0,PB,AlleMa00
107,Dalton Hilliard,23,NOR,RB,12,1,,1,1,100.0,23,1,100.0,0,0.0,1,100.0,23,23.0,43.00,23.0,1.9,158.3,0,0,0.00,23.00,43.00,0,0,,HillDa00
108,Monte McGuire,23,DEN,QB,2,0,,2,3,66.7,23,0,0.0,0,0.0,2,66.7,13,7.7,7.67,11.5,11.5,89.6,0,0,0.00,7.67,7.67,0,0,,McGuMo20
109,Bubby Brister,25,PIT,QB,2,0,,4,12,33.3,20,0,0.0,3,25.0,0,,10,1.7,-9.58,5.0,10.0,2.8,2,14,14.29,0.43,-9.21,0,0,,BrisBu00
110,Rich Gannon,22,MIN,QB,4,0,,2,6,33.3,18,0,0.0,1,16.7,1,33.3,12,3.0,-4.50,9.0,4.5,2.8,0,0,0.00,3.00,-4.50,0,0,,GannRi00
111,Stump Mitchell,28,STL,RB,12,12,,1,3,33.3,17,0,0.0,0,0.0,1,33.3,17,5.7,5.67,17.0,1.4,53.5,0,0,0.00,5.67,5.67,0,0,,MitcSt00
112,Dave Jennings,35,NYJ,P,12,0,,1,1,100.0,16,0,0.0,0,0.0,1,100.0,16,16.0,16.00,16.0,1.3,118.7,0,0,0.00,16.00,16.00,0,0,,JennDa20
113,Mosi Tatupu,32,NWE,FB,12,9,,1,1,100.0,15,1,100.0,0,0.0,1,100.0,15,15.0,35.00,15.0,1.3,158.3,0,0,0.00,15.00,35.00,0,0,,TatuMo00
114,Herman Fontenot,24,CLE,RB,12,0,,1,1,100.0,14,0,0.0,0,0.0,1,100.0,14,14.0,14.00,14.0,1.2,118.7,0,0,0.00,14.00,14.00,0,0,,FontHe00
115,Adrian Breen,22,CIN,QB,2,1,0-1-0,3,8,37.5,9,1,12.5,0,0.0,1,18.2,6,1.1,3.63,3.0,4.5,85.4,3,18,27.27,-0.82,1.00,0,0,,BreeAd20
116,Mark Miller,25,BUF,QB,1,0,,1,3,33.3,9,0,0.0,1,33.3,0,,9,3.0,-12.00,9.0,9.0,2.8,0,0,0.00,3.00,-12.00,0,0,,MillMa20
117,Scott Stankavage,25,MIA,QB,3,0,,4,7,57.1,8,0,0.0,1,14.3,1,14.3,8,1.1,-5.29,2.0,2.7,22.6,0,0,0.00,1.14,-5.29,0,0,,StanSc00
118,Mark Vlasic,24,SDG,QB,1,0,,3,6,50.0,8,0,0.0,1,16.7,0,,7,1.3,-6.17,2.7,8.0,16.7,1,13,14.29,-0.71,-7.14,0,0,,VlasMa00
119,Troy Stradford,23,MIA,RB,12,5,,1,1,100.0,6,0,0.0,0,0.0,0,100.0,6,6.0,6.00,6.0,0.5,91.7,0,0,0.00,6.00,6.00,0,0,AP ORoY-1,StraTr00
120,Kevin Ingram,25,NOR,QB,2,0,,1,2,50.0,5,1,50.0,0,0.0,1,33.3,5,2.5,12.50,5.0,2.5,95.8,1,6,33.33,-0.33,6.33,0,0,,IngrKe20
121,Paul Ott Carruth,26,GNB,RB,12,5,,1,1,100.0,3,1,100.0,0,0.0,1,100.0,3,3.0,23.00,3.0,0.3,118.7,0,0,0.00,3.00,23.00,0,0,,CarrPa00
122,Larry Miller,25,MIN,QB,2,0,,1,6,16.7,2,0,0.0,1,16.7,0,,2,0.3,-7.17,2.0,1.0,0.0,1,10,14.29,-1.14,-7.57,0,0,,MillLa20
123,Steve Bartalo,23,TAM,RB,9,0,,0,1,0.0,0,0,0.0,1,100.0,0,,,0.0,-45.00,,0.0,0.0,0,0,0.00,0.00,-45.00,0,0,,BartSt01
124,Walter Briggs,22,NYJ,QB,1,0,,0,2,0.0,0,0,0.0,1,50.0,0,,,0.0,-22.50,,0.0,0.0,0,0,0.00,0.00,-22.50,0,0,,BrigWa20
125,Kelvin Bryant,27,WAS,RB,11,1,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,BryaKe00
126,Cris Carter,22,PHI,WR,9,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,CartCr00
127,Otis Grant,26,PHI,WR,3,3,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,GranOt00
128,Drew Hill,31,HOU,WR,12,12,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,HillDr00
129,Ira Hillary,25,CIN,WR,11,0,,0,0,,0,0,,0,,0,,,,,,0.0,,1,13,100.00,-13.00,-13.00,0,0,,HillIr00
130,Doug Hudson,23,KAN,QB,1,1,0-1-0,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,1,10,50.00,-5.00,-5.00,0,0,,HudsDo20
