Rk,Player,Age,Team,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,Sk%,NY/A,ANY/A,4QC,GWD,Awards,Player-additional
26,King Hill,25,PHI,QB,14,0,,6,12,50.0,101,2,16.7,2,16.7,23,8.4,4.25,16.8,7.2,78.8,1,8,7.69,7.15,3.31,0,0,,HillKi00
27,Prentice Gautt,23,STL,LHB,14,13,,6,11,54.5,100,1,9.1,1,9.1,22,9.1,6.82,16.7,7.1,77.8,,,,,,0,0,,GautPr00
28,Lee Grosscup,25,NYG,QB,4,0,,5,22,22.7,87,1,4.5,3,13.6,32,4.0,-1.27,17.4,21.8,19.1,,,,,,0,0,,GrosLe00
29,Len Dawson,26,CLE,QB,7,1,1-0-0,7,15,46.7,85,1,6.7,3,20.0,17,5.7,-2.00,12.1,12.1,47.2,3,19,16.67,3.67,-2.72,0,0,,DawsLe00
30,Terry Nofsinger,23,PIT,QB,5,0,,7,11,63.6,78,0,0.0,0,0.0,23,7.1,7.09,11.1,15.6,84.7,1,8,8.33,5.83,5.83,0,0,,NofsTe00
31,John David Crow,26,STL,LHB,8,7,,4,14,28.6,76,1,7.1,1,7.1,32,5.4,3.64,19.0,9.5,43.7,,,,,,0,0,,CrowJo00
32,Tom Tracy,27,PIT,HB,14,14,,4,12,33.3,73,0,0.0,0,0.0,38,6.1,6.08,18.3,5.2,55.2,,,,,,0,0,,TracTo00
33,Charley Johnson,23,STL,QB,4,0,,5,13,38.5,51,0,0.0,2,15.4,16,3.9,-3.00,10.2,12.8,10.9,1,10,7.14,2.93,-3.50,0,0,,JohnCh02
34,Jon Arnett,26,RAM,LHB,14,14,,3,13,23.1,47,0,0.0,1,7.7,20,3.6,0.15,15.7,3.4,10.1,,,,,,0,0,PB,ArneJo00
35,Bob Gaiters,23,NYG,LHB,14,9,,3,3,100.0,42,2,66.7,0,0.0,27,14.0,27.33,14.0,3.0,158.3,,,,,,0,0,,GaitBo00
36,Paul Hornung,26,GNB,HB,12,11,,3,5,60.0,42,1,20.0,0,0.0,20,8.4,12.40,14.0,3.5,126.7,,,,,,0,0,AP-1AP MVP-1,HornPa00
37,Tom Moore,23,GNB,HB,13,2,,2,2,100.0,42,1,50.0,0,0.0,22,21.0,31.00,21.0,3.2,158.3,,,,,,0,0,,MoorTo00
38,Jim Brown,25,CLE,FB,14,14,,1,3,33.3,37,1,33.3,0,0.0,37,12.3,19.00,37.0,2.6,120.8,,,,,,0,0,PBAP-1,BrowJi00
39,Lamar McHan,29,BAL,QB,7,0,,3,15,20.0,28,1,6.7,4,26.7,17,1.9,-8.80,9.3,4.0,22.2,2,11,11.76,1.00,-8.41,0,0,,McHaLa00
40,Buddy Humphrey,26,DAL,QB,2,0,,1,2,50.0,16,0,0.0,0,0.0,16,8.0,8.00,16.0,8.0,77.1,,,,,,0,0,,HumpBu00
41,Dick James,27,WAS,RHB/LHB,14,11,,1,4,25.0,15,0,0.0,0,0.0,15,3.8,3.75,15.0,1.1,42.7,,,,,,0,0,PB,JameDi00
42,Dick Hoak,22,PIT,FL,14,7,,1,3,33.3,13,1,33.3,1,33.3,13,4.3,-4.00,13.0,0.9,47.9,,,,,,0,0,,HoakDi00
43,John Adams,24,CHI,FB,13,2,,1,1,100.0,11,0,0.0,0,0.0,11,11.0,11.00,11.0,0.8,112.5,,,,,,0,0,,AdamJo00
44,Bobby Joe Conrad,26,STL,RHB,14,13,,1,1,100.0,5,0,0.0,0,0.0,5,5.0,5.00,5.0,0.4,87.5,,,,,,0,0,,ConrBo00
45,John Aveni,26,WAS,K,14,0,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,,,,,,0,0,,AvenJo20
46,Bobby Boyd,24,BAL,LCB,14,14,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,,,,,,0,0,,BoydBo01
47,Jamie Caleb,25,MIN,HB,10,0,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,,,,,,0,0,,CaleJa00
48,Howard Cassady,27,DET,HB,14,1,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,,,,,,0,0,,CassHo00
49,Bobby Joe Green,25,PIT,P,14,0,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,,,,,,0,0,,GreeBo20
50,John Henry Johnson,32,PIT,FB,14,13,,0,2,0.0,0,0,0.0,1,50.0,,0.0,-22.50,,0.0,0.0,,,,,,0,0,,JohnJo02
51,J.W. Lockett,24,DAL,FB,12,7,,0,2,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,,,,,,0,0,,LockJ.00
52,Tommy Mason,22,MIN,LHB,13,4,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,,,,,,0,0,,MasoTo00
53,Hugh McElhenny,32,MIN,LHB/RHB,13,13,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,,,,,,0,0,PB,McElHu00
54,Lenny Moore,28,BAL,RHB,13,13,,0,2,0.0,0,0,0.0,1,50.0,,0.0,-22.50,,0.0,0.0,,,,,,0,0,PBAP-1,MoorLe00
55,Clarence Peaks,26,PHI,FB,13,11,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,,,,,,0,0,,PeakCl00
56,Jerry Reichow,27,MIN,RHB,14,9,,0,3,0.0,0,0,0.0,1,33.3,,0.0,-15.00,,0.0,0.0,,,,,,0,0,PB,ReicJe00
57,John Roach,28,GNB,QB,7,0,,0,4,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,,,,,,0,0,,RoacJo00
58,J.D. Smith,29,SFO,LHB/FB,14,14,,0,1,0.0,0,0,0.0,1,100.0,,0.0,-45.00,,0.0,0.0,,,,,,0,0,,SmitJ.00
59,Jim Steffen,25,WAS,DB,6,4,,0,0,,0,0,,0,,,,,,0.0,,1,3,100.00,-3.00,-3.00,0,0,,StefJi20
60,Danny Villanueva,24,RAM,K,14,0,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,,,,,,0,0,,VillDa21
,League Average,,,,,,,,,52.1,,,5.4,,6.3,,7.5,5.74,14.3,56.6,68.5,,,8.86,6.10,4.55,,,,-9999
