Rk,Player,Age,Team,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,Sk%,NY/A,ANY/A,4QC,GWD,Awards,Player-additional
26,Steve DeBerg,39,TAM,QB,3,1,0-1-0,23,39,59.0,186,1,2.6,3,7.7,11,45.2,24,4.8,1.82,8.1,62.0,47.6,3,27,7.14,3.79,1.05,0,0,,DebeSt00
26,Steve DeBerg,39,MIA,QB,5,4,2-2-0,113,188,60.1,1521,6,3.2,7,3.7,69,48.8,47,8.1,7.05,13.5,304.2,81.0,15,116,7.39,6.92,5.96,2,2,,DebeSt00
27,Rodney Peete,27,DET,QB,10,10,6-4-0,157,252,62.3,1670,6,2.4,14,5.6,79,40.6,93,6.6,4.60,10.6,167.0,66.4,34,174,11.89,5.23,3.45,1,3,,PeetRo00
28,Jim Everett,30,RAM,QB,10,9,3-6-0,135,274,49.3,1652,8,2.9,12,4.4,82,36.6,60,6.0,4.64,12.2,165.2,59.7,18,125,6.16,5.23,3.93,0,0,,EverJi00
29,Mark Rypien,31,WAS,QB,12,10,3-7-0,166,319,52.0,1514,4,1.3,10,3.1,80,37.3,43,4.7,3.59,9.1,126.2,56.3,16,87,4.78,4.26,3.16,1,1,,RypiMa00
30,Sean Salisbury,30,MIN,QB,11,4,1-3-0,115,195,59.0,1413,9,4.6,6,3.1,71,44.0,55,7.2,6.78,12.3,128.5,84.0,12,77,5.80,6.45,6.02,0,1,,SaliSe00
31,John Friesz,26,SDG,QB,12,6,2-4-0,128,238,53.8,1402,6,2.5,4,1.7,69,39.7,66,5.9,5.64,11.0,116.8,72.8,14,98,5.56,5.17,4.94,2,2,,FrieJo00
32,T.J. Rubley,25,RAM,QB,9,7,2-5-0,108,189,57.1,1338,8,4.2,6,3.2,64,44.6,54,7.1,6.50,12.4,148.7,80.1,13,106,6.44,6.10,5.55,1,1,,RublTJ00
33,Dave Krieg,35,KAN,QB,12,5,3-2-0,105,189,55.6,1238,7,3.7,3,1.6,70,40.8,66,6.6,6.58,11.8,103.2,81.4,22,138,10.43,5.21,5.24,1,1,,KrieDa00
34,Dan Marino,32,MIA,QB,5,5,4-1-0,91,150,60.7,1218,8,5.3,3,2.0,51,47.8,80,8.1,8.29,13.4,243.6,95.9,7,42,4.46,7.49,7.65,1,1,,MariDa00
35,Bernie Kosar,30,2TM,QB,11,7,3-4-0,115,201,57.2,1217,8,4.0,3,1.5,55,33.5,86,6.1,6.18,10.6,110.6,82.0,23,132,10.27,4.84,4.96,0,0,,KosaBe00
35,Bernie Kosar,30,CLE,QB,7,6,3-3-0,79,138,57.2,807,5,3.6,3,2.2,37,32.7,38,5.8,5.59,10.2,115.3,77.2,21,128,13.21,4.27,4.05,0,0,,KosaBe00
35,Bernie Kosar,30,DAL,QB,4,1,0-1-0,36,63,57.1,410,3,4.8,0,0.0,18,35.4,86,6.5,7.46,11.4,102.5,92.7,2,4,3.08,6.25,7.17,0,0,,KosaBe00
36,Erik Kramer,29,DET,QB,5,4,3-1-0,87,138,63.0,1002,8,5.8,3,2.2,49,46.9,48,7.3,7.44,11.5,200.4,95.1,5,35,3.50,6.76,6.94,2,3,,KramEr00
37,Jack Trudeau,31,IND,QB,5,5,2-3-0,85,162,52.5,992,2,1.2,7,4.3,49,41.5,68,6.1,4.43,11.7,198.4,57.4,2,11,1.22,5.98,4.30,1,2,,TrudJa00
38,Scott Secules,29,NWE,QB,12,4,0-4-0,75,134,56.0,918,2,1.5,9,6.7,39,42.6,82,6.9,4.13,12.2,76.5,54.3,7,28,4.96,6.31,3.72,1,1,,SecuSc00
39,Randall Cunningham,30,PHI,QB,4,4,4-0-0,76,110,69.1,850,5,4.5,5,4.5,42,47.9,80,7.7,6.59,11.2,212.5,88.1,7,33,5.98,6.98,5.91,2,2,,CunnRa00
40,Jay Schroeder,32,CIN,QB,9,3,0-3-0,78,159,49.1,832,5,3.1,2,1.3,45,34.9,37,5.2,5.30,10.7,92.4,70.0,13,87,7.56,4.33,4.39,0,0,,SchrJa00
41,Ken O'Brien,33,PHI,QB,5,4,0-4-0,71,137,51.8,708,4,2.9,3,2.2,45,40.1,41,5.2,4.77,10.0,141.6,67.4,15,116,9.87,3.89,3.53,0,0,,OBriKe00
42,Rich Gannon,28,WAS,QB,8,4,1-3-0,74,125,59.2,704,3,2.4,7,5.6,36,40.4,54,5.6,3.59,9.5,88.0,59.5,16,87,11.35,4.38,2.57,0,0,,GannRi00
43,Todd Philcox,27,CLE,QB,5,4,1-3-0,52,108,48.1,699,4,3.7,7,6.5,29,36.5,56,6.5,4.30,13.4,139.8,54.5,7,60,6.09,5.56,3.51,0,0,,PhilTo00
44,Vince Evans,38,RAI,QB,8,1,0-1-0,45,76,59.2,640,3,3.9,4,5.3,26,37.5,68,8.4,6.84,14.2,80.0,77.7,12,87,13.64,6.28,4.92,1,1,,EvanVi00
45,Cody Carlson,30,HOU,QB,8,2,2-0-0,51,90,56.7,605,2,2.2,4,4.4,28,40.8,47,6.7,5.17,11.9,75.6,66.2,8,53,8.16,5.63,4.20,0,0,,CarlCo00
46,Cary Conklin,25,WAS,QB,4,2,0-2-0,46,87,52.9,496,4,4.6,3,3.4,26,37.9,34,5.7,5.07,10.8,124.0,70.9,8,45,8.42,4.75,4.17,0,0,,ConkCa00
47,Chris Chandler,28,PHO,QB,4,2,1-1-0,52,103,50.5,471,3,2.9,2,1.9,24,35.5,27,4.6,4.28,9.1,117.8,64.8,4,25,3.74,4.17,3.89,0,0,,ChanCh00
48,Billy Joe Tolliver,27,ATL,QB,7,2,2-0-0,39,76,51.3,464,3,3.9,5,6.6,24,44.3,42,6.1,3.93,11.9,66.3,56.0,3,15,3.80,5.68,3.59,1,1,,TollBi00
49,Mike Buck,26,NOR,QB,4,1,0-1-0,32,54,59.3,448,4,7.4,3,5.6,21,50.9,63,8.3,7.28,14.0,112.0,87.6,3,17,5.26,7.56,6.60,0,0,,BuckMi00
50,Steve Bono,31,SFO,QB,8,0,,39,61,63.9,416,0,0.0,1,1.6,23,49.2,33,6.8,6.08,10.7,52.0,76.9,4,18,6.15,6.12,5.43,0,0,,BonoSt00
51,Mike Tomczak,31,PIT,QB,7,1,0-1-0,29,54,53.7,398,2,3.7,5,9.3,15,37.7,39,7.4,3.94,13.7,56.9,51.3,7,43,11.48,5.82,2.79,0,0,,TomcMi00
52,Chris Miller,28,ATL,QB,3,2,0-2-0,32,66,48.5,345,1,1.5,3,4.5,15,31.1,32,5.2,3.48,10.8,115.0,50.4,8,62,10.81,3.82,2.27,0,0,,MillCh00
53,Steve Walsh,27,NOR,QB,2,1,1-0-0,20,38,52.6,271,2,5.3,3,7.9,11,39.5,54,7.1,4.63,13.6,135.5,60.3,0,0,0.00,7.13,4.63,0,1,,WalsSt00
54,Andre Ware,25,DET,QB,5,2,1-1-0,20,45,44.4,271,1,2.2,2,4.4,12,25.0,47,6.0,4.47,13.6,54.2,53.1,7,20,13.46,4.83,3.48,0,0,,WareAn00
55,Peter Tom Willis,26,CHI,QB,5,1,0-1-0,30,60,50.0,268,0,0.0,5,8.3,15,32.3,29,4.5,0.72,8.9,53.6,27.6,5,20,7.69,3.82,0.35,0,0,,WillPe00
56,Frank Reich,32,BUF,QB,15,0,,16,26,61.5,153,2,7.7,0,0.0,7,37.5,30,5.9,7.42,9.6,10.2,103.5,6,47,18.75,3.31,4.56,1,1,,ReicFr00
57,Don Majkowski,29,IND,QB,3,0,,13,24,54.2,105,0,0.0,1,4.2,5,36.0,17,4.4,2.50,8.1,35.0,48.1,1,5,4.00,4.00,2.20,0,0,,MajkDo00
58,Kent Graham,25,NYG,QB,9,0,,8,22,36.4,79,0,0.0,0,0.0,4,24.0,18,3.6,3.59,9.9,8.8,47.3,3,28,12.00,2.04,2.04,0,0,,GrahKe00
59,Browning Nagle,25,NYJ,QB,3,0,,6,14,42.9,71,0,0.0,0,0.0,3,23.5,18,5.1,5.07,11.8,23.7,58.9,3,21,17.65,2.94,2.94,0,0,,NaglBr00
60,Dave Meggett,27,NYG,RB,16,1,,2,2,100.0,63,2,100.0,0,0.0,2,100.0,42,31.5,51.50,31.5,3.9,158.3,0,0,0.00,31.50,51.50,0,0,,MeggDa00
61,Erik Wilhelm,28,CIN,QB,1,0,,4,6,66.7,63,0,0.0,0,0.0,2,50.0,27,10.5,10.50,15.8,63.0,101.4,0,0,0.00,10.50,10.50,0,0,,WilhEr00
62,Jason Garrett,27,DAL,QB,5,1,1-0-0,9,19,47.4,61,0,0.0,0,0.0,1,20.0,16,3.2,3.21,6.8,12.2,54.9,1,6,5.00,2.75,2.75,0,0,,GarrJa00
63,Bucky Richardson,24,HOU,QB,2,0,,3,4,75.0,55,0,0.0,0,0.0,2,60.0,34,13.8,13.75,18.3,27.5,116.7,1,8,20.00,9.40,9.40,0,0,,RichBu00
64,Casey Weldon,24,TAM,QB,3,0,,6,11,54.5,55,0,0.0,1,9.1,2,16.7,20,5.0,0.91,9.2,18.3,30.5,1,11,8.33,3.67,-0.08,0,0,,WeldCa00
65,Brian Mitchell,25,WAS,RB,16,4,,1,2,50.0,50,0,0.0,1,50.0,1,50.0,50,25.0,2.50,50.0,3.1,56.2,0,0,0.00,25.00,2.50,0,0,,MitcBr00
66,Alvin Harper,25,DAL,WR,16,15,,1,1,100.0,46,0,0.0,0,0.0,1,100.0,46,46.0,46.00,46.0,2.9,118.7,0,0,0.00,46.00,46.00,0,0,,HarpAl00
67,Doug Pederson,25,MIA,QB,7,0,,4,8,50.0,41,0,0.0,0,0.0,3,44.4,12,5.1,5.13,10.3,5.9,65.1,1,4,11.11,4.11,4.11,0,0,,PedeDo00
68,John Taylor,31,SFO,WR,16,16,,1,1,100.0,41,0,0.0,0,0.0,1,100.0,41,41.0,41.00,41.0,2.6,118.7,0,0,0.00,41.00,41.00,0,0,,TaylJo00
69,Stan Gelbaugh,31,SEA,QB,1,0,,3,5,60.0,39,0,0.0,1,20.0,1,16.7,22,7.8,-1.20,13.0,39.0,45.0,1,7,16.67,5.33,-2.17,0,0,,GelbSt00
70,Arthur Marshall,24,DEN,WR,16,9,,1,1,100.0,30,1,100.0,0,0.0,1,100.0,30,30.0,50.00,30.0,1.9,158.3,0,0,0.00,30.00,50.00,0,0,,MarsAr00
71,Ty Detmer,26,GNB,QB,3,0,,3,5,60.0,26,0,0.0,0,0.0,1,40.0,25,5.2,5.20,8.7,8.7,73.7,0,0,0.00,5.20,5.20,0,0,,DetmTy00
72,Michael Jackson,24,CLE,WR,15,11,,1,1,100.0,25,0,0.0,0,0.0,1,100.0,25,25.0,25.00,25.0,1.7,118.7,0,0,0.00,25.00,25.00,0,0,,JackMi00
73,Dan McGwire,26,SEA,QB,2,0,,3,5,60.0,24,1,20.0,0,0.0,1,20.0,17,4.8,8.80,8.0,12.0,111.7,0,0,0.00,4.80,8.80,0,0,,McGwDa00
74,Mike Pagel,33,RAM,QB,7,0,,3,9,33.3,23,0,0.0,1,11.1,1,33.3,10,2.6,-2.44,7.7,3.3,2.8,0,0,0.00,2.56,-2.44,0,0,,PageMi00
75,Keith Byars,30,MIA,FB,16,16,,1,2,50.0,11,1,50.0,0,0.0,1,50.0,11,5.5,15.50,11.0,0.7,106.2,0,0,0.00,5.50,15.50,0,0,PB,ByarKe00
76,Cleveland Gary,27,RAM,RB,15,4,,1,1,100.0,8,0,0.0,0,0.0,0,100.0,8,8.0,8.00,8.0,0.5,100.0,0,0,0.00,8.00,8.00,0,0,,GaryCl00
77,Tommy Barnhardt,30,NOR,P,16,0,,1,1,100.0,7,0,0.0,0,0.0,1,100.0,7,7.0,7.00,7.0,0.4,95.8,0,0,0.00,7.00,7.00,0,0,,BarnTo22
78,Matt Blundin,24,KAN,QB,1,0,,1,3,33.3,2,0,0.0,0,0.0,0,,2,0.7,0.67,2.0,2.0,42.4,0,0,0.00,0.67,0.67,0,0,,BlunMa00
79,Tommy Maddox,22,DEN,QB,16,0,,1,1,100.0,1,1,100.0,0,0.0,1,100.0,1,1.0,21.00,1.0,0.1,118.7,0,0,0.00,1.00,21.00,0,0,,MaddTo00
80,Sterling Sharpe,28,GNB,WR,16,16,,1,1,100.0,1,0,0.0,0,0.0,0,,1,1.0,1.00,1.0,0.1,79.2,0,0,0.00,1.00,1.00,0,0,PBAP-1AP MVP-8AP OPoY-5,SharSt00
81,Louie Aguiar,27,NYJ,P,16,0,,0,2,0.0,0,0,0.0,1,50.0,0,,,0.0,-22.50,,0.0,0.0,0,0,0.00,0.00,-22.50,0,0,,aguialou01
82,Kimble Anders,27,KAN,FB,16,13,,0,0,,0,0,,0,,0,,,,,,0.0,,1,5,100.00,-5.00,-5.00,0,0,,AndeKi00
83,Neal Anderson,29,CHI,RB,15,11,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,AndeNe00
84,Chris Gardocki,23,CHI,P,16,0,,0,2,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,GardCh20
85,Garrison Hearst,22,PHO,RB,6,5,,0,1,0.0,0,0,0.0,1,100.0,0,,,0.0,-45.00,,0.0,0.0,0,0,0.00,0.00,-45.00,0,0,,HearGa00
86,Leroy Hoard,25,CLE,FB,16,7,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,HoarLe00
87,Anthony Johnson,26,IND,FB,13,8,,0,1,0.0,0,0,0.0,1,100.0,0,,,0.0,-45.00,,0.0,0.0,0,0,0.00,0.00,-45.00,0,0,,JohnAn00
88,Lee Johnson,32,CIN,P,16,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,johnslee01
89,Natrone Means,21,SDG,RB,16,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,MeanNa00
90,Dave Moore,24,TAM,TE,15,1,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,MoorDa00
91,Carl Pickens,23,CIN,WR,13,12,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,PickCa00
92,Deion Sanders,26,ATL,RCB,11,10,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,PBAP-1AP DPoY-3,SandDe00
93,Thurman Thomas,27,BUF,RB,16,16,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,PBAP-2,ThomTh00
94,Kevin Turner,24,NWE,FB,16,9,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,TurnKe00
95,Rick Tuten,28,SEA,P,16,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,TuteRi20
96,Herschel Walker,31,PHI,RB,16,16,,0,0,,0,0,,0,,0,,,,,,0.0,,1,5,100.00,-5.00,-5.00,0,0,,WalkHe00
97,John Williams,29,SEA,FB,16,9,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,WillJo00
98,Scott Zolak,26,NWE,QB,3,0,,0,2,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,ZolaSc00
,League Average,,,,,,,,,57.9,,,3.6,,3.3,,43.1,,6.7,5.95,11.6,90.9,76.7,,,6.82,5.81,5.11,,,,-9999
