Rk,Player,Age,Team,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,Sk%,NY/A,ANY/A,4QC,GWD,Awards,Player-additional
16,Bert Jones,23,BAL,QB,11,8,1-7-0,143,270,53.0,1610,8,3.0,12,4.4,57,6.0,4.56,11.3,146.4,62.4,36,328,11.76,4.19,2.95,0,0,,JoneBe00
17,Joe Ferguson,24,BUF,QB,14,14,9-5-0,119,232,51.3,1588,12,5.2,12,5.2,55,6.8,5.55,13.3,113.4,69.0,32,235,12.12,5.13,3.99,3,3,,FergJo00
18,Len Dawson,39,KAN,QB,14,8,3-5-0,138,235,58.7,1573,7,3.0,13,5.5,84,6.7,4.80,11.4,112.4,65.8,25,199,9.62,5.28,3.57,0,1,,DawsLe00
19,Dan Pastorini,25,HOU,QB,11,10,6-4-0,140,247,56.7,1571,10,4.0,10,4.0,65,6.4,5.35,11.2,142.8,72.4,23,225,8.52,4.99,4.06,1,2,,PastDa00
20,James Harris,27,RAM,QB,11,9,7-2-0,106,198,53.5,1544,11,5.6,6,3.0,50,7.8,7.55,14.6,140.4,85.1,12,101,5.71,6.87,6.63,2,2,PB,HarrJa01
21,Craig Morton,31,2TM,QB,14,7,1-6-0,124,239,51.9,1522,9,3.8,13,5.4,72,6.4,4.67,12.3,108.7,61.7,13,97,5.16,5.65,4.05,0,0,,MortCr00
21,Craig Morton,31,DAL,QB,6,0,,2,2,100.0,12,0,0.0,0,0.0,15,6.0,6.00,6.0,2.0,91.7,0,0,0.00,6.00,6.00,0,0,,MortCr00
21,Craig Morton,31,NYG,QB,8,7,1-6-0,122,237,51.5,1510,9,3.8,13,5.5,72,6.4,4.66,12.4,188.8,61.3,13,97,5.20,5.65,4.03,0,0,,MortCr00
22,Archie Manning,25,NOR,QB,11,11,3-8-0,134,261,51.3,1429,6,2.3,16,6.1,79,5.5,3.18,10.7,129.9,49.8,26,172,9.06,4.38,2.29,2,2,,MannAr00
23,Mike Phipps,27,CLE,QB,14,9,2-7-0,117,256,45.7,1384,9,3.5,17,6.6,55,5.4,3.12,11.8,98.9,46.7,33,280,11.42,3.82,1.80,0,1,,PhipMi00
24,Tom Owen,22,SFO,QB,10,7,4-3-0,88,184,47.8,1327,10,5.4,15,8.2,68,7.2,4.63,15.1,132.7,56.1,25,202,11.96,5.38,3.11,0,0,,OwenTo00
25,Joe Gilliam,24,PIT,QB,9,6,4-1-1,96,212,45.3,1274,4,1.9,8,3.8,61,6.0,4.69,13.3,141.6,55.4,7,79,3.20,5.46,4.18,1,1,,GillJo00
26,Sonny Jurgensen,40,WAS,QB,14,4,3-1-0,107,167,64.1,1185,11,6.6,5,3.0,44,7.1,7.07,11.1,84.6,94.5,10,69,5.65,6.31,6.28,2,2,,JurgSo00
27,Norm Snead,35,2TM,QB,8,5,1-4-0,97,159,61.0,983,5,3.1,8,5.0,53,6.2,4.55,10.1,122.9,68.2,7,57,4.22,5.58,4.01,1,1,,SneaNo00
27,Norm Snead,35,NYG,QB,5,4,1-3-0,67,111,60.4,615,3,2.7,7,6.3,53,5.5,3.24,9.2,123.0,58.2,5,42,4.31,4.94,2.74,0,0,,SneaNo00
27,Norm Snead,35,SFO,QB,3,1,0-1-0,30,48,62.5,368,2,4.2,1,2.1,39,7.7,7.56,12.3,122.7,91.3,2,15,4.00,7.06,6.96,1,1,,SneaNo00
28,Bob Lee,28,ATL,QB,9,9,2-7-0,78,172,45.3,852,3,1.7,14,8.1,52,5.0,1.64,10.9,94.7,32.4,31,269,15.27,2.87,0.06,0,1,,LeexBo00
29,Marty Domres,27,BAL,QB,14,6,1-5-0,77,153,50.3,803,0,0.0,12,7.8,44,5.2,1.72,10.4,57.4,33.2,13,71,7.83,4.41,1.16,0,0,,DomrMa00
30,Terry Bradshaw,26,PIT,QB,8,7,5-2-0,67,148,45.3,785,7,4.7,8,5.4,56,5.3,3.82,11.7,98.1,55.2,10,104,6.33,4.31,2.92,0,0,,BradTe00
31,Mike Livingston,29,KAN,QB,8,6,2-4-0,66,141,46.8,732,4,2.8,10,7.1,48,5.2,2.57,11.1,91.5,42.6,10,101,6.62,4.18,1.73,1,1,,LiviMi00
32,Jesse Freitas,23,SDG,QB,5,3,2-1-0,49,109,45.0,719,3,2.8,8,7.3,71,6.6,3.84,14.7,143.8,45.6,11,76,9.17,5.36,2.86,1,2,,FreiJe00
33,Jerry Tagge,24,GNB,QB,7,6,3-3-0,70,146,47.9,709,1,0.7,10,6.8,30,4.9,1.91,10.1,101.3,36.0,5,35,3.31,4.46,1.62,1,1,,TaggJe00
34,Lynn Dickey,25,HOU,QB,14,4,1-3-0,63,113,55.8,704,2,1.8,8,7.1,59,6.2,3.40,11.2,50.3,50.9,10,73,8.13,5.13,2.53,0,1,,DickLy00
35,Brian Sipe,25,CLE,QB,10,5,2-3-0,59,108,54.6,603,1,0.9,7,6.5,37,5.6,2.85,10.2,60.3,47.0,15,122,12.20,3.91,1.51,1,2,,SipeBr00
36,Mike Boryla,23,PHI,QB,4,3,3-0-0,60,102,58.8,580,5,4.9,3,2.9,29,5.7,5.34,9.7,145.0,78.9,4,39,3.77,5.10,4.77,0,0,,BoryMi00
37,Steve Ramsey,26,DEN,QB,7,2,1-1-0,41,74,55.4,580,5,6.8,7,9.5,43,7.8,4.93,14.1,82.9,64.0,9,55,10.84,6.33,3.73,2,1,,RamsSt00
38,Greg Landry,28,DET,QB,5,3,1-2-0,49,82,59.8,572,3,3.7,3,3.7,45,7.0,6.06,11.7,114.4,77.9,11,83,11.83,5.26,4.45,1,1,,LandGr00
39,Pat Sullivan,24,ATL,QB,6,3,0-3-0,48,105,45.7,556,1,1.0,8,7.6,48,5.3,2.06,11.6,92.7,33.7,10,92,8.70,4.03,1.08,0,0,,SullPa00
40,Bobby Douglass,27,CHI,QB,7,3,1-2-0,41,100,41.0,387,2,2.0,4,4.0,40,3.9,2.47,9.4,55.3,42.4,9,69,8.26,2.92,1.63,0,1,,DougBo00
41,Jack Concannon,31,GNB,QB,14,2,0-2-0,28,54,51.9,381,1,1.9,3,5.6,56,7.1,4.93,13.6,27.2,57.7,3,21,5.26,6.32,4.30,0,0,,ConcJa00
42,Kim McQuilken,23,ATL,QB,5,2,1-1-0,34,79,43.0,373,0,0.0,9,11.4,26,4.7,-0.41,11.0,74.6,18.0,9,113,10.23,2.95,-1.65,0,0,,McQuKi00
43,Bobby Scott,25,NOR,QB,5,1,1-0-0,31,71,43.7,366,4,5.6,4,5.6,36,5.2,3.75,11.8,73.2,55.3,6,62,7.79,3.95,2.65,0,0,,ScotBo00
44,Joe Reed,26,SFO,QB,6,4,2-2-0,29,74,39.2,316,2,2.7,7,9.5,58,4.3,0.55,10.9,52.7,22.1,7,50,8.64,3.28,-0.11,1,1,,ReedJo00
45,Bob Berry,32,MIN,QB,10,1,1-0-0,34,48,70.8,305,5,10.4,1,2.1,21,6.4,7.50,9.0,30.5,113.6,2,12,4.00,5.86,6.96,0,0,,BerrBo00
46,Earl Morrall,40,MIA,QB,14,1,1-0-0,17,27,63.0,301,2,7.4,3,11.1,46,11.1,7.63,17.7,21.5,86.1,3,16,10.00,9.50,6.33,1,1,,MorrEa00
47,Larry Cipa,23,NOR,QB,4,2,1-1-0,20,55,36.4,242,0,0.0,0,0.0,30,4.4,4.40,12.1,60.5,50.7,4,36,6.78,3.49,3.49,0,0,,CipaLa00
48,Dennis Morrison,23,SFO,QB,3,2,0-2-0,21,51,41.2,227,1,2.0,5,9.8,26,4.5,0.43,10.8,75.7,21.9,0,0,0.00,4.45,0.43,0,0,,MorrDe00
49,Clint Longley,22,DAL,QB,2,0,,12,21,57.1,209,2,9.5,0,0.0,50,10.0,11.86,17.4,104.5,122.9,2,18,8.70,8.30,10.04,1,1,,LongCl00
50,Jim Del Gaizo,27,NYG,QB,4,3,0-3-0,12,32,37.5,165,0,0.0,3,9.4,44,5.2,0.94,13.8,41.3,15.8,1,11,3.03,4.67,0.58,0,0,,DelGJi00
51,Joe Theismann,25,WAS,QB,9,0,,9,11,81.8,145,1,9.1,0,0.0,69,13.2,15.00,16.1,16.1,149.1,2,11,15.38,10.31,11.85,0,0,,TheiJo00
52,Ron Jaworski,23,RAM,QB,5,0,,10,24,41.7,144,0,0.0,1,4.2,22,6.0,4.13,14.4,28.8,44.4,3,24,11.11,4.44,2.78,0,0,,JawoRo00
53,Gary Marangi,22,BUF,QB,3,0,,9,18,50.0,140,2,11.1,3,16.7,44,7.8,2.50,15.6,46.7,73.6,1,1,5.26,7.32,2.32,0,0,,MaraGa00
54,Dean Carlson,24,KAN,QB,1,0,,7,15,46.7,116,0,0.0,1,6.7,34,7.7,4.73,16.6,116.0,45.4,2,13,11.76,6.06,3.41,0,0,,CarlDe00
55,Greg Pruitt,23,CLE,RB,14,9,,2,2,100.0,115,2,100.0,0,0.0,60,57.5,77.50,57.5,8.2,158.3,0,0,0.00,57.50,77.50,0,0,PB,PruiGr00
56,Wayne Clark,27,CIN,QB,14,1,0-1-0,9,22,40.9,98,0,0.0,3,13.6,19,4.5,-1.68,10.9,7.0,15.2,1,1,4.35,4.22,-1.65,0,0,,ClarWa00
57,Terry Hanratty,26,PIT,QB,3,1,1-0-0,3,26,11.5,95,1,3.8,5,19.2,35,3.7,-4.23,31.7,31.7,15.5,1,13,3.70,3.04,-4.56,1,0,,HanrTe00
58,John Reaves,24,PHI,QB,4,0,,5,20,25.0,84,0,0.0,2,10.0,29,4.2,-0.30,16.8,21.0,5.0,3,21,13.04,2.74,-1.17,0,0,,ReavJo00
59,Gary Hammond,25,STL,WR,12,0,,1,1,100.0,81,0,0.0,0,0.0,81,81.0,81.00,81.0,6.8,118.7,0,0,0.00,81.00,81.00,0,0,,HammGa00
60,John Hufnagel,23,DEN,QB,4,0,,6,10,60.0,70,0,0.0,1,10.0,28,7.0,2.50,11.7,17.5,41.7,1,7,9.09,5.73,1.64,0,0,,HufnJo00
61,Carl Summerell,23,NYG,QB,7,0,,6,13,46.2,59,0,0.0,3,23.1,26,4.5,-5.85,9.8,8.4,19.9,1,6,7.14,3.79,-5.86,0,0,,SummCa00
62,Drew Pearson,23,DAL,WR,14,14,,1,1,100.0,46,1,100.0,0,0.0,46,46.0,66.00,46.0,3.3,158.3,0,0,0.00,46.00,66.00,0,0,PBAP-1,PearDr00
63,Danny Abramowicz,29,SFO,WR,14,14,,1,1,100.0,41,0,0.0,0,0.0,41,41.0,41.00,41.0,2.9,118.7,0,0,0.00,41.00,41.00,0,0,,AbraDa00
64,Billy Van Heusen,28,DEN,WR,14,12,,1,1,100.0,41,0,0.0,0,0.0,41,41.0,41.00,41.0,2.9,118.7,0,0,0.00,41.00,41.00,0,0,,VanHBi20
65,Duane Carrell,25,DAL,P,7,0,,1,1,100.0,37,0,0.0,0,0.0,37,37.0,37.00,37.0,5.3,118.7,0,0,0.00,37.00,37.00,0,0,,CarrDu20
66,Dick Shiner,32,NWE,QB,1,0,,3,6,50.0,37,0,0.0,1,16.7,18,6.2,-1.33,12.3,37.0,29.9,0,0,0.00,6.17,-1.33,0,0,,ShinDi00
67,Daryle Lamonica,33,OAK,QB,4,0,,3,9,33.3,35,1,11.1,4,44.4,13,3.9,-13.89,11.7,8.8,43.5,3,14,25.00,1.75,-11.58,1,1,,LamoDa00
68,Nat Moore,23,MIA,WR,13,7,,1,1,100.0,31,0,0.0,0,0.0,31,31.0,31.00,31.0,2.4,118.7,0,0,0.00,31.00,31.00,0,0,,MoorNa00
69,Joe Barnes,23,CHI,QB,3,0,,2,9,22.2,29,0,0.0,1,11.1,24,3.2,-1.78,14.5,9.7,0.9,3,30,25.00,-0.08,-3.83,0,0,,BarnJo01
70,Larry Lawrence,25,OAK,QB,7,1,1-0-0,4,11,36.4,29,0,0.0,1,9.1,17,2.6,-1.45,7.3,4.1,7.0,3,22,21.43,0.50,-2.71,0,0,,LawrLa00
71,Larry Walton,27,DET,WR,13,12,,1,2,50.0,29,0,0.0,0,0.0,29,14.5,14.50,29.0,2.2,95.8,0,0,0.00,14.50,14.50,0,0,,WaltLa00
72,George Blanda,47,OAK,QB,14,0,,1,4,25.0,28,1,25.0,0,0.0,28,7.0,12.00,28.0,2.0,95.8,0,0,0.00,7.00,12.00,0,0,,BlanGe00
73,Don Woods,23,SDG,RB,12,9,,1,3,33.3,28,1,33.3,1,33.3,28,9.3,1.00,28.0,2.3,68.7,0,0,0.00,9.33,1.00,0,0,AP ORoY-1,WoodDo00
74,Don Cockroft,29,CLE,K,14,0,,1,1,100.0,27,0,0.0,0,0.0,27,27.0,27.00,27.0,1.9,118.7,0,0,0.00,27.00,27.00,0,0,,cockrdon01
75,Dave Green,25,CIN,P,14,0,,1,2,50.0,22,0,0.0,0,0.0,22,11.0,11.00,22.0,1.6,89.6,0,0,0.00,11.00,11.00,0,0,,GreeDa20
76,Neil Graff,24,NWE,QB,14,0,,1,1,100.0,20,0,0.0,0,0.0,20,20.0,20.00,20.0,1.4,118.7,0,0,0.00,20.00,20.00,0,0,,GrafNe00
77,Lenvil Elliott,23,CIN,RB,10,2,,1,1,100.0,17,0,0.0,0,0.0,17,17.0,17.00,17.0,1.7,118.7,0,0,0.00,17.00,17.00,0,0,,ElliLe00
78,Larry Brown,27,WAS,RB,11,11,,1,1,100.0,16,0,0.0,0,0.0,16,16.0,16.00,16.0,1.5,118.7,0,0,0.00,16.00,16.00,0,0,,BrowLa01
79,Al Woodall,29,NYJ,QB,3,0,,3,8,37.5,15,0,0.0,2,25.0,8,1.9,-9.38,5.0,5.0,6.2,0,0,0.00,1.88,-9.38,0,0,,WoodAl00
80,Jim Kiick,28,MIA,RB,14,8,,1,1,100.0,13,0,0.0,0,0.0,13,13.0,13.00,13.0,0.9,118.7,0,0,0.00,13.00,13.00,0,0,,KiicJi00
81,Don McCauley,25,BAL,RB,13,0,,1,2,50.0,11,1,50.0,0,0.0,11,5.5,15.50,11.0,0.8,106.2,0,0,0.00,5.50,15.50,0,0,,McCaDo00
82,Mike Eischeid,34,MIN,P,14,0,,1,1,100.0,6,0,0.0,0,0.0,6,6.0,6.00,6.0,0.4,91.7,0,0,0.00,6.00,6.00,0,0,,EiscMi20
83,Steve Spurrier,29,SFO,QB,3,0,,1,3,33.3,2,0,0.0,0,0.0,2,0.7,0.67,2.0,0.7,42.4,1,7,25.00,-1.25,-1.25,0,0,,SpurSt00
84,George Amundson,23,HOU,RB,14,3,,0,1,0.0,0,0,0.0,1,100.0,,0.0,-45.00,,0.0,0.0,0,0,0.00,0.00,-45.00,0,0,,AmunGe00
85,Marlin Briscoe,29,MIA,WR,4,3,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,1,11,50.00,-5.50,-5.50,0,0,,BrisMa00
86,Mike Burke,24,RAM,P,8,0,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,BurkMi20
87,Harold Carmichael,25,PHI,WR,14,14,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,CarmHa00
88,Ronnie Coleman,23,HOU,RB,13,4,,0,2,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,ColeRo00
89,Ray Guy,25,OAK,P,14,0,,0,1,0.0,0,0,0.0,1,100.0,,0.0,-45.00,,0.0,0.0,0,0,0.00,0.00,-45.00,0,0,PB,GuyxRa20
90,Ike Hill,27,CHI,WR,13,0,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,HillIk01
91,Norm Hodgins,22,CHI,DB,14,0,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,HodgNo20
92,David Jaynes,22,KAN,QB,2,0,,0,2,0.0,0,0,0.0,1,50.0,,0.0,-22.50,,0.0,0.0,0,0,0.00,0.00,-22.50,0,0,,JaynDa00
93,MacArthur Lane,32,GNB,RB,14,12,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,LaneMa00
94,Bill McClard,25,NOR,K,14,0,,0,1,0.0,0,0,0.0,1,100.0,,0.0,-45.00,,0.0,0.0,0,0,0.00,0.00,-45.00,0,0,,McClBi20
95,Terry Metcalf,23,STL,RB,14,13,,0,2,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,PBAP MVP-2AP OPoY-3,MetcTe00
96,Joel Parker,22,NOR,WR,14,12,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,1,6,50.00,-3.00,-3.00,0,0,,ParkJo00
97,Bob Parsons,24,CHI,P,14,0,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,ParsBo00
98,Bo Rather,24,CHI,WR,13,10,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,RathBo00
99,O.J. Simpson,27,BUF,RB,14,14,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,PBAP-1AP MVP-4AP OPoY-4,SimpO.00
100,Jerrel Wilson,33,KAN,P,14,0,,0,2,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,WilsJe20
101,Sam Wyche,29,DET,QB,14,0,,0,1,0.0,0,0,0.0,1,100.0,,0.0,-45.00,,0.0,0.0,0,0,0.00,0.00,-45.00,0,0,,WychSa00
,League Average,,,,,,,,,52.5,,,3.9,,5.2,,6.5,4.93,12.4,60.6,64.2,,,7.85,5.35,3.91,,,,-9999
