Rk,Player,Age,Team,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,Sk%,NY/A,ANY/A,4QC,GWD,Awards,Player-additional
1,Sonny Jurgensen,35,WAS,QB,14,14,7-5-2,274,442,62.0,3102,22,5.0,15,3.4,88,7.0,6.49,11.3,221.6,85.4,40,322,8.30,5.77,5.28,2,0,PBAP-2AP MVP-5,JurgSo00
2,Fran Tarkenton,29,NYG,QB,14,14,6-8-0,220,409,53.8,2918,23,5.6,8,2.0,65,7.1,7.38,13.3,208.4,87.2,36,289,8.09,5.91,6.13,4,4,PB,TarkFr00
3,Norm Snead,30,PHI,QB,13,13,4-8-1,190,379,50.1,2768,19,5.0,23,6.1,80,7.3,5.58,14.6,212.9,65.7,21,170,5.25,6.50,4.86,3,2,,SneaNo00
4,Bill Nelsen,28,CLE,QB,14,14,10-3-1,190,352,54.0,2743,23,6.5,19,5.4,82,7.8,6.67,14.4,195.9,78.8,17,164,4.61,6.99,5.92,2,2,PB,NelsBi00
5,Craig Morton,26,DAL,QB,13,13,10-2-1,162,302,53.6,2619,21,7.0,15,5.0,67,8.7,7.83,16.2,201.5,85.4,30,246,9.04,7.15,6.38,2,2,,MortCr00
6,Roman Gabriel,29,RAM,QB,14,14,11-3-0,217,399,54.4,2549,24,6.0,7,1.8,93,6.4,6.80,11.7,182.1,86.8,14,112,3.39,5.90,6.30,1,1,PBAP-1AP MVP-1,GabrRo00
7,Billy Kilmer,30,NOR,QB,14,14,5-9-0,193,360,53.6,2532,20,5.6,17,4.7,52,7.0,6.02,13.1,180.9,74.9,22,212,5.76,6.07,5.12,3,3,,KilmBi00
8,John Brodie,34,SFO,QB,13,10,2-6-2,194,347,55.9,2405,16,4.6,15,4.3,80,6.9,5.91,12.4,185.0,74.9,16,134,4.41,6.26,5.28,2,2,,BrodJo00
9,Johnny Unitas,36,BAL,QB,13,12,7-5-0,178,327,54.4,2342,12,3.7,20,6.1,52,7.2,5.14,13.2,180.2,64.0,12,93,3.54,6.63,4.69,2,3,,UnitJo00
10,Charley Johnson,31,STL,QB,12,9,2-6-1,131,260,50.4,1847,13,5.0,13,5.0,84,7.1,5.85,14.1,153.9,69.5,11,101,4.06,6.44,5.24,1,0,,JohnCh02
11,Joe Kapp,31,MIN,QB,13,13,12-1-0,120,237,50.6,1726,19,8.0,13,5.5,83,7.3,6.42,14.4,132.8,78.5,28,198,10.57,5.77,4.99,1,1,PBAP MVP-2,KappJo00
12,Don Horn,24,GNB,QB,9,5,4-1-0,89,168,53.0,1505,11,6.5,11,6.5,60,9.0,7.32,16.9,167.2,78.1,10,85,5.62,7.98,6.43,0,0,,HornDo00
13,Dick Shiner,27,PIT,QB,12,9,1-8-0,97,209,46.4,1422,7,3.3,10,4.8,63,6.8,5.32,14.7,118.5,60.3,24,157,10.30,5.43,4.10,1,1,,ShinDi00
14,Bart Starr,35,GNB,QB,12,9,4-5-0,92,148,62.2,1161,9,6.1,6,4.1,51,7.8,7.24,12.6,96.8,89.9,24,217,13.95,5.49,4.97,1,2,,StarBa00
15,Bob Berry,27,ATL,QB,7,7,4-3-0,71,124,57.3,1087,10,8.1,2,1.6,88,8.8,9.65,15.3,155.3,106.5,31,219,20.00,5.60,6.31,0,0,PB,BerrBo00
