Rk,Player,Age,Team,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,Sk%,NY/A,ANY/A,4QC,GWD,Awards,Player-additional
26,Billy Kilmer,38,WAS,QB,8,8,5-3-0,99,201,49.3,1187,8,4.0,7,3.5,59,5.9,5.13,12.0,148.4,66.5,22,180,9.87,4.52,3.82,0,0,,KilmBi00
27,Joe Theismann,28,WAS,QB,14,6,4-2-0,84,182,46.2,1097,7,3.8,9,4.9,52,6.0,4.57,13.1,78.4,57.9,30,241,14.15,4.04,2.79,2,2,,TheiJo00
28,Scott Hunter,30,ATL,QB,7,7,4-3-0,70,151,46.4,898,2,1.3,3,2.0,49,5.9,5.32,12.8,128.3,61.6,11,88,6.79,5.00,4.41,0,0,,HuntSc00
29,Gary Huff,26,TAM,QB,8,6,2-4-0,67,138,48.6,889,3,2.2,13,9.4,67,6.4,2.64,13.3,111.1,37.4,15,150,9.80,4.83,1.40,0,0,,HuffGa00
30,Dan Fouts,26,SDG,QB,4,4,2-2-0,69,109,63.3,869,4,3.7,6,5.5,67,8.0,6.23,12.6,217.3,77.4,10,77,8.40,6.66,5.06,1,1,,FoutDa00
31,Dave Mays,28,CLE,QB,7,4,1-3-0,67,121,55.4,797,6,5.0,10,8.3,60,6.6,3.86,11.9,113.9,57.8,6,67,4.72,5.75,3.15,0,0,,MaysDa00
32,Steve Bartkowski,25,ATL,QB,8,7,3-4-0,64,136,47.1,796,5,3.7,13,9.6,73,5.9,2.29,12.4,99.5,38.4,29,296,17.58,3.03,0.09,0,0,,BartSt00
33,Steve Myer,23,SEA,QB,7,4,1-3-0,70,130,53.8,729,6,4.6,12,9.2,45,5.6,2.38,10.4,104.1,47.2,9,80,6.47,4.67,1.65,0,0,,MyerSt00
34,Tony Adams,27,KAN,QB,14,3,1-2-0,47,92,51.1,691,2,2.2,11,12.0,63,7.5,2.57,14.7,49.4,43.6,18,136,16.36,5.05,0.91,0,0,,AdamTo00
35,David Whitehurst,22,GNB,QB,7,5,2-3-0,50,105,47.6,634,1,1.0,7,6.7,48,6.0,3.23,12.7,90.6,42.3,10,68,8.70,4.92,2.36,0,0,,WhitDa02
36,Joe Namath,34,RAM,QB,4,4,2-2-0,50,107,46.7,606,3,2.8,5,4.7,42,5.7,4.12,12.1,151.5,54.5,7,76,6.14,4.65,3.20,0,0,,NamaJo00
37,Jeb Blount,23,TAM,QB,5,4,0-4-0,37,89,41.6,522,0,0.0,7,7.9,56,5.9,2.33,14.1,104.4,28.4,18,164,16.82,3.35,0.40,0,0,,BlouJe00
38,Bob Lee,31,MIN,QB,5,4,3-1-0,42,72,58.3,522,4,5.6,4,5.6,48,7.3,5.86,12.4,104.4,76.3,7,47,8.86,6.01,4.75,0,0,,LeexBo00
39,Bobby Scott,28,NOR,QB,5,3,1-2-0,36,82,43.9,516,3,3.7,8,9.8,53,6.3,2.63,14.3,103.2,37.5,5,43,5.75,5.44,1.99,1,1,,ScotBo00
40,Gary Danielson,26,DET,QB,13,2,1-1-0,42,100,42.0,445,1,1.0,5,5.0,61,4.5,2.40,10.6,34.2,38.1,9,64,8.26,3.50,1.61,1,1,,DaniGa00
41,Tommy Kramer,22,MIN,QB,6,1,0-1-0,30,57,52.6,425,5,8.8,4,7.0,69,7.5,6.05,14.2,70.8,77.0,6,45,9.52,6.03,4.76,1,1,,KramTo00
42,Jerry Golsteyn,23,NYG,QB,6,3,1-2-0,31,70,44.3,416,2,2.9,8,11.4,47,5.9,1.37,13.4,69.3,33.7,14,113,16.67,3.61,-0.20,1,1,,GolsJe00
43,John Reaves,27,CIN,QB,9,1,1-0-0,24,59,40.7,383,0,0.0,5,8.5,40,6.5,2.68,16.0,42.6,27.7,2,17,3.28,6.00,2.31,0,0,,ReavJo00
44,Terry Luck,25,CLE,QB,4,1,0-1-0,25,50,50.0,316,1,2.0,7,14.0,33,6.3,0.42,12.6,79.0,37.2,1,8,1.96,6.04,0.25,0,0,,LuckTe00
45,Matt Robinson,22,NYJ,QB,4,1,0-1-0,20,54,37.0,310,2,3.7,8,14.8,58,5.7,-0.19,15.5,77.5,29.6,7,57,11.48,4.15,-1.10,0,0,,RobiMa01
46,Randy Hedberg,23,TAM,QB,7,4,0-4-0,25,90,27.8,244,0,0.0,10,11.1,19,2.7,-2.29,9.8,34.9,0.0,15,131,14.29,1.08,-3.21,0,0,,HedbRa00
47,Bill Munson,36,SDG,QB,4,0,,20,31,64.5,225,1,3.2,1,3.2,28,7.3,6.45,11.3,56.3,83.4,1,11,3.13,6.69,5.91,0,0,,MunsBi00
48,Craig Penrose,24,DEN,QB,8,0,,21,39,53.8,217,0,0.0,4,10.3,35,5.6,0.95,10.3,27.1,30.6,5,49,11.36,3.82,-0.27,0,0,,PenrCr00
49,Mike Rae,26,OAK,QB,10,1,1-0-0,15,30,50.0,162,1,3.3,4,13.3,30,5.4,0.07,10.8,16.2,37.8,9,88,23.08,1.90,-2.21,1,1,,RaexMi00
50,Joe Reed,29,DET,QB,3,1,1-0-0,13,40,32.5,150,0,0.0,4,10.0,26,3.8,-0.75,11.5,50.0,5.2,11,75,21.57,1.47,-2.06,0,0,,ReedJo00
51,Bobby Douglass,30,NOR,QB,4,2,1-1-0,16,31,51.6,130,1,3.2,3,9.7,31,4.2,0.48,8.1,32.5,33.7,5,29,13.89,2.81,-0.39,0,0,,DougBo00
52,Norris Weese,26,DEN,QB,14,0,,11,20,55.0,119,1,5.0,0,0.0,31,6.0,6.95,10.8,8.5,89.4,2,15,9.09,4.73,5.64,0,0,,WeesNo00
53,Marty Domres,30,NYJ,QB,12,2,0-2-0,17,40,42.5,113,1,2.5,1,2.5,18,2.8,2.20,6.6,9.4,47.9,4,24,9.09,2.02,1.45,0,0,,DomrMa00
54,Scott Bull,24,SFO,QB,6,0,,7,24,29.2,89,0,0.0,2,8.3,26,3.7,-0.04,12.7,14.8,7.8,6,47,20.00,1.40,-1.60,0,0,,BullSc00
55,Vince Ferragamo,23,RAM,QB,3,0,,9,15,60.0,83,2,13.3,0,0.0,17,5.5,8.20,9.2,27.7,114.7,1,10,6.25,4.56,7.06,0,0,,FerrVi00
56,John Hadl,37,HOU,QB,14,2,0-2-0,11,24,45.8,76,0,0.0,3,12.5,18,3.2,-2.46,6.9,5.4,13.9,2,26,7.69,1.92,-3.27,0,0,,HadlJo00
57,Cliff Olander,22,SDG,QB,2,1,1-0-0,7,16,43.8,76,0,0.0,2,12.5,15,4.8,-0.88,10.9,38.0,18.7,1,4,5.88,4.24,-1.06,0,0,,OlanCl00
58,Bob Parsons,27,CHI,TE,14,0,,4,4,100.0,61,0,0.0,0,0.0,32,15.3,15.25,15.3,4.4,118.7,0,0,0.00,15.25,15.25,0,0,,ParsBo00
59,Dave Green,28,TAM,P,14,0,,2,2,100.0,59,0,0.0,0,0.0,45,29.5,29.50,29.5,4.2,118.7,0,0,0.00,29.50,29.50,0,0,,GreeDa20
60,Neil Graff,27,PIT,QB,4,0,,6,12,50.0,47,0,0.0,0,0.0,21,3.9,3.92,7.8,11.8,60.1,1,10,7.69,2.85,2.85,0,0,,GrafNe00
61,Kim McQuilken,26,ATL,QB,7,0,,5,7,71.4,47,1,14.3,0,0.0,14,6.7,9.57,9.4,6.7,129.2,0,0,0.00,6.71,9.57,0,0,,McQuKi00
62,Ronnie Coleman,26,HOU,RB,14,13,,1,3,33.3,44,1,33.3,0,0.0,44,14.7,21.33,44.0,3.1,121.5,0,0,0.00,14.67,21.33,0,0,,ColeRo00
63,Tony Dungy,22,PIT,DB,14,0,,3,8,37.5,43,0,0.0,2,25.0,18,5.4,-5.88,14.3,3.1,16.1,0,0,0.00,5.38,-5.88,0,0,,DungTo20
64,David Sims,22,SEA,RB,14,1,,1,4,25.0,43,1,25.0,1,25.0,43,10.8,4.50,43.0,3.1,71.9,0,0,0.00,10.75,4.50,0,0,,SimsDa00
65,Bill Donckers,26,STL,QB,5,0,,5,5,100.0,38,0,0.0,0,0.0,16,7.6,7.60,7.6,7.6,98.3,1,11,16.67,4.50,4.50,0,0,,DoncBi00
66,Danny White,25,DAL,P,14,0,,4,10,40.0,35,0,0.0,1,10.0,12,3.5,-1.00,8.8,2.5,10.4,2,15,16.67,1.67,-2.08,0,0,,WhitDa01
67,Tony Dorsett,23,DAL,RB,14,4,,1,1,100.0,34,0,0.0,0,0.0,34,34.0,34.00,34.0,2.4,118.7,0,0,0.00,34.00,34.00,0,0,AP ORoY-1,DorsTo00
68,Willard Harrell,25,GNB,RB,13,4,,1,1,100.0,33,0,0.0,0,0.0,33,33.0,33.00,33.0,2.5,118.7,1,10,50.00,11.50,11.50,0,0,,HarrWi01
69,Joe Washington,24,SDG,RB,13,0,,1,1,100.0,32,1,100.0,0,0.0,32,32.0,52.00,32.0,2.5,158.3,0,0,0.00,32.00,52.00,0,0,,WashJo00
70,Greg Pruitt,26,CLE,RB,14,14,,4,9,44.4,28,3,33.3,0,0.0,13,3.1,9.78,7.0,2.0,91.7,1,10,10.00,1.80,7.80,0,0,PB,PruiGr00
71,Terry Metcalf,26,STL,RB,14,11,,3,5,60.0,27,1,20.0,1,20.0,11,5.4,0.40,9.0,1.9,74.6,1,9,16.67,3.00,-1.17,0,0,PB,MetcTe00
72,Mike Kruczek,24,PIT,QB,2,0,,2,7,28.6,19,0,0.0,0,0.0,13,2.7,2.71,9.5,9.5,39.6,0,0,0.00,2.71,2.71,0,0,,KrucMi00
73,Archie Griffin,23,CIN,RB,12,11,,1,1,100.0,18,1,100.0,0,0.0,18,18.0,38.00,18.0,1.5,158.3,1,3,50.00,7.50,17.50,0,0,,GrifAr00
74,Roman Gabriel,37,PHI,QB,13,0,,1,3,33.3,15,0,0.0,0,0.0,15,5.0,5.00,15.0,1.2,50.7,0,0,0.00,5.00,5.00,0,0,,GabrRo00
75,Tom Wittum,27,SFO,P,14,0,,1,3,33.3,15,0,0.0,0,0.0,15,5.0,5.00,15.0,1.1,50.7,0,0,0.00,5.00,5.00,0,0,,WittTo20
76,Glen Walker,25,RAM,P,14,0,,1,1,100.0,13,0,0.0,0,0.0,13,13.0,13.00,13.0,0.9,118.7,0,0,0.00,13.00,13.00,0,0,,WalkGl20
77,Don Strock,27,MIA,QB,4,0,,2,4,50.0,12,0,0.0,1,25.0,9,3.0,-8.25,6.0,3.0,16.7,0,0,0.00,3.00,-8.25,0,0,,StroDo00
78,Paul Krause,35,MIN,FS,14,14,,1,1,100.0,11,1,100.0,0,0.0,11,11.0,31.00,11.0,0.8,152.1,0,0,0.00,11.00,31.00,0,0,,KrauPa00
79,Mike Phipps,30,CHI,QB,3,0,,3,5,60.0,5,0,0.0,0,0.0,10,1.0,1.00,1.7,1.7,64.6,3,26,37.50,-2.63,-2.63,0,0,,PhipMi00
80,Wilbur Summers,23,DET,P,13,0,,1,1,100.0,5,0,0.0,0,0.0,5,5.0,5.00,5.0,0.4,87.5,0,0,0.00,5.00,5.00,0,0,,SummWi20
81,Pat McInally,24,CIN,P,14,4,,1,1,100.0,4,0,0.0,0,0.0,4,4.0,4.00,4.0,0.3,83.3,0,0,0.00,4.00,4.00,0,0,,McInPa00
82,Tom Blanchard,29,NOR,P,14,0,,1,3,33.3,3,1,33.3,1,33.3,3,1.0,-7.33,3.0,0.2,42.4,0,0,0.00,1.00,-7.33,0,0,,BlanTo20
83,Terry Joyce,23,STL,P,4,0,,1,1,100.0,1,0,0.0,0,0.0,1,1.0,1.00,1.0,0.3,79.2,0,0,0.00,1.00,1.00,0,0,,JoycTe20
84,Sam Adkins,22,SEA,QB,1,0,,0,0,,0,0,,0,,,,,,0.0,,1,8,100.00,-8.00,-8.00,0,0,,AdkiSa00
85,Brian Baschnagel,23,CHI,WR,10,4,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,BascBr00
86,Ken Burrough,29,HOU,WR,14,14,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,PBAP-2,BurrKe00
87,Louis Carter,24,TAM,RB,14,1,,0,2,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,CartLo00
88,Marvin Cobb,24,CIN,FS,14,13,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,CobbMa20
89,Brian Dowling,30,GNB,QB,2,0,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,DowlBr00
90,Mike Esposito,24,ATL,RB,14,0,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,EspoMi00
91,Bruce Harper,22,NYJ,RB,14,1,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,HarpBr00
92,Roland Harper,24,CHI,FB,11,10,,0,2,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,HarpRo00
93,Kenny Harrison,24,SFO,WR,14,11,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,HarrKe00
94,David Hill,23,DET,TE,14,11,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,HillDa01
95,John James,28,ATL,P,14,0,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,PBAP-2,JameJo20
96,Billy Johnson,25,HOU,WR,14,0,,0,0,,0,0,,0,,,,,,0.0,,1,8,100.00,-8.00,-8.00,0,0,PBAP-1,JohnBi01
97,Dave Logan,23,CLE,WR,14,5,,0,2,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,LogaDa00
98,Eddie Payton,26,DET,RB,8,0,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,PaytEd00
99,Steve Preece,30,SEA,FS,14,14,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,PreeSt20
100,O.J. Simpson,30,BUF,RB,7,7,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,SimpO.00
101,Sherman Smith,23,SEA,RB,14,14,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,SmitSh00
102,Leonard Thompson,25,DET,WR,14,3,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,ThomLe01
103,Bill Troup,26,BAL,QB,14,0,,0,2,0.0,0,0,0.0,1,50.0,,0.0,-22.50,,0.0,0.0,0,0,0.00,0.00,-22.50,0,0,,TrouBi00
104,Charlie Waters,29,DAL,SS,14,14,,0,0,,0,0,,0,,,,,,0.0,,1,12,100.00,-12.00,-12.00,0,0,PBAP-2,WateCh00
105,Delvin Williams,26,SFO,RB,14,14,,0,1,0.0,0,0,0.0,1,100.0,,0.0,-45.00,,0.0,0.0,0,0,0.00,0.00,-45.00,0,0,,WillDe01
106,Don Woods,26,SDG,RB,14,14,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,WoodDo00
107,June Jones,24,ATL,QB,1,0,,1,1,100.0,-1,0,0.0,0,0.0,-1,-1.0,-1.00,-1.0,-1.0,79.2,0,0,0.00,-1.00,-1.00,0,0,,JoneJu00
,League Average,,,,,,,,,51.3,,,4.0,,5.7,,6.5,4.71,12.7,57.2,61.2,,,8.89,5.18,3.55,,,,-9999
