Rk,Player,Age,Team,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,Sk%,NY/A,ANY/A,4QC,GWD,Awards,Player-additional
21,Tommy Wade,23,PIT,QB,4,2,0-2-0,33,66,50.0,463,2,3.0,13,19.7,49,7.0,-1.24,14.0,115.8,43.5,17,168,20.48,3.55,-3.01,0,0,,WadeTo00
22,George Mira,23,SFO,QB,10,1,0-1-0,28,58,48.3,460,4,6.9,3,5.2,46,7.9,6.98,16.4,46.0,76.8,5,45,7.94,6.59,5.71,0,0,,MiraGe00
23,George Izo,28,DET,QB,6,3,2-1-0,24,59,40.7,357,2,3.4,6,10.2,61,6.1,2.15,14.9,59.5,32.9,3,29,4.84,5.29,1.58,0,1,,IzoxGe00
24,Zeke Bratkowski,34,GNB,QB,6,0,,21,48,43.8,348,3,6.3,4,8.3,80,7.3,4.75,16.6,58.0,54.9,8,79,14.29,4.80,2.66,1,2,,BratZe00
25,Ron Vander Kelen,26,MIN,QB,4,0,,18,40,45.0,252,2,5.0,0,0.0,38,6.3,7.30,14.0,63.0,82.5,7,65,14.89,3.98,4.83,0,0,,VandRo00
26,Billy Wade,35,CHI,QB,5,2,0-2-0,20,41,48.8,204,0,0.0,2,4.9,29,5.0,2.78,10.2,40.8,43.1,5,40,10.87,3.57,1.61,0,0,,WadeBi00
27,Ed Brown,37,2TM,QB,14,0,,10,23,43.5,204,1,4.3,5,21.7,68,8.9,-0.04,20.4,14.6,50.2,6,50,20.69,5.31,-1.76,1,1,,BrowEd01
27,Ed Brown,37,PIT,QB,13,0,,7,18,38.9,123,0,0.0,5,27.8,39,6.8,-5.67,17.6,9.5,23.4,3,26,14.29,4.62,-6.10,0,0,,BrowEd01
27,Ed Brown,37,BAL,QB,1,0,,3,5,60.0,81,1,20.0,0,0.0,68,16.2,20.20,27.0,81.0,143.7,3,24,37.50,7.13,9.63,1,1,,BrowEd01
28,Gary Wood,23,NYG,QB,9,0,,15,36,41.7,190,1,2.8,2,5.6,28,5.3,3.33,12.7,21.1,44.9,4,41,10.00,3.73,1.98,0,0,,WoodGa00
29,Jack Concannon,22,PHI,QB,3,0,,12,29,41.4,176,1,3.4,3,10.3,34,6.1,2.10,14.7,58.7,33.8,3,42,9.38,4.19,0.59,0,0,,ConcJa00
30,Craig Morton,22,DAL,QB,4,1,0-1-0,17,34,50.0,173,2,5.9,4,11.8,49,5.1,0.97,10.2,43.3,45.0,10,68,22.73,2.39,-0.80,0,0,,MortCr00
31,Jerry Rhome,23,DAL,QB,11,2,0-2-0,9,21,42.9,157,1,4.8,1,4.8,82,7.5,6.29,17.4,14.3,65.0,7,44,25.00,4.04,3.14,0,0,,RhomJe00
32,Ronnie Bull,25,CHI,FB,13,10,,2,3,66.7,63,0,0.0,0,0.0,54,21.0,21.00,31.5,4.8,109.7,0,0,0.00,21.00,21.00,0,0,,BullRo00
33,Earl Gros,25,PHI,FB,14,14,,1,2,50.0,63,1,50.0,0,0.0,63,31.5,41.50,63.0,4.5,135.4,0,0,0.00,31.50,41.50,0,0,,GrosEa00
34,John David Crow,30,SFO,HB,14,13,,2,4,50.0,61,1,25.0,1,25.0,45,15.3,9.00,30.5,4.4,95.8,0,0,0.00,15.25,9.00,0,0,PBAP CPoY-3,CrowJo00
35,Jon Arnett,30,CHI,HB,14,2,,1,2,50.0,59,1,50.0,0,0.0,59,29.5,39.50,59.0,4.2,135.4,0,0,0.00,29.50,39.50,0,0,,ArneJo00
36,Gale Sayers,22,CHI,HB,14,12,,2,3,66.7,53,1,33.3,1,33.3,27,17.7,9.33,26.5,3.8,109.7,0,0,0.00,17.67,9.33,0,0,PBAP-1AP MVP-4,SayeGa00
37,Elijah Pitts,27,GNB,HB,14,2,,1,2,50.0,51,0,0.0,0,0.0,51,25.5,25.50,51.0,3.6,95.8,0,0,0.00,25.50,25.50,0,0,,PittEl00
38,Steve Thurlow,23,NYG,HB,14,11,,1,1,100.0,49,0,0.0,0,0.0,49,49.0,49.00,49.0,3.5,118.7,0,0,0.00,49.00,49.00,0,0,,ThurSt00
39,Terry Nofsinger,27,STL,QB,1,0,,8,20,40.0,47,1,5.0,1,5.0,12,2.4,1.10,5.9,47.0,43.7,2,23,9.09,1.09,-0.05,0,0,,NofsTe00
40,Charley Taylor,24,WAS,HB,13,13,,1,4,25.0,45,1,25.0,0,0.0,45,11.3,16.25,45.0,3.5,113.5,0,0,0.00,11.25,16.25,0,0,PB,TaylCh00
41,Jim Brown,29,CLE,FB,14,14,,1,2,50.0,39,1,50.0,0,0.0,39,19.5,29.50,39.0,2.8,135.4,0,0,0.00,19.50,29.50,0,0,PBAP-1AP MVP-1,BrowJi00
42,Dan Lewis,29,WAS,FB,13,10,,1,2,50.0,26,1,50.0,0,0.0,26,13.0,23.00,26.0,2.0,135.4,0,0,0.00,13.00,23.00,0,0,,LewiDa02
43,Tom Moore,27,GNB,HB,13,4,,2,2,100.0,22,0,0.0,0,0.0,13,11.0,11.00,11.0,1.7,112.5,0,0,0.00,11.00,11.00,0,0,,MoorTo00
44,Paul Hornung,30,GNB,HB,12,8,,1,2,50.0,19,0,0.0,1,50.0,19,9.5,-13.00,19.0,1.6,43.7,1,13,33.33,2.00,-13.00,0,0,,HornPa00
45,Tom Matte,26,BAL,RB,14,3,1-0-0,1,7,14.3,19,0,0.0,1,14.3,19,2.7,-3.71,19.0,1.4,0.0,1,7,12.50,1.50,-4.13,0,0,,MattTo00
46,Tom Myers,22,DET,QB,1,0,,3,5,60.0,16,0,0.0,1,20.0,8,3.2,-5.80,5.3,16.0,25.8,1,7,16.67,1.50,-6.00,0,0,,MyerTo00
47,Les Josephson,23,RAM,HB,13,7,,1,2,50.0,15,1,50.0,0,0.0,15,7.5,17.50,15.0,1.2,114.6,0,0,0.00,7.50,17.50,0,0,,JoseLe00
48,Terry Baker,24,RAM,RB,9,3,,1,1,100.0,14,0,0.0,0,0.0,14,14.0,14.00,14.0,1.6,118.7,1,3,50.00,5.50,5.50,0,0,,BakeTe00
49,Dennis Claridge,24,GNB,QB,1,0,,1,1,100.0,13,0,0.0,0,0.0,13,13.0,13.00,13.0,13.0,118.7,0,0,0.00,13.00,13.00,0,0,,ClarDe02
50,Dan Reeves,21,DAL,HB,13,6,,1,2,50.0,11,0,0.0,0,0.0,11,5.5,5.50,11.0,0.8,66.7,0,0,0.00,5.50,5.50,0,0,,ReevDa00
51,Ben Wilson,26,RAM,FB,14,7,,1,1,100.0,8,0,0.0,0,0.0,8,8.0,8.00,8.0,0.6,100.0,0,0,0.00,8.00,8.00,0,0,,WilsBe00
52,Bob Berry,23,MIN,QB,2,0,,0,2,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,BerrBo00
53,Timmy Brown,28,PHI,HB,13,13,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,PBAP-2,BrowTi01
54,Bobby Felts,23,DET,HB,7,0,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,FeltBo00
55,Tucker Frederickson,22,NYG,FB,13,10,,0,1,0.0,0,0,0.0,1,100.0,,0.0,-45.00,,0.0,0.0,0,0,0.00,0.00,-45.00,0,0,PB,FredTu00
56,Prentice Gautt,27,STL,HB,7,2,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,GautPr00
57,Lou Groza,41,CLE,K,14,0,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,GrozLo20
58,Ernie Koy,23,NYG,FL,13,5,,0,2,0.0,0,0,0.0,1,50.0,,0.0,-22.50,,0.0,0.0,0,0,0.00,0.00,-22.50,0,0,,KoyxEr00
59,Amos Marsh,26,DET,HB,13,7,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,AP CPoY-5,MarsAm00
60,Tommy Mason,26,MIN,HB,10,9,,0,1,0.0,0,0,0.0,1,100.0,,0.0,-45.00,,0.0,0.0,0,0,0.00,0.00,-45.00,0,0,,MasoTo00
61,Eddie Meador,28,RAM,FS,14,13,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,PB,MeadEd00
62,Ray Poage,25,PHI,LE,13,13,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,PoagRa00
63,Ken Willard,22,SFO,FB,14,14,,0,1,0.0,0,0,0.0,1,100.0,,0.0,-45.00,,0.0,0.0,0,0,0.00,0.00,-45.00,0,0,PBAP-2AP MVP-4,WillKe02
,League Average,,,,,,,,,51.3,,,5.7,,5.1,,7.5,6.29,14.5,61.0,73.5,,,8.80,6.08,5.01,,,,-9999
