Rk,Player,Age,Team,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,Sk%,NY/A,ANY/A,4QC,GWD,Awards,Player-additional
11,Tony Eason,25,NWE,QB,16,13,7-6-0,259,431,60.1,3228,23,5.3,8,1.9,166,45.7,76,7.5,7.72,12.5,201.8,93.4,59,409,12.04,5.75,5.96,4,4,,EasoTo00
12,Lynn Dickey,35,GNB,QB,15,15,7-8-0,237,401,59.1,3195,25,6.2,19,4.7,143,44.8,79,8.0,7.08,13.5,213.0,85.6,32,244,7.39,6.82,6.00,1,1,,DickLy00
13,Gary Danielson,33,DET,QB,15,14,3-10-1,252,410,61.5,3076,17,4.1,15,3.7,139,44.3,77,7.5,6.69,12.2,205.1,83.1,41,335,9.09,6.08,5.33,1,3,,DaniGa00
14,Ron Jaworski,33,PHI,QB,13,13,5-7-1,234,427,54.8,2754,16,3.7,14,3.3,127,39.0,90,6.4,5.72,11.8,211.8,73.5,34,270,7.38,5.39,4.72,2,2,,JawoRo00
15,John Elway,24,DEN,QB,15,14,12-2-0,214,380,56.3,2598,18,4.7,15,3.9,125,40.8,73,6.8,6.01,12.1,173.2,76.8,24,158,5.94,6.04,5.26,2,2,,ElwaJo00
16,Gary Hogeboom,26,DAL,QB,16,10,6-4-0,195,367,53.1,2366,7,1.9,14,3.8,120,39.2,68,6.4,5.11,12.1,147.9,63.7,26,211,6.62,5.48,4.24,1,2,,HogeGa00
17,Richard Todd,31,NOR,QB,15,14,6-8-0,161,312,51.6,2178,11,3.5,19,6.1,94,36.8,74,7.0,4.95,13.5,145.2,60.6,33,267,9.57,5.54,3.70,5,5,,ToddRi00
18,Steve Bartkowski,32,ATL,QB,11,11,3-8-0,181,269,67.3,2158,11,4.1,10,3.7,92,46.3,61,8.0,7.17,11.9,196.2,89.7,40,300,12.94,6.01,5.27,1,1,,BartSt00
19,Marc Wilson,27,RAI,QB,16,10,6-4-0,153,282,54.3,2151,15,5.3,17,6.0,93,42.0,92,7.6,5.98,14.1,134.4,71.7,37,228,11.60,6.03,4.57,2,3,,WilsMa00
20,Mark Malone,26,PIT,QB,13,9,6-3-0,147,272,54.0,2137,16,5.9,17,6.3,104,42.4,61,7.9,6.22,14.5,164.4,73.4,25,211,8.42,6.48,4.99,1,2,,MaloMa00
21,Ken Anderson,35,CIN,QB,11,9,3-6-0,175,275,63.6,2107,10,3.6,12,4.4,104,49.5,80,7.7,6.43,12.0,191.5,81.0,24,191,8.03,6.41,5.27,0,0,,AndeKe00
22,Bill Kenney,29,KAN,QB,9,8,4-4-0,151,282,53.5,2098,15,5.3,10,3.5,92,43.3,65,7.4,6.91,13.9,233.1,80.7,18,163,6.00,6.45,5.95,1,1,,KennBi00
23,Jeff Kemp,25,RAM,QB,14,13,9-4-0,143,284,50.4,2021,13,4.6,7,2.5,82,38.0,63,7.1,6.92,14.1,144.4,78.7,24,190,7.79,5.94,5.77,2,3,,KempJe00
24,Joe Ferguson,34,BUF,QB,12,11,1-10-0,191,344,55.5,1991,12,3.5,17,4.9,94,37.5,68,5.8,4.26,10.4,165.9,63.5,35,357,9.23,4.31,2.93,0,0,,FergJo00
25,Pat Ryan,29,NYJ,QB,16,11,6-5-0,156,285,54.7,1939,14,4.9,14,4.9,104,42.5,44,6.8,5.58,12.4,121.2,72.0,30,214,9.52,5.48,4.37,1,1,,RyanPa00
26,Todd Blackledge,23,KAN,QB,11,8,4-4-0,147,294,50.0,1707,6,2.0,11,3.7,82,38.3,46,5.8,4.53,11.6,155.2,59.2,14,136,4.55,5.10,3.88,1,1,,BlacTo00
27,Tommy Kramer,29,MIN,QB,9,9,2-7-0,124,236,52.5,1678,9,3.8,10,4.2,76,38.8,70,7.1,5.97,13.5,186.4,70.6,24,145,9.23,5.90,4.86,0,0,,KramTo00
28,Danny White,32,DAL,QB,14,6,3-3-0,126,233,54.1,1580,11,4.7,11,4.7,81,40.4,66,6.8,5.60,12.5,112.9,71.5,22,178,8.63,5.50,4.42,1,2,,WhitDa01
29,Jim Plunkett,37,RAI,QB,8,6,5-1-0,108,198,54.5,1473,6,3.0,10,5.1,66,45.5,73,7.4,5.77,13.6,184.1,67.6,13,103,6.16,6.49,4.93,2,2,,PlunJi00
30,Mike Pagel,24,IND,QB,11,9,3-6-0,114,212,53.8,1426,8,3.8,8,3.8,73,42.5,54,6.7,5.78,12.5,129.6,71.8,28,201,11.67,5.10,4.27,1,2,,PageMi00
31,Ken O'Brien,24,NYJ,QB,10,5,1-4-0,116,203,57.1,1402,6,3.0,7,3.4,72,44.4,49,6.9,5.95,12.1,140.2,74.0,22,168,9.78,5.48,4.62,1,1,,OBriKe00
32,David Woodley,26,PIT,QB,7,7,3-4-0,85,156,54.5,1273,8,5.1,7,4.5,56,42.8,80,8.2,7.17,15.0,181.9,79.9,10,67,6.02,7.27,6.33,0,0,,WoodDa00
33,Mike Moroski,27,ATL,QB,16,5,1-4-0,102,191,53.4,1207,2,1.0,9,4.7,48,36.5,48,6.3,4.41,11.8,75.4,56.8,20,151,9.48,5.00,3.27,0,0,,MoroMi00
34,Ed Luther,27,SDG,QB,15,3,1-2-0,83,151,55.0,1163,5,3.3,3,2.0,50,41.8,88,7.7,7.47,14.0,77.5,82.7,7,57,4.43,7.00,6.78,1,1,,LuthEd00
35,Jim McMahon,25,CHI,QB,9,9,7-2-0,85,143,59.4,1146,8,5.6,2,1.4,48,44.4,61,8.0,8.50,13.5,127.3,97.8,10,48,6.54,7.18,7.63,0,0,,McMaJi00
36,Joe Pisarcik,32,PHI,QB,7,3,1-2-0,96,176,54.5,1036,3,1.7,3,1.7,49,35.3,40,5.9,5.46,10.8,148.0,70.6,25,183,12.44,4.24,3.87,0,0,,PisaJo00
37,Wade Wilson,25,MIN,QB,8,5,1-4-0,102,195,52.3,1019,5,2.6,11,5.6,49,37.7,38,5.2,3.20,10.0,127.4,52.5,20,159,9.30,4.00,2.16,0,1,,WilsWa00
38,Turk Schonert,27,CIN,QB,8,3,2-1-0,78,117,66.7,945,4,3.4,7,6.0,45,47.4,57,8.1,6.07,12.1,118.1,77.8,16,115,12.03,6.24,4.47,1,2,,SchoTu00
39,Joe Dufek,23,BUF,QB,5,5,1-4-0,74,150,49.3,829,4,2.7,8,5.3,38,35.6,64,5.5,3.66,11.2,165.8,52.9,10,86,6.25,4.64,2.89,0,0,,DufeJo00
40,Art Schlichter,24,IND,QB,9,5,0-5-0,62,140,44.3,702,3,2.1,7,5.0,28,26.4,54,5.0,3.19,11.3,78.0,46.2,23,170,14.11,3.26,1.70,0,0,,SchlAr00
41,Dave Wilson,25,NOR,QB,5,2,1-1-0,51,93,54.8,647,7,7.5,4,4.3,27,44.0,54,7.0,6.53,12.7,129.4,83.9,7,54,7.00,5.93,5.53,0,0,,WilsDa00
42,Steve Fuller,27,CHI,QB,6,4,2-2-0,53,78,67.9,595,3,3.8,0,0.0,26,45.9,31,7.6,8.40,11.2,99.2,103.3,7,41,8.24,6.52,7.22,1,1,,FullSt00
43,Archie Manning,35,MIN,QB,6,2,0-2-0,52,94,55.3,545,2,2.1,3,3.2,25,36.6,56,5.8,4.79,10.5,90.8,66.1,18,153,16.07,3.50,2.65,0,0,,MannAr00
44,Boomer Esiason,23,CIN,QB,10,4,3-1-0,51,102,50.0,530,3,2.9,3,2.9,28,39.3,36,5.2,4.46,10.4,53.0,62.9,5,52,4.67,4.47,3.77,1,1,,EsiaBo00
45,Matt Cavanaugh,28,SFO,QB,8,1,1-0-0,33,61,54.1,449,4,6.6,0,0.0,21,39.4,51,7.4,8.67,13.6,56.1,99.7,5,40,7.58,6.20,7.41,1,1,,CavaMa00
46,Steve Grogan,31,NWE,QB,3,3,2-1-0,32,68,47.1,444,3,4.4,6,8.8,19,37.3,65,6.5,3.44,13.9,148.0,46.4,7,45,9.33,5.32,2.52,0,0,,GrogSt00
47,Gary Kubiak,23,DEN,QB,7,2,1-1-0,44,75,58.7,440,4,5.3,1,1.3,23,40.0,41,5.9,6.33,10.0,62.9,87.6,10,86,11.76,4.16,4.58,2,2,,KubiGa00
48,Matt Kofler,25,BUF,QB,16,0,,33,93,35.5,432,2,2.2,5,5.4,17,26.9,70,4.6,2.66,13.1,27.0,35.8,15,111,13.89,2.97,1.26,0,0,,KoflMa00
49,Rusty Lisch,28,CHI,QB,7,1,0-1-0,43,85,50.6,413,0,0.0,6,7.1,22,31.6,23,4.9,1.68,9.6,59.0,35.1,13,91,13.27,3.29,0.53,0,0,,LiscRu00
50,Mark Herrmann,25,IND,QB,3,2,1-1-0,29,56,51.8,352,1,1.8,6,10.7,13,30.2,74,6.3,1.82,12.1,117.3,37.8,7,65,11.11,4.56,0.59,0,0,,HerrMa00
51,Ken Stabler,39,NOR,QB,3,0,,33,70,47.1,339,2,2.9,5,7.1,17,33.3,29,4.8,2.20,10.3,113.0,41.3,5,40,6.67,3.99,1.52,0,0,,StabKe00
52,Jack Thompson,28,TAM,QB,5,3,1-2-0,25,52,48.1,337,2,3.8,5,9.6,17,30.6,74,6.5,2.92,13.5,67.4,42.4,10,54,16.13,4.56,1.58,0,0,,ThomJa00
53,Vince Ferragamo,30,RAM,QB,3,3,1-2-0,29,66,43.9,317,2,3.0,8,12.1,15,28.8,68,4.8,-0.05,10.9,105.7,29.2,7,42,9.59,3.77,-0.62,1,1,,FerrVi00
54,Randy Wright,23,GNB,QB,8,1,1-0-0,27,62,43.5,310,2,3.2,6,9.7,15,30.3,56,5.0,1.29,11.5,38.8,30.4,4,17,6.06,4.44,0.95,0,0,,WrigRa00
55,Bob Avellini,31,CHI,QB,4,1,0-1-0,30,53,56.6,288,0,0.0,3,5.7,10,27.6,50,5.4,2.89,9.6,72.0,48.3,5,43,8.62,4.22,1.90,1,1,,AvelBo00
56,Oliver Luck,24,HOU,QB,4,0,,22,36,61.1,256,2,5.6,1,2.8,10,47.4,37,7.1,6.97,11.6,64.0,89.6,2,11,5.26,6.45,6.32,0,0,,LuckOl00
57,Eric Hipple,27,DET,QB,8,1,1-0-0,16,38,42.1,246,1,2.6,1,2.6,12,28.9,40,6.5,5.82,15.4,30.8,62.0,7,62,15.56,4.09,3.53,0,0,,HippEr00
58,Rich Campbell,26,GNB,QB,3,0,,16,38,42.1,218,3,7.9,5,13.2,9,30.2,43,5.7,1.39,13.6,72.7,47.8,5,46,11.63,4.00,0.16,1,1,,CampRi00
59,John Witkowski,22,DET,QB,3,1,0-1-0,13,34,38.2,210,0,0.0,0,0.0,7,20.0,39,6.2,6.18,16.2,70.0,59.7,11,74,24.44,3.02,3.02,0,0,,WitkJo00
60,Greg Landry,38,CHI,QB,1,1,1-0-0,11,20,55.0,199,1,5.0,3,15.0,7,35.0,55,10.0,4.20,18.1,199.0,66.5,0,0,0.00,9.95,4.20,0,0,,LandGr00
61,Mike Machurek,24,DET,QB,4,0,,14,43,32.6,193,0,0.0,6,14.0,8,29.5,48,4.5,-1.79,13.8,48.3,8.3,1,12,2.27,4.11,-2.02,0,0,,MachMi00
62,David Archer,22,ATL,QB,2,0,,11,18,61.1,181,1,5.6,1,5.6,11,48.0,34,10.1,8.67,16.5,90.5,90.3,7,45,28.00,5.44,4.44,0,0,,ArchDa00
63,Scott Campbell,22,PIT,QB,5,0,,8,15,53.3,109,1,6.7,1,6.7,6,46.7,25,7.3,5.60,13.6,21.8,71.2,0,0,0.00,7.27,5.60,0,0,,CampSc00
64,Alfred Anderson,23,MIN,FB,16,14,,3,7,42.9,95,2,28.6,1,14.3,3,33.3,43,13.6,12.86,31.7,5.9,89.9,2,8,22.22,9.67,9.11,0,0,,AndeAl00
65,Jim Zorn,31,SEA,QB,16,0,,7,17,41.2,80,0,0.0,2,11.8,4,38.9,21,4.7,-0.59,11.4,5.0,16.4,1,8,5.56,4.00,-1.00,0,0,,ZornJi00
66,Pat McInally,31,CIN,P,16,0,,2,2,100.0,77,0,0.0,0,0.0,2,100.0,43,38.5,38.50,38.5,4.8,118.7,0,0,0.00,38.50,38.50,0,0,,McInPa00
67,Sandy Osiecki,24,KAN,QB,4,0,,7,17,41.2,64,0,0.0,1,5.9,3,33.3,19,3.8,1.12,9.1,16.0,27.6,1,2,5.56,3.44,0.94,0,0,,OsieSa20
68,Curtis Dickey,28,IND,RB,10,9,,1,1,100.0,63,1,100.0,0,0.0,1,100.0,63,63.0,83.00,63.0,6.3,158.3,0,0,0.00,63.00,83.00,0,0,,DickCu00
69,James Jones,23,DET,FB,16,16,,3,5,60.0,62,1,20.0,0,0.0,3,50.0,27,12.4,16.40,20.7,3.9,143.3,1,3,16.67,9.83,13.17,0,0,,JoneJa00
70,Scott Stankavage,22,DEN,QB,1,0,,4,18,22.2,58,0,0.0,1,5.6,4,21.1,16,3.2,0.72,14.5,58.0,17.4,1,13,5.26,2.37,0.00,0,0,,StanSc00
71,David Humm,32,RAI,QB,3,0,,4,7,57.1,56,0,0.0,1,14.3,2,20.0,21,8.0,1.57,14.0,18.7,43.5,3,27,30.00,2.90,-1.60,0,0,,HummDa00
72,Mike Renfro,29,DAL,WR,16,11,,1,2,50.0,49,1,50.0,0,0.0,1,50.0,49,24.5,34.50,49.0,3.1,135.4,0,0,0.00,24.50,34.50,0,0,,RenfMi00
73,Walter Payton,31,CHI,RB,16,16,,3,8,37.5,47,2,25.0,1,12.5,3,37.5,42,5.9,5.25,15.7,2.9,57.8,0,0,0.00,5.88,5.25,0,0,PBAP-1AP MVP-3,PaytWa00
74,Steve Dils,29,RAM,QB,7,0,,4,7,57.1,44,1,14.3,1,14.3,3,50.0,14,6.3,2.71,11.0,6.3,75.9,1,8,12.50,4.50,1.38,0,0,,DilsSt00
75,Marcus Allen,24,RAI,RB,16,16,,1,4,25.0,38,0,0.0,0,0.0,1,20.0,38,9.5,9.50,38.0,2.4,66.7,1,2,20.00,7.20,7.20,0,0,PBAP-2,AlleMa00
76,Jim Jensen,26,MIA,WR,16,2,,1,1,100.0,35,1,100.0,0,0.0,1,100.0,35,35.0,55.00,35.0,2.2,158.3,0,0,0.00,35.00,55.00,0,0,,JensJi00
77,Hokie Gajan,25,NOR,FB,14,14,,1,1,100.0,34,1,100.0,0,0.0,1,100.0,34,34.0,54.00,34.0,2.4,158.3,0,0,0.00,34.00,54.00,0,0,,GajaHo00
78,Dean May,22,PHI,QB,2,0,,1,1,100.0,33,0,0.0,0,0.0,1,100.0,33,33.0,33.00,33.0,16.5,118.7,0,0,0.00,33.00,33.00,0,0,,MayxDe20
79,Don Strock,34,MIA,QB,16,0,,4,6,66.7,27,0,0.0,0,0.0,2,33.3,12,4.5,4.50,6.8,1.7,76.4,0,0,0.00,4.50,4.50,0,0,,StroDo00
80,Jim Hart,40,WAS,QB,2,0,,3,7,42.9,26,0,0.0,0,0.0,1,14.3,13,3.7,3.71,8.7,13.0,53.3,0,0,0.00,3.71,3.71,0,0,,HartJi00
81,Pete Holohan,25,SDG,TE,15,4,,1,2,50.0,25,1,50.0,0,0.0,1,50.0,25,12.5,22.50,25.0,1.7,135.4,0,0,0.00,12.50,22.50,0,0,,HoloPe00
82,Stump Mitchell,25,STL,RB,16,1,,1,1,100.0,20,0,0.0,0,0.0,1,100.0,20,20.0,20.00,20.0,1.3,118.7,0,0,0.00,20.00,20.00,0,0,,MitcSt00
83,Gerald Willhite,25,DEN,RB,16,1,,1,2,50.0,20,0,0.0,0,0.0,1,50.0,20,10.0,10.00,20.0,1.3,85.4,0,0,0.00,10.00,10.00,0,0,,WillGe00
84,Gerry Ellis,27,GNB,RB/FB,16,16,,1,4,25.0,17,0,0.0,0,0.0,1,20.0,17,4.3,4.25,17.0,1.1,44.8,1,3,20.00,2.80,2.80,0,0,,ElliGe00
85,Steve Cox,26,CLE,P,16,0,,1,1,100.0,16,0,0.0,0,0.0,1,100.0,16,16.0,16.00,16.0,1.0,118.7,0,0,0.00,16.00,16.00,0,0,,coxxxste01
86,Larry Moriarty,26,HOU,RB,14,9,,1,1,100.0,16,0,0.0,0,0.0,1,100.0,16,16.0,16.00,16.0,1.1,118.7,0,0,0.00,16.00,16.00,0,0,,MoriLa00
87,James Wilder,26,TAM,RB,16,16,,1,1,100.0,16,1,100.0,0,0.0,1,100.0,16,16.0,36.00,16.0,1.0,158.3,0,0,0.00,16.00,36.00,0,0,PBAP-2,WildJa00
88,Tony Galbreath,30,NYG,RB,16,0,,1,1,100.0,13,0,0.0,0,0.0,1,100.0,13,13.0,13.00,13.0,0.8,118.7,0,0,0.00,13.00,13.00,0,0,,GalbTo00
89,Mike Kerrigan,24,NWE,QB,1,0,,1,1,100.0,13,0,0.0,0,0.0,1,100.0,13,13.0,13.00,13.0,13.0,118.7,0,0,0.00,13.00,13.00,0,0,,KerrMi00
90,Jeff Rutledge,27,NYG,QB,16,0,,1,1,100.0,9,0,0.0,0,0.0,0,,9,9.0,9.00,9.0,0.6,104.2,0,0,0.00,9.00,9.00,0,0,,RutlJe00
91,Brian Baschnagel,30,CHI,WR,16,1,,1,2,50.0,7,0,0.0,0,0.0,0,,7,3.5,3.50,7.0,0.4,58.3,0,0,0.00,3.50,3.50,0,0,,BascBr00
92,Tom Flick,26,CLE,QB,1,0,,1,1,100.0,2,0,0.0,0,0.0,0,,2,2.0,2.00,2.0,2.0,79.2,2,13,66.67,-3.67,-3.67,0,0,,FlicTo00
93,Dwight Clark,27,SFO,WR,16,14,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,ClarDw00
94,Mark Clayton,23,MIA,WR,15,15,,0,1,0.0,0,0,0.0,1,100.0,0,,,0.0,-45.00,,0.0,0.0,1,8,50.00,-4.00,-26.50,0,0,PBAP-2,ClayMa00
95,Greg Coleman,30,MIN,P,16,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,ColeGr20
96,Eric Dickerson,24,RAM,RB,16,16,,0,1,0.0,0,0,0.0,1,100.0,0,,,0.0,-45.00,,0.0,0.0,0,0,0.00,0.00,-45.00,0,0,PBAP-1AP MVP-2AP OPoY-2,DickEr00
97,Tony Dorsett,30,DAL,RB,16,16,,0,1,0.0,0,0,0.0,1,100.0,0,,,0.0,-45.00,,0.0,0.0,0,0,0.00,0.00,-45.00,0,0,,DorsTo00
98,Frank Garcia,27,TAM,P,16,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,GarcFr20
99,Derrick Harmon,21,SFO,RB,16,0,,0,2,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,HarmDe00
100,Lionel James,22,SDG,RB,16,2,,0,2,0.0,0,0,0.0,1,50.0,0,,,0.0,-22.50,,0.0,0.0,0,0,0.00,0.00,-22.50,0,0,,JameLi00
101,Ken Jenkins,25,DET,RB,14,3,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,JenkKe00
102,Rick McIvor,24,STL,QB,4,0,,0,4,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,McIvRi20
103,Wilbert Montgomery,30,PHI,RB,16,15,,0,2,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,1,10,33.33,-3.33,-3.33,0,0,,MontWi00
104,Alvin Moore,25,IND,RB,13,2,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,MoorAl00
105,Randall Morris,23,SEA,RB,10,2,,0,0,,0,0,,0,,0,,,,,,0.0,,1,6,100.00,-6.00,-6.00,0,0,,MorrRa00
106,Mike Mosley,26,BUF,WR,4,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,MoslMi00
107,Benny Perrin,25,STL,FS,16,16,,1,1,100.0,0,0,0.0,0,0.0,0,,,0.0,0.00,0.0,0.0,79.2,0,0,0.00,0.00,0.00,0,0,,PerrBe20
108,Bucky Scribner,24,GNB,P,16,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,ScriBu20
109,Ron Springs,28,DAL,FB,16,12,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,SpriRo00
110,Rohn Stark,25,IND,P,16,0,,0,1,0.0,0,0,0.0,1,100.0,0,,,0.0,-45.00,,0.0,0.0,0,0,0.00,0.00,-45.00,0,0,,StarRo20
111,Matt Suhey,26,CHI,FB,16,16,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,1,9,50.00,-4.50,-4.50,0,0,,SuheMa00
112,Joe Washington,31,WAS,RB,7,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,WashJo00
,League Average,,,,,,,,,56.4,,,4.3,,4.1,,42.5,,7.1,6.16,12.7,81.4,76.1,,,8.40,5.90,5.00,,,,-9999
