Rk,Player,Age,Team,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,Sk%,NY/A,ANY/A,4QC,GWD,Awards,Player-additional
25,Joe Namath,27,NYJ,QB,5,5,1-4-0,90,179,50.3,1259,5,2.8,12,6.7,72,7.0,4.58,14.0,251.8,54.7,6,63,3.24,6.46,4.09,0,0,,NamaJo00
26,Edd Hargett,23,NOR,QB,10,4,0-3-1,78,175,44.6,1133,5,2.9,5,2.9,49,6.5,5.76,14.5,113.3,63.8,9,77,4.89,5.74,5.06,0,0,,HargEd00
27,Joe Kapp,32,BOS,QB,11,10,1-9-0,98,219,44.7,1104,3,1.4,17,7.8,48,5.0,1.82,11.3,100.4,32.6,27,231,10.98,3.55,0.68,0,0,,KappJo00
28,Greg Landry,24,DET,QB,12,6,5-1-0,83,136,61.0,1072,9,6.6,5,3.7,58,7.9,7.55,12.9,89.3,92.5,26,198,16.05,5.40,5.12,0,1,,LandGr00
29,Bill Munson,29,DET,QB,8,8,5-3-0,84,158,53.2,1049,10,6.3,7,4.4,56,6.6,5.91,12.5,131.1,76.7,10,66,5.95,5.85,5.17,1,1,,MunsBi00
30,Jerry Rhome,28,HOU,QB,13,4,0-3-1,88,168,52.4,1031,5,3.0,8,4.8,87,6.1,4.59,11.7,79.3,61.4,10,85,5.62,5.31,3.85,0,0,,RhomJe00
31,Mike Taliaferro,29,BOS,QB,11,4,1-3-0,78,173,45.1,871,4,2.3,11,6.4,45,5.0,2.64,11.2,79.2,41.8,15,158,7.98,3.79,1.59,0,0,,TaliMi00
32,Terry Hanratty,22,PIT,QB,13,6,2-4-0,64,163,39.3,842,5,3.1,8,4.9,72,5.2,3.57,13.2,64.8,46.1,3,33,1.81,4.87,3.31,1,1,,HanrTe00
33,Earl Morrall,36,BAL,QB,14,1,1-0-0,51,93,54.8,792,9,9.7,4,4.3,44,8.5,8.52,15.5,56.6,97.6,14,131,13.08,6.18,6.18,0,0,,MorrEa00
34,Bob Lee,24,MIN,QB,6,2,2-0-0,40,79,50.6,610,5,6.3,5,6.3,52,7.7,6.14,15.3,101.7,71.2,6,36,7.06,6.75,5.28,0,0,,LeexBo00
35,Roger Staubach,28,DAL,QB,8,3,2-1-0,44,82,53.7,542,2,2.4,8,9.8,43,6.6,2.71,12.3,67.8,42.9,19,130,18.81,4.08,0.91,0,0,,StauRo00
36,Steve Tensi,28,DEN,QB,7,2,0-2-0,38,80,47.5,539,3,3.8,8,10.0,42,6.7,2.99,14.2,77.0,42.7,6,35,6.98,5.86,2.37,0,0,,TensSt00
37,Mike Phipps,23,CLE,QB,14,1,0-1-0,29,60,48.3,529,1,1.7,5,8.3,53,8.8,5.40,18.2,37.8,49.9,7,86,10.45,6.61,3.55,0,0,,PhipMi00
38,Marty Domres,23,SDG,QB,8,2,1-1-0,28,55,50.9,491,2,3.6,4,7.3,80,8.9,6.38,17.5,61.4,63.5,13,93,19.12,5.85,3.79,1,0,,DomrMa00
39,George Blanda,43,OAK,QB,14,0,,29,55,52.7,461,6,10.9,5,9.1,44,8.4,6.47,15.9,32.9,79.4,4,37,6.78,7.19,5.41,2,2,AP MVP-2,BlanGe00
40,Randy Johnson,26,ATL,QB,4,2,1-1-0,40,72,55.6,443,2,2.8,8,11.1,34,6.2,1.71,11.1,110.8,43.7,16,148,18.18,3.35,-0.28,0,0,,JohnRa00
41,Don Horn,25,GNB,QB,7,1,0-1-0,28,76,36.8,428,2,2.6,10,13.2,89,5.6,0.24,15.3,61.1,25.4,6,59,7.32,4.50,-0.50,1,1,,HornDo00
42,Alan Pastrana,26,DEN,QB,5,3,0-2-1,29,75,38.7,420,1,1.3,9,12.0,58,5.6,0.47,14.5,84.0,22.5,8,60,9.64,4.34,-0.30,1,0,,PastCh00
43,Sam Wyche,25,CIN,QB,14,3,1-2-0,26,57,45.6,411,3,5.3,2,3.5,51,7.2,6.68,15.8,29.4,73.1,10,73,14.93,5.04,4.60,0,0,,WychSa00
44,James Harris,23,BUF,QB,7,0,,24,50,48.0,338,3,6.0,4,8.0,32,6.8,4.36,14.1,48.3,56.9,7,63,12.28,4.82,2.72,0,0,,HarrJa01
45,Rick Arrington,23,PHI,QB,6,1,0-1-0,37,73,50.7,328,1,1.4,3,4.1,23,4.5,2.92,8.9,54.7,50.5,2,19,2.67,4.12,2.59,0,0,,ArriRi00
46,John Stofa,28,MIA,QB,8,0,,16,53,30.2,240,3,5.7,2,3.8,52,4.5,3.96,15.0,30.0,49.3,5,45,8.62,3.36,2.84,0,0,,StofJo00
47,Bobby Douglass,23,CHI,QB,3,1,1-0-0,12,30,40.0,218,4,13.3,3,10.0,53,7.3,5.43,18.2,72.7,65.7,7,46,18.92,4.65,3.16,0,0,,DougBo00
48,Mike Livingston,25,KAN,QB,4,2,2-0-0,11,22,50.0,122,0,0.0,1,4.5,31,5.5,3.50,11.1,30.5,47.9,4,42,15.38,3.08,1.35,0,0,,LiviMi00
49,Pete Beathard,28,STL,QB,4,0,,7,17,41.2,114,2,11.8,1,5.9,58,6.7,6.41,16.3,28.5,79.0,0,0,0.00,6.71,6.41,0,0,,BeatPe00
50,Dick Shiner,28,NYG,QB,14,0,,9,12,75.0,87,0,0.0,0,0.0,26,7.3,7.25,9.7,6.2,94.8,1,9,7.69,6.00,6.00,0,0,,ShinDi00
51,Bob Naponic,23,HOU,QB,2,0,,6,20,30.0,85,0,0.0,2,10.0,21,4.3,-0.25,14.2,42.5,5.2,8,53,28.57,1.14,-2.07,0,0,,NapoBo00
52,Sam Havrilak,23,BAL,RB,13,1,,2,2,100.0,82,0,0.0,0,0.0,54,41.0,41.00,41.0,6.3,118.7,0,0,0.00,41.00,41.00,0,0,,HavrSa00
53,Karl Sweetan,28,RAM,QB,6,0,,6,13,46.2,81,1,7.7,0,0.0,22,6.2,7.77,13.5,13.5,92.1,2,15,13.33,4.40,5.73,0,0,,SweeKa00
54,Dan Darragh,24,BUF,QB,3,2,0-2-0,11,29,37.9,71,0,0.0,2,6.9,19,2.4,-0.66,6.5,23.7,17.5,5,36,14.71,1.03,-1.62,0,0,,DarrDa00
55,Don Gault,24,CLE,QB,2,1,1-0-0,2,19,10.5,67,0,0.0,3,15.8,44,3.5,-3.58,33.5,33.5,2.2,1,5,5.00,3.10,-3.65,0,0,,GaulDo00
56,Bob Davis,25,NYJ,QB,1,0,,6,17,35.3,66,0,0.0,0,0.0,16,3.9,3.88,11.0,66.0,47.7,0,0,0.00,3.88,3.88,0,0,,DaviBo00
57,Rick Norton,27,GNB,QB,1,0,,3,5,60.0,64,1,20.0,0,0.0,29,12.8,16.80,21.3,64.0,143.7,2,16,28.57,6.86,9.71,0,0,,NortRi00
58,Bobby Anderson,23,DEN,RB,14,0,,4,7,57.1,59,0,0.0,0,0.0,25,8.4,8.43,14.8,4.2,84.8,1,5,12.50,6.75,6.75,0,0,,AndeBo00
59,Frank Patrick,23,GNB,QB,1,0,,6,14,42.9,59,0,0.0,1,7.1,16,4.2,1.00,9.8,59.0,25.6,6,55,30.00,0.20,-2.05,0,0,,PatrFr00
60,Lance Rentzel,27,DAL,WR,11,11,,1,1,100.0,58,1,100.0,0,0.0,58,58.0,78.00,58.0,5.3,158.3,0,0,0.00,58.00,78.00,0,0,,RentLa00
61,Ken Stabler,25,OAK,QB,3,0,,2,7,28.6,52,0,0.0,1,14.3,33,7.4,1.00,26.0,17.3,18.5,0,0,0.00,7.43,1.00,0,0,,StabKe00
62,Bill Cappleman,23,MIN,QB,1,0,,4,7,57.1,49,0,0.0,0,0.0,26,7.0,7.00,12.3,49.0,78.9,0,0,0.00,7.00,7.00,0,0,,CappBi00
63,Steve Spurrier,25,SFO,P,14,0,,3,4,75.0,49,1,25.0,0,0.0,26,12.3,17.25,16.3,3.5,155.2,0,0,0.00,12.25,17.25,0,0,,SpurSt00
64,Wayne Clark,23,SDG,QB,1,0,,1,2,50.0,48,0,0.0,0,0.0,48,24.0,24.00,48.0,48.0,95.8,0,0,0.00,24.00,24.00,0,0,,ClarWa00
65,Ronnie Bull,30,CHI,FB,12,5,,2,4,50.0,46,1,25.0,1,25.0,34,11.5,5.25,23.0,3.8,91.7,0,0,0.00,11.50,5.25,0,0,,BullRo00
66,Dick Hoak,31,PIT,RB,12,0,,2,2,100.0,40,1,50.0,0,0.0,27,20.0,30.00,20.0,3.3,158.3,0,0,0.00,20.00,30.00,0,0,,HoakDi00
67,Ed Podolak,23,KAN,RB,14,9,,2,2,100.0,40,0,0.0,0,0.0,24,20.0,20.00,20.0,2.9,118.7,0,0,0.00,20.00,20.00,0,0,,PodoEd00
68,Dave Lewis,25,CIN,QB,14,0,,3,4,75.0,39,0,0.0,0,0.0,18,9.8,9.75,13.0,2.8,105.2,0,0,0.00,9.75,9.75,0,0,AP-1,LewiDa22
69,Bobby Joe Green,34,CHI,P,14,0,,2,2,100.0,37,0,0.0,0,0.0,34,18.5,18.50,18.5,2.6,118.7,0,0,0.00,18.50,18.50,0,0,PB,GreeBo20
70,Bobby Duhon,24,NYG,RB,14,0,,2,2,100.0,28,0,0.0,0,0.0,15,14.0,14.00,14.0,2.0,118.7,0,0,0.00,14.00,14.00,0,0,,DuhoBo00
71,Les Josephson,28,RAM,FB,12,12,,1,1,100.0,25,0,0.0,0,0.0,25,25.0,25.00,25.0,2.1,118.7,1,1,50.00,12.00,12.00,0,0,,JoseLe00
72,Jim Kiick,24,MIA,RB,14,13,,1,1,100.0,25,0,0.0,0,0.0,25,25.0,25.00,25.0,1.8,118.7,0,0,0.00,25.00,25.00,0,0,,KiicJi00
73,Bobby Walden,32,PIT,P,13,0,,1,1,100.0,20,0,0.0,0,0.0,20,20.0,20.00,20.0,1.5,118.7,0,0,0.00,20.00,20.00,0,0,,WaldBo20
74,Dan Reeves,26,DAL,RB,14,1,,1,3,33.3,14,0,0.0,1,33.3,14,4.7,-10.33,14.0,1.0,9.7,0,0,0.00,4.67,-10.33,0,0,,ReevDa00
75,Harmon Wages,24,ATL,FB,13,11,,1,1,100.0,13,0,0.0,0,0.0,13,13.0,13.00,13.0,1.0,118.7,1,9,50.00,2.00,2.00,0,0,,WageHa00
76,Calvin Hill,23,DAL,RB,12,9,,1,4,25.0,12,0,0.0,0,0.0,12,3.0,3.00,12.0,1.0,39.6,0,0,0.00,3.00,3.00,0,0,,HillCa00
77,Gene Foster,28,SDG,RB,7,2,,1,3,33.3,9,0,0.0,0,0.0,9,3.0,3.00,9.0,1.3,42.4,1,8,25.00,0.25,0.25,0,0,,FostGe00
78,Frank Ryan,34,WAS,QB,1,0,,1,4,25.0,3,0,0.0,0,0.0,3,0.8,0.75,3.0,3.0,39.6,4,35,50.00,-4.00,-4.00,0,0,,RyanFr00
79,Steve O'Neal,24,NYJ,P,14,0,,1,1,100.0,2,0,0.0,0,0.0,2,2.0,2.00,2.0,0.1,79.2,0,0,0.00,2.00,2.00,0,0,,ONeaSt20
80,Donny Anderson,27,GNB,RB,14,14,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,AndeDo00
81,Gary Ballman,30,PHI,TE/WR,14,13,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,BallGa00
82,Eddie Bell,24,NYJ,WR,14,2,,0,1,0.0,0,0,0.0,1,100.0,,0.0,-45.00,,0.0,0.0,0,0,0.00,0.00,-45.00,0,0,,BellEd00
83,Lee Bouggess,22,PHI,RB,14,12,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,BougLe00
84,Mike Bragg,24,WAS,P,14,0,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,BragMi20
85,Pat Curran,25,RAM,TE,14,1,,0,2,0.0,0,0,0.0,1,50.0,,0.0,-22.50,,0.0,0.0,0,0,0.00,0.00,-22.50,0,0,,CurrPa00
86,Al Dodd,25,NOR,WR,14,14,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,DoddAl00
87,Mike Garrett,26,SDG,RB,9,2,,0,0,,0,0,,0,,,,,,0.0,,1,5,100.00,-5.00,-5.00,0,0,,GarrMi00
88,John Huarte,27,KAN,QB,1,0,,0,2,0.0,0,0,0.0,1,50.0,,0.0,-22.50,,0.0,0.0,0,0,0.00,0.00,-22.50,0,0,,HuarJo00
89,John Isenbarger,23,SFO,RB,13,0,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,IsenJo00
90,Jerry LeVias,24,HOU,WR,14,14,,0,1,0.0,0,0,0.0,1,100.0,,0.0,-45.00,,0.0,0.0,0,0,0.00,0.00,-45.00,0,0,,LeViJe00
91,Floyd Little,28,DEN,RB,14,14,,0,2,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,1,5,33.33,-1.67,-1.67,0,0,PB,LittFl00
92,Garry Lyle,25,CHI,DB,14,1,,0,0,,0,0,,0,,,,,,0.0,,1,4,100.00,-4.00,-4.00,0,0,,LyleGa20
93,Warren McVea,24,KAN,RB,14,2,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,McVeWa00
94,Kent Nix,26,CHI,QB,1,0,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,1,2,50.00,-1.00,-1.00,0,0,,NixxKe00
95,Steve Ramsey,22,NOR,QB,1,0,,0,2,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,RamsSt00
96,O.J. Simpson,23,BUF,RB,8,8,,0,2,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,SimpO.00
97,Larry Smith,23,RAM,RB,11,9,,0,2,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,SmitLa02
98,Pat Studstill,32,RAM,WR,14,0,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,StudPa00
99,Billy Van Heusen,24,DEN,WR,14,5,,0,1,0.0,0,0,0.0,0,0.0,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,VanHBi20
100,Fred Cox,32,MIN,K,14,0,,1,1,100.0,-1,0,0.0,0,0.0,-1,-1.0,-1.00,-1.0,-0.1,79.2,0,0,0.00,-1.00,-1.00,0,0,PB,CoxxFr20
,League Average,,,,,,,,,51.1,,,4.4,,5.2,,6.7,5.26,13.2,63.6,65.6,,,8.17,5.51,4.16,,,,-9999
