Rk,Player,Age,Team,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,Sk%,NY/A,ANY/A,4QC,GWD,Awards,Player-additional
38,Billy Joe Hobert,26,BUF,QB,2,0,,17,30,56.7,133,0,0.0,2,6.7,5,40.6,20,4.4,1.43,7.8,66.5,40.0,2,7,6.25,3.94,1.13,0,0,,HobeBi00
38,Billy Joe Hobert,26,NOR,QB,5,4,2-2-0,61,131,46.6,891,6,4.6,8,6.1,40,39.3,49,6.8,4.97,14.6,178.2,59.0,4,29,2.96,6.39,4.61,0,2,,HobeBi00
39,Dave Brown,27,NYG,QB,7,6,3-3-0,93,180,51.7,1023,5,2.8,3,1.7,47,35.8,62,5.7,5.49,11.0,146.1,71.1,13,67,6.74,4.95,4.77,0,0,,BrowDa00
40,Eric Zeier,25,BAL,QB,5,3,2-1-0,67,116,57.8,958,7,6.0,1,0.9,37,37.6,92,8.3,9.08,14.3,191.6,101.1,17,98,12.78,6.47,7.18,0,1,,ZeieEr00
41,Jeff Hostetler,36,WAS,QB,6,3,2-1-0,79,144,54.9,899,5,3.5,10,6.9,50,41.6,69,6.2,3.81,11.4,149.8,56.5,10,52,6.49,5.50,3.23,0,0,,HostJe00
42,Rodney Peete,31,PHI,QB,5,3,2-1-0,68,118,57.6,869,4,3.4,4,3.4,44,47.4,38,7.4,6.52,12.8,173.8,78.0,17,85,12.59,5.81,5.07,2,2,,PeetRo00
43,Glenn Foley,27,NYJ,QB,6,2,1-1-0,56,97,57.7,705,3,3.1,1,1.0,37,49.0,35,7.3,7.42,12.6,117.5,86.5,3,24,3.00,6.81,6.96,1,2,,FoleGl00
44,Alex Van Pelt,27,BUF,QB,6,3,1-2-0,60,124,48.4,684,2,1.6,10,8.1,31,32.0,39,5.5,2.21,11.4,114.0,37.2,4,33,3.13,5.09,1.88,0,1,,VanPAl00
45,Billy Joe Tolliver,31,2TM,QB,9,1,0-1-0,64,116,55.2,677,5,4.3,1,0.9,36,39.2,47,5.8,6.31,10.6,75.2,83.2,14,104,10.77,4.41,4.83,0,0,,TollBi00
45,Billy Joe Tolliver,31,ATL,QB,6,1,0-1-0,63,115,54.8,685,5,4.3,1,0.9,36,39.5,47,6.0,6.43,10.9,114.2,83.4,14,104,10.85,4.50,4.93,0,0,,TollBi00
45,Billy Joe Tolliver,31,KAN,QB,3,0,,1,1,100.0,-8,0,0.0,0,0.0,0,,-8,-8.0,-8.00,-8.0,-2.7,79.2,0,0,0.00,-8.00,-8.00,0,0,,TollBi00
46,Danny Wuerffel,23,NOR,QB,7,2,0-2-0,42,91,46.2,518,4,4.4,8,8.8,22,30.3,47,5.7,2.62,12.3,74.0,42.3,18,116,16.51,3.69,1.12,0,0,,WuerDa00
47,Randall Cunningham,34,MIN,QB,6,3,1-2-0,44,88,50.0,501,6,6.8,4,4.5,27,38.9,34,5.7,5.01,11.4,83.5,71.3,7,60,7.37,4.64,4.01,0,0,,CunnRa00
48,Jim Everett,34,SDG,QB,4,1,1-0-0,36,75,48.0,457,1,1.3,4,5.3,19,35.4,62,6.1,3.96,12.7,114.3,49.7,4,30,5.06,5.41,3.38,0,0,,EverJi00
49,Kelly Holcomb,24,IND,QB,5,1,0-1-0,45,73,61.6,454,1,1.4,8,11.0,20,42.9,41,6.2,1.56,10.1,90.8,44.3,11,76,13.10,4.50,0.45,0,0,,HolcKe00
50,Rick Mirer,27,CHI,QB,7,3,0-3-0,53,103,51.5,420,0,0.0,6,5.8,26,31.9,34,4.1,1.46,7.9,60.0,37.7,16,89,13.45,2.78,0.51,1,1,,MireRi00
51,Jon Kitna,25,SEA,QB,3,1,1-0-0,31,45,68.9,371,1,2.2,2,4.4,20,58.3,61,8.2,6.69,12.0,123.7,82.7,3,10,6.25,7.52,6.06,1,1,,KitnJo00
52,Rob Johnson,24,JAX,QB,5,1,1-0-0,22,28,78.6,344,2,7.1,2,7.1,12,47.1,40,12.3,10.50,15.6,68.8,111.9,6,29,17.65,9.26,7.79,1,1,,JohnRo00
53,Stoney Case,25,ARI,QB,3,1,0-1-0,29,55,52.7,316,0,0.0,2,3.6,16,33.8,30,5.7,4.11,10.9,105.3,54.8,10,89,15.38,3.49,2.11,0,0,,CaseSt00
54,Steve Matthews,27,JAX,QB,2,1,1-0-0,26,40,65.0,275,0,0.0,0,0.0,14,43.9,43,6.9,6.88,10.6,137.5,84.9,1,0,2.44,6.71,6.71,0,0,,MattSt00
55,Mark Rypien,35,STL,QB,5,0,,19,39,48.7,270,0,0.0,2,5.1,8,35.0,62,6.9,4.62,14.2,54.0,50.2,1,9,2.50,6.53,4.28,0,0,,RypiMa00
56,Jim Druckenmiller,25,SFO,QB,4,1,1-0-0,21,52,40.4,239,1,1.9,4,7.7,10,23.2,33,4.6,1.52,11.4,59.8,29.2,4,32,7.14,3.70,0.84,1,1,,DrucJi00
57,Mike Tomczak,35,PIT,QB,16,0,,16,24,66.7,185,1,4.2,2,8.3,13,54.2,28,7.7,4.79,11.6,11.6,68.9,0,0,0.00,7.71,4.79,0,0,,TomcMi00
58,Doug Nussmeier,27,NOR,QB,3,1,0-1-0,18,32,56.3,183,0,0.0,3,9.4,8,34.2,24,5.7,1.50,10.2,61.0,33.7,6,32,15.79,3.97,0.42,0,0,,NussDo00
59,Todd Philcox,31,SDG,QB,2,0,,16,28,57.1,173,0,0.0,1,3.6,8,36.1,29,6.2,4.57,10.8,86.5,60.6,8,44,22.22,3.58,2.33,0,0,,PhilTo00
60,Craig Erickson,28,MIA,QB,2,0,,13,28,46.4,165,0,0.0,1,3.6,9,36.7,27,5.9,4.29,12.7,82.5,50.4,2,21,6.67,4.80,3.30,0,0,,EricCr00
61,Jeff Brohm,26,SFO,QB,5,0,,16,24,66.7,164,0,0.0,1,4.2,10,41.4,21,6.8,4.96,10.3,32.8,68.7,5,37,17.24,4.38,2.83,0,0,,BrohJe00
62,John Friesz,30,SEA,QB,2,1,0-1-0,15,36,41.7,138,0,0.0,3,8.3,8,31.6,22,3.8,0.08,9.2,69.0,18.1,2,11,5.26,3.34,-0.21,0,0,,FrieJo00
63,Frank Reich,36,DET,QB,6,0,,11,30,36.7,121,0,0.0,2,6.7,6,33.3,27,4.0,1.03,11.0,20.2,21.7,0,0,0.00,4.03,1.03,0,0,,ReicFr00
64,Wade Wilson,38,DAL,QB,7,0,,12,21,57.1,115,0,0.0,0,0.0,4,28.0,32,5.5,5.48,9.6,16.4,72.5,4,26,16.00,3.56,3.56,0,0,,WilsWa00
65,Steve Stenstrom,26,CHI,QB,3,0,,8,14,57.1,70,0,0.0,2,14.3,4,37.5,18,5.0,-1.43,8.8,23.3,31.0,2,19,12.50,3.19,-2.44,0,0,,StenSt00
66,Scott Zolak,30,NWE,QB,4,0,,6,9,66.7,67,2,22.2,0,0.0,4,55.6,20,7.4,11.89,11.2,16.8,128.2,0,0,0.00,7.44,11.89,0,0,,ZolaSc00
67,Steve Walsh,31,TAM,QB,12,0,,6,17,35.3,58,0,0.0,1,5.9,1,17.6,38,3.4,0.76,9.7,4.8,21.2,0,0,0.00,3.41,0.76,0,0,,WalsSt00
68,Jason Garrett,31,DAL,QB,1,0,,10,14,71.4,56,0,0.0,0,0.0,3,25.0,12,4.0,4.00,5.6,56.0,78.3,2,18,12.50,2.38,2.38,0,0,,GarrJa00
69,Bubby Brister,35,DEN,QB,1,0,,6,9,66.7,48,0,0.0,0,0.0,2,22.2,15,5.3,5.33,8.0,48.0,79.9,0,0,0.00,5.33,5.33,0,0,,BrisBu00
70,Tony Graziani,24,ATL,QB,3,1,0-1-0,7,23,30.4,41,0,0.0,2,8.7,3,12.5,13,1.8,-2.13,5.9,13.7,3.7,1,7,4.17,1.42,-2.33,0,0,,GrazTo00
71,Louie Aguiar,31,KAN,P,16,0,,1,1,100.0,35,0,0.0,0,0.0,1,100.0,35,35.0,35.00,35.0,2.2,118.7,0,0,0.00,35.00,35.00,0,0,,aguialou01
72,Dave Meggett,31,NWE,RB,16,2,,1,1,100.0,35,1,100.0,0,0.0,1,100.0,35,35.0,55.00,35.0,2.2,158.3,0,0,0.00,35.00,55.00,0,0,,MeggDa00
73,Steve Bono,35,GNB,QB,2,0,,5,10,50.0,29,0,0.0,0,0.0,1,9.1,14,2.9,2.90,5.8,14.5,56.2,1,15,9.09,1.27,1.27,0,0,,BonoSt00
74,Chris Mohr,31,BUF,P,16,0,,1,1,100.0,29,0,0.0,0,0.0,1,100.0,29,29.0,29.00,29.0,1.8,118.7,0,0,0.00,29.00,29.00,0,0,,MohrCh20
75,Ray Lucas,25,NYJ,QB,5,0,,3,4,75.0,28,0,0.0,1,25.0,2,75.0,19,7.0,-4.25,9.3,5.6,54.2,0,0,0.00,7.00,-4.25,0,0,,LucaRa00
76,Jamal Anderson,25,ATL,RB,16,15,,1,4,25.0,27,1,25.0,1,25.0,1,25.0,27,6.8,0.50,27.0,1.7,55.2,0,0,0.00,6.75,0.50,0,0,,AndeJa00
77,David Klingler,28,OAK,QB,1,0,,4,7,57.1,27,0,0.0,1,14.3,3,57.1,8,3.9,-2.57,6.8,27.0,26.2,0,0,0.00,3.86,-2.57,0,0,,KlinDa00
78,Brian Hansen,37,NYJ,P,15,0,,1,1,100.0,26,0,0.0,0,0.0,1,100.0,26,26.0,26.00,26.0,1.7,118.7,0,0,0.00,26.00,26.00,0,0,,HansBr20
79,Frank Sanders,24,ARI,WR,16,16,,1,1,100.0,26,0,0.0,0,0.0,1,100.0,26,26.0,26.00,26.0,1.6,118.7,0,0,0.00,26.00,26.00,0,0,,SandFr00
80,Tommy Barnhardt,34,TAM,P,6,0,,1,1,100.0,25,0,0.0,0,0.0,1,100.0,25,25.0,25.00,25.0,4.2,118.7,0,0,0.00,25.00,25.00,0,0,,BarnTo22
81,Bryan Barker,33,JAX,P,16,0,,1,1,100.0,22,0,0.0,0,0.0,1,100.0,22,22.0,22.00,22.0,1.4,118.7,0,0,0.00,22.00,22.00,0,0,PBAP-1,BarkBr20
82,Willie Davis,30,TEN,WR,16,15,,1,1,100.0,22,1,100.0,0,0.0,1,100.0,22,22.0,42.00,22.0,1.4,158.3,0,0,0.00,22.00,42.00,0,0,,DaviWi00
83,Mario Bates,24,NOR,RB,12,7,,1,1,100.0,21,1,100.0,0,0.0,1,100.0,21,21.0,41.00,21.0,1.8,158.3,0,0,0.00,21.00,41.00,0,0,,BateMa00
84,Jeff Lewis,24,DEN,QB,3,0,,1,2,50.0,21,0,0.0,0,0.0,1,33.3,21,10.5,10.50,21.0,7.0,87.5,1,7,33.33,4.67,4.67,0,0,,LewiJe01
85,Marcus Allen,37,KAN,RB,16,0,,2,2,100.0,15,2,100.0,0,0.0,2,100.0,14,7.5,27.50,7.5,0.9,137.5,0,0,0.00,7.50,27.50,0,0,,AlleMa00
86,James Ritchey,24,TEN,QB,1,0,,2,2,100.0,15,0,0.0,0,0.0,1,33.3,11,7.5,7.50,7.5,15.0,97.9,1,9,33.33,2.00,2.00,0,0,,RitcJa20
87,Mike Quinn,23,PIT,QB,1,0,,1,2,50.0,10,0,0.0,0,0.0,1,50.0,10,5.0,5.00,10.0,10.0,64.6,0,0,0.00,5.00,5.00,0,0,,QuinMi00
88,Dave Krieg,39,TEN,QB,8,0,,1,2,50.0,2,0,0.0,0,0.0,0,,2,1.0,1.00,2.0,0.3,56.2,0,0,0.00,1.00,1.00,0,0,,KrieDa00
89,Matt Blundin,28,DET,QB,1,0,,0,1,0.0,0,0,0.0,1,100.0,0,,,0.0,-45.00,,0.0,0.0,0,0,0.00,0.00,-45.00,0,0,,BlunMa00
90,Ki-Jana Carter,24,CIN,RB,15,10,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,CartKi00
91,Curtis Conway,26,CHI,WR,7,7,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,ConwCu00
92,Joey Galloway,26,SEA,WR,15,15,,0,0,,0,0,,0,,0,,,,,,0.0,,1,15,100.00,-15.00,-15.00,0,0,,GallJo00
93,Trent Green,27,WAS,QB,1,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,GreeTr00
94,Randal Hill,28,NOR,WR,15,15,,0,0,,0,0,,0,,0,,,,,,0.0,,1,8,100.00,-8.00,-8.00,0,0,,HillRa00
95,Leon Johnson,23,NYJ,RB,16,1,,0,2,0.0,0,0,0.0,1,50.0,0,,,0.0,-22.50,,0.0,0.0,0,0,0.00,0.00,-22.50,0,0,,JohnLe00
96,Napoleon Kaufman,24,OAK,RB,16,16,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,KaufNa00
97,Andre Reed,33,BUF,WR,15,15,,0,0,,0,0,,0,,0,,,,,,0.0,,1,20,100.00,-20.00,-20.00,0,0,,ReedAn00
98,Lamont Warren,24,IND,RB,13,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,WarrLa00
,League Average,,,,,,,,,56.2,,,3.9,,3.0,,41.4,,6.7,6.11,11.9,112.6,77.2,,,7.37,5.70,5.16,,,,-9999
