Rk,Player,Age,Team,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,Sk%,NY/A,ANY/A,4QC,GWD,Awards,Player-additional
26,Phil Simms,24,NYG,QB,12,11,6-5-0,134,265,50.6,1743,13,4.9,14,5.3,78,32.9,61,6.6,5.18,13.0,145.3,66.0,39,319,12.83,4.68,3.47,0,0,AP ORoY-2,SimmPh00
27,Mike Phipps,32,CHI,QB,12,10,9-1-0,134,255,52.5,1535,9,3.5,8,3.1,71,36.3,68,6.0,5.31,11.5,127.9,69.6,15,145,5.56,5.15,4.48,2,2,,PhipMi00
28,Steve Fuller,22,KAN,QB,16,12,6-6-0,146,270,54.1,1484,6,2.2,14,5.2,70,31.6,40,5.5,3.61,10.2,92.8,55.8,37,244,12.05,4.04,2.38,0,1,,FullSt00
29,Don Strock,29,MIA,QB,16,4,3-1-0,56,100,56.0,830,6,6.0,6,6.0,37,44.1,53,8.3,6.80,14.8,51.9,78.3,2,22,1.96,7.92,6.45,1,1,,StroDo00
30,Lynn Dickey,30,GNB,QB,5,3,1-2-0,60,119,50.4,787,5,4.2,4,3.4,36,40.3,52,6.6,5.94,13.1,157.4,71.7,15,120,11.19,4.98,4.38,0,0,,DickLy00
31,Vince Ferragamo,25,RAM,QB,8,5,4-1-0,53,110,48.2,778,5,4.5,10,9.1,32,37.2,71,7.1,3.89,14.7,97.3,49.0,11,115,9.09,5.48,2.59,0,0,,FerrVi00
32,Norris Weese,28,DEN,QB,16,6,4-2-0,53,97,54.6,731,1,1.0,3,3.1,30,37.3,50,7.5,6.35,13.8,45.7,69.6,13,86,11.82,5.86,4.82,0,1,,WeesNo00
33,Bert Jones,28,BAL,QB,4,4,3-1-0,43,92,46.7,643,3,3.3,3,3.3,27,37.3,59,7.0,6.17,15.0,160.8,67.4,10,77,9.80,5.55,4.81,2,2,,JoneBe00
34,Steve Pisarkiewicz,26,STL,QB,6,3,2-1-0,52,109,47.7,621,3,2.8,4,3.7,29,29.3,78,5.7,4.60,11.9,103.5,59.5,14,85,11.38,4.36,3.38,1,1,,PisaSt00
35,Joe Pisarcik,27,NYG,QB,4,4,0-4-0,43,108,39.8,537,2,1.9,6,5.6,26,28.8,48,5.0,2.84,12.5,134.3,39.0,17,123,13.60,3.31,1.47,0,0,,PisaJo00
36,Vince Evans,24,CHI,QB,4,3,0-3-0,32,63,50.8,508,4,6.3,5,7.9,15,31.0,65,8.1,5.76,15.9,127.0,66.1,8,75,11.27,6.10,4.06,0,0,,EvanVi00
37,June Jones,26,ATL,QB,5,2,0-2-0,38,83,45.8,505,2,2.4,3,3.6,22,31.3,49,6.1,4.94,13.3,101.0,58.6,13,100,13.54,4.22,3.23,0,0,,JoneJu00
38,Jack Thompson,23,CIN,QB,9,1,0-1-0,39,87,44.8,481,1,1.1,5,5.7,21,32.0,50,5.5,3.17,12.3,53.4,42.4,16,178,15.53,2.94,0.95,0,0,,ThomJa00
39,Mike Livingston,34,KAN,QB,5,4,1-3-0,44,90,48.9,469,1,1.1,4,4.4,19,37.9,38,5.2,3.43,10.7,93.8,49.7,5,49,5.26,4.42,2.74,0,0,,LiviMi00
40,Gifford Nielsen,25,HOU,QB,16,1,1-0-0,32,61,52.5,404,3,4.9,3,4.9,17,32.8,41,6.6,5.39,12.6,25.3,69.3,3,26,4.69,5.91,4.73,0,0,,NielGi00
41,Scott Hunter,32,DET,QB,13,0,,18,41,43.9,321,1,2.4,1,2.4,10,37.8,82,7.8,7.22,17.8,24.7,69.3,4,33,8.89,6.40,5.84,0,0,,HuntSc00
42,Bob Avellini,26,CHI,QB,7,3,1-2-0,27,51,52.9,310,2,3.9,3,5.9,10,35.6,54,6.1,4.22,11.5,44.3,60.1,8,58,13.56,4.27,2.66,0,1,,AvelBo00
43,Danny White,27,DAL,P,16,0,,19,39,48.7,267,1,2.6,2,5.1,15,39.5,45,6.8,5.05,14.1,16.7,58.4,4,46,9.30,5.14,3.51,0,0,,WhitDa01
44,Mike Rae,28,TAM,QB,5,0,,17,36,47.2,252,1,2.8,2,5.6,12,36.6,29,7.0,5.06,14.8,50.4,56.7,5,31,12.20,5.39,3.68,0,0,,RaexMi00
45,Tom Owen,27,NWE,QB,6,0,,27,47,57.4,248,2,4.3,3,6.4,15,43.1,32,5.3,3.26,9.2,41.3,59.5,4,41,7.84,4.06,2.20,1,1,,OwenTo00
46,Bob Lee,33,RAM,QB,3,0,,11,22,50.0,243,2,9.1,1,4.5,8,30.8,41,11.0,10.82,22.1,81.0,101.1,4,39,15.38,7.85,7.65,0,1,,LeexBo00
47,John Walton,32,PHI,QB,8,0,,19,36,52.8,213,3,8.3,1,2.8,11,33.3,31,5.9,6.33,11.2,26.6,86.9,0,0,0.00,5.92,6.33,0,0,,WaltJo00
48,Matt Robinson,24,NYJ,QB,15,1,0-1-0,17,31,54.8,191,0,0.0,2,6.5,10,33.3,33,6.2,3.26,11.2,12.7,46.6,5,30,13.89,4.47,1.97,0,0,,RobiMa01
49,Joe Reed,31,DET,QB,2,1,0-1-0,14,32,43.8,164,2,6.3,1,3.1,6,24.3,50,5.1,4.97,11.7,82.0,67.7,5,27,13.51,3.70,3.57,0,0,,ReedJo00
50,Mike Kruczek,26,PIT,QB,8,0,,13,20,65.0,153,0,0.0,1,5.0,9,52.2,31,7.7,5.40,11.8,19.1,67.3,3,26,13.04,5.52,3.57,0,0,,KrucMi00
51,Jeff Rutledge,22,RAM,QB,3,1,0-1-0,13,32,40.6,125,1,3.1,4,12.5,6,22.9,22,3.9,-1.09,9.6,41.7,23.0,3,27,8.57,2.80,-1.77,0,0,,RutlJe00
52,Mike Moroski,22,ATL,QB,2,0,,8,15,53.3,97,0,0.0,0,0.0,4,41.2,23,6.5,6.47,12.1,48.5,73.5,2,12,11.76,5.00,5.00,0,0,,MoroMi00
53,Joe Montana,23,SFO,QB,16,1,0-1-0,13,23,56.5,96,1,4.3,0,0.0,6,30.4,18,4.2,5.04,7.4,6.0,81.1,0,0,0.00,4.17,5.04,0,0,,MontJo01
54,Randy Dean,24,NYG,QB,16,1,0-1-0,11,26,42.3,91,0,0.0,2,7.7,4,24.1,20,3.5,0.04,8.3,5.7,19.9,3,23,10.34,2.34,-0.76,0,0,,DeanRa00
55,Jim Plunkett,32,OAK,QB,4,0,,7,15,46.7,89,1,6.7,1,6.7,5,35.3,39,5.9,4.27,12.7,22.3,60.1,2,9,11.76,4.71,3.24,0,0,,PlunJi00
56,Herman Weaver,31,SEA,P,16,0,,3,4,75.0,73,0,0.0,0,0.0,2,50.0,39,18.3,18.25,24.3,4.6,116.7,0,0,0.00,18.25,18.25,0,0,,WeavHe20
57,Tony Galbreath,25,NOR,FB,15,15,,2,3,66.7,70,0,0.0,1,33.3,2,66.7,48,23.3,8.33,35.0,4.7,70.1,0,0,0.00,23.33,8.33,0,0,,GalbTo00
58,Walter Payton,26,CHI,RB,16,16,,1,1,100.0,54,1,100.0,0,0.0,1,100.0,54,54.0,74.00,54.0,3.4,158.3,0,0,0.00,54.00,74.00,0,0,PBAP-2,PaytWa00
59,Don Westbrook,26,NWE,WR,16,0,,2,2,100.0,52,0,0.0,0,0.0,2,100.0,28,26.0,26.00,26.0,3.3,118.7,0,0,0.00,26.00,26.00,0,0,,WestDo00
60,Dave Jennings,27,NYG,P,16,0,,2,2,100.0,48,0,0.0,0,0.0,2,100.0,28,24.0,24.00,24.0,3.0,118.7,0,0,0.00,24.00,24.00,0,0,PBAP-1,JennDa20
61,Craig Penrose,26,DEN,QB,2,0,,2,5,40.0,44,0,0.0,1,20.0,2,40.0,29,8.8,-0.20,22.0,22.0,32.5,0,0,0.00,8.80,-0.20,0,0,,PenrCr00
62,Chuck Muncie,26,NOR,RB,16,15,,1,2,50.0,40,1,50.0,0,0.0,1,50.0,40,20.0,30.00,40.0,2.5,135.4,0,0,0.00,20.00,30.00,0,0,PB,MuncCh00
63,James Harris,32,SDG,QB,8,0,,5,9,55.6,38,0,0.0,1,11.1,1,45.5,10,4.2,-0.78,7.6,4.8,26.4,2,15,18.18,2.09,-2.00,0,0,,HarrJa01
64,Larry Swider,24,DET,P,14,0,,1,1,100.0,36,0,0.0,0,0.0,1,100.0,36,36.0,36.00,36.0,2.6,118.7,0,0,0.00,36.00,36.00,0,0,,SwidLa20
65,Ken Clark,31,RAM,P,16,0,,2,2,100.0,32,0,0.0,0,0.0,1,50.0,30,16.0,16.00,16.0,2.0,118.7,0,0,0.00,16.00,16.00,0,0,,ClarKe21
66,Jon Keyworth,29,DEN,FB,16,9,,1,1,100.0,32,1,100.0,0,0.0,1,100.0,32,32.0,52.00,32.0,2.0,158.3,0,0,0.00,32.00,52.00,0,0,,KeywJo00
67,Steve Little,23,STL,K,16,0,,2,3,66.7,31,0,0.0,0,0.0,2,66.7,16,10.3,10.33,15.5,1.9,100.7,0,0,0.00,10.33,10.33,0,0,,littlste01
68,Mark Miller,23,CLE,QB,2,0,,2,8,25.0,31,0,0.0,1,12.5,2,25.0,17,3.9,-1.75,15.5,15.5,3.6,0,0,0.00,3.88,-1.75,0,0,,MillMa00
69,Bill Munson,38,BUF,QB,3,0,,3,7,42.9,31,0,0.0,0,0.0,2,42.9,16,4.4,4.43,10.3,10.3,56.2,0,0,0.00,4.43,4.43,0,0,,MunsBi00
70,Buddy Hardeman,25,WAS,RB,10,0,,1,2,50.0,30,0,0.0,1,50.0,1,50.0,30,15.0,-7.50,30.0,3.0,56.2,0,0,0.00,15.00,-7.50,0,0,,HardBu00
71,Ron Springs,23,DAL,RB,16,2,,1,3,33.3,30,1,33.3,0,0.0,1,25.0,30,10.0,16.67,30.0,1.9,111.1,1,4,25.00,6.50,11.50,0,0,,SpriRo00
72,Guy Benjamin,24,MIA,QB,4,0,,3,4,75.0,28,0,0.0,0,0.0,1,20.0,17,7.0,7.00,9.3,7.0,93.7,1,10,20.00,3.60,3.60,0,0,,BenjGu00
73,Steve Myer,25,SEA,QB,1,0,,2,8,25.0,28,0,0.0,0,0.0,2,25.0,18,3.5,3.50,14.0,28.0,41.7,0,0,0.00,3.50,3.50,0,0,,MyerSt00
74,David Beverly,29,GNB,P,16,0,,1,2,50.0,23,0,0.0,0,0.0,1,50.0,23,11.5,11.50,23.0,1.4,91.7,0,0,0.00,11.50,11.50,0,0,,BeveDa20
75,Bob Parsons,29,CHI,P,16,0,,1,2,50.0,22,0,0.0,0,0.0,1,50.0,22,11.0,11.00,22.0,1.4,89.6,0,0,0.00,11.00,11.00,0,0,,ParsBo00
76,John James,30,ATL,P,16,0,,1,1,100.0,20,0,0.0,0,0.0,1,100.0,20,20.0,20.00,20.0,1.3,118.7,0,0,0.00,20.00,20.00,0,0,,JameJo20
77,David Sims,24,SEA,RB,3,3,,1,2,50.0,18,0,0.0,0,0.0,1,50.0,18,9.0,9.00,18.0,6.0,81.2,0,0,0.00,9.00,9.00,0,0,,SimsDa00
78,Mike Thomas,26,SDG,RB,14,9,,1,1,100.0,18,0,0.0,0,0.0,1,100.0,18,18.0,18.00,18.0,1.3,118.7,0,0,0.00,18.00,18.00,0,0,,ThomMi00
79,Jerry Golsteyn,25,DET,QB,1,1,0-1-0,2,9,22.2,16,0,0.0,2,22.2,0,,15,1.8,-8.22,8.0,16.0,0.0,2,18,18.18,-0.18,-8.36,0,0,,GolsJe00
80,Johnny Evans,23,CLE,P,16,0,,1,2,50.0,14,0,0.0,0,0.0,1,50.0,14,7.0,7.00,14.0,0.9,72.9,0,0,0.00,7.00,7.00,0,0,,EvanJo21
81,Pat Ryan,24,NYJ,QB,1,0,,2,4,50.0,13,0,0.0,1,25.0,1,33.3,7,3.3,-8.00,6.5,13.0,17.7,2,14,33.33,-0.17,-7.67,0,0,,RyanPa00
82,Kim McQuilken,28,WAS,QB,3,0,,1,4,25.0,12,0,0.0,1,25.0,1,25.0,12,3.0,-8.25,12.0,4.0,0.0,0,0,0.00,3.00,-8.25,0,0,,McQuKi00
83,Bobby Scott,30,NOR,QB,3,0,,2,2,100.0,12,0,0.0,0,0.0,0,,6,6.0,6.00,6.0,4.0,91.7,0,0,0.00,6.00,6.00,0,0,,ScotBo00
84,Freddie Solomon,26,SFO,WR,15,11,,1,1,100.0,12,0,0.0,0,0.0,1,100.0,12,12.0,12.00,12.0,0.8,116.7,0,0,0.00,12.00,12.00,0,0,,SoloFr01
85,Sherman Smith,25,SEA,RB,16,15,,1,1,100.0,11,0,0.0,0,0.0,1,100.0,11,11.0,11.00,11.0,0.7,112.5,0,0,0.00,11.00,11.00,0,0,,SmitSh00
86,Matt Cavanaugh,23,NWE,QB,13,0,,1,1,100.0,10,0,0.0,0,0.0,1,100.0,10,10.0,10.00,10.0,0.8,108.3,0,0,0.00,10.00,10.00,0,0,,CavaMa00
87,Eddie Hare,22,NWE,P,16,0,,1,1,100.0,4,0,0.0,0,0.0,0,,4,4.0,4.00,4.0,0.3,83.3,0,0,0.00,4.00,4.00,0,0,,HareEd20
88,Sam Adkins,24,SEA,QB,3,0,,0,3,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,AdkiSa00
89,Ottis Anderson,22,STL,RB,16,16,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,PBAP-1AP OPoY-4AP ORoY-1,AndeOt00
90,Brian Baschnagel,25,CHI,WR,16,11,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,BascBr00
91,Hank Bauer,25,SDG,RB,16,0,,0,0,,0,0,,0,,0,,,,,,0.0,,1,13,100.00,-13.00,-13.00,0,0,,BaueHa00
92,Ken Burrough,31,HOU,WR,16,16,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,BurrKe00
93,Jerry Eckwood,25,TAM,RB,16,10,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,EckwJe00
94,Russell Erxleben,22,NOR,P,1,0,,0,1,0.0,0,0,0.0,1,100.0,0,,,0.0,-45.00,,0.0,0.0,0,0,0.00,0.00,-45.00,0,0,,erxlerus01
95,Mike Fuller,26,SDG,SS,16,15,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,FullMi20
96,Bob Grupp,24,KAN,P,16,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,PBAP-2,GrupBo20
97,Bruce Hardy,23,MIA,TE,16,14,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,HardBr00
98,Willard Harrell,27,STL,RB,14,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,HarrWi01
99,Harold Jackson,33,NWE,WR,16,16,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,JackHa00
100,Steve Kreider,21,CIN,WR,15,0,,0,0,,0,0,,0,,0,,,,,,0.0,,1,9,100.00,-9.00,-9.00,0,0,,KreiSt00
101,Terry LeCount,23,MIN,WR,12,0,,0,0,,0,0,,0,,0,,,,,,0.0,,1,9,100.00,-9.00,-9.00,0,0,,LeCoTe00
102,James Lofton,23,GNB,WR,16,16,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,LoftJa00
103,Dave Preston,24,DEN,RB,10,3,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,PresDa00
104,Luke Prestridge,23,DEN,P,16,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,PresLu20
105,Tom Skladany,24,DET,P,2,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,SklaTo20
106,Rick Upchurch,27,DEN,WR,16,16,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,PBAP-2,UpchRi00
107,Joe Washington,26,BAL,RB,15,15,,0,1,0.0,0,0,0.0,1,100.0,0,,,0.0,-45.00,,0.0,0.0,0,0,0.00,0.00,-45.00,0,0,PB,WashJo00
108,Delvin Williams,28,MIA,RB,14,13,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,WillDe01
,League Average,,,,,,,,,54.1,,,4.1,,4.6,,40.5,,6.9,5.63,12.7,70.1,70.4,,,7.53,5.76,4.61,,,,-9999
