Rk,Player,Age,Team,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,Sk%,NY/A,ANY/A,4QC,GWD,Awards,Player-additional
15,Dan Marino,35,MIA,QB,13,13,7-6-0,221,373,59.2,2795,17,4.6,9,2.4,127,44.0,74,7.5,7.32,12.6,215.0,87.8,18,131,4.60,6.81,6.65,0,1,,MariDa00
16,Mike Tomczak,34,PIT,QB,16,15,8-5-0,222,401,55.4,2767,15,3.7,17,4.2,136,42.7,70,6.9,5.74,12.5,172.9,71.8,16,105,3.84,6.38,5.27,0,2,,TomcMi00
17,Stan Humphries,31,SDG,QB,13,13,7-6-0,232,416,55.8,2670,18,4.3,13,3.1,129,42.2,63,6.4,5.88,11.5,205.4,76.7,20,187,4.59,5.69,5.18,0,1,,HumpSt00
18,Jim Harbaugh,33,IND,QB,14,14,7-7-0,232,405,57.3,2630,13,3.2,11,2.7,129,43.8,51,6.5,5.91,11.3,187.9,76.3,36,190,8.16,5.53,5.00,2,2,,HarbJi00
19,Steve Bono,34,KAN,QB,14,13,8-5-0,235,438,53.7,2572,12,2.7,13,3.0,135,40.0,69,5.9,5.08,10.9,183.7,68.0,22,161,4.78,5.24,4.49,1,1,,BonoSt00
20,Jeff Hostetler,35,OAK,QB,13,13,7-6-0,242,402,60.2,2548,23,5.7,14,3.5,131,44.9,62,6.3,5.92,10.5,196.0,83.2,32,181,7.37,5.45,5.06,0,0,,HostJe00
21,Tony Banks,23,STL,QB,14,13,5-8-0,192,368,52.2,2544,15,4.1,15,4.1,109,37.0,77,6.9,5.89,13.3,181.7,71.0,48,306,11.54,5.38,4.48,0,0,,BankTo00
22,Kerry Collins,24,CAR,QB,13,12,9-3-0,204,364,56.0,2454,14,3.8,9,2.5,116,44.5,55,6.7,6.40,12.0,188.8,79.4,18,114,4.71,6.13,5.80,1,1,PB,CollKe00
23,Dave Brown,26,NYG,QB,16,16,6-10-0,214,398,53.8,2412,12,3.0,20,5.0,132,39.6,37,6.1,4.40,11.3,150.8,61.3,49,276,10.96,4.78,3.30,0,0,,BrowDa00
24,Steve Young,35,SFO,QB,12,12,9-3-0,214,316,67.7,2410,14,4.4,6,1.9,124,49.1,52,7.6,7.66,11.3,200.8,97.2,34,160,9.71,6.43,6.46,2,2,PB,YounSt00
25,Boomer Esiason,35,ARI,QB,10,8,3-5-0,190,339,56.0,2293,11,3.2,14,4.1,120,43.8,64,6.8,5.55,12.1,229.3,70.6,17,109,4.78,6.13,4.98,2,2,,EsiaBo00
26,Dave Krieg,38,CHI,QB,13,12,6-6-0,226,377,59.9,2278,14,3.7,12,3.2,127,44.8,53,6.0,5.35,10.1,175.2,76.3,14,104,3.58,5.56,4.90,1,1,,KrieDa00
27,Brad Johnson,28,MIN,QB,12,8,5-3-0,195,311,62.7,2258,17,5.5,10,3.2,110,47.2,82,7.3,6.91,11.6,188.2,89.4,15,119,4.60,6.56,6.22,2,3,,JohnBr00
28,Frank Reich,35,NYJ,QB,10,7,1-6-0,175,331,52.9,2205,15,4.5,16,4.8,109,42.9,52,6.7,5.39,12.6,220.5,68.9,14,94,4.06,6.12,4.90,0,0,,ReicFr00
29,Chris Chandler,31,HOU,QB,12,12,6-6-0,184,320,57.5,2099,16,5.0,11,3.4,110,42.6,63,6.6,6.01,11.4,174.9,79.7,25,153,7.25,5.64,5.13,2,2,,ChanCh00
30,John Friesz,29,SEA,QB,8,6,4-2-0,120,211,56.9,1629,8,3.8,4,1.9,72,44.4,80,7.7,7.63,13.6,203.6,86.4,12,77,5.38,6.96,6.87,2,1,,FrieJo00
31,Kent Graham,28,ARI,QB,10,8,4-4-0,146,274,53.3,1624,12,4.4,7,2.6,94,42.0,69,5.9,5.65,11.1,162.4,75.1,19,120,6.48,5.13,4.88,2,2,,GrahKe00
32,Warren Moon,40,MIN,QB,8,8,4-4-0,134,247,54.3,1610,7,2.8,9,3.6,74,39.8,54,6.5,5.45,12.0,201.3,68.7,19,122,7.14,5.59,4.60,1,2,,MoonWa00
33,Rick Mirer,26,SEA,QB,11,9,2-7-0,136,265,51.3,1546,5,1.9,12,4.5,74,36.2,60,5.8,4.17,11.4,140.5,56.6,22,84,7.67,5.09,3.56,1,1,,MireRi00
34,Elvis Grbac,26,SFO,QB,15,4,3-1-0,122,197,61.9,1236,8,4.1,10,5.1,55,43.8,40,6.3,4.80,10.1,82.4,72.2,6,30,2.96,5.94,4.51,0,0,,GrbaEl00
35,Steve McNair,23,HOU,QB,9,4,2-2-0,88,143,61.5,1197,6,4.2,4,2.8,47,46.7,83,8.4,7.95,13.6,133.0,90.6,9,45,5.92,7.58,7.18,0,0,,McNaSt00
36,Neil O'Donnell,30,NYJ,QB,6,6,0-6-0,110,188,58.5,1147,4,2.1,7,3.7,54,38.8,78,6.1,4.85,10.4,191.2,67.8,18,127,8.74,4.95,3.81,0,0,,ODonNe00
37,Rodney Peete,30,PHI,QB,5,5,3-2-0,80,134,59.7,992,3,2.2,5,3.7,47,45.5,62,7.4,6.17,12.4,198.4,74.6,11,53,7.59,6.48,5.34,0,0,,PeetRo00
38,Sean Salisbury,33,SDG,QB,16,3,1-2-0,82,161,50.9,984,5,3.1,8,5.0,39,32.8,56,6.1,4.50,12.0,61.5,59.6,13,109,7.47,5.03,3.53,0,0,,SaliSe00
39,Steve Beuerlein,31,CAR,QB,8,4,3-1-0,69,123,56.1,879,8,6.5,2,1.6,44,42.6,40,7.1,7.72,12.7,109.9,93.5,18,136,12.77,5.27,5.77,1,1,,BeueSt00
40,Paul Justin,28,IND,QB,8,2,2-0-0,74,127,58.3,839,2,1.6,0,0.0,39,44.8,38,6.6,6.92,11.3,104.9,83.4,7,58,5.22,5.83,6.13,1,1,,JustPa00
41,Erik Kramer,32,CHI,QB,4,4,1-3-0,73,150,48.7,781,3,2.0,6,4.0,37,38.9,58,5.2,3.81,10.7,195.3,54.3,7,53,4.46,4.64,3.30,0,0,,KramEr00
42,Craig Erickson,27,MIA,QB,7,3,1-2-0,55,99,55.6,780,4,4.0,2,2.0,34,39.1,61,7.9,7.78,14.2,111.4,86.3,11,72,10.00,6.44,6.35,0,0,,EricCr00
43,Todd Collins,25,BUF,QB,7,3,2-1-0,55,99,55.6,739,4,4.0,5,5.1,27,34.5,95,7.5,6.00,13.4,105.6,71.9,11,53,10.00,6.24,4.92,1,1,,CollTo00
44,Jeff George,29,ATL,QB,3,3,0-3-0,56,99,56.6,698,3,3.0,3,3.0,31,41.8,67,7.1,6.29,12.5,232.7,76.1,11,84,10.00,5.58,4.90,0,0,,GeorJe00
45,Billy Joe Hobert,25,OAK,QB,8,3,0-3-0,57,104,54.8,667,4,3.8,5,4.8,36,41.6,51,6.4,5.02,11.7,83.4,67.3,9,52,7.96,5.44,4.16,0,0,,HobeBi00
46,Glenn Foley,26,NYJ,QB,5,3,0-3-0,54,110,49.1,559,3,2.7,7,6.4,28,31.1,46,5.1,2.76,10.4,111.8,46.7,9,65,7.56,4.15,2.01,0,0,,FoleGl00
47,Don Majkowski,32,DET,QB,5,2,1-1-0,55,102,53.9,554,3,2.9,3,2.9,29,37.5,27,5.4,4.70,10.1,110.8,67.2,10,61,8.93,4.40,3.73,1,1,,MajkDo00
48,Rich Gannon,31,KAN,QB,4,3,1-2-0,54,90,60.0,491,6,6.7,1,1.1,32,46.3,25,5.5,6.29,9.1,122.8,92.4,5,42,5.26,4.73,5.52,1,1,,GannRi00
49,Steve Walsh,30,STL,QB,3,3,1-2-0,33,77,42.9,344,0,0.0,5,6.5,18,32.1,32,4.5,1.55,10.4,114.7,29.4,4,27,4.94,3.91,1.14,1,1,,WalsSt00
50,Bill Musgrave,29,DEN,QB,6,1,0-1-0,31,52,59.6,276,0,0.0,2,3.8,12,37.5,46,5.3,3.58,8.9,46.0,57.9,4,32,7.14,4.36,2.75,0,0,,MusgBi00
51,Doug Nussmeier,26,NOR,QB,2,1,0-1-0,28,50,56.0,272,1,2.0,1,2.0,11,34.0,57,5.4,4.94,9.7,136.0,69.7,3,17,5.66,4.81,4.34,0,0,,NussDo00
52,Jamie Martin,26,STL,QB,6,0,,23,34,67.6,241,3,8.8,2,5.9,13,52.6,22,7.1,6.21,10.5,40.2,92.9,4,34,10.53,5.45,4.66,1,1,,MartJa00
53,Danny Kanell,23,NYG,QB,4,0,,23,60,38.3,227,1,1.7,1,1.7,12,25.4,25,3.8,3.37,9.9,56.8,48.4,7,48,10.45,2.67,2.30,0,0,,KaneDa00
54,Bernie Kosar,33,MIA,QB,3,0,,24,32,75.0,208,1,3.1,0,0.0,11,36.8,20,6.5,7.13,8.7,69.3,102.1,6,34,15.79,4.58,5.11,0,0,,KosaBe00
55,Jeff Brohm,25,SFO,QB,3,0,,21,34,61.8,189,1,2.9,0,0.0,8,36.1,49,5.6,6.15,9.0,63.0,86.5,2,10,5.56,4.97,5.53,1,1,,BrohJe00
56,Shane Matthews,26,CHI,QB,2,0,,13,17,76.5,158,1,5.9,0,0.0,8,61.1,26,9.3,10.47,12.2,79.0,124.1,1,3,5.56,8.61,9.72,0,0,,MattSh00
57,Jim Miller,25,PIT,QB,2,1,0-1-0,13,25,52.0,123,0,0.0,0,0.0,6,37.0,17,4.9,4.92,9.5,61.5,65.9,2,7,7.41,4.30,4.30,0,0,,MillJi00
58,Kordell Stewart,24,PIT,QB,16,2,2-0-0,11,30,36.7,100,0,0.0,2,6.7,4,21.2,15,3.3,0.33,9.1,6.3,18.8,3,37,9.09,1.91,-0.82,0,2,,StewKo00
59,Eric Zeier,24,BAL,QB,1,0,,10,21,47.6,97,1,4.8,1,4.8,8,36.0,15,4.6,3.43,9.7,97.0,57.0,4,26,16.00,2.84,1.84,0,0,,ZeieEr00
60,Erik Wilhelm,31,CIN,QB,3,0,,7,13,53.8,90,1,7.7,2,15.4,5,43.8,38,6.9,1.54,12.9,30.0,61.9,3,16,18.75,4.63,0.25,0,0,,WilhEr00
61,David Klingler,27,OAK,QB,1,0,,10,24,41.7,87,0,0.0,0,0.0,4,28.6,20,3.6,3.63,8.7,87.0,51.9,4,16,14.29,2.54,2.54,0,0,,KlinDa00
62,Wade Wilson,37,DAL,QB,3,1,0-1-0,8,18,44.4,79,0,0.0,1,5.6,4,31.6,20,4.4,1.89,9.9,26.3,34.3,1,7,5.26,3.79,1.42,0,0,,WilsWa00
63,Mark Rypien,34,PHI,QB,1,0,,10,13,76.9,76,1,7.7,0,0.0,5,69.2,16,5.8,7.38,7.6,76.0,116.2,0,0,0.00,5.85,7.38,0,0,,RypiMa00
64,Casey Weldon,27,TAM,QB,3,0,,5,9,55.6,76,0,0.0,1,11.1,2,36.4,42,8.4,3.44,15.2,25.3,44.0,2,10,18.18,6.00,1.91,0,0,,WeldCa00
65,Kerwin Bell,31,IND,QB,1,0,,5,5,100.0,75,1,20.0,0,0.0,4,80.0,30,15.0,19.00,15.0,75.0,158.3,0,0,0.00,15.00,19.00,0,0,,BellKe00
66,Todd Sauerbrun,23,CHI,P,16,0,,2,2,100.0,63,0,0.0,0,0.0,2,100.0,47,31.5,31.50,31.5,3.9,118.7,0,0,0.00,31.50,31.50,0,0,,SaueTo20
67,Browning Nagle,28,ATL,QB,5,0,,6,13,46.2,59,1,7.7,2,15.4,3,35.3,17,4.5,-0.85,9.8,11.8,45.5,4,20,23.53,2.29,-1.82,0,0,,NaglBr00
68,Jeff Lewis,23,DEN,QB,2,0,,9,17,52.9,58,0,0.0,1,5.9,3,44.4,11,3.4,0.76,6.4,29.0,35.9,1,7,5.56,2.83,0.33,0,0,,LewiJe01
69,Jason Garrett,30,DAL,QB,1,0,,3,3,100.0,44,0,0.0,0,0.0,1,33.3,32,14.7,14.67,14.7,44.0,118.7,0,0,0.00,14.67,14.67,0,0,,GarrJa00
70,Gino Torretta,26,SEA,QB,1,0,,5,16,31.3,41,1,6.3,1,6.3,1,10.5,32,2.6,1.00,8.2,41.0,35.4,3,17,15.79,1.26,-0.05,0,0,,ToreGi00
71,Jim McMahon,37,GNB,QB,5,0,,3,4,75.0,39,0,0.0,0,0.0,3,75.0,24,9.8,9.75,13.0,7.8,105.2,0,0,0.00,9.75,9.75,0,0,,McMaJi00
72,Steve Stenstrom,25,CHI,QB,1,0,,3,4,75.0,37,0,0.0,0,0.0,1,60.0,28,9.3,9.25,12.3,37.0,103.1,1,5,20.00,6.40,6.40,0,0,,StenSt00
73,Curtis Conway,25,CHI,WR,16,16,,1,1,100.0,33,1,100.0,0,0.0,1,100.0,33,33.0,53.00,33.0,2.1,158.3,0,0,0.00,33.00,53.00,0,0,,ConwCu00
74,Jay Walker,24,MIN,QB,1,0,,2,2,100.0,31,0,0.0,0,0.0,2,100.0,19,15.5,15.50,15.5,31.0,118.7,0,0,0.00,15.50,15.50,0,0,,WalkJa22
75,Danan Hughes,26,KAN,WR,15,2,,1,1,100.0,30,0,0.0,0,0.0,1,100.0,30,30.0,30.00,30.0,2.0,118.7,0,0,0.00,30.00,30.00,0,0,,HughDa00
76,Terry Kirby,26,SFO,RB,14,10,,1,2,50.0,24,1,50.0,0,0.0,1,50.0,24,12.0,22.00,24.0,1.7,133.3,0,0,0.00,12.00,22.00,0,0,,KirbTe00
77,Tyrone Wheatley,24,NYG,RB,14,0,,1,1,100.0,24,1,100.0,0,0.0,1,100.0,24,24.0,44.00,24.0,1.7,158.3,0,0,0.00,24.00,44.00,0,0,,WheaTy00
78,Harvey Williams,29,OAK,RB,13,5,,1,2,50.0,18,1,50.0,0,0.0,1,50.0,18,9.0,19.00,18.0,1.4,120.8,0,0,0.00,9.00,19.00,0,0,,WillHa00
79,Isaac Bruce,24,STL,WR,16,16,,1,2,50.0,15,0,0.0,1,50.0,1,50.0,15,7.5,-15.00,15.0,0.9,35.4,0,0,0.00,7.50,-15.00,0,0,PBAP OPoY-5,BrucIs00
80,Carl Pickens,26,CIN,WR,16,16,,1,1,100.0,12,0,0.0,0,0.0,1,100.0,12,12.0,12.00,12.0,0.8,116.7,0,0,0.00,12.00,12.00,0,0,PBAP-2,PickCa00
81,Scott Milanovich,23,TAM,QB,1,0,,2,3,66.7,9,0,0.0,0,0.0,0,,8,3.0,3.00,4.5,9.0,70.1,0,0,0.00,3.00,3.00,0,0,,MilaSc00
82,Alex Van Pelt,26,BUF,QB,1,0,,2,5,40.0,9,0,0.0,0,0.0,0,,5,1.8,1.80,4.5,9.0,47.9,0,0,0.00,1.80,1.80,0,0,,VanPAl00
83,Daryl Hobbs,28,OAK,WR,16,1,,1,1,100.0,7,0,0.0,0,0.0,0,100.0,7,7.0,7.00,7.0,0.4,95.8,0,0,0.00,7.00,7.00,0,0,,HobbDa00
84,Scott Zolak,29,NWE,QB,3,0,,1,1,100.0,5,0,0.0,0,0.0,0,,5,5.0,5.00,5.0,1.7,87.5,0,0,0.00,5.00,5.00,0,0,,ZolaSc00
85,Karim Abdul-Jabbar,22,MIA,RB,16,14,,0,0,,0,0,,0,,0,,,,,,0.0,,1,3,100.00,-3.00,-3.00,0,0,,AbduKa00
86,Marcus Allen,36,KAN,RB,16,15,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,AlleMa00
87,Aaron Craver,28,DEN,FB,15,15,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,CravAa00
88,Stan Gelbaugh,34,SEA,QB,1,1,1-0-0,0,2,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,1,11,33.33,-3.67,-3.67,0,0,,GelbSt00
89,Marrio Grier,25,NWE,RB,16,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,GrieMa00
90,Craig Hentrich,25,GNB,P,16,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,hentrcra01
91,Bobby Hoying,24,PHI,QB,1,0,,0,0,,0,0,,0,,0,,,,,,0.0,,1,10,100.00,-10.00,-10.00,0,0,,HoyiBo00
92,Earnest Hunter,26,NOR,RB,6,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,HuntEa00
93,Dave Meggett,30,NWE,RB,16,1,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,PBAP-2,MeggDa00
94,Brian Mitchell,28,WAS,RB,16,2,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,MitcBr00
95,Lawrence Phillips,21,STL,RB,15,11,,0,0,,0,0,,0,,0,,,,,,0.0,,1,12,100.00,-12.00,-12.00,0,0,,PhilLa00
96,Jerry Rice,34,SFO,WR,16,16,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,PBAP-1AP OPoY-5,RiceJe00
97,Barry Sanders,28,DET,RB,16,16,,0,1,0.0,0,0,0.0,1,100.0,0,,,0.0,-45.00,,0.0,0.0,0,0,0.00,0.00,-45.00,0,0,PBAP-2,SandBa00
98,Tom Tupa,30,NWE,P,16,0,,0,2,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,TupaTo20
99,Chris Walsh,28,MIN,WR,15,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,WalsCh00
100,Sherman Williams,23,DAL,RB,16,1,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,0,0,0.00,0.00,0.00,0,0,,WillSh00
101,Mark Royals,31,DET,P,16,0,,1,1,100.0,-8,0,0.0,0,0.0,0,,-8,-8.0,-8.00,-8.0,-0.5,79.2,0,0,0.00,-8.00,-8.00,0,0,,RoyaMa20
,League Average,,,,,,,,,57.6,,,3.9,,3.4,,43.2,,6.7,5.94,11.6,106.8,76.9,,,6.48,5.83,5.14,,,,-9999
